"['title']","['url']","['createdAt']","['closedAt']"
"Error parsing yaml file ","https://github.com/projectdiscovery/nuclei-templates/issues/22","2020-4/9","2020-4/9"
"Error Parsing yaml file","https://github.com/projectdiscovery/nuclei-templates/issues/23","2020-4/9","2020-4/9"
"Limit False Positive ","https://github.com/projectdiscovery/nuclei-templates/issues/24","2020-4/9","2020-4/9"
"Error Parsing yaml file","https://github.com/projectdiscovery/nuclei-templates/issues/25","2020-4/9","2020-4/9"
"Updating guide document","https://github.com/projectdiscovery/nuclei-templates/issues/26","2020-4/9","2020-5/24"
"False positives for Google Cloud key template","https://github.com/projectdiscovery/nuclei-templates/issues/27","2020-4/9","2020-4/9"
"Support for multiple fingerprints in single template ","https://github.com/projectdiscovery/nuclei-templates/issues/34","2020-4/15","2020-4/15"
"Multiple matchers with DNS request","https://github.com/projectdiscovery/nuclei-templates/issues/52","2020-4/25","2020-4/26"
"Automatic syntax checker","https://github.com/projectdiscovery/nuclei-templates/issues/56","2020-4/26","2020-5/25"
"regex extractor with /g (global) flag by default","https://github.com/projectdiscovery/nuclei-templates/issues/61","2020-4/27","2020-4/27"
"Create template for Wildcard DNS detection","https://github.com/projectdiscovery/nuclei-templates/issues/63","2020-4/27","2020-4/28"
"Create Template for VHOST detection","https://github.com/projectdiscovery/nuclei-templates/issues/64","2020-4/27","2020-6/18"
"Create HTTP probe template","https://github.com/projectdiscovery/nuclei-templates/issues/67","2020-4/28","2020-5/24"
"filter-valid.yaml should support SERVFAIL/REFUSED","https://github.com/projectdiscovery/nuclei-templates/issues/71","2020-4/30","2020-4/30"
"can anyone make Ghostcat: CVE-2020-1938 template","https://github.com/projectdiscovery/nuclei-templates/issues/82","2020-5/7","2020-5/8"
"Add more examples with different matchers","https://github.com/projectdiscovery/nuclei-templates/issues/83","2020-5/7","2020-7/5"
"Need help on quote","https://github.com/projectdiscovery/nuclei-templates/issues/89","2020-5/18","2020-5/18"
"Setup template with words/format to ignore","https://github.com/projectdiscovery/nuclei-templates/issues/92","2020-5/20","2020-5/24"
"Porting guide document to dedicated documentation page ","https://github.com/projectdiscovery/nuclei-templates/issues/94","2020-5/21","2020-8/6"
"""Docker Registry Listing"" template results in Bitbucket false positives.","https://github.com/projectdiscovery/nuclei-templates/issues/98","2020-5/23","2020-5/24"
