2012-3,2012-4,2013-2,2012-6,2012-7,2013-1,2013-3,2013-4,2013-5,2013-6,2013-7,2013-8,2013-9,2013-10,2013-11,2013-12,2014-1,2014-2,2014-3,2014-4,2014-5,2014-6,2014-7,2014-8,2014-9,2014-10,2014-11,2014-12,2015-1,2015-2,2015-3,2015-4,2015-5,2015-6,2015-7,2015-8,2015-9,2015-10,2015-11,2015-12,2016-1,2016-2,2016-3,2016-4,2016-5,2016-6,2016-7,2016-8,2016-9,2016-10,2016-11,2016-12,2017-1,2017-2,2017-3,2017-4,2017-5,2017-6,2017-7,2017-8,2017-9,2017-10,2017-11,2017-12,2018-1,2018-2,2018-3,2018-4,2018-5,2018-6,2018-7,2018-8,2018-9,2018-10,2018-11,2018-12,2019-1,2019-2,2019-3,2019-4,2019-5,2019-6,2019-7,2019-8,2019-9,2019-10,2019-11,2019-12,2020-1,2020-2,2020-3,2020-4,2020-5,2020-6,2020-7,2020-8,2020-9,2020-10,2020-12,2021-1,2021-2,2021-3,2021-4,2021-7,2021-9,2021-10,2021-11,2021-12,2022-2,2022-3,2022-5,2022-6,2022-7,2022-8
53,56,74,75,77,78,97,116,146,191,211,885,921,946,970,986,1001,1032,1058,1079,1109,1122,1565,1602,1628,1642,1651,1668,1690,1769,1793,1812,1831,1848,1862,1879,1896,1914,1934,1947,1961,1978,1999,2015,2022,2032,2055,2068,2076,2091,2101,2107,2124,2133,2146,2152,2162,2176,2188,2197,2205,2210,2213,2215,2225,2230,2237,2243,2256,2261,2269,2272,2278,2283,2288,2296,2299,2307,2313,2321,2326,2331,2338,2340,2343,2345,2349,2353,2359,2363,2367,2368,2371,2376,2378,2382,2385,2387,2389,2391,2392,2397,2401,2403,2405,2407,2408,2410,2412,2414,2415,2416,2418,2421
