2020-6,1
2020-8,17
2020-9,76
2020-10,126
2020-11,149
2020-12,159
2021-1,179
2021-2,201
2021-3,220
2021-4,248
2021-5,300
2021-6,389
2021-7,486
2021-8,559
2021-9,616
2021-10,678
2021-11,802
2021-12,854
2022-1,937
2022-2,1035
2022-3,1118
2022-4,1208
2022-5,1279
2022-6,1639
2022-7,1725
2022-8,1807
2022-9,1896
2022-10,2031
2022-11,2150
2022-12,2350
2023-1,2470
2023-2,2573
2023-3,2723
2023-4,2885
2023-5,3047
