"2012-6","2013-3","2013-6","2013-9","2013-12","2014-3","2014-6","2014-9","2014-12","2015-3","2015-6","2015-9","2015-12","2016-3","2016-6","2016-9","2016-12","2017-3","2017-6","2017-9","2017-12","2018-3","2018-6","2018-9","2018-12","2019-3","2019-6","2019-9","2019-12","2020-3","2020-6","2020-9","2021-1","2021-4","2021-10","2022-2","2022-6","2022-8"
7.333333333333333,7.333333333333333,31.333333333333332,243.33333333333334,21.666666666666668,24.0,21.333333333333332,168.66666666666666,13.333333333333334,41.666666666666664,18.333333333333332,16.0,17.0,17.333333333333332,11.0,14.666666666666666,10.333333333333334,13.0,10.0,9.666666666666666,3.3333333333333335,7.333333333333333,8.0,5.666666666666667,6.0,5.666666666666667,6.0,4.0,3.3333333333333335,4.666666666666667,3.0,3.0,2.0,3.3333333333333335,2.0,1.6666666666666667,1.3333333333333333,1.6666666666666667
"2012-6","2013-3","2013-6","2013-9","2013-12","2014-3","2014-6","2014-9","2014-12","2015-3","2015-6","2015-9","2015-12","2016-3","2016-6","2016-9","2016-12","2017-3","2017-6","2017-9","2017-12","2018-3","2018-6","2018-9","2018-12","2019-3","2019-6","2019-9","2019-12","2020-3","2020-6","2020-9","2021-1","2021-4","2021-10","2022-2","2022-6","2022-8"
7.333333333333333,7.333333333333333,31.333333333333332,243.33333333333334,21.666666666666668,24.0,21.333333333333332,168.66666666666666,13.333333333333334,41.666666666666664,18.333333333333332,16.0,17.0,17.333333333333332,11.0,14.666666666666666,10.333333333333334,13.0,10.0,9.666666666666666,3.3333333333333335,7.333333333333333,8.0,5.666666666666667,6.0,5.666666666666667,6.0,4.0,3.3333333333333335,4.666666666666667,3.0,3.0,2.0,3.3333333333333335,2.0,1.6666666666666667,1.3333333333333333,1.6666666666666667
