"['title']","['url']","['createdAt']","['closedAt']"
"Consume ASM 6.0 BETA","https://github.com/spotbugs/spotbugs/issues/268","2017-7/17","2017-8/9"
"BugInstance should also be keyed by plugin id","https://github.com/spotbugs/spotbugs/issues/274","2017-7/22","null"
"build generates files in main source directories","https://github.com/spotbugs/spotbugs/issues/277","2017-7/23","2017-7/25"
"Check for @OverridingMethodsMustInvokeSuper","https://github.com/spotbugs/spotbugs/issues/281","2017-7/24","null"
"UI Freezes during ""bug count"" decoration","https://github.com/spotbugs/spotbugs/issues/285","2017-7/25","2022-2/9"
"Gradle should update artifacts.xml and content.xml even though eclipsePlugin/build/site already has them","https://github.com/spotbugs/spotbugs/issues/287","2017-7/26","2017-8/7"
"FP: TQ_MAYBE_SOURCE_VALUE_REACHES_ALWAYS_SINK: LazySequence","https://github.com/spotbugs/spotbugs/issues/288","2017-7/27","null"
"Remove the YourKit profiling callback","https://github.com/spotbugs/spotbugs/issues/289","2017-7/27","2017-8/2"
"Gradle plugin prints Findbugs","https://github.com/spotbugs/spotbugs/issues/291","2017-7/29","2017-9/21"
"classesDir is deprecated","https://github.com/spotbugs/spotbugs/issues/292","2017-7/31","2017-9/26"
"OBL_UNSATISFIED_OBLIGATION false positive","https://github.com/spotbugs/spotbugs/issues/293","2017-7/31","null"
"Bring jFormatString library under the SpotBugs umbrella","https://github.com/spotbugs/spotbugs/issues/295","2017-8/2","2018-8/7"
"Filter: empty and ignores all","https://github.com/spotbugs/spotbugs/issues/296","2017-8/2","null"
"supply an xsd","https://github.com/spotbugs/spotbugs/issues/297","2017-8/2","null"
"gradle using multiple source directories in the future","https://github.com/spotbugs/spotbugs/issues/299","2017-8/3","2017-8/3"
"Upgrade DOM4J from 1.6.1 to 2.1.0","https://github.com/spotbugs/spotbugs/issues/300","2017-8/3","2018-2/24"
"Upload of the daily snapshot to gh pages doesn't work","https://github.com/spotbugs/spotbugs/issues/308","2017-8/8","2017-8/9"
"WrappedRuntimeException: Premature end of file.","https://github.com/spotbugs/spotbugs/issues/312","2017-8/10","2018-6/28"
"Cannot convert the provided notation to a File or URI: classesDirs","https://github.com/spotbugs/spotbugs/issues/320","2017-8/16","2017-9/6"
"All command line scripts are broken","https://github.com/spotbugs/spotbugs/issues/323","2017-8/17","2017-8/18"
