['closedAt'],['createdAt'],['title'],['url']
2016-11/6,2016-11/6,missing libs?,https://github.com/spotbugs/spotbugs/issues/1
2016-11/26,2016-11/6,Build tools,https://github.com/spotbugs/spotbugs/issues/4
2017-8/30,2016-11/6,New website,https://github.com/spotbugs/spotbugs/issues/5
,2016-11/6,Proper support for INVOKEDYNAMIC,https://github.com/spotbugs/spotbugs/issues/6
2017-10/14,2016-11/6,Maven Support,https://github.com/spotbugs/spotbugs/issues/8
2016-12/1,2016-11/6,Dead code removal,https://github.com/spotbugs/spotbugs/issues/9
2016-11/27,2016-11/6,Unit testing,https://github.com/spotbugs/spotbugs/issues/10
2016-11/14,2016-11/7,Bill Emerges,https://github.com/spotbugs/spotbugs/issues/14
2016-11/30,2016-11/7,Gradle support,https://github.com/spotbugs/spotbugs/issues/15
2016-11/8,2016-11/7,Deal with Locale provider changes in JRE9,https://github.com/spotbugs/spotbugs/issues/17
2016-11/15,2016-11/8,Support running under Java7,https://github.com/spotbugs/spotbugs/issues/19
2016-12/6,2016-11/8,@CheckForNull and @Nonnull not working within lambdas,https://github.com/spotbugs/spotbugs/issues/20
2016-11/15,2016-11/13,Replace logo within source,https://github.com/spotbugs/spotbugs/issues/25
2019-3/4,2016-11/15,Make SpecialKind handling thread-safe,https://github.com/spotbugs/spotbugs/issues/28
2017-1/26,2016-11/17,Travis: deploy SNAPSHOT artifact to Maven repository,https://github.com/spotbugs/spotbugs/issues/30
2016-11/20,2016-11/19,findbugs/bin not committed?,https://github.com/spotbugs/spotbugs/issues/31
2017-2/18,2016-11/22,Logo idea(s),https://github.com/spotbugs/spotbugs/issues/36
2016-11/30,2016-11/30,"Error: ""One or more required BCEL classes were missing.""",https://github.com/spotbugs/spotbugs/issues/42
2017-1/22,2016-12/2,RFC: idea to distribute test harness for plugin developers,https://github.com/spotbugs/spotbugs/issues/53
2016-12/3,2016-12/3,how does one get around this,https://github.com/spotbugs/spotbugs/issues/58
2017-1/27,2016-12/5,ClassFormatException: Constant pool at index 0 is null,https://github.com/spotbugs/spotbugs/issues/60
2016-12/7,2016-12/7,Build fails on Eclipse plugin - missing local.properties,https://github.com/spotbugs/spotbugs/issues/75
2020-9/29,2016-12/7,IllegalArgumentException in OpcodeStack.constantToInt,https://github.com/spotbugs/spotbugs/issues/78
2021-4/3,2016-12/7,False positive OBL_UNSATIFIED_OBLIGATION with try with resources,https://github.com/spotbugs/spotbugs/issues/79
2016-12/12,2016-12/7,Dogfooding - should classes be Serializable?,https://github.com/spotbugs/spotbugs/issues/81
2017-9/4,2016-12/7,Make SpotBugs pass FindBugs checks,https://github.com/spotbugs/spotbugs/issues/82
2017-7/1,2016-12/7,Import some of the fb-contrib utils,https://github.com/spotbugs/spotbugs/issues/83
,2016-12/9,Unreachable code in DroppedException.visit,https://github.com/spotbugs/spotbugs/issues/84
2017-1/9,2016-12/9,False positive when dogfooding UC_USELESS_CONDITION?,https://github.com/spotbugs/spotbugs/issues/86
,2016-12/9,False positive dogfooding TQ_COMPARING_VALUES_WITH_INCOMPATIBLE_TYPE_QUALIFIERS,https://github.com/spotbugs/spotbugs/issues/87
2017-9/21,2016-12/17,Ask to release BCEL 6.1,https://github.com/spotbugs/spotbugs/issues/89
,2016-12/23,UselessCode FP,https://github.com/spotbugs/spotbugs/issues/91
,2016-12/26,[False Positive][ interprocedural ] is_null_checked  test is not that robust,https://github.com/spotbugs/spotbugs/issues/95
2017-6/7,2016-12/26,android annotation support?,https://github.com/spotbugs/spotbugs/issues/96
2017-4/20,2017-1/25,Break cyclic dependency among Eclipse projects,https://github.com/spotbugs/spotbugs/issues/108
2017-10/25,2017-1/27,Release SpotBugs 3.1.0,https://github.com/spotbugs/spotbugs/issues/111
2017-2/11,2017-2/7,[Eclipse] ClassNotFoundException: de.tobject.findbugs.view.UserAnnotationsView ,https://github.com/spotbugs/spotbugs/issues/118
2017-7/1,2017-2/9,Absorb existing findbugs pull requests?,https://github.com/spotbugs/spotbugs/issues/120
2017-7/1,2017-2/11,ArrayIndexOutOfBoundsException with Findbugs 3.0.1,https://github.com/spotbugs/spotbugs/issues/121
2017-2/15,2017-2/12,Errors in findbugs-maven-plugin,https://github.com/spotbugs/spotbugs/issues/123
2017-10/5,2017-2/18,Annotations should not be deprecated.,https://github.com/spotbugs/spotbugs/issues/130
2017-4/16,2017-2/21,create custom gradle plugin,https://github.com/spotbugs/spotbugs/issues/133
2017-2/22,2017-2/21,"ant task, annotations and test-harness depends on `com.github.spotbugs:findbugs:3.1.0-RC1`",https://github.com/spotbugs/spotbugs/issues/135
2017-4/17,2017-2/22,Problem found when integrating with SonarQube,https://github.com/spotbugs/spotbugs/issues/136
,2017-2/27,Store loaded plugin to instance field instead of static field,https://github.com/spotbugs/spotbugs/issues/144
2017-7/1,2017-3/3,Eclipse plugin: Not able to view bug details,https://github.com/spotbugs/spotbugs/issues/147
2017-7/20,2017-3/7,"Cannot run FindBugs on JDK9: ""Resource not found: java/lang/Object.class""",https://github.com/spotbugs/spotbugs/issues/148
,2017-3/10,Support reports (and fixes) through the language server protocol,https://github.com/spotbugs/spotbugs/issues/149
,2017-3/29,"Add filter option 'visibility' for fields, classes, methods",https://github.com/spotbugs/spotbugs/issues/150
2017-4/18,2017-4/18,"Eclipse setup is wrong, cycle project dependencies",https://github.com/spotbugs/spotbugs/issues/151
2017-4/18,2017-4/18,spotbugsTestCases has compile errors in Eclipse,https://github.com/spotbugs/spotbugs/issues/152
2017-6/26,2017-4/18,Eclipse plugin debug is broken,https://github.com/spotbugs/spotbugs/issues/153
2017-4/20,2017-4/18,Change Eclipse plugin id,https://github.com/spotbugs/spotbugs/issues/155
2017-5/31,2017-4/18,Enable tests disabled in #154,https://github.com/spotbugs/spotbugs/issues/156
2017-6/26,2017-4/23,EclipsePlugin-tests plugin classpath is broken,https://github.com/spotbugs/spotbugs/issues/160
2017-5/15,2017-4/26,TypeMatcher is missing in filter documentation,https://github.com/spotbugs/spotbugs/issues/161
2017-5/14,2017-5/11,Annotating both @Inject and @Nonnull doesn't work ,https://github.com/spotbugs/spotbugs/issues/167
2017-6/13,2017-5/16,Inconsistency between CLI and Eclipse plugin: JRE should be Discovered.IN_SYSTEM_CLASSPATH,https://github.com/spotbugs/spotbugs/issues/171
2017-5/18,2017-5/16,Time for Release,https://github.com/spotbugs/spotbugs/issues/172
2017-5/18,2017-5/17,Add licence file,https://github.com/spotbugs/spotbugs/issues/174
2017-6/9,2017-5/20,Source jar of SpotBugs 3.1.0 does not contain source of repackaged BCEL,https://github.com/spotbugs/spotbugs/issues/176
2017-8/30,2017-5/22,Clarify backwards compatibility with existing FindBugs integrations,https://github.com/spotbugs/spotbugs/issues/177
2017-5/27,2017-5/24,Cannot build a project downloaded with ZIP.,https://github.com/spotbugs/spotbugs/issues/178
,2017-5/29,AbstractBugReporter emits wrong non-sensical debug output during filtering,https://github.com/spotbugs/spotbugs/issues/184
2017-6/8,2017-5/30,"ant plugin does not accept ""userPrefs""",https://github.com/spotbugs/spotbugs/issues/185
,2017-5/30,SpotBugs detector targeting static files,https://github.com/spotbugs/spotbugs/issues/186
,2017-5/30,Include reference to the original class file,https://github.com/spotbugs/spotbugs/issues/187
,2017-5/31,Allow BugAnnotation descriptions/roles to be extended,https://github.com/spotbugs/spotbugs/issues/188
2017-7/1,2017-5/31,"False positive ""Comparison of String objects using == or != in ..."" warning.",https://github.com/spotbugs/spotbugs/issues/189
2017-6/29,2017-6/1,Run sonar analysis at continuous integration,https://github.com/spotbugs/spotbugs/issues/190
2017-6/1,2017-6/1,./gradlew clean test does not run,https://github.com/spotbugs/spotbugs/issues/192
,2017-6/1,Move built-in detectors to their own plugin,https://github.com/spotbugs/spotbugs/issues/193
,2017-6/8,Error looking up nonnull parameters for invoked method,https://github.com/spotbugs/spotbugs/issues/200
,2017-6/9,Classpath of multiple Eclipse-enabled FindBugs plugins may clash,https://github.com/spotbugs/spotbugs/issues/201
2017-6/12,2017-6/9,Gradle build fails to build eclipsePlugin under macOS,https://github.com/spotbugs/spotbugs/issues/203
