"['title']","['url']","['createdAt']","['closedAt']"
"test CKV_AWS_101: ""Ensure Neptune logging is enabled"" fails when set correctly","https://github.com/bridgecrewio/checkov/issues/856","2021-2/11","2021-2/15"
"Malformed resource causes crash","https://github.com/bridgecrewio/checkov/issues/857","2021-2/11","2021-2/15"
"Enable auditing on SQL Servers","https://github.com/bridgecrewio/checkov/issues/859","2021-2/12","2021-12/27"
"Handle remote state (files, s3 buckets, etc.) in the TF parser","https://github.com/bridgecrewio/checkov/issues/860","2021-2/12","2021-2/13"
"bc-python-hcl2: Ternary with strings parse error","https://github.com/bridgecrewio/checkov/issues/863","2021-2/15","2022-7/9"
"bc-python-hcl2: Multi-line ternary parse error","https://github.com/bridgecrewio/checkov/issues/864","2021-2/15","2022-4/5"
"auto.tfvars file parsing error","https://github.com/bridgecrewio/checkov/issues/865","2021-2/15","2021-2/16"
"IndexError: list index out of range","https://github.com/bridgecrewio/checkov/issues/868","2021-2/16","2021-2/16"
"Error in parsing variable with strict type value","https://github.com/bridgecrewio/checkov/issues/872","2021-2/16","2021-2/17"
"Merged map with inline string variable substitution converts whole map to string","https://github.com/bridgecrewio/checkov/issues/873","2021-2/16","2021-2/17"
"Plan check fails:ERROR:checkov.terraform.checks.resource.aws.EKSNodeGroupRemoteAccess:Failed","https://github.com/bridgecrewio/checkov/issues/876","2021-2/17","2021-12/12"
"Empty XML after skipping check","https://github.com/bridgecrewio/checkov/issues/880","2021-2/17","2022-2/22"
"BC_AWS_KUBERNETES_2 should not be reported if  EKS Public Endpoint is Not Accessible to 0.0.0.0/0","https://github.com/bridgecrewio/checkov/issues/883","2021-2/18","2021-12/9"
"Add Severity to controls and option to specify the severity to be reported.","https://github.com/bridgecrewio/checkov/issues/884","2021-2/18","null"
"Enable encryption check on Azure managed disk","https://github.com/bridgecrewio/checkov/issues/897","2021-2/22","2021-12/24"
"ERROR:checkov.terraform.checks.resource.gcp.CloudStorageSelfLogging:Failed to run check: Bucket should not log to itself for configuration","https://github.com/bridgecrewio/checkov/issues/899","2021-2/22","2021-3/5"
"CKV_AZURE_9 & CKV_AZURE_10  PASSES WHEN REPRODUCING FAILURE","https://github.com/bridgecrewio/checkov/issues/900","2021-2/22","2021-2/23"
"does not evaluate values in terraform objects defined in terraform.tfvars file - (custom policies)","https://github.com/bridgecrewio/checkov/issues/903","2021-2/23","2021-12/27"
"Can not run on cloudformation template + json + tabs","https://github.com/bridgecrewio/checkov/issues/904","2021-2/23","2021-12/24"
"Multiple --file options given results in duplicate findings","https://github.com/bridgecrewio/checkov/issues/911","2021-2/23","2021-12/24"
"Not evaluating defaults from terraform lookup function for CKV_AZURE_15","https://github.com/bridgecrewio/checkov/issues/913","2021-2/23","2021-12/27"
"Terraform plan check CKV_AWS_27 not working when kms_master_key_id does not gets set","https://github.com/bridgecrewio/checkov/issues/921","2021-2/25","2021-12/24"
"BaseResourceValueCheck._is_variable_dependant incorrect","https://github.com/bridgecrewio/checkov/issues/924","2021-2/26","2021-3/1"
"Uncheck bridgecrew dashboard","https://github.com/bridgecrewio/checkov/issues/927","2021-2/27","2021-2/28"
"Unable to load module: 'NoneType' object has no attribute 'get'","https://github.com/bridgecrewio/checkov/issues/931","2021-3/1","2021-3/1"
"TF references to module output","https://github.com/bridgecrewio/checkov/issues/933","2021-3/1","2021-3/2"
"Checkov throws an exception with serverless when it has only an Output resource block","https://github.com/bridgecrewio/checkov/issues/934","2021-3/2","2021-12/27"
"addition of severity on Resource scans (auto generated)","https://github.com/bridgecrewio/checkov/issues/935","2021-3/2","2021-11/26"
"Feature request: check inline policy name for IAM CKV_AWS_63 control","https://github.com/bridgecrewio/checkov/issues/940","2021-3/3","2021-12/27"
"Crashing in runner.py due to AttributeError raised by checking None for keys","https://github.com/bridgecrewio/checkov/issues/941","2021-3/3","2021-3/7"
"bc-python-hcl2: parse error in TerraGoat's aws/consts.tf","https://github.com/bridgecrewio/checkov/issues/944","2021-3/5","2021-3/5"
"Support for Packer and Vagrant","https://github.com/bridgecrewio/checkov/issues/949","2021-3/8","null"
"UnboundLocalError: local variable 'root' referenced before assignment, in terraform/plan_runner.py","https://github.com/bridgecrewio/checkov/issues/951","2021-3/8","2021-3/8"
"Checkov crashes when analysing google_compute_instance","https://github.com/bridgecrewio/checkov/issues/952","2021-3/9","2021-3/9"
"get FAILED result even using the recommendation","https://github.com/bridgecrewio/checkov/issues/958","2021-3/9","2021-3/9"
"False positive on CKV_AWS_59 - APIGatewayAuthorization ignores API keys","https://github.com/bridgecrewio/checkov/issues/960","2021-3/9","2021-3/9"
"CKV_AWS_103 should not trigger for TCP NLB's","https://github.com/bridgecrewio/checkov/issues/966","2021-3/10","2021-3/15"
"CloudFormation - ES Domain Logging - Check logic issue","https://github.com/bridgecrewio/checkov/issues/967","2021-3/10","2021-3/11"
"support passing variable files","https://github.com/bridgecrewio/checkov/issues/971","2021-3/10","2022-1/2"
"Pre-commit hook not working with --skip-check argument","https://github.com/bridgecrewio/checkov/issues/976","2021-3/12","2021-3/25"
"checkov hanging. Running in docker in EC2 instance","https://github.com/bridgecrewio/checkov/issues/985","2021-3/16","2021-3/16"
"CKV_AWS_107: aws_iam_policy for action ecr:GetAuthorizationToken with resource ""*""","https://github.com/bridgecrewio/checkov/issues/988","2021-3/17","2021-5/15"
"file and directory selection on command line","https://github.com/bridgecrewio/checkov/issues/989","2021-3/17","2021-12/27"
"CKV_AWS_111 - cloudformation  check cloudwatch:PutMetricData","https://github.com/bridgecrewio/checkov/issues/990","2021-3/17","2021-3/23"
"Error parsing file when using condition","https://github.com/bridgecrewio/checkov/issues/991","2021-3/18","2022-7/9"
"Checkov logs to stdout making the json un-parseable","https://github.com/bridgecrewio/checkov/issues/992","2021-3/18","2021-3/21"
" Remote Modules Loading feature is not working on source with refs","https://github.com/bridgecrewio/checkov/issues/994","2021-3/18","2021-3/18"
"CKV_AWS_107, CKV_AWS_108, CKV_AWS_109, and CKV_AWS_110: check should require effect=Allow","https://github.com/bridgecrewio/checkov/issues/1000","2021-3/18","2021-3/23"
"terraform flatten  and coalescelist functions support","https://github.com/bridgecrewio/checkov/issues/1006","2021-3/22","2021-12/27"
"Raising code quality","https://github.com/bridgecrewio/checkov/issues/1007","2021-3/22","2021-12/27"
"Very slow terraform scan on medium sized repository","https://github.com/bridgecrewio/checkov/issues/1010","2021-3/23","2021-4/20"
"CKV_GCP_33 report metadata empty with google_compute_project_metadata_item defined","https://github.com/bridgecrewio/checkov/issues/1017","2021-3/24","2022-8/10"
"K8S checks not recognizing configuration on container in type Job","https://github.com/bridgecrewio/checkov/issues/1021","2021-3/29","2021-7/15"
"#1022 broke colered output for gitlab ci","https://github.com/bridgecrewio/checkov/issues/1025","2021-3/30","2021-4/8"
