2012-6,2012-7,2012-8,2012-9,2012-10,2012-11,2012-12,2013-1,2013-2,2013-3,2013-4,2013-5,2013-6,2013-7,2013-8,2013-9,2013-10,2013-11,2013-12,2014-1,2014-2,2014-3,2014-4,2014-5,2014-6,2014-7,2014-8,2014-9,2014-10,2014-11,2014-12,2015-1,2015-2,2015-3,2015-4,2015-5,2015-6,2015-7,2015-8,2015-9,2015-10,2015-11,2015-12,2016-1,2016-2,2016-3,2016-4,2016-5,2016-6,2016-7,2016-8,2016-9,2016-10,2016-11,2016-12,2017-1,2017-2,2017-3,2017-4,2017-5,2017-6,2017-7,2017-8,2017-9,2017-10,2017-11,2017-12,2018-1,2018-2,2018-3,2018-4,2018-5,2018-6,2018-7,2018-8,2018-9,2018-10,2018-11,2018-12,2019-1,2019-2,2019-3,2019-4,2019-5,2019-6,2019-7,2019-8,2019-9,2019-10,2019-11,2019-12,2020-1,2020-2,2020-5
0.0,71.42857142857143,36.36363636363637,21.428571428571427,31.03448275862069,48.484848484848484,32.038834951456316,26.20689655172414,12.048192771084338,24.8868778280543,17.16417910447761,18.072289156626507,12.368421052631579,12.471655328798185,11.881188118811881,5.253283302063791,6.944444444444445,5.254515599343185,4.38871473354232,4.334828101644246,1.903367496339678,1.0101010101010102,1.4204545454545454,2.8925619834710745,2.4161073825503356,0.9283819628647214,1.5665796344647518,1.1597938144329898,2.375,2.3142509135200973,0.8443908323281062,1.542111506524318,1.0550996483001172,1.7281105990783412,1.7977528089887642,0.7803790412486065,1.0976948408342482,1.935483870967742,2.100840336134454,1.8537590113285274,1.6194331983805668,1.6881827209533267,3.4416826003824093,2.05799812909261,3.065825067628494,2.5416301489921125,1.4629948364888123,1.6920473773265652,1.6638935108153077,2.7485852869846403,3.5797665369649803,2.3556231003039514,2.2238695329873983,1.532846715328467,1.574803149606299,1.9580419580419581,2.719238613188307,2.316346790205162,1.7555266579973992,1.532567049808429,1.3207547169811322,1.727328809376928,1.516990291262136,1.7878426698450536,1.5249266862170088,1.3302486986697513,0.632183908045977,0.9659090909090908,1.5651201788708775,0.9413067552602437,1.3100436681222707,1.3433637829124128,1.3756613756613756,0.5263157894736842,1.1434511434511436,0.7223942208462332,0.9197751660705161,0.9113924050632912,0.6027122049221497,0.9438648782911079,0.9837678307919331,0.9737098344693282,0.8204633204633204,1.141769743101808,0.33175355450236965,0.9845288326300985,1.4292300599354542,0.8679762448606669,0.9945750452079566,0.4048582995951417,0.04496402877697842,0.17953321364452424,0.04486316733961417,0.08964589870013448
