"['title']","['url']","['createdAt']","['closedAt']"
"Wrong default bitness while analyzing arm32 ELF binary","https://github.com/rizinorg/rizin/issues/1835","2021-10/14","2022-3/27"
"Fix UTF-64LE string detection when contains `\xa1` character","https://github.com/rizinorg/rizin/issues/1836","2021-10/14","2022-6/14"
"Provide a `help` command that can be used to provide help for common topics","https://github.com/rizinorg/rizin/issues/1837","2021-10/15","null"
"Create special category for ""system"" commands","https://github.com/rizinorg/rizin/issues/1840","2021-10/15","2021-10/26"
"File autocompletion for ~ ($HOME) does not work","https://github.com/rizinorg/rizin/issues/1841","2021-10/15","2021-10/15"
"`vw?` results in a black screen","https://github.com/rizinorg/rizin/issues/1845","2021-10/16","2021-10/18"
"Types: allow mixed size pointers","https://github.com/rizinorg/rizin/issues/1856","2021-10/19","null"
"Make RzILBitVector not use heap for <=64bits","https://github.com/rizinorg/rizin/issues/1858","2021-10/20","2021-11/15"
"Use RzILBitVector directly in rzil_op_int_t","https://github.com/rizinorg/rizin/issues/1859","2021-10/20","2021-11/2"
"Rizin cannot find `main()` function in the `/bin/ls` binary from Fedora 35 x86_64","https://github.com/rizinorg/rizin/issues/1864","2021-10/21","2021-10/23"
"`ecn`/`ecp` do not work when starting from default theme","https://github.com/rizinorg/rizin/issues/1866","2021-10/21","2021-11/8"
"NetBSD build warnings","https://github.com/rizinorg/rizin/issues/1873","2021-10/22","null"
"Remove global state from TUI modes","https://github.com/rizinorg/rizin/issues/1874","2021-10/22","null"
"Split predefined `$variables` into categories","https://github.com/rizinorg/rizin/issues/1877","2021-10/22","null"
"dist\windows\rizin.iss: No files found matching ""C:\Users\RUNNER~1\AppData\Local\Temp\rizin-win-installer\*""","https://github.com/rizinorg/rizin/issues/1881","2021-10/24","2021-11/17"
"Is it possible to provide some preset configuration files for Visual Panels?","https://github.com/rizinorg/rizin/issues/1882","2021-10/24","null"
"Add an option to show instruction numbers in `pd`, `pi` commands, various visual modes","https://github.com/rizinorg/rizin/issues/1883","2021-10/25","null"
"Number of added OK tests by `rz-test -L` for testfile is inconsistent","https://github.com/rizinorg/rizin/issues/1887","2021-10/25","2021-10/30"
"Failure to generate 32bit Linux shellcode from 'raw' sources","https://github.com/rizinorg/rizin/issues/1889","2021-10/26","null"
"`V?` does not print the help","https://github.com/rizinorg/rizin/issues/1892","2021-10/27","2021-11/1"
"Add rz-ghidra to docker container","https://github.com/rizinorg/rizin/issues/1903","2021-10/29","2022-5/26"
"Arbitrarily high hit counts / high allocation counts hurts search performance, refactor search hits to use rz_vector?","https://github.com/rizinorg/rizin/issues/1909","2021-10/31","null"
"Implement missing RZIL operation handlers","https://github.com/rizinorg/rizin/issues/1918","2021-11/1","2022-1/3"
"Make it mandatory to document modified or newly created functions/structs in PRs","https://github.com/rizinorg/rizin/issues/1919","2021-11/1","2021-11/4"
"Support for Python 3.9, 3.10 bytecode","https://github.com/rizinorg/rizin/issues/1921","2021-11/1","2022-5/2"
"Alpha linux: linux_debug.c:1170:17: error: unknown type name ‘RZ_DEBUG_REG_T’; did you mean ‘RZ_DEBUG_H’?","https://github.com/rizinorg/rizin/issues/1925","2021-11/2","null"
"RISC-V Linux debug support","https://github.com/rizinorg/rizin/issues/1926","2021-11/2","null"
"HPPA (PARISC) Linux support","https://github.com/rizinorg/rizin/issues/1927","2021-11/2","null"
"Problem building in Windows 10, Visual Studio 2019","https://github.com/rizinorg/rizin/issues/1928","2021-11/2","2021-11/3"
"SPARC Linux support","https://github.com/rizinorg/rizin/issues/1931","2021-11/3","null"
"Segfault opening riscv64 elf binary with debug symbols","https://github.com/rizinorg/rizin/issues/1943","2021-11/5","2021-11/15"
"Unable to correctly retype a var as struct on binary","https://github.com/rizinorg/rizin/issues/1944","2021-11/7","null"
"No way to distinguish between ""core files"" and ""other files"".","https://github.com/rizinorg/rizin/issues/1947","2021-11/8","null"
"Allow to list all settings effecting a command","https://github.com/rizinorg/rizin/issues/1951","2021-11/9","null"
"iR <hashalgo>","https://github.com/rizinorg/rizin/issues/1952","2021-11/9","2021-11/15"
"Provide rz_msg_digest API to compute digests from RzBuffer","https://github.com/rizinorg/rizin/issues/1956","2021-11/10","2022-6/28"
"`Failed to load project: invalid content encountered` when file is moved","https://github.com/rizinorg/rizin/issues/1957","2021-11/10","2021-11/11"
"Refactor `RzTable` API and implementation","https://github.com/rizinorg/rizin/issues/1961","2021-11/11","null"
"Provide an `e` option for the default visual view.","https://github.com/rizinorg/rizin/issues/1963","2021-11/11","2021-11/14"
"iH - add JSON output","https://github.com/rizinorg/rizin/issues/1978","2021-11/14","null"
"Make a dummy PDB symbol server just for CI tests","https://github.com/rizinorg/rizin/issues/1981","2021-11/15","2022-6/10"
"`double free or corruption (fasttop)` if analysing unstripped binary","https://github.com/rizinorg/rizin/issues/1982","2021-11/15","2021-11/24"
"Adding Comments from Visual Mode is broken","https://github.com/rizinorg/rizin/issues/1999","2021-11/19","2021-11/20"
"Move RzILBitVector to RzUtil","https://github.com/rizinorg/rizin/issues/2010","2021-11/22","2021-12/1"
"Build Improvements for Packaging","https://github.com/rizinorg/rizin/issues/2013","2021-11/23","2021-11/24"
"Trailing nibble causes any disasm to fail","https://github.com/rizinorg/rizin/issues/2014","2021-11/23","2022-5/30"
"CVE-2021-4022: Segfault when analyzing an ELF64 for HPPA architecture","https://github.com/rizinorg/rizin/issues/2015","2021-11/23","2021-11/26"
"Wrong x86_64 assembly due to the handmade assembler","https://github.com/rizinorg/rizin/issues/2021","2021-11/24","null"
"Allow to set expected value of tests to fail in `rz-test`","https://github.com/rizinorg/rizin/issues/2029","2021-11/26","2022-6/16"
"Remove RZ_HOME_OLD_PLUGINS after 0.4.0 is released","https://github.com/rizinorg/rizin/issues/2046","2021-11/29","null"
"`run_basic_block_analysis` ignores `analysis.jmp.after` flag.","https://github.com/rizinorg/rizin/issues/2047","2021-11/29","2022-1/5"
"Add test for `rz_agent`","https://github.com/rizinorg/rizin/issues/2049","2021-11/30","null"
"Wrong resolution of R_ARM_RELATIVE relocations","https://github.com/rizinorg/rizin/issues/2052","2021-11/30","2021-12/1"
"Wrong message / Command 'P' does not exist.","https://github.com/rizinorg/rizin/issues/2059","2021-12/2","2022-3/2"
"NULL pointer dereference in rz_analysis_block_recurse_depth_first","https://github.com/rizinorg/rizin/issues/2065","2021-12/4","2021-12/28"
"Failure to detect `main` function in GraalVM-compiled Java ELF","https://github.com/rizinorg/rizin/issues/2072","2021-12/6","2022-2/14"
"Rizin cannot guess the calling convention correctly","https://github.com/rizinorg/rizin/issues/2078","2021-12/8","null"
"ESIL to RZIL conversion","https://github.com/rizinorg/rizin/issues/2080","2021-12/9","null"
"Multiple heap-based OOB reads when disassemblying opcodes","https://github.com/rizinorg/rizin/issues/2082","2021-12/9","2022-4/12"
"Heap-based OOB write when parsing dwarf die info","https://github.com/rizinorg/rizin/issues/2083","2021-12/9","2021-12/10"
"Incompatible (L)GPL licenses","https://github.com/rizinorg/rizin/issues/2084","2021-12/10","2021-12/17"
"Reading oversized debug section causes system resource exhaustion","https://github.com/rizinorg/rizin/issues/2088","2021-12/10","2022-4/3"
