"['title']","['createdAt']","['closedAt']","['publishedAt']","['merged']","['mergedAt']","['paticipants']","['additions']","['deletions']"
"Plan route Exit dialog","2020-8/6","2020-8/6","2020-8/6",True,"2020-8/6",2,257,86
"Fix synced marker icon","2020-8/6","2020-8/6","2020-8/6",True,"2020-8/6",2,12,31
"Follow track","2020-8/6","2020-8/6","2020-8/6",True,"2020-8/6",2,1623,204
"Fix route between point dialog straight line","2020-8/7","2020-8/7","2020-8/7",True,"2020-8/7",2,6,5
"""Mapillary"" to ""street-level imagery""","2020-8/9","2020-8/9","2020-8/9",True,"2020-8/9",2,6,8
"Fix #9408","2020-8/10","2020-8/10","2020-8/10",True,"2020-8/10",2,43,11
"Added 20 seconds option for the Logging interval during navigation setting","2020-8/10","2020-8/10","2020-8/10",True,"2020-8/10",2,1,1
"Fix #9341 color of synced icon","2020-8/10","2020-8/10","2020-8/10",True,"2020-8/10",2,2,2
"Update map_context_menu_fragment.xml","2020-8/10","2020-8/10","2020-8/10",True,"2020-8/10",1,5,5
"small refactoring","2020-8/11","2020-8/11","2020-8/11",True,"2020-8/11",2,7,7
"Fix material theme","2020-8/11","2020-8/11","2020-8/11",True,"2020-8/11",2,36,16
"Fix a bunch of deprecations","2020-8/11","2020-8/11","2020-8/11",True,"2020-8/11",2,109,174
"9055 allow to edit address","2020-8/12","2020-8/12","2020-8/12",True,"2020-8/12",3,371,97
"Fix plan route option","2020-8/12","2020-8/12","2020-8/12",True,"2020-8/12",2,214,127
"no route recalculation wrong direction issue fix","2020-8/13","2020-8/13","2020-8/13",True,"2020-8/13",2,40,30
"Fix: ask to unlock device if it requires keyboard interaction while locked","2020-8/13","2020-8/13","2020-8/13",True,"2020-8/13",2,23,19
"Revert ""Update map_context_menu_fragment.xml""","2020-8/14","2020-8/14","2020-8/14",False,"null",2,5,5
"Fix #9552","2020-8/14","2020-8/14","2020-8/14",True,"2020-8/14",2,12,1
"Fix typo","2020-8/16","2020-8/16","2020-8/16",True,"2020-8/16",2,1,1
"Fix #9532","2020-8/16","2020-8/16","2020-8/16",True,"2020-8/16",2,54,54
"Issue 9539 Switch bug fix","2020-8/17","2020-8/17","2020-8/17",True,"2020-8/17",2,22,10
"Fix #9585 (Show photos from Wikimedia Commons)","2020-8/17","2020-8/17","2020-8/17",True,"2020-8/17",2,140,59
"Fix #9582","2020-8/17","2020-8/17","2020-8/17",True,"2020-8/17",2,7,6
"Fix Plan route exit without saving","2020-8/17","2020-8/17","2020-8/17",True,"2020-8/17",2,60,24
"Allow custom ""user-agent"" for tile download","2020-8/17","2020-8/17","2020-8/17",True,"2020-8/17",2,43,5
"Plan route point menu","2020-8/18","2020-8/18","2020-8/18",False,"null",3,872,253
"Analyze screen fixes","2020-8/18","2020-8/18","2020-8/18",True,"2020-8/18",2,54,8
"Fix #9408 Don't show ""Whats here"" menu","2020-8/18","2020-8/18","2020-8/18",True,"2020-8/18",2,24,13
"Draft: simple web server added","2020-8/19","2020-8/19","2020-8/19",True,"2020-8/19",2,34937,0
"Fix #9533","2020-8/19","2020-8/19","2020-8/19",False,"null",2,50,49
"Fix Rename GPX","2020-8/20","2020-8/20","2020-8/20",True,"2020-8/20",2,19,711
"Fix Material Theme","2020-8/20","2020-8/20","2020-8/20",True,"2020-8/20",2,92,81
"Plan route point menu trim","2020-8/21","2020-8/21","2020-8/21",True,"2020-8/21",2,490,166
"Fix #8545 Supporting System Default theme","2020-8/21","2020-8/21","2020-8/21",True,"2020-8/21",2,112,52
"Fix profile button and formatting","2020-8/21","2020-8/21","2020-8/21",True,"2020-8/21",2,14,6
"New strings reworked","2020-8/22","2020-9/22","2020-8/22",True,"2020-9/22",2,17,17
"Fix typo in strings.xml","2020-8/23","2020-8/23","2020-8/23",True,"2020-8/23",2,1,1
"Rename_GPX","2020-8/23","2020-8/23","2020-8/23",True,"2020-8/23",2,7,257
"Fix #9533","2020-8/24","2020-9/24","2020-8/24",True,"2020-9/24",3,42,35
"Plan route fixes first part","2020-8/26","2020-8/26","2020-8/26",True,"2020-8/26",2,141,90
"Fix_9698","2020-8/26","2020-8/26","2020-8/26",True,"2020-8/26",2,16,13
"Fix #9658","2020-8/26","2020-9/26","2020-8/26",True,"2020-9/26",2,1,1
"fix_mapillary_title","2020-8/26","2020-8/26","2020-8/26",True,"2020-8/26",2,3,3
"Split github issue templates","2020-8/26","2020-9/26","2020-8/26",True,"2020-9/26",2,196,32
"Add CONTRIBUTING.md and INSTALL.md ","2020-8/26","2020-9/26","2020-8/26",False,"null",2,196,18
"Fix  #9636","2020-8/27","2020-9/27","2020-8/27",True,"2020-9/27",2,15,12
