"['title']","['createdAt']","['closedAt']","['publishedAt']","['merged']","['mergedAt']","['paticipants']","['additions']","['deletions']"
"Support for left and right","2014-10/13","2014-10/13","2014-10/13",True,"2014-10/13",2,59,0
"Added zero number speed limit.","2014-10/13","2014-10/13","2014-10/13",True,"2014-10/13",2,2,2
"Fixed issue 2387 (Hillshade layer not visible when activated)","2014-10/14","2014-10/14","2014-10/14",True,"2014-10/14",2,5,0
"Rename getLanesInfo() to assignLanesInfo()","2014-10/15","2014-10/15","2014-10/15",True,"2014-10/15",3,3,3
"Implemented search radius for POI in waypoints dialog","2014-10/15","2014-10/15","2014-10/15",False,"null",2,143,14
"Fixed OsMo plugin issues","2014-10/16","2014-10/16","2014-10/16",True,"2014-10/16",2,560,31
"Map preference and waypoint dialog moved to drawer menu.","2014-10/17","2014-10/17","2014-10/17",True,"2014-10/17",2,1122,312
"Added back button and menu iteraction for drawer","2014-10/20","2014-10/20","2014-10/20",True,"2014-10/20",2,31,4
"Revert ""Map preference and waypoint dialog moved to drawer menu.""","2014-10/20","2014-10/20","2014-10/20",True,"2014-10/20",1,312,1122
"Fixed crash when pressed back on map in Android version 2.3","2014-10/20","2014-10/20","2014-10/20",True,"2014-10/20",2,15,7
"Solve Issue 2233: Routing instructions disappearing too early in roundabouts.","2014-10/21","2014-10/21","2014-10/21",False,"null",2,65,72
"map settings dialog moved to drawer. Added possibility to set light and ...","2014-10/21","2014-10/21","2014-10/21",True,"2014-10/21",2,81,64
"Add support for determining the actual turn to be taken based on the lanes highlighted","2014-10/21","2014-10/21","2014-10/21",True,"2014-10/21",2,69,6
"Solve Issue 2233: Routing instructions disappearing too early in roundabouts.","2014-10/22","2014-10/22","2014-10/22",True,"2014-10/22",2,17,3
"See description","2014-10/27","2014-10/27","2014-10/27",True,"2014-10/27",2,569,434
"Created app mode selection item in drawer","2014-10/28","2014-10/28","2014-10/28",True,"2014-10/28",3,230,71
"Fix possible typo in ""Others map attributes""","2014-10/28","2014-10/28","2014-10/28",True,"2014-10/28",2,1,1
"Turn on the screen for a few seconds when there is a voice prompt","2014-10/30","2014-10/30","2014-10/30",True,"2014-10/30",3,183,37
"Waypoints will now be updated when user reopens drawer with finger","2014-10/31","2014-10/31","2014-10/31",True,"2014-10/31",2,17,3
