"['title']","['createdAt']","['closedAt']","['publishedAt']","['merged']","['mergedAt']","['paticipants']","['additions']","['deletions']"
"Personal favs refactor","2020-1/3","2020-1/3","2020-1/3",True,"2020-1/3",3,487,569
"update test branch","2020-1/5","2020-1/5","2020-1/5",True,"2020-1/5",16,4565,649
"fix Estonian strinng","2020-1/5","2020-1/5","2020-1/5",True,"2020-1/5",1,1,1
"string improvement","2020-1/5","2020-1/5","2020-1/5",True,"2020-1/5",1,2,2
"Use the response text from live monitoring to send commands to the API","2020-1/5","2020-12/5","2020-1/5",False,"null",4,36,0
"Suggested list","2020-1/6","2020-1/6","2020-1/6",True,"2020-1/6",2,477,45
"Fix_8177","2020-1/6","2020-1/6","2020-1/6",True,"2020-1/6",2,5,4
"Fix manage profiles","2020-1/6","2020-1/6","2020-1/6",True,"2020-1/6",2,103,51
"Fix_6695","2020-1/6","2020-1/6","2020-1/6",True,"2020-1/6",2,36,15
"Widget for tracker in osm and","2020-1/6","2020-1/6","2020-1/6",True,"2020-1/6",2,157,0
"update test branch","2020-1/7","2020-1/7","2020-1/7",True,"2020-1/7",15,154,143
"fix from #8173","2020-1/8","2020-1/8","2020-1/8",True,"2020-1/8",2,4,1
"Fix text color","2020-1/8","2020-1/8","2020-1/8",True,"2020-1/8",2,21,11
"Suggested list","2020-1/8","2020-1/8","2020-1/8",True,"2020-1/8",2,8,12
"saved messages in search","2020-1/8","2020-1/8","2020-1/8",True,"2020-1/8",2,22,5
"Minor fixes","2020-1/8","2020-1/8","2020-1/8",True,"2020-1/8",2,27,50
"Fix_7084","2020-1/9","2020-1/9","2020-1/9",True,"2020-1/9",2,84,52
"fix for #8198","2020-1/9","2020-1/9","2020-1/9",True,"2020-1/9",2,16,6
"back to osmand button","2020-1/9","2020-1/9","2020-1/9",True,"2020-1/9",2,50,0
"modify my location screen ui","2020-1/9","2020-1/9","2020-1/9",True,"2020-1/9",2,29,5
"widget updates fix / open MyLocationFragment on widget tap","2020-1/9","2020-1/9","2020-1/9",True,"2020-1/9",2,7,3
"save shareInfo to suggested when sharing time expire","2020-1/9","2020-1/9","2020-1/9",True,"2020-1/9",2,4,1
"fix for #8097","2020-1/10","2020-1/10","2020-1/10",True,"2020-1/10",2,36,4
"update test branch","2020-1/11","2020-1/11","2020-1/11",True,"2020-1/11",26,3175,1523
"Fix category does'n created, align text with direction marker.","2020-1/13","2020-1/13","2020-1/13",True,"2020-1/13",2,5,5
"Fix slope graph","2020-1/13","2020-1/13","2020-1/13",True,"2020-1/13",2,34,30
"Fix customized settings update","2020-1/13","2020-1/13","2020-1/13",True,"2020-1/13",2,152,115
"fix widget status (with enabled monitoring)","2020-1/13","2020-1/13","2020-1/13",True,"2020-1/13",2,2,0
"Exit and shield widget","2020-1/13","2020-1/13","2020-1/13",True,"2020-1/13",3,44,37
"update test branch","2020-1/13","2020-1/13","2020-1/13",True,"2020-1/13",21,346,235
"update test branch","2020-1/13","2020-1/13","2020-1/13",True,"2020-1/13",4,44,37
"Fix text color","2020-1/14","2020-1/14","2020-1/14",True,"2020-1/14",2,36,10
"Tilt gesture opengl","2020-1/14","2020-1/14","2020-1/14",True,"2020-1/14",2,112,13
"Config my location and navigation icon in profile appearance","2020-1/14","2020-1/14","2020-1/14",False,"null",20,1101,670
"update test branch","2020-1/14","2020-1/14","2020-1/14",True,"2020-1/14",9,216,81
"Exit and shield widget","2020-1/16","2020-1/16","2020-1/16",True,"2020-1/16",2,24,20
"replace periods time with last sharing time","2020-1/16","2020-1/16","2020-1/16",True,"2020-1/16",2,7,53
"Import Profile","2020-1/16","2020-1/16","2020-1/16",True,"2020-1/16",2,595,155
"Plugins preferences","2020-1/16","2020-1/16","2020-1/16",True,"2020-1/16",2,1796,192
"Add map layer after tracker connected","2020-1/16","2020-1/16","2020-1/16",True,"2020-1/16",2,2,8
"Configuration the location icon","2020-1/16","2020-1/16","2020-1/16",True,"2020-1/16",2,517,259
"Strings reworked 7 redux","2020-1/16","2020-1/16","2020-1/16",True,"2020-1/16",3,180,180
"rate us dialog logic","2020-1/17","2020-1/17","2020-1/17",True,"2020-1/17",2,56,419
"Fix layered icons on GPXLayer fix browse map name disable edit","2020-1/17","2020-1/17","2020-1/17",True,"2020-1/17",2,38,20
"Fix a few Arabic strings","2020-1/17","2020-1/17","2020-1/17",True,"2020-1/17",2,3,3
"Fix tracker compatibility with old osmand versions","2020-1/17","2020-1/17","2020-1/17",True,"2020-1/17",2,20,3
"Change check for min OsmAnd version in tracker","2020-1/17","2020-1/17","2020-1/17",False,"null",1,1,1
"Add car bearing icon","2020-1/17","2020-1/17","2020-1/17",True,"2020-1/17",2,70,52
"add title to chooser","2020-1/17","2020-1/17","2020-1/17",True,"2020-1/17",2,1,1
"Fix typo in IT strings regarding first wizard","2020-1/18","2020-1/18","2020-1/18",True,"2020-1/18",3,2,2
"Support multiline description","2020-1/20","2020-1/20","2020-1/20",True,"2020-1/20",2,18,5
"Fix default icons issue","2020-1/20","2020-1/20","2020-1/20",True,"2020-1/20",2,9,5
"Remove Browse map profile on/off switch","2020-1/20","2020-1/20","2020-1/20",True,"2020-1/20",2,3,0
"Fix localized favorites export","2020-1/20","2020-1/20","2020-1/20",True,"2020-1/20",2,6,3
"Fix icons field","2020-1/20","2020-1/20","2020-1/20",True,"2020-1/20",2,14,14
"Fix parking issue. Show Home Work Parking icon on map.","2020-1/21","2020-1/21","2020-1/21",True,"2020-1/21",3,136,329
"fix lanes #8273","2020-1/21","2020-1/21","2020-1/21",True,"2020-1/21",2,4,3
"Plugins settings improvements","2020-1/22","2020-1/22","2020-1/22",True,"2020-1/22",2,1239,244
"update test branch","2020-1/22","2020-1/22","2020-1/22",True,"2020-1/22",38,6629,2240
"Fix_8015","2020-1/23","2020-1/23","2020-1/23",True,"2020-1/23",2,54,20
"Routing region fix #7668","2020-1/23","2020-1/23","2020-1/23",True,"2020-1/23",3,75,65
"update test branch","2020-1/23","2020-1/23","2020-1/23",True,"2020-1/23",16,1351,1326
"New strings reworked","2020-1/24","2020-4/24","2020-1/24",False,"null",2,69,27
"Issue #8052 keyboard appearance on create poi and fix ar-strings","2020-1/24","2020-1/24","2020-1/24",True,"2020-1/24",2,26,30
"fix voice exit","2020-1/24","2020-1/24","2020-1/24",True,"2020-1/24",2,50,14
"Add check for icon res name","2020-1/24","2020-1/24","2020-1/24",True,"2020-1/24",2,7,3
"FIx custom favorite icon","2020-1/24","2020-1/24","2020-1/24",True,"2020-1/24",3,28,14
"Fix profile appearance","2020-1/24","2020-1/24","2020-1/24",True,"2020-1/24",2,6,4
"update test branch","2020-1/25","2020-1/25","2020-1/25",True,"2020-1/25",16,929,261
"Fix #8079 - ask permission request for location after adding destination","2020-1/27","2020-1/27","2020-1/27",True,"2020-1/27",2,88,107
"Fix absent edit profile name keyboard and profile icon selection for …","2020-1/27","2020-1/27","2020-1/27",True,"2020-1/27",2,1,0
"Bigger favorites ui icon","2020-1/27","2020-1/27","2020-1/27",True,"2020-1/27",2,23,18
"Fix #8335 Expansion state of the route setup dialog","2020-1/28","2020-2/28","2020-1/28",False,"null",3,2,1
"Profile preferences improvements","2020-1/28","2020-1/28","2020-1/28",True,"2020-1/28",2,1024,3004
"Fix create new favorite","2020-1/28","2020-1/28","2020-1/28",True,"2020-1/28",2,2,5
"Fix #7244 Configure Map: add sunset / sunrise time to Map Mode","2020-1/28","2020-1/28","2020-1/28",True,"2020-1/28",2,63,51
"Fix #8323 Add the name of the street driving on","2020-1/28","null","2020-1/28",False,"null",2,197,3
"add npe checks","2020-1/29","2020-1/29","2020-1/29",True,"2020-1/29",2,9,5
"Arrange POI Filters","2020-1/29","2020-2/29","2020-1/29",True,"2020-2/29",2,1072,67
"Fix locations update without monitoring","2020-1/29","2020-1/29","2020-1/29",True,"2020-1/29",2,43,17
"Fix #8303 general logging interval","2020-1/29","2020-1/29","2020-1/29",True,"2020-1/29",2,52,27
"Polylabel center point ","2020-1/29","2020-1/29","2020-1/29",True,"2020-1/29",2,287,45
"Fix icon size","2020-1/30","2020-1/30","2020-1/30",True,"2020-1/30",2,12,4
"Fix 5865 navigation bar color","2020-1/30","2020-1/30","2020-1/30",True,"2020-1/30",2,15,0
"Fix creating custom modes","2020-1/31","2020-1/31","2020-1/31",True,"2020-1/31",2,15,13
"Show plugins install dialogs more often","2020-2/3","2020-2/3","2020-2/3",True,"2020-2/3",2,15,35
"Fix #7970 OSM Note text box no longer focused automatically","2020-2/3","2020-2/3","2020-2/3",True,"2020-2/3",2,1,0
"fix for #6497","2020-2/3","2020-2/3","2020-2/3",True,"2020-2/3",2,32,10
"Fix duplicate Tile Data, disappear menu items: Edit, Clear all tiles","2020-2/4","2020-2/4","2020-2/4",True,"2020-2/4",2,5,7
"Exp imp profile with features","2020-2/4","2020-2/4","2020-2/4",True,"2020-2/4",2,1601,61
"Plugin preferences improvements","2020-2/4","2020-2/4","2020-2/4",True,"2020-2/4",2,183,37
"update test branch","2020-2/4","2020-2/4","2020-2/4",True,"2020-2/4",35,5885,5213
"Fix #7979","2020-2/5","2020-2/5","2020-2/5",True,"2020-2/5",2,4,3
"Fix #7933 Sound button behavior - Route Preparation","2020-2/5","2020-2/5","2020-2/5",True,"2020-2/5",2,149,66
"Fix edit mapillary source","2020-2/5","2020-2/5","2020-2/5",True,"2020-2/5",2,1,1
"Preferences fixes","2020-2/5","2020-2/5","2020-2/5",True,"2020-2/5",2,255,98
"Fix_8151","2020-2/5","2020-2/5","2020-2/5",True,"2020-2/5",2,5,0
"update test branch","2020-2/5","2020-2/5","2020-2/5",True,"2020-2/5",3,12,2
"fix attempt  #8164","2020-2/6","2020-2/6","2020-2/6",True,"2020-2/6",2,16,14
"Fix #8034 (Option: for keep screen on or not)","2020-2/6","2020-2/6","2020-2/6",True,"2020-2/6",2,40,4
