"['title']","['createdAt']","['closedAt']","['publishedAt']","['merged']","['mergedAt']","['paticipants']","['additions']","['deletions']"
"Favorites duplication with same name","2020-10/19","2020-10/19","2020-10/19",True,"2020-10/19",2,22,0
"Issue 203 upload photo","2020-10/20","2020-12/20","2020-10/20",False,"null",2,154,240
"Import export OSM changes, offline maps","2020-10/21","2020-10/21","2020-10/21",True,"2020-10/21",2,760,98
"Favorites: Allow to share the same name if favorites belong to differ…","2020-10/21","2020-10/21","2020-10/21",True,"2020-10/21",3,1,1
"update test branch","2020-10/21","2020-10/21","2020-10/21",True,"2020-10/21",3,22,0
"update test branch","2020-10/22","2020-10/22","2020-10/22",True,"2020-10/22",5,4883,5285
"OpenPlaceReviews images upload, download and registration. Issue 202, 203","2020-10/23","2020-10/23","2020-10/23",False,"null",4,2077,74
"Open Places Images","2020-10/23","2020-11/23","2020-10/23",False,"null",2,0,0
"Refactor plan route approx","2020-10/25","2020-10/25","2020-10/25",True,"2020-10/25",1,1113,767
"Import/export multiple profiles and visible global preferences","2020-10/25","2020-10/25","2020-10/25",True,"2020-10/25",2,287,150
"Add favorites: Add names for icon groups to strings","2020-10/26","2020-10/26","2020-10/26",True,"2020-10/26",3,41,17
"Fix selected profile for settings screen","2020-10/26","2020-10/26","2020-10/26",True,"2020-10/26",2,2,2
"Fix ""null"" import favorites icon","2020-10/26","2020-10/26","2020-10/26",True,"2020-10/26",2,4,1
"update test branch","2020-10/27","2020-10/27","2020-10/27",True,"2020-10/27",5,1234,808
"Add sorting to Add to Track dialog / Follow","2020-10/27","2020-10/27","2020-10/27",True,"2020-10/27",2,92,19
"update test branch","2020-10/27","2020-10/27","2020-10/27",True,"2020-10/27",3,2,2
"Clean up outdated settings screens","2020-10/28","2020-10/28","2020-10/28",True,"2020-10/28",2,649,2915
"update test branch","2020-10/28","2020-10/28","2020-10/28",True,"2020-10/28",25,1288,3193
"update test branch","2020-10/28","2020-10/28","2020-10/28",True,"2020-10/28",15,1065,232
"Add export and import favorites via osf file","2020-10/28","2020-10/28","2020-10/28",True,"2020-10/28",2,322,28
"Fix_10100","2020-10/29","2020-10/29","2020-10/29",True,"2020-10/29",1,11,8
"Small fixes","2020-10/29","2020-10/29","2020-10/29",True,"2020-10/29",2,106,65
"Mgrs coordinates","2020-10/29","2020-10/29","2020-10/29",True,"2020-10/29",3,422,44
"Graphs iteration 2","2020-10/30","2020-11/30","2020-10/30",True,"2020-11/30",2,1208,717
"update test bramch","2020-10/30","2020-10/30","2020-10/30",True,"2020-10/30",18,1052,94
"Import export voice","2020-10/31","2020-11/31","2020-10/31",True,"2020-11/31",2,235,132
"OpenStreetMap editing, plugin settings","2020-11/1","2020-11/1","2020-11/1",True,"2020-11/1",2,511,167
"Add favorite custom colors","2020-11/1","2020-11/1","2020-11/1",True,"2020-11/1",2,367,258
"Fix maps sorting, import duplicates","2020-11/3","2020-11/3","2020-11/3",True,"2020-11/3",2,321,139
"Fix replacing a Favorite is faulty","2020-11/6","2020-11/6","2020-11/6",True,"2020-11/6",2,14,7
"Fix #9627 Long press opens 2 menus (Local Maps)","2020-11/6","2020-11/6","2020-11/6",True,"2020-11/6",2,0,73
"Open places upload photo","2020-11/6","2020-12/6","2020-11/6",False,"null",2,2015,73
"Fix #10021 Favorite size should not be arbitrary","2020-11/6","2020-11/6","2020-11/6",True,"2020-11/6",3,23,17
"update test branch","2020-11/7","2020-11/7","2020-11/7",True,"2020-11/7",34,3478,1794
"update test branch","2020-11/7","2020-11/7","2020-11/7",True,"2020-11/7",13,88,27
"update test branch","2020-11/8","2020-11/8","2020-11/8",True,"2020-11/8",7,30,2
"update test branch","2020-11/9","2020-11/9","2020-11/9",True,"2020-11/9",4,181,17
"Fix #9069 Polygons become visible after underlay change","2020-11/9","2020-11/9","2020-11/9",True,"2020-11/9",2,0,10
"Markers backup","2020-11/9","2020-11/9","2020-11/9",True,"2020-11/9",2,1065,483
"Resend map, after map editing error","2020-11/9","2020-11/9","2020-11/9",True,"2020-11/9",2,40,23
"update test branch","2020-11/9","2020-11/9","2020-11/9",True,"2020-11/9",7,578,231
"Send gpx","2020-11/11","2020-11/11","2020-11/11",True,"2020-11/11",2,412,183
"Quick fix for OAuth login","2020-11/11","2020-11/11","2020-11/11",False,"null",1,6,2
"update test branch","2020-11/11","2020-11/11","2020-11/11",True,"2020-11/11",20,2139,969
"Fix my places, active color, background color","2020-11/12","2020-11/12","2020-11/12",False,"null",2,130,59
"Markers backup fixes","2020-11/12","2020-11/12","2020-11/12",True,"2020-11/12",2,47,9
"Crash on profile import","2020-11/12","2020-11/12","2020-11/12",True,"2020-11/12",2,1,1
"#10010 change city type radius","2020-11/12","2020-11/12","2020-11/12",False,"null",2,1,1
"update test branch","2020-11/12","2020-11/12","2020-11/12",True,"2020-11/12",23,472,152
"Upload poi, note","2020-11/13","2020-11/13","2020-11/13",True,"2020-11/13",3,1189,213
"Issue 251 OPR UI Add photo button and start screen with webview","2020-11/13","2020-11/13","2020-11/13",True,"2020-11/13",2,432,33
"Send gpx","2020-11/13","2020-11/13","2020-11/13",True,"2020-11/13",2,17,7
"Fix space texthelper","2020-11/13","2020-11/13","2020-11/13",True,"2020-11/13",2,1,0
"Fix typo in strings.xml","2020-11/14","2020-11/14","2020-11/14",False,"null",2,1,1
"Fix my places, active color, background color","2020-11/14","2020-11/14","2020-11/14",False,"null",2,48,7
"Import / Export Search History","2020-11/14","2020-11/14","2020-11/14",True,"2020-11/14",2,276,16
"3.8 strings reworked","2020-11/15","2020-11/15","2020-11/15",False,"null",2,39,39
"Plan route / Open existing track stalls the app","2020-11/15","2020-11/15","2020-11/15",False,"null",1,1,1
"Export UI first screen","2020-11/16","2020-11/16","2020-11/16",True,"2020-11/16",2,1321,650
"Spelling: Filename","2020-11/16","2020-11/16","2020-11/16",True,"2020-11/16",2,4,4
"Consistent (non-)use of slashes in strings","2020-11/16","2020-11/16","2020-11/16",True,"2020-11/16",2,9,9
"Consistent use of quotes, GPX upload strings","2020-11/16","2020-11/16","2020-11/16",True,"2020-11/16",2,5,5
"Fix outh login appearance","2020-11/16","2020-11/16","2020-11/16",True,"2020-11/16",2,19,1
"Login strings reworked","2020-11/16","2020-11/16","2020-11/16",True,"2020-11/16",2,10,10
"Strings reworked 8","2020-11/16","2020-12/16","2020-11/16",False,"null",2,11,11
"Fix ""list does not match for different export order""","2020-11/16","2020-11/16","2020-11/16",True,"2020-11/16",2,23,18
"UI fix: POI/OSM Note, Send GPX , Login/Password.","2020-11/16","2020-11/16","2020-11/16",True,"2020-11/16",2,288,347
"Fix crashes","2020-11/17","2020-11/17","2020-11/17",True,"2020-11/17",2,133,73
"Issue 251 Add photo change visibility to hidden","2020-11/17","2020-11/17","2020-11/17",True,"2020-11/17",3,1952,115
"OPR hide add photo button","2020-11/17","2020-11/17","2020-11/17",True,"2020-11/17",2,2,0
"Buttons always should be over the keyboard.","2020-11/17","2020-11/17","2020-11/17",False,"null",1,37,0
"Fix my places send gpx OAuth","2020-11/18","2020-11/18","2020-11/18",True,"2020-11/18",2,86,32
"update test branch","2020-11/18","2020-11/18","2020-11/18",True,"2020-11/18",33,6039,1568
"Account button on OSM Bottom Sheets","2020-11/18","2020-11/18","2020-11/18",True,"2020-11/18",2,92,5
"Search history fixes","2020-11/19","2020-11/19","2020-11/19",True,"2020-11/19",2,19,13
"Fix ""Local wikipedia results don't show in search history""","2020-11/19","2020-11/19","2020-11/19",True,"2020-11/19",2,6,1
"OPR add photos","2020-11/19","2020-11/19","2020-11/19",True,"2020-11/19",2,289,74
"Export/Import: Subitems Bottom Sheet","2020-11/19","2020-11/19","2020-11/19",True,"2020-11/19",2,623,188
"Miscellaneous performance lints","2020-11/19","2020-11/19","2020-11/19",True,"2020-11/19",3,226,225
"Fixed grammar: Removed duplicate verb","2020-11/20","2020-11/20","2020-11/20",True,"2020-11/20",2,1,1
"Buttons over soft keyboard (only for send gpx fragment)","2020-11/20","2020-11/20","2020-11/20",True,"2020-11/20",2,37,0
"Plan route fix","2020-11/20","2020-11/20","2020-11/20",False,"null",1,81,32
"Add dev url","2020-11/20","2020-11/20","2020-11/20",True,"2020-11/20",2,203,121
"Fix_10217","2020-11/20","2020-11/20","2020-11/20",True,"2020-11/20",2,12,10
"update test branch","2020-11/21","2020-11/21","2020-11/21",True,"2020-11/21",35,3812,937
"Plan Route Fix UI margins","2020-11/21","2020-11/21","2020-11/21",True,"2020-11/21",2,101,51
"Import settings UI","2020-11/23","2020-11/23","2020-11/23",True,"2020-11/23",2,341,846
"update test branch","2020-11/23","2020-11/23","2020-11/23",True,"2020-11/23",18,1307,815
