Repository,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ïΩãœê∂ë∂éûä‘,0,0,0,5,0,0,0,2,0,0,3,0,115,0,0,1,4.2,0,0,0,6.333333333,0,0.285714286,0.16,1.105263158,0,0,0.023255814,0.039473684,0.075471698,0.178571429,0.065217391,0,0.188235294,0.349514563,0.210526316,0.153846154,2.458823529,0.018518519,12.87068966,3.88034188,15.8943662,0.182795699,0.038461538,0.056818182,0.142857143,0.027027027,0.084745763,1.411764706,18.8411215,5.248,0.086538462,0.23015873,0,0.112359551,0.336734694,0.043010753,0.220338983,0.032786885,0.022222222,0.64516129,0.380952381,0.014084507,0.213333333,0.101010101,9.664556962,5.387931034,0,0.01369863,18.2987013,0,3.553846154,0.03125,0.38372093,13.94444444,14.57142857,8.284722222,0.287769784,0.365591398,8.943089431,0.581818182,9.166666667,4.35042735,2.486725664,0.313131313,0.04,0,6.362962963,0.251968504,7.302752294,7.158878505,6.5625,0.068181818,0.020408163,6.065420561,3.838509317,0.218181818,4.448,0.057142857,5.040816327,3.481203008,0.165605096,0.162162162,0.172043011,0.246575342,0.146067416,2.897959184,2.608247423,3,0.179775281,1.111111111,0,0.048275862,0.030769231,40.862068970,0,0.0,5.0,0,0,0,2,0,0,3.0,0,115.0,0,0.0,1.0,4.2,0.0,0.0,0.0,6.333333333333333,0.0,0.2857142857142857,0.16,1.105263157894737,0.0,0.0,0.023255813953488372,0.039473684210526314,0.07547169811320754,0.17857142857142858,0.06521739130434782,0.0,0.18823529411764706,0.34951456310679613,0.21052631578947367,0.15384615384615385,2.458823529411765,0.018518518518518517,12.870689655172415,3.8803418803418803,15.894366197183098,0.1827956989247312,0.038461538461538464,0.056818181818181816,0.14285714285714285,0.02702702702702703,0.0847457627118644,1.411764705882353,18.8411214953271,5.248,0.08653846153846154,0.23015873015873015,0.0,0.11235955056179775,0.336734693877551,0.043010752688172046,0.22033898305084745,0.03278688524590164,0.022222222222222223,0.6451612903225806,0.38095238095238093,0.014084507042253521,0.21333333333333335,0.10101010101010101,9.664556962025317,5.387931034482759,0.0,0.0136986301369863,18.2987012987013,0.0,3.5538461538461537,0.03125,0.38372093023255816,13.944444444444445,14.571428571428571,8.284722222222221,0.28776978417266186,0.3655913978494624,8.94308943089431,0.5818181818181818,9.166666666666666,4.35042735042735,2.4867256637168142,0.31313131313131315,0.04,0.0,6.362962962962963,0.25196850393700787,7.302752293577981,7.158878504672897,6.5625,0.06818181818181818,0.02040816326530612,6.065420560747664,3.8385093167701863,0.21818181818181817,4.448,0.05714285714285714,5.040816326530612,3.481203007518797,0.16560509554140126,0.16216216216216217,0.17204301075268819,0.2465753424657534,0.14606741573033707,2.8979591836734695,2.6082474226804124,3.0,0.1797752808988764,1.1111111111111112,0.0,0.04827586206896552,0.03076923076923077,40.86206896551724
