['closedAt'],['createdAt'],['title'],['url']
2012-5/18,2012-5/17,Getting ZooKeeper lock times out in multi-node EC2 deployment,https://github.com/AppScale/gts/issues/1
2012-5/23,2012-5/17,RabbitMQ doesn't work for App Engine apps in EC2,https://github.com/AppScale/gts/issues/2
2012-5/21,2012-5/17,SOAP calls to NeptuneManager time out,https://github.com/AppScale/gts/issues/3
2012-5/24,2012-5/21,NeptuneManager doesn't add/remove roles correctly,https://github.com/AppScale/gts/issues/4
2013-8/15,2012-5/22,collectd may be writing to disk too often,https://github.com/AppScale/gts/issues/5
2013-3/11,2012-5/22,epmd complains that ejabberd/rabbitmq are already running,https://github.com/AppScale/gts/issues/6
2012-5/24,2012-5/24,Babel jobs broken in NeptuneManager,https://github.com/AppScale/gts/issues/7
2013-1/4,2012-6/7,Investigate NDB on AppScale,https://github.com/AppScale/gts/issues/8
2014-1/24,2012-6/7,Persistence,https://github.com/AppScale/gts/issues/9
2012-9/25,2012-7/30,1.6 release date?,https://github.com/AppScale/gts/issues/16
2012-11/21,2012-8/17,InfrastructureManager is not using given user's credentials,https://github.com/AppScale/gts/issues/18
2012-8/29,2012-8/18,"In Euca, nginx incorrectly writes SSL configuration files",https://github.com/AppScale/gts/issues/19
2014-1/24,2012-8/23,"""Quiet mode"" for logging",https://github.com/AppScale/gts/issues/21
2012-8/28,2012-8/23,Minimum number of AppServers should be a constant,https://github.com/AppScale/gts/issues/22
2012-9/25,2012-9/1,Add a top-level Rakefile that can be used to run tests on any component,https://github.com/AppScale/gts/issues/26
2013-1/16,2012-9/13,Public IPs need to remapped to private for Nginx,https://github.com/AppScale/gts/issues/29
2013-3/11,2012-9/13,Channel API does not work in Eucalyptus,https://github.com/AppScale/gts/issues/30
2014-1/24,2012-9/20,Make the NeptuneManager run outside of AppScale,https://github.com/AppScale/gts/issues/31
2013-1/4,2012-9/24,MongoDB runs upon boot,https://github.com/AppScale/gts/issues/32
2013-1/15,2012-9/25,AppController does not properly revive upon failure,https://github.com/AppScale/gts/issues/33
2012-11/20,2012-9/25,Make Infrastructure support into a Factory,https://github.com/AppScale/gts/issues/34
2013-8/15,2012-9/25,ZooKeeper Ephemeral locks periodically time out,https://github.com/AppScale/gts/issues/35
2013-1/16,2012-9/25,No way to add nodes via IP address,https://github.com/AppScale/gts/issues/36
2013-5/20,2012-9/25,Autoscaler scales beyond maximum number of nodes requested,https://github.com/AppScale/gts/issues/37
2013-5/20,2012-10/6,Advanced placement in Eucalyptus is broken,https://github.com/AppScale/gts/issues/39
2013-5/20,2012-10/6,Status page needs to stop refreshing,https://github.com/AppScale/gts/issues/40
2013-5/20,2012-10/7,Viewer for distributed logs,https://github.com/AppScale/gts/issues/41
2013-5/20,2012-10/9,Uploaded Apps clutter /tmp,https://github.com/AppScale/gts/issues/42
2012-10/26,2012-10/9,Autoscaler scales down when --appengine is used,https://github.com/AppScale/gts/issues/43
2012-10/9,2012-10/9,Multinode Eucalyptus deployment fails to send access key,https://github.com/AppScale/gts/issues/44
2013-5/20,2012-10/9,Advance placement unable to determine the correct number of nodes,https://github.com/AppScale/gts/issues/45
2014-1/24,2012-10/9,Too many apicheckers and data generated by the apichecker,https://github.com/AppScale/gts/issues/46
2012-10/26,2012-10/10,AppController crashes in response to failed ZooKeeper operations,https://github.com/AppScale/gts/issues/47
2013-1/9,2012-10/10,SSL Support for application,https://github.com/AppScale/gts/issues/48
2016-8/26,2012-10/11,Run processes as unprivileged users,https://github.com/AppScale/gts/issues/49
2014-1/24,2012-10/12,Stability of application servers ,https://github.com/AppScale/gts/issues/50
2013-8/15,2012-10/16,Can't Start After Reboot...,https://github.com/AppScale/gts/issues/51
2014-1/24,2012-10/16,Cassandra Connection Timeout,https://github.com/AppScale/gts/issues/52
2015-3/16,2012-10/17,Rake fails when dependencies aren't installed without explaining why,https://github.com/AppScale/gts/issues/53
2013-8/15,2012-10/17,Tar file containing app is left in app folder,https://github.com/AppScale/gts/issues/54
2012-11/20,2012-10/18,Shorten AppScale Build Process,https://github.com/AppScale/gts/issues/55
2013-5/20,2012-10/18,Catch exceptions when parsing of health json fails,https://github.com/AppScale/gts/issues/56
2012-10/26,2012-10/18,Bad applications crash appscale,https://github.com/AppScale/gts/issues/57
2013-3/4,2012-10/19,"EC2 Startup with inability to log into slaves with keyname has ""-"" in it",https://github.com/AppScale/gts/issues/60
2013-1/10,2012-10/19,Add a tool to manually add nodes to a running AppScale deployment,https://github.com/AppScale/gts/issues/61
2012-10/26,2012-10/19,Python applications should start even if rabbitmq fails to start,https://github.com/AppScale/gts/issues/62
2013-3/11,2012-10/19,AppScale fails to successfully terminate on EC2,https://github.com/AppScale/gts/issues/63
2012-11/20,2012-10/21,AppServers should spread db load over different pb servers,https://github.com/AppScale/gts/issues/64
2013-1/21,2012-10/21,AppController erases nginx configuration files on bootup,https://github.com/AppScale/gts/issues/67
2012-11/20,2012-10/26,Failure to delete app data from ZooKeeper prevents app removal,https://github.com/AppScale/gts/issues/77
2013-3/11,2012-10/26,Java apps can throw IndexOutOfBoundsExceptions,https://github.com/AppScale/gts/issues/78
2013-1/4,2012-10/29,Logout Issue on EC2,https://github.com/AppScale/gts/issues/79
2012-11/21,2012-11/2,AppController crashes if it can't determine its own IP address,https://github.com/AppScale/gts/issues/84
2013-3/11,2012-11/4,Version mismatch of tools and main image will say that a database is not installed when it is,https://github.com/AppScale/gts/issues/88
2012-11/12,2012-11/6,Uploading apps via web UI doesn't work,https://github.com/AppScale/gts/issues/90
2013-1/21,2012-11/6,Race conditions upon removing an application,https://github.com/AppScale/gts/issues/91
2013-5/20,2012-11/6,Authorization tab does not work in AppConsole,https://github.com/AppScale/gts/issues/92
2013-5/20,2012-11/6,ZooKeeper State not removed,https://github.com/AppScale/gts/issues/93
2015-3/16,2012-11/6,Infrastructure Deployment should stop if it fails to attain resources,https://github.com/AppScale/gts/issues/94
2012-11/14,2012-11/14,New builds fail due to Rake error,https://github.com/AppScale/gts/issues/100
2015-3/16,2012-11/14,Update DB interface to do multiple db interactions in parallel,https://github.com/AppScale/gts/issues/104
2013-4/1,2012-11/14,Transactionally update ID blocks,https://github.com/AppScale/gts/issues/105
2014-1/24,2012-11/14,Composite Queries are slow,https://github.com/AppScale/gts/issues/106
2014-5/30,2012-11/14,Implement key-only queries,https://github.com/AppScale/gts/issues/107
2013-4/1,2012-11/15,Extract web server portion into its own file for datastore_server.py,https://github.com/AppScale/gts/issues/108
2013-1/9,2012-11/15,Transactions for version 2 of the datastore server,https://github.com/AppScale/gts/issues/109
2012-11/20,2012-11/15,Reduce time to build new images,https://github.com/AppScale/gts/issues/110
2013-3/11,2012-11/15,Don't throw generic exceptions,https://github.com/AppScale/gts/issues/111
2015-3/16,2012-11/15,Investigate --jvm_flags for Java AppServer,https://github.com/AppScale/gts/issues/114
2013-8/15,2012-11/15,Investigate and standardize the way we have processes interact with each other,https://github.com/AppScale/gts/issues/115
2014-1/24,2012-11/15,"When bringing down an app, also bring down its xmpp receiver",https://github.com/AppScale/gts/issues/118
2012-12/26,2012-11/16,Testing Suite for python unit tests,https://github.com/AppScale/gts/issues/120
2013-5/20,2012-11/17,MySQL writes don't work,https://github.com/AppScale/gts/issues/123
2012-11/17,2012-11/17,Disable use of --iaas flag in run-instances,https://github.com/AppScale/gts/issues/124
2013-1/4,2012-11/17,AppScale with MongoDB doesn't come up clean,https://github.com/AppScale/gts/issues/125
2012-11/20,2012-11/17,AppScale build should fail fast,https://github.com/AppScale/gts/issues/126
2012-12/18,2012-11/20,AppScale Lite defaults to all if supplied a bad argument,https://github.com/AppScale/gts/issues/128
2012-12/18,2012-11/20,App shows up in status page after it has been removed,https://github.com/AppScale/gts/issues/131
2013-1/21,2012-11/20,Delete app from UI does not work,https://github.com/AppScale/gts/issues/132
2013-4/1,2012-11/26,Exception when accessing Admin Page,https://github.com/AppScale/gts/issues/136
2012-12/20,2012-11/26,Update Java AppServer to 1.7.3,https://github.com/AppScale/gts/issues/138
2012-12/12,2012-11/26,Update Python AppServer to 1.7.3,https://github.com/AppScale/gts/issues/139
2012-12/11,2012-11/26,Make bulkloader work with AppScale,https://github.com/AppScale/gts/issues/140
2012-11/27,2012-11/26,Tools should warn users on unsupported deployments,https://github.com/AppScale/gts/issues/142
2012-11/27,2012-11/27,AppScale fails to start if eth0's IP is not externally accessible,https://github.com/AppScale/gts/issues/143
2013-1/4,2012-11/27,AppScale does not start with MongoDB,https://github.com/AppScale/gts/issues/144
2012-12/12,2012-11/27,NeptuneManager no longer starts up correctly,https://github.com/AppScale/gts/issues/146
2012-12/12,2012-11/27,AppController should validate AppScale version,https://github.com/AppScale/gts/issues/148
2012-12/20,2012-11/28,Firewall needs to be on,https://github.com/AppScale/gts/issues/153
2013-5/20,2012-11/28,AppScale doesn't run in Euca w/DNS,https://github.com/AppScale/gts/issues/155
2012-12/20,2012-11/29,AppController reports EC2 credentials in cleartext,https://github.com/AppScale/gts/issues/156
2012-12/20,2012-12/3,Hypertable does not start when db_master != node1,https://github.com/AppScale/gts/issues/158
2013-3/11,2012-12/11,Prevent XSRF attacks,https://github.com/AppScale/gts/issues/165
2015-5/9,2012-12/12,Adding a new node which is already in AppScale,https://github.com/AppScale/gts/issues/170
2013-5/20,2012-12/13,Crons don't redirect and fail,https://github.com/AppScale/gts/issues/172
2012-12/14,2012-12/13,Build script does not validate database name,https://github.com/AppScale/gts/issues/175
2013-4/1,2012-12/13,MySQL descending query in guestbook does not work properly,https://github.com/AppScale/gts/issues/177
2012-12/17,2012-12/15,interactive console is disabled,https://github.com/AppScale/gts/issues/180
2012-12/17,2012-12/17,Memcache instances should not be isolated,https://github.com/AppScale/gts/issues/183
2015-3/16,2012-12/17,When an Unsupported App is Uploaded AppScale Returns 503 Server Unavailable,https://github.com/AppScale/gts/issues/184
2013-5/20,2012-12/17,Uploading an App via web console,https://github.com/AppScale/gts/issues/185
2013-4/1,2012-12/17,Fix query.count() function for MySQL,https://github.com/AppScale/gts/issues/186
2013-5/20,2012-12/18,Automatically bump up version upon release,https://github.com/AppScale/gts/issues/189
2013-5/20,2012-12/18,Cron API is broken,https://github.com/AppScale/gts/issues/193
2015-3/16,2012-12/19,Unable to log out with tasks python application on Euca,https://github.com/AppScale/gts/issues/194
2013-1/9,2012-12/20,Unable to log in on status page for Eucalyptus and Virtualbox,https://github.com/AppScale/gts/issues/198
2015-3/16,2012-12/20,AppScale startup hangs when there is no disk space left,https://github.com/AppScale/gts/issues/199
2012-12/27,2012-12/23,Investigate not found tasks in the repo,https://github.com/AppScale/gts/issues/201
2015-3/16,2012-12/23,"Logging in AppController should log with date, time, file name, and file line",https://github.com/AppScale/gts/issues/202
2014-1/24,2012-12/23,AppController should not be aborting on exceptional cases,https://github.com/AppScale/gts/issues/203
2015-5/9,2012-12/23,Too many applications makes AppScale unusable,https://github.com/AppScale/gts/issues/205
2015-3/16,2012-12/23,Be able to run the same app in a different language,https://github.com/AppScale/gts/issues/206
2013-3/11,2012-12/23,Implement ancestor queries with an ordering,https://github.com/AppScale/gts/issues/207
2014-1/24,2012-12/26,NDB Deadlock,https://github.com/AppScale/gts/issues/210
2016-3/2,2012-12/26,Pull tasks,https://github.com/AppScale/gts/issues/211
2014-2/17,2012-12/26,Taskqueue console page should use rabbitmq/celery 's management console,https://github.com/AppScale/gts/issues/212
2013-1/9,2012-12/26,Bulkuploader should be able to download a large amount of entities,https://github.com/AppScale/gts/issues/213
2013-1/2,2012-12/28,Building new image fails b/c of thrift error,https://github.com/AppScale/gts/issues/218
2013-1/9,2012-12/29,Unable to log in to the AppLoadBalancer on VirtualBox deployments,https://github.com/AppScale/gts/issues/220
2015-3/16,2013-1/3,AppScale Load Balancer Uses 302 Redirects,https://github.com/AppScale/gts/issues/225
2013-1/14,2013-1/3,AppScale Does Not Support Chunk Encoded HTTP Requests,https://github.com/AppScale/gts/issues/226
2013-12/12,2013-1/5,Have application ports be sticky and allow for updating application without taking them down,https://github.com/AppScale/gts/issues/230
2015-3/16,2013-1/7,Datastore Groomer,https://github.com/AppScale/gts/issues/235
2018-6/25,2013-1/8,Calls to self.redirect Sends a Wrong Location Header,https://github.com/AppScale/gts/issues/237
2013-1/16,2013-1/8,Upgrade Nginx and HAProxy,https://github.com/AppScale/gts/issues/238
2014-1/24,2013-1/8,Implement queries on __key__ DESC,https://github.com/AppScale/gts/issues/239
2014-1/24,2013-1/9,Port management bug,https://github.com/AppScale/gts/issues/244
2013-12/30,2013-1/10,Hawkeye Secure URL test must work on EC2,https://github.com/AppScale/gts/issues/245
2013-8/15,2013-1/10,Optimize Datastore Reads/Writes/Queries,https://github.com/AppScale/gts/issues/246
2014-5/5,2013-1/15,Serve static files for java apps through nginx,https://github.com/AppScale/gts/issues/253
2014-2/17,2013-1/16,Enable HR for java,https://github.com/AppScale/gts/issues/257
2016-3/2,2013-1/16,Investigate why add-nodes does not work for the given layout,https://github.com/AppScale/gts/issues/258
2013-5/20,2013-1/17,HBase on Euca 1 node,https://github.com/AppScale/gts/issues/262
2013-4/1,2013-1/17,Push TaskQueue in Java and Python,https://github.com/AppScale/gts/issues/263
2013-5/20,2013-1/17,HBase connection problem on 1 node Xen,https://github.com/AppScale/gts/issues/264
2013-5/20,2013-1/17,AppScale fails to start on VirtualBox with HBase,https://github.com/AppScale/gts/issues/265
2016-3/2,2013-1/17,Failed instances are not detected by the InfrastructureManager,https://github.com/AppScale/gts/issues/266
2016-3/2,2013-1/17,Tools do not tell user if a slave node is terminated after being requested,https://github.com/AppScale/gts/issues/267
2013-5/20,2013-1/17,AppScale fails to run App Engine apps on VirtualBox with Hypertable,https://github.com/AppScale/gts/issues/268
2013-1/18,2013-1/17,Two logs show up for appmanagerserver,https://github.com/AppScale/gts/issues/269
2013-1/18,2013-1/17,God fails to start ALB on port 8000,https://github.com/AppScale/gts/issues/270
2013-5/20,2013-1/18,8 node advance layout cassandra,https://github.com/AppScale/gts/issues/273
2015-3/16,2013-1/18,"If there are not enough resources, tell the user",https://github.com/AppScale/gts/issues/274
2013-5/20,2013-1/18,Transaction test failed,https://github.com/AppScale/gts/issues/275
2013-12/12,2013-1/24,"Kind Queries have issues where keys have ""!"" in the name of an entity",https://github.com/AppScale/gts/issues/285
2013-3/11,2013-2/1,Terminate script fails to kill Erlang processes,https://github.com/AppScale/gts/issues/291
2013-5/20,2013-2/1,Support for app.yaml environment variables,https://github.com/AppScale/gts/issues/293
2014-1/24,2013-2/1,Support for app.yaml $PYTHON_LIB variable,https://github.com/AppScale/gts/issues/294
2016-3/2,2013-2/1,Support library version configs in app.yaml,https://github.com/AppScale/gts/issues/295
2013-5/20,2013-2/5,Secure static handlers in app.yaml lead to redirect loops,https://github.com/AppScale/gts/issues/296
2013-3/11,2013-2/6,AppController should not need EC2_CERT / PK,https://github.com/AppScale/gts/issues/298
2013-5/20,2013-2/14,"""apt-get update"" warnings",https://github.com/AppScale/gts/issues/303
2015-3/16,2013-2/15,Sessions in Java App Engine,https://github.com/AppScale/gts/issues/307
2013-5/20,2013-3/1,HBase exception on query,https://github.com/AppScale/gts/issues/320
2014-1/24,2013-3/6,Support for app.yaml $PYTHON_LIB variable,https://github.com/AppScale/gts/issues/328
