"['title']","['createdAt']","['closedAt']","['publishedAt']","['merged']","['mergedAt']","['paticipants']","['additions']","['deletions']"
"Aniiram","2015-12/14","2015-12/14","2015-12/14",False,"null",6,7103,3526
"Remove use of deprecated methods","2015-12/14","2015-12/14","2015-12/14",True,"2015-12/14",3,18,20
"Let all enabled modules participate in world configuration","2015-12/15","2015-12/15","2015-12/15",True,"2015-12/15",3,7,9
"Translated using Weblate (Galician)","2015-12/15","2015-12/15","2015-12/15",True,"2015-12/15",3,270,2
"Remove MIG layout test menu","2015-12/17","2015-12/17","2015-12/17",True,"2015-12/17",3,7,14
"Terminate on dying task processors","2015-12/18","2015-12/18","2015-12/18",True,"2015-12/18",3,6,1
"Reorder menu screens","2015-12/19","2017-4/19","2015-12/19",False,"null",5,233,353
"Fix mouse sensitivity set to 0 when resetting input config.","2015-12/19","2015-12/19","2015-12/19",True,"2015-12/19",4,7,5
"Dump all classes that are annotated with @API","2015-12/20","2015-12/20","2015-12/20",False,"null",4,38,0
"fix missing label in secondary input mapping description.","2015-12/20","2015-12/20","2015-12/20",True,"2015-12/20",4,3,3
"Allows to use multiple @DefaultBinding.","2015-12/21","2015-12/21","2015-12/21",True,"2015-12/21",4,35,46
"Move debug key to F2 (console now F1 and `) and tweak at doc/utility about double-bound keys","2015-12/22","2015-12/22","2015-12/22",True,"2015-12/22",3,96,62
"Fix checking twice the same conditional in EnvironmentEffectsBinding.","2015-12/22","2015-12/22","2015-12/22",True,"2015-12/22",4,1,1
"Improve video settings screen layout","2015-12/22","2015-12/22","2015-12/22",True,"2015-12/22",3,293,362
"Changes to Java 8 allowed structures to cleanup code.","2015-12/22","2015-12/22","2015-12/22",True,"2015-12/22",4,51,68
"Create a new overloaded method for WorldProvider.setBlock(), which ta…","2015-12/24","2015-12/24","2015-12/24",False,"null",4,13,0
"Moved Matrix4i to TeraMath","2015-12/27","2015-12/27","2015-12/27",True,"2015-12/27",3,0,532
"Respect InputCategory entry for input bindings","2015-12/28","2015-12/28","2015-12/28",True,"2015-12/28",3,92,25
"Add basic Controller support","2015-12/30","2016-1/30","2015-12/30",True,"2016-1/30",3,888,180
"Decouple the selected inventory slot from the player systems","2015-12/31","2015-12/31","2015-12/31",True,"2015-12/31",4,188,91
"Update external versions","2015-12/31","2016-1/31","2015-12/31",True,"2016-1/31",3,19,30
"Fix creation of FBO textures","2015-12/31","2015-12/31","2015-12/31",True,"2015-12/31",4,22,21
"Allow EntityRef.toFullDescription() to run in modules.","2016-1/1","2016-1/1","2016-1/1",True,"2016-1/1",3,4,1
"Changes for Jenkins+Artifactory+Gradle upgrades and related","2016-1/2","2016-1/2","2016-1/2",True,"2016-1/2",3,48,72
"Use new and modern java structures to simplify code.","2016-1/2","2016-1/2","2016-1/2",True,"2016-1/2",4,991,1925
"Initial v1.0.0 release candidate prep","2016-1/3","2016-1/3","2016-1/3",True,"2016-1/3",2,34,35
"We're in 2016 (Happy new year !).","2016-1/3","2016-1/3","2016-1/3",True,"2016-1/3",3,1,1
"Add proper Controller support","2016-1/3","2016-1/3","2016-1/3",True,"2016-1/3",3,1297,199
"Weblate translation updates","2016-1/5","2016-1/5","2016-1/5",True,"2016-1/5",5,35,36
"A camera system that is more tied to entities and their relative location","2016-1/6","2016-1/6","2016-1/6",False,"null",5,849,391
"Suppress all warnings in auto-generated source code","2016-1/9","2016-1/9","2016-1/9",True,"2016-1/9",4,3,0
"Add @FunctionalInterface  to all functional interfaces.","2016-1/10","2016-1/10","2016-1/10",True,"2016-1/10",3,50,42
"Add Open Code of Conduct to the repo.","2016-1/10","2016-1/10","2016-1/10",True,"2016-1/10",4,73,0
"Remove duplicate and unused Json merge method.","2016-1/10","2016-1/10","2016-1/10",True,"2016-1/10",4,0,30
"Restore Chunks.proto.","2016-1/10","2016-1/10","2016-1/10",False,"null",4,32,8
"Delete unused ChunksProtobuf.java","2016-1/10","2016-1/10","2016-1/10",True,"2016-1/10",3,0,1519
"Add Russian translation","2016-1/10","2016-1/10","2016-1/10",True,"2016-1/10",3,136,0
"Fix link in README.md","2016-1/11","2016-1/11","2016-1/11",True,"2016-1/11",3,1,1
