"['title']","['createdAt']","['closedAt']","['publishedAt']","['merged']","['mergedAt']","['paticipants']","['additions']","['deletions']"
"Implemented libgdx bullet wrapper Tera Bullet 2 #Discussion ","2017-10/12","2019-11/12","2017-10/12",False,"null",5,669,688
"Log an error when all modules aren't found locally in the /modules folder when running from source","2017-10/15","2017-10/15","2017-10/15",False,"null",3,3,0
"Add feature to export/import multiplayer identities","2017-10/15","2017-10/15","2017-10/15",True,"2017-10/15",3,546,1
"Add logger for missing .jar files when loading modules as a server","2017-10/16","2019-10/16","2017-10/16",False,"null",4,21,1
"Implement new module interface in groovy","2017-10/19","2017-10/19","2017-10/19",True,"2017-10/19",2,357,3
"Close online player overlay before showing death screen","2017-10/20","2017-10/20","2017-10/20",True,"2017-10/20",3,1,0
"Move `TimeRange` class from `SimpleFarming` module; rename it `Interval`","2017-10/20","2017-10/20","2017-10/20",False,"null",4,112,0
"Added new ""ignoreAspectRatio"" attribute to UIImage","2017-10/21","2017-11/21","2017-10/21",True,"2017-11/21",5,18,1
"Fixed ""Failed to resolve property oculusVrSupport"" message","2017-10/23","2017-10/23","2017-10/23",True,"2017-10/23",3,2,4
"Added support for PRE and POST FBO_REGENERATION events in FboM","2017-10/25","2017-10/25","2017-10/25",True,"2017-10/25",4,315,294
"Add update and update-all functionalities to modules.groovy","2017-10/28","2017-10/28","2017-10/28",True,"2017-10/28",3,51,0
"Updated some of the translations","2017-10/28","2017-10/28","2017-10/28",True,"2017-10/28",3,10,10
"Enhance run_linux.sh to pass forward command line arguments","2017-10/29","2017-11/29","2017-10/29",False,"null",4,0,0
"Create a new item that contains only the necessary visual components …","2017-10/31","2017-11/31","2017-10/31",True,"2017-11/31",6,63,64
"V2.0.0","2017-10/31","2018-2/31","2017-10/31",True,"2018-2/31",7,7955,4529
"Fix for issue #3055.","2017-11/11","2017-11/11","2017-11/11",True,"2017-11/11",3,54,7
"Disable Load and Delete buttons until a game has been selected","2017-11/15","2018-5/15","2017-11/15",False,"null",7,27,5
"fix for unregistering a ""general"" event receiver","2017-11/18","2017-11/18","2017-11/18",True,"2017-11/18",3,33,0
"New block families by pollend - merge to develop post-GCI","2017-11/27","2018-5/27","2017-11/27",False,"null",12,1003,908
"Enhance game executable scripts to pass forward command line arguments","2017-11/28","2017-12/28","2017-11/28",True,"2017-12/28",3,2,2
"Tidy up / refactor DebugControlSystem.","2017-11/28","2017-12/28","2017-11/28",True,"2017-12/28",3,79,69
"RefractiveReflectiveBlocksNode.java Checkstyle Fix","2017-11/28","2017-11/28","2017-11/28",True,"2017-11/28",4,20,20
"generalized event handler for  OnBlockItemPlaced","2017-11/30","2017-12/30","2017-11/30",True,"2017-12/30",3,7,2
"Hide FloatingTextComponent behind objects","2017-12/1","2017-12/1","2017-12/1",True,"2017-12/1",5,11,3
"adding scala-lib packages to whitelist","2017-12/2","2019-10/2","2017-12/2",False,"null",5,7,0
"Add MacOS specific file to gitignore template.","2017-12/2","2017-12/2","2017-12/2",True,"2017-12/2",3,5,1
"Allow modifying the preferred size via code rather than just a .ui file.","2017-12/3","2017-12/3","2017-12/3",True,"2017-12/3",3,11,3
"Add functionality to take server MOTD from a file motd.md.","2017-12/3","2018-2/3","2017-12/3",False,"null",7,30,5
"Slight update to the code metrics / scanning stuff.","2017-12/3","2017-12/3","2017-12/3",True,"2017-12/3",2,1,1
"Multiconnect family rework","2017-12/4","2017-12/4","2017-12/4",True,"2017-12/4",5,101,134
"Extended the get functionality","2017-12/5","2017-12/5","2017-12/5",False,"null",5,272,294
"Fix typos and wildcard error in EnvironmentSwitchHandler","2017-12/7","2017-12/7","2017-12/7",True,"2017-12/7",5,13,8
"Fixed Various Checkstyle Issues","2017-12/7","2017-12/7","2017-12/7",False,"null",3,1,24
"Fixes checkstyle issues in WorldRendererLmpl","2017-12/7","2017-12/7","2017-12/7",True,"2017-12/7",5,57,48
"Add NotoSans-Regular-Title to replace old title font","2017-12/7","2018-12/7","2017-12/7",True,"2018-12/7",4,2086,0
"Refactor groovy module script - builds on #3164","2017-12/8","2017-12/8","2017-12/8",True,"2017-12/8",3,190,33
"Fix explode sound","2017-12/9","2020-5/9","2017-12/9",False,"null",5,19,28
"Fix Checkstyle Issues - Updated","2017-12/10","2017-12/10","2017-12/10",True,"2017-12/10",4,20,62
"Null check and warning log in ItemPickupAuthoritySystem if no block family for a block is present","2017-12/10","2017-12/10","2017-12/10",True,"2017-12/10",3,10,0
"Improvement of a polish lang file","2017-12/10","2018-1/10","2017-12/10",True,"2018-1/10",4,9,9
"Added Meta Module Groovy Script","2017-12/10","2018-3/10","2017-12/10",False,"null",4,1082,959
"Make spawn logic accept optional 2D fields","2017-12/10","2019-3/10","2017-12/10",False,"null",5,94,12
"Changed to NotoSans","2017-12/11","2018-11/11","2017-12/11",False,"null",6,2,2
"Move block and block family initialization outside of block family implementations","2017-12/13","2018-4/13","2017-12/13",True,"2018-4/13",5,62,88
"Fix errors in the Spanish translation","2017-12/14","2017-12/14","2017-12/14",False,"null",5,30,6
"Add documention for [R] key to Playing.md","2017-12/17","2018-1/17","2017-12/17",True,"2018-1/17",5,1,0
"Add error-prone to engine","2017-12/17","2018-5/17","2017-12/17",False,"null",4,1,0
"WIP: Introduce engine libs","2017-12/20","2018-1/20","2017-12/20",False,"null",4,439,17
"Groovy Facade Utility Commands","2017-12/20","2018-3/20","2017-12/20",False,"null",8,286,75
"Moved to #3191","2017-12/21","2017-12/21","2017-12/21",False,"null",3,149,0
"Added Library Utility Commands","2017-12/21","2018-3/21","2017-12/21",False,"null",4,148,0
"Fix ambiguous class definition in FieldSerializeCheck","2017-12/21","2018-2/21","2017-12/21",True,"2018-2/21",3,2,2
"Added UIText in InventoryHUD, displaying currently equipped item.","2017-12/21","2018-12/21","2017-12/21",False,"null",7,60,0
"Allow non-block entities to explode","2017-12/23","2018-1/23","2017-12/23",True,"2018-1/23",4,17,7
"Add blockDamageModifierComponent null check","2017-12/23","2018-1/23","2017-12/23",True,"2018-1/23",4,6,1
"Physics refactor","2017-12/26","2018-2/26","2017-12/26",True,"2018-2/26",8,775,160
"Added ability to manipulate UIRadialSections on the run (+quick bugfix)","2017-12/27","2018-1/27","2017-12/27",True,"2018-1/27",3,74,35
"Added overloads for methods in ChunkImpl","2017-12/27","2017-12/27","2017-12/27",True,"2017-12/27",5,14,1
"Added Unified Utility Script for Groovy Wrapper","2017-12/29","2017-12/29","2017-12/29",False,"null",5,411,294
"Player is shown the respawn screen, if he joins a game where his character is dead.","2017-12/29","2018-4/29","2017-12/29",False,"null",33,15380,8935
"Unified Utility Script for Groovy Wrapper","2017-12/30","2018-3/30","2017-12/30",False,"null",5,497,0
"Particle system javadocs","2018-1/2","2018-1/2","2018-1/2",False,"null",4,59,7
"Polish menu i18n update - added all missing entries","2018-1/6","2018-4/6","2018-1/6",True,"2018-4/6",3,110,3
"Add a logger when @Sender annotation is missing in EntityRef parameters","2018-1/6","2018-1/6","2018-1/6",True,"2018-1/6",4,109,3
"Bouncy Objects","2018-1/7","2018-2/7","2018-1/7",True,"2018-2/7",4,78,8
"ParticleUpdater Tests","2018-1/7","2018-2/7","2018-1/7",True,"2018-2/7",4,119,5
"Some tip comments on InventoryGrid.java","2018-1/9","2018-1/9","2018-1/9",True,"2018-1/9",4,94,1
"Added some javadocs","2018-1/10","2018-2/10","2018-1/10",True,"2018-2/10",7,299,35
"i18n-ed toolbar slots' descs and added polish trans","2018-1/11","2018-2/11","2018-1/11",True,"2018-2/11",3,41,11
"Fixes #3184","2018-1/11","2018-1/11","2018-1/11",False,"null",2,31,0
"Fill year and name placeholder in LICENSE file","2018-1/12","2018-1/12","2018-1/12",True,"2018-1/12",4,1,1
"changed Direction to rotation","2018-1/13","2018-4/13","2018-1/13",True,"2018-4/13",5,54,8
"AABB improvements","2018-1/13","2018-9/13","2018-1/13",True,"2018-9/13",7,52,42
"Minor fixes to new block families' docs (merge to newBlockFamilies branch)","2018-1/13","2018-1/13","2018-1/13",True,"2018-1/13",4,25,9
"FlexibleConfig improvements","2018-1/15","2018-2/15","2018-1/15",True,"2018-2/15",7,205,353
"Remove FirstPersonViewNode","2018-1/16","2018-2/16","2018-1/16",True,"2018-2/16",6,0,149
"Fixes NeighbourBlockFamilyUpdatesSystem not receiving OnChangedBlock events","2018-1/17","2018-1/17","2018-1/17",False,"null",4,40,15
"Particle System Gen./Aff. Registration & refactor","2018-1/17","2020-5/17","2018-1/17",False,"null",6,460,174
"fixed enum list handler","2018-1/17","2018-1/17","2018-1/17",True,"2018-1/17",5,48,0
"Remove light merging from LocalChunkProvider and refactor completeUpdate","2018-1/18","2018-1/18","2018-1/18",True,"2018-1/18",4,634,77
"Add friction and restitution to block definitions","2018-1/19","2018-2/19","2018-1/19",True,"2018-2/19",5,72,7
"adds check for local source module to module downloader","2018-1/19","2018-1/19","2018-1/19",True,"2018-1/19",4,17,1
"Support for optional dependencies","2018-1/19","null","2018-1/19",False,"null",8,293,93
"Changed REGEX format of FLOAT_PATTERN for boundary of mesh","2018-1/22","2018-4/22","2018-1/22",False,"null",6,2,1
"Added support for replacing skins through deltas","2018-1/23","2018-1/23","2018-1/23",True,"2018-1/23",4,66,0
"Replace visual character and allow for replacement by modules","2018-1/23","2018-3/23","2018-1/23",True,"2018-3/23",6,1573,2193
"Addition of Creeper","2018-1/27","2018-1/27","2018-1/27",False,"null",2,0,0
"Redesigned Groovyw Setup","2018-2/2","2018-3/2","2018-2/2",True,"2018-3/2",3,742,401
"API fix for #3184 and minor code quality tweaks","2018-2/2","2018-2/2","2018-2/2",True,"2018-2/2",3,71,9
"Added null check","2018-2/3","2018-2/3","2018-2/3",True,"2018-2/3",4,8,2
