"['title']","['createdAt']","['closedAt']","['publishedAt']","['merged']","['mergedAt']","['paticipants']","['additions']","['deletions']"
"!feature: refactor mesh for GL330","2021-4/10","2021-4/10","2021-4/10",True,"2021-4/10",3,850,776
"feat: Add BlockAreac#distanceSquared","2021-4/10","2022-5/10","2021-4/10",True,"2022-5/10",4,66,0
"chore: migrate to gestalt v7—fork 🅰, keep subsystems separate","2021-4/10","2021-5/10","2021-4/10",True,"2021-5/10",5,4946,5281
"chore: improve block mesh generator","2021-4/12","2021-5/12","2021-4/12",True,"2021-5/12",3,19,15
"chore: remove unused gelatinousCube asset","2021-4/13","2021-4/13","2021-4/13",True,"2021-4/13",2,2,103
"fix: correct colliders for LIQUID","2021-4/13","2021-4/13","2021-4/13",True,"2021-4/13",4,109,74
"feature: mesh attribute scheme ","2021-4/17","2021-4/17","2021-4/17",False,"null",1,1344,485
"Fix: Gitignore some more files that Intellij automatically generates.","2021-4/20","2021-4/20","2021-4/20",True,"2021-4/20",2,2,0
"logistics: use new pre-cached builder image in Jenkins","2021-4/21","2021-4/21","2021-4/21",True,"2021-4/21",2,2,3
"logistics: Replace usage of jcenter (shutting down)","2021-4/21","2021-4/21","2021-4/21",True,"2021-4/21",2,5,14
"feature(rendering)!: add vertex attribute scheme","2021-4/24","2021-6/24","2021-4/24",True,"2021-6/24",5,1761,1041
"chore: remove deprecated ProtobufSerializer","2021-4/24","2021-5/24","2021-4/24",True,"2021-5/24",2,6,299
"chore: remove GLBufferPool","2021-4/25","2021-5/25","2021-4/25",True,"2021-5/25",2,15,135
"chore: remove unused qualifier org.joml.*","2021-5/2","2021-5/2","2021-5/2",True,"2021-5/2",2,10,9
"build(modules): improve matching of compatible versions in module deps","2021-5/2","2021-5/2","2021-5/2",True,"2021-5/2",3,18,2
"test: provide a stub PathManager during tests","2021-5/3","2021-5/3","2021-5/3",True,"2021-5/3",4,195,150
"build(module_build): use same DependencyInfo -> String logic for modules and engine","2021-5/7","2021-5/7","2021-5/7",True,"2021-5/7",2,12,14
"Bugfix: add excluded entity for rayTrace","2021-5/8","2021-5/8","2021-5/8",True,"2021-5/8",3,67,24
"chore: simplify logic for getShapeFor","2021-5/8","2021-5/8","2021-5/8",True,"2021-5/8",2,4,6
"chore: minor cleanup for string operations","2021-5/8","2021-5/8","2021-5/8",True,"2021-5/8",2,106,125
"chore: replace hex logic from color","2021-5/10","2021-5/10","2021-5/10",True,"2021-5/10",2,3,42
"chore: replace ViewFrustum with JOML FrustumIntersection","2021-5/10","2021-5/10","2021-5/10",True,"2021-5/10",2,31,212
"chore: remove EnumBooleanMap in favor of a boolean array","2021-5/10","2021-5/10","2021-5/10",True,"2021-5/10",2,20,135
"chore: combine NativeHelper and OS","2021-5/11","2021-5/11","2021-5/11",True,"2021-5/11",2,33,82
