"['title']","['createdAt']","['closedAt']","['publishedAt']","['merged']","['mergedAt']","['paticipants']","['additions']","['deletions']"
"chore: some lintings and suggested simplifications","2021-8/28","2021-8/28","2021-8/28",True,"2021-8/28",2,25,30
"perf: upgrade to use proto3","2021-8/28","2021-9/28","2021-8/28",True,"2021-9/28",3,43,44625
"chore: upgrade crashreporter dependency 4.1.0 -> 4.2.0","2021-8/28","2021-8/28","2021-8/28",True,"2021-8/28",3,1,1
"chore: remove internal ai system for engine","2021-8/31","2021-10/31","2021-8/31",True,"2021-10/31",4,0,520
"refactor: do light merging later, remove ChunkProcessingPipeline","2021-8/31","null","2021-8/31",False,"null",3,91,1010
"chore: replace drain with poll for queue for GameThread","2021-9/1","null","2021-9/1",False,"null",4,4,3
"perf: minor adjusments to chunkprocessing pipeline","2021-9/2","2021-9/2","2021-9/2",True,"2021-9/2",2,89,79
"perf: replace creating streams by arrays in stream","2021-9/2","2021-9/2","2021-9/2",True,"2021-9/2",3,8,2
"chore: remove unused render utilities","2021-9/3","2021-9/3","2021-9/3",True,"2021-9/3",4,0,75
"fix(autoconfig): fix back-animation to empty screen","2021-9/3","2021-9/3","2021-9/3",True,"2021-9/3",2,7,2
"chore: minor fixes and introduce some test cases for VertexResource","2021-9/4","2021-9/4","2021-9/4",True,"2021-9/4",2,416,3
"chore: add test cases for IndexResource and address some problems found through test cases","2021-9/4","2021-9/4","2021-9/4",True,"2021-9/4",2,91,14
"chore: cleanup extra qualification for org.joml from termath migration","2021-9/4","2021-9/4","2021-9/4",True,"2021-9/4",2,50,39
"chore: remove deprecated Chunk#getPosition(Vector3i)","2021-9/4","2022-1/4","2021-9/4",True,"2022-1/4",4,103,111
"chore: remove deprecated LegacyGsonTypeHandlerAdapter","2021-9/5","2021-9/5","2021-9/5",True,"2021-9/5",2,0,42
"chore(PathManager): remove some ""probably isn't needed anymore"" code","2021-9/5","2021-9/5","2021-9/5",True,"2021-9/5",2,23,39
"build(IntelliJ): turn on checkstyle.scan-before-checkin","2021-9/5","2021-9/5","2021-9/5",True,"2021-9/5",2,7,5
"bugfix: migrate deprecated texture2D","2021-9/5","2021-9/5","2021-9/5",True,"2021-9/5",2,3,3
"refactor: split chunkMesh to ChunkMeshImpl","2021-9/6","2021-11/6","2021-9/6",True,"2021-11/6",3,287,303
"refactor: construct block mesh generator single shape with standard mesh data","2021-9/6","2021-11/6","2021-9/6",True,"2021-11/6",2,73,27
"fix(PathManager): working directory should always be a fallback","2021-9/7","2021-9/7","2021-9/7",True,"2021-9/7",2,30,12
"refactor: refactor mesh generation for IconMeshFactory","2021-9/7","2021-11/7","2021-9/7",True,"2021-11/7",2,109,19
"fix(rendering): replicate SkeletalMesh fields, fix debug skeleton scale","2021-9/7","2021-11/7","2021-9/7",True,"2021-11/7",3,49,19
"feat(gestaltv7-eventsystem): Migration Event and @ReceiveEvent to gestalt's ","2021-9/9","2021-12/9","2021-9/9",True,"2021-12/9",3,462,339
"ci: fail checkstyle on all findings except warning.LOW","2021-9/9","2021-11/9","2021-9/9",True,"2021-11/9",2,36,21
"feat: expand attribute scheme to allow combining meshdata","2021-9/10","null","2021-9/10",False,"null",1,164,1
"chore(LocationComponent): provide convenience constructor for Vector3i","2021-9/11","2021-9/11","2021-9/11",True,"2021-9/11",3,20,7
"feat(RelevanceSystem): addRelevanceEntity returns the relevant region","2021-9/11","2021-9/11","2021-9/11",True,"2021-9/11",3,17,12
"chore: update vertex attribute with put(T[] data)","2021-9/11","2021-9/11","2021-9/11",True,"2021-9/11",2,111,0
"refactor: add test cases for vertex resource and update api with put and replace","2021-9/12","2021-10/12","2021-9/12",True,"2021-10/12",2,192,61
"feat: add vertex attribute bindings for short and byte","2021-9/12","2021-9/12","2021-9/12",True,"2021-9/12",2,206,21
"fix(headless-fixes): remove InputSystem and NuiManager from headlesses","2021-9/13","2021-9/13","2021-9/13",True,"2021-9/13",3,84,67
"test(modules): make com.google.truth assertion library available","2021-9/26","2021-9/26","2021-9/26",True,"2021-9/26",2,14,11
"build(IntelliJ): add inspections allowing IntelliJ to correct ""modifier out of order"" infractions","2021-9/26","2021-10/26","2021-9/26",True,"2021-10/26",2,22,1
"build(server): fix --homedir arg for gradle task `server`","2021-9/30","2021-9/30","2021-9/30",True,"2021-9/30",2,1,1
"chore(StateMainMenu): include message in toString representation for debugging","2021-10/2","2021-10/2","2021-10/2",True,"2021-10/2",2,8,0
"fix: Avoid a couple cases where no NUIManager would cause trouble.","2021-10/2","2021-10/2","2021-10/2",True,"2021-10/2",3,29,5
"feat(octree): Octo tree as chunk's data structure.","2021-10/5","2021-10/5","2021-10/5",False,"null",1,448,51
"build(ci): build using a java 11 toolchain","2021-10/16","2021-11/16","2021-10/16",True,"2021-11/16",2,2,1
"build: upgrade minimum compatible version to Java 11","2021-10/16","2021-11/16","2021-10/16",True,"2021-11/16",2,14,6
"feat(extract-subsystems): extract `Context`, `@In`, `InjectionHelper` and `@Share` to Subsystem","2021-10/25","null","2021-10/25",False,"null",3,116,59
