['closedAt'],['createdAt'],['title'],['url']
2003-11/27,2003-11/26,Test Issue [SPR-1],https://github.com/spring-projects/spring-framework/issues/4736
2003-12/2,2003-12/1,testDateTimeElement does not pass!!! [SPR-2],https://github.com/spring-projects/spring-framework/issues/4737
2013-10/1,2003-12/2,TransactionProxyFactoryBean failes if no transactionAttributes were set [SPR-3],https://github.com/spring-projects/spring-framework/issues/4738
2012-6/19,2003-12/5,Introducing Expression Language Support [SPR-4],https://github.com/spring-projects/spring-framework/issues/4739
2003-12/11,2003-12/6,countParameterPlaceholders bug [SPR-5],https://github.com/spring-projects/spring-framework/issues/4740
2004-1/10,2003-12/11,special characters in url [SPR-6],https://github.com/spring-projects/spring-framework/issues/4741
2003-12/21,2003-12/12,NullPointerException in JdbcTemplate.execute() [SPR-7],https://github.com/spring-projects/spring-framework/issues/4742
2003-12/22,2003-12/14,autowiring by type does not take into account parent context [SPR-8],https://github.com/spring-projects/spring-framework/issues/4743
2003-12/26,2003-12/17,"Returning new ModelAndView(""foo"", null) produces NullPointerException [SPR-9]",https://github.com/spring-projects/spring-framework/issues/4744
2003-12/26,2003-12/20,LocalSessionFactoryBean executeSchemaUpdateMethod does not support HSQLDB [SPR-10],https://github.com/spring-projects/spring-framework/issues/4745
2007-2/18,2003-12/21,How to use Spring with Swing client [SPR-11],https://github.com/spring-projects/spring-framework/issues/4746
2007-2/18,2003-12/31,Log4j error working with MVC step-by-step [SPR-12],https://github.com/spring-projects/spring-framework/issues/4747
2004-1/10,2004-1/9,Sourceforge download for build m4 is not working [SPR-13],https://github.com/spring-projects/spring-framework/issues/4748
2004-1/29,2004-1/11,cannot handle the charset other than iso-8995-1 [SPR-14],https://github.com/spring-projects/spring-framework/issues/4749
2004-1/11,2004-1/11,constructor-arg for map entry does not work [SPR-15],https://github.com/spring-projects/spring-framework/issues/4750
2006-6/27,2004-1/12,Unable to specify implementation of List or Map in XML [SPR-16],https://github.com/spring-projects/spring-framework/issues/4751
2004-1/14,2004-1/12,Log4jConfigurer prevents reload of war [SPR-17],https://github.com/spring-projects/spring-framework/issues/4752
2004-1/14,2004-1/12,BeanUtils.copyProperties does not check for read method access [SPR-18],https://github.com/spring-projects/spring-framework/issues/4753
2004-1/15,2004-1/14,OracleLobHandler has invalid constant [SPR-19],https://github.com/spring-projects/spring-framework/issues/4754
2006-3/10,2004-1/14,Collection support in PropertiesBeanDefinitionReader [SPR-20],https://github.com/spring-projects/spring-framework/issues/4755
2004-1/21,2004-1/15,OracleLobHandler needs flush after blob is written [SPR-21],https://github.com/spring-projects/spring-framework/issues/4756
2004-1/29,2004-1/23,PropertyResourceConfigurer should know about $HOME [SPR-22],https://github.com/spring-projects/spring-framework/issues/4757
2004-1/29,2004-1/23,SystemPropertyResourceConfigurer [SPR-23],https://github.com/spring-projects/spring-framework/issues/4758
2004-2/16,2004-1/25,PreferencesPlaceholderConfigurer [SPR-24],https://github.com/spring-projects/spring-framework/issues/4759
2004-1/29,2004-1/27,Invalid exception in BeanWrapperImpl [SPR-25],https://github.com/spring-projects/spring-framework/issues/4760
2004-1/29,2004-1/28,better debug information for org.springframework.transaction.interceptor.TransactionInterceptor [SPR-26],https://github.com/spring-projects/spring-framework/issues/4761
2004-1/29,2004-1/28,PropertiesEditor misuse of LinkedList [SPR-27],https://github.com/spring-projects/spring-framework/issues/4762
2004-1/31,2004-1/30,NoSuchMethodError in Caucho Burlap invocation [SPR-28],https://github.com/spring-projects/spring-framework/issues/4763
2004-1/31,2004-1/30,Missing XJavadocTask Dependency in M4 with dependencies release [SPR-29],https://github.com/spring-projects/spring-framework/issues/4764
2012-6/19,2004-1/30,bean property name problem [SPR-30],https://github.com/spring-projects/spring-framework/issues/4765
2004-1/30,2004-1/30,Performance improvement in HashMapCachingAdvisorChainFactory [SPR-31],https://github.com/spring-projects/spring-framework/issues/4766
2004-2/4,2004-2/1,BeanWrapperImpl new instance returns old nested property values [SPR-32],https://github.com/spring-projects/spring-framework/issues/4767
2004-2/6,2004-2/2,Exception when using Log4jConfigListener with hotdeployment [SPR-33],https://github.com/spring-projects/spring-framework/issues/4768
2012-6/19,2004-2/3,Container complains if it has more than 96 beans [SPR-34],https://github.com/spring-projects/spring-framework/issues/4769
2004-2/8,2004-2/7,Hessian Exception used instead of Burlap Exception [SPR-35],https://github.com/spring-projects/spring-framework/issues/4770
2004-2/14,2004-2/10,Add support to the remoting.rmi system to allow for custom socket factories [SPR-36],https://github.com/spring-projects/spring-framework/issues/4771
2004-2/12,2004-2/12,ReloadableResourceBundleMessageSource reads only first property file [SPR-37],https://github.com/spring-projects/spring-framework/issues/4772
2004-2/13,2004-2/13,Custom PropertyEditor not invoked for String[] [SPR-38],https://github.com/spring-projects/spring-framework/issues/4773
