"['title']","['url']","['createdAt']","['closedAt']"
"Set thread interrupt flag on InterruptedException [SPR-16479]","https://github.com/spring-projects/spring-framework/issues/21023","2018-2/8","2018-2/19"
"Errors when Java Config declared TransactionProxyFactoryBean's target bean depends on an annotation declared bean that depends on another bean [SPR-16480]","https://github.com/spring-projects/spring-framework/issues/21024","2018-2/9","null"
"Use of ApplicationEventPublisher in a reactive call stack [SPR-16481]","https://github.com/spring-projects/spring-framework/issues/21025","2018-2/9","null"
"Supports ConversionService on SingleColumnRowMapper [SPR-16483]","https://github.com/spring-projects/spring-framework/issues/21026","2018-2/11","2018-2/19"
"WebClient | onErrorResume logs exception although it has been handled [SPR-16484]","https://github.com/spring-projects/spring-framework/issues/21027","2018-2/11","2018-2/19"
"Consider adding non-fatal SpringFactories.loadFactories() [SPR-16485]","https://github.com/spring-projects/spring-framework/issues/21028","2018-2/11","2018-2/12"
"JsonMappingException when trying to instantiate org.springframework.messaging.Message [SPR-16486]","https://github.com/spring-projects/spring-framework/issues/21029","2018-2/11","2018-2/19"
"Doc: AbstractMessageListenerContainer rejecting messages on shutdown causes message loss in AUTO_ACK mode [SPR-16487]","https://github.com/spring-projects/spring-framework/issues/21030","2018-2/12","2018-2/19"
"Deadlock in SubProtocolWebSocketHandler on shutdown with Undertow [SPR-16488]","https://github.com/spring-projects/spring-framework/issues/21031","2018-2/12","2018-4/3"
"EL1072E when evaluating compiled null-safe expression [SPR-16489]","https://github.com/spring-projects/spring-framework/issues/21032","2018-2/13","2018-4/10"
"@Cacheable annotation lead to a huge memory allocation from the side of OperationCache equals/hashCode [SPR-16490]","https://github.com/spring-projects/spring-framework/issues/21033","2018-2/13","2018-7/24"
"Order of JMS TransactionSynchronizations should be sortable programmatically [SPR-16491]","https://github.com/spring-projects/spring-framework/issues/21034","2018-2/13","null"
"@Transactional annotation lead to a huge memory allocation during creation String representation of Method uses for logging only [SPR-16492]","https://github.com/spring-projects/spring-framework/issues/21035","2018-2/13","2018-7/24"
"Spring remove space at the end of each string of array @RequestParam  [SPR-16493]","https://github.com/spring-projects/spring-framework/issues/21036","2018-2/13","2018-2/28"
"[docs] Document the need for periodic writes on a streaming response [SPR-16494]","https://github.com/spring-projects/spring-framework/issues/21037","2018-2/13","2018-4/3"
"NPE in Spring-JDBC with Oracle and SimpleJdbcInsert [SPR-16495]","https://github.com/spring-projects/spring-framework/issues/21038","2018-2/14","2018-2/19"
"ExceptionHandlerExceptionResolver advice applicability check may fail against interface-based controller proxy [SPR-16496]","https://github.com/spring-projects/spring-framework/issues/21039","2018-2/14","2018-2/19"
"Avoid multiple warnings related to jackson-module-kotlin in Jackson2ObjectMapperBuilder [SPR-16497]","https://github.com/spring-projects/spring-framework/issues/21040","2018-2/14","2018-2/19"
"FormTag renders empty <div> tag [SPR-16498]","https://github.com/spring-projects/spring-framework/issues/21041","2018-2/14","2018-2/19"
"MockHttpServletRequest shouldn't allow calls to both getReader and getInputStream [SPR-16499]","https://github.com/spring-projects/spring-framework/issues/21042","2018-2/14","2018-7/26"
"Invalid/missing locale strings in header prevents resolving the locale [SPR-16500]","https://github.com/spring-projects/spring-framework/issues/21043","2018-2/15","2018-2/19"
"Support for cache2k caching [SPR-16501]","https://github.com/spring-projects/spring-framework/issues/21044","2018-2/15","2018-7/12"
"MediaType application/json not compatible with application/hal+json [SPR-16502]","https://github.com/spring-projects/spring-framework/issues/21045","2018-2/15","2018-3/13"
