"['title']","['createdAt']","['closedAt']","['publishedAt']","['merged']","['mergedAt']","['paticipants']","['additions']","['deletions']"
"Djinn upgrade Ruby 1.9","2015-6/17","2015-6/17","2015-6/17",True,"2015-6/17",3,294,231
"Revert ""Djinn upgrade Ruby 1.9""","2015-6/17","2015-6/17","2015-6/17",True,"2015-6/17",1,231,294
"Pull request #6 from obino/djinn-upgrade ","2015-6/17","2015-6/17","2015-6/17",False,"null",2,1,1
"Ruby 1.9","2015-6/18","2015-7/18","2015-6/18",False,"null",3,6,1
"Upgrade","2015-6/19","2015-6/19","2015-6/19",True,"2015-6/19",4,16,7
"Zookeeper backups","2015-6/22","2015-6/22","2015-6/22",True,"2015-6/22",2,612,427
"Redirect the user to a custom shibboleth logout","2015-6/22","2015-6/22","2015-6/22",True,"2015-6/22",2,11,2
"Adjusting Hermes status reporting params.","2015-6/23","2015-6/23","2015-6/23",True,"2015-6/23",2,10,8
"vSphere Agent","2015-6/26","2015-6/26","2015-6/26",False,"null",1,0,0
"Backup & Recovery of source code","2015-6/29","2015-10/29","2015-6/29",True,"2015-10/29",2,345,36
"Ensure rollback completes before exiting transaction","2015-6/30","2015-7/30","2015-6/30",True,"2015-7/30",3,4,1
"vSphere Agent","2015-7/1","2016-3/1","2015-7/1",False,"null",4,120,1
"New ruby","2015-7/8","2015-7/8","2015-7/8",True,"2015-7/8",2,320,192
"Skip unneeded rollback instead of throwing exception","2015-7/9","2015-7/9","2015-7/9",True,"2015-7/9",2,2,1
"enable md5_hash for blobstore","2015-7/10","2015-7/10","2015-7/10",True,"2015-7/10",3,3,3
"Fetch more references","2015-7/13","2015-7/13","2015-7/13",True,"2015-7/13",3,269,104
"Fix calls to self.request.method","2015-7/21","2015-7/21","2015-7/21",True,"2015-7/21",2,4,0
"Allow up to 25 groups in xg transactions","2015-7/21","2015-7/21","2015-7/21",True,"2015-7/21",2,1,1
"Use zk constant for testing max groups","2015-7/22","2015-7/22","2015-7/22",True,"2015-7/22",2,2,2
"Don't crash the AC when a cron line is unparseable","2015-7/22","2015-7/22","2015-7/22",True,"2015-7/22",2,1,1
"Fail no branch","2015-7/22","2015-7/22","2015-7/22",True,"2015-7/22",2,9,5
"Trusty prep","2015-7/23","2015-8/23","2015-7/23",True,"2015-8/23",2,173,69
"Fixing bug in blobstore uploads via HTTPS.","2015-7/24","2015-7/24","2015-7/24",True,"2015-7/24",2,24,3
"Don't crash if min and max are not set.","2015-7/24","2015-7/24","2015-7/24",True,"2015-7/24",3,122,66
"Validate indices on zz merge","2015-7/27","2015-7/27","2015-7/27",True,"2015-7/27",2,111,78
"Handle db values that contain the key delimiter","2015-7/28","2015-7/28","2015-7/28",True,"2015-7/28",2,4,1
"Filter certain entities with repeated properties","2015-7/29","2015-7/29","2015-7/29",True,"2015-7/29",2,97,2
"Setting X-Appengine-Inbound-Appid in urlfetch.fetch().","2015-7/29","2015-7/29","2015-7/29",True,"2015-7/29",2,4,0
"Make the writing to log synchronous.","2015-7/30","2015-7/30","2015-7/30",True,"2015-7/30",2,5,2
"Report the used port for the application.","2015-7/31","2015-8/31","2015-7/31",True,"2015-8/31",3,23,2
"Fixing logic parsing FalseClass paramenters.","2015-8/1","2015-8/1","2015-8/1",True,"2015-8/1",2,34,17
"Fix boolean parsing","2015-8/4","2015-8/4","2015-8/4",True,"2015-8/4",2,33,22
"Fetch more entities if needed during a composite query","2015-8/4","2015-8/4","2015-8/4",True,"2015-8/4",2,62,22
"Use Ruby's URI library to sanitize URL","2015-8/5","2015-8/5","2015-8/5",True,"2015-8/5",2,22,6
"Get the right scheme in host_url","2015-8/6","2015-8/6","2015-8/6",True,"2015-8/6",2,13,8
"Added group to FastStart AppScalefile.","2015-8/7","2015-8/7","2015-8/7",True,"2015-8/7",3,1,0
"Converting xml encoding to utf-8 before deploying a new java app.","2015-8/7","2015-8/7","2015-8/7",True,"2015-8/7",2,13,6
"When validating an index, check all prop values","2015-8/8","2015-8/8","2015-8/8",True,"2015-8/8",2,8,3
"Ac cleanup","2015-8/10","2015-8/10","2015-8/10",False,"null",1,290,334
"Unified the make_call behavior across clients.","2015-8/12","2015-8/12","2015-8/12",True,"2015-8/12",3,527,485
"Allow multiple equality filters for single property queries and zigzag merge join queries","2015-8/14","2015-8/14","2015-8/14",True,"2015-8/14",2,50,14
"Fixing bug with list of memcache IPs in the AppServer Java.","2015-8/19","2015-8/19","2015-8/19",True,"2015-8/19",2,1,1
"Go directly to the continue page after login","2015-8/20","2015-8/20","2015-8/20",False,"null",1,9,8
"Changed the tag logic for bootstrap.","2015-8/20","2015-8/20","2015-8/20",True,"2015-8/20",2,67,11
"Go directly to the continue page after login","2015-8/20","2015-8/20","2015-8/20",True,"2015-8/20",2,9,8
"Blob infos","2015-8/24","2015-8/24","2015-8/24",True,"2015-8/24",2,68,18
"Sendmail is a 'nice to have' not a dependency.","2015-8/26","2015-8/26","2015-8/26",True,"2015-8/26",2,0,2
"No cassandra heap dumps and unified log location.","2015-8/26","2015-9/26","2015-8/26",True,"2015-9/26",3,16,3
"Keep only 2 months of logs.","2015-8/27","2015-8/27","2015-8/27",True,"2015-8/27",2,4,4
"Only log no lock message if level is set to debug","2015-8/27","2015-8/27","2015-8/27",True,"2015-8/27",2,1,1
"Wait until app is up before adding nginx config","2015-8/28","2015-8/28","2015-8/28",True,"2015-8/28",2,37,37
"Mail","2015-8/31","2015-9/31","2015-8/31",True,"2015-9/31",3,99,62
"Fixing inconsistency in cron headers.","2015-9/1","2015-10/1","2015-9/1",False,"null",3,2,2
"Allow tools branch to be specified with dev","2015-9/1","2015-9/1","2015-9/1",True,"2015-9/1",2,4,4
"If retry_on_except is false, raise exception","2015-9/1","2015-9/1","2015-9/1",True,"2015-9/1",3,97,57
"Add custom environment variables from Java config xml file","2015-9/2","2015-9/2","2015-9/2",True,"2015-9/2",3,116,9
"remove reference to zookeeper-server when running on trusty.","2015-9/2","2015-9/2","2015-9/2",True,"2015-9/2",3,30,10
"Order zz merge results","2015-9/5","2015-9/5","2015-9/5",True,"2015-9/5",2,13,2
"AppController improvements.","2015-9/7","2015-9/7","2015-9/7",True,"2015-9/7",3,58,33
"Check that we do have a port available.","2015-9/8","2015-9/8","2015-9/8",True,"2015-9/8",3,269,136
"Don't raise exception if prop_name is not found","2015-9/9","2015-9/9","2015-9/9",True,"2015-9/9",2,3,1
"App logs on the front-end","2015-9/14","2015-9/14","2015-9/14",True,"2015-9/14",2,108,38
"Blobstore redirection for Java","2015-9/16","2015-9/16","2015-9/16",True,"2015-9/16",3,27,10
"Use system ruby-flexmock instead of gem","2015-9/17","2015-9/17","2015-9/17",True,"2015-9/17",2,2,1
"Fixing bug in Java getBlobUploads.","2015-9/18","2015-9/18","2015-9/18",True,"2015-9/18",3,15,24
"Fix whitespace across string concatenation","2015-9/18","2015-9/18","2015-9/18",True,"2015-9/18",2,5,5
"Log AppController's JSON state only while on debug mode.","2015-9/18","2015-9/18","2015-9/18",True,"2015-9/18",2,1,1
"Version bumped to 2.4.0","2015-9/18","2015-9/18","2015-9/18",True,"2015-9/18",2,25,1
"Fixed appengine starting on the same port.","2015-9/24","2015-9/24","2015-9/24",True,"2015-9/24",2,34,7
"Recover composite indices","2015-9/27","2015-9/27","2015-9/27",True,"2015-9/27",3,26,5
"Add a check to ensure we don't pull the wrong tag.","2015-9/28","2015-9/28","2015-9/28",True,"2015-9/28",3,12,7
"More changes toward trusty.","2015-10/1","2015-10/1","2015-10/1",True,"2015-10/1",2,45,27
"Clean invalid index entries with the groomer","2015-10/2","2015-11/2","2015-10/2",True,"2015-11/2",3,554,67
