"['title']","['createdAt']","['closedAt']","['publishedAt']","['merged']","['mergedAt']","['paticipants']","['additions']","['deletions']"
"Java calendar starts from 0 for the month so added 1 to make it natural count.","2022-3/22","2022-4/22","2022-3/22",True,"2022-4/22",3,1,1
"Change created bundles collection from private to protected in blResourceBundlingService","2022-3/23","2022-6/23","2022-3/23",True,"2022-6/23",2,1,1
"Changed access qualifier from private to protected in createdBundles","2022-3/30","2022-3/30","2022-3/30",False,"null",11,13769,10213
"Fixed single quote issue for product options values","2022-4/1","2022-4/1","2022-4/1",True,"2022-4/1",2,4,3
"Changed a spring (5.2.20) and spring boot version (2.2.13)","2022-4/1","2022-4/1","2022-4/1",False,"null",1,3,2
"Changed a spring (5.2.20) and spring boot version (2.2.13)","2022-4/1","2022-4/1","2022-4/1",False,"null",3,2,2
"Changed a spring (5.3.18) and spring boot version (2.5.12)","2022-4/1","2022-4/1","2022-4/1",False,"null",2,2,2
"Fixed ampersand issue for offer rules","2022-4/4","2022-4/4","2022-4/4",True,"2022-4/4",3,36,3
"update spring-xxx to the latest","2022-4/5","2022-4/5","2022-4/5",True,"2022-4/5",2,6,3
"Revisit Recursive Relationships for ChildCategories","2022-4/6","2022-4/6","2022-4/6",True,"2022-4/6",3,195,140
"Used try-with resources block when Input streams are created, so that it will close automatically without ""finally"" block","2022-4/7","2022-5/7","2022-4/7",True,"2022-5/7",3,12,12
"Fix adorned list grids selections","2022-4/8","2022-4/8","2022-4/8",True,"2022-4/8",2,15,1
"Add case insensitive sort in solr","2022-4/8","2022-5/8","2022-4/8",True,"2022-5/8",3,1,0
"Fix to support non numeric PK which name is not ""id""","2022-4/12","2022-4/12","2022-4/12",True,"2022-4/12",2,53,12
"Fixed an issue where RegexPropertyValidator does not work properly with exploitProtection","2022-4/13","2022-5/13","2022-4/13",True,"2022-5/13",3,7,2
"Change the condition to evaluate if classExcludeRegexList is used","2022-4/14","2022-4/14","2022-4/14",True,"2022-4/14",2,2,2
"Able to use default sku inventory instead of alt sku inventory","2022-4/14","2022-5/14","2022-4/14",False,"null",4,0,0
"Check for duplicate items for CrossSaleProduct","2022-4/18","2022-4/18","2022-4/18",True,"2022-4/18",4,36,25
"Check for duplicate items for upSaleProduct","2022-4/19","2022-4/19","2022-4/19",True,"2022-4/19",3,37,26
"Fix to validate required properties first and not allow rules persistent providers to save entity without required fields","2022-4/22","2022-5/22","2022-4/22",True,"2022-5/22",4,15,1
"Removed SessionOrderLockManager for version 6.3","2022-4/22","2022-5/22","2022-4/22",True,"2022-5/22",3,0,143
"Fix to validate required properties first","2022-4/22","2022-5/22","2022-4/22",False,"null",1,56,17
"Fixed an issue where Order between date filter along with a sort throws error","2022-4/26","2022-5/26","2022-4/26",True,"2022-5/26",3,5,8
"Removed stacktrace from error message","2022-4/29","2022-5/29","2022-4/29",True,"2022-5/29",3,18,3
"Bump esapi from 2.2.3.1 to 2.3.0.0","2022-5/3","2022-5/3","2022-5/3",True,"2022-5/3",1,1,1
"Bump antisamy from 1.6.4 to 1.6.7","2022-5/3","2022-5/3","2022-5/3",True,"2022-5/3",1,1,1
