['additions'],['closedAt'],['createdAt'],['deletions'],['merged'],['mergedAt'],['paticipants'],['publishedAt'],['title']
31,2020-1/2,2016-11/2,17,False,,5,2016-11/2,Limits the url to one successUrl parameter
19,2018-1/19,2017-7/19,0,True,2018-1/19,2,2017-7/19,Add method to return all possible resource paths
28,2019-2/19,2017-7/19,22,False,,3,2017-7/19,Admin Inventory Improvements
57,2019-2/19,2017-7/19,8,False,,5,2017-7/19,ContentItem StructuredContent required field validation
2,2017-7/19,2017-7/19,1,False,,3,2017-7/19,Fix an issue in the admin where the save button can be clicked multiple times leading to duplicated records
99,2017-8/19,2017-7/19,43,True,2017-8/19,3,2017-7/19,"Do not only add friendly admin permissions to the Spring Security Authorities, add all of them"
1469,2017-8/19,2017-7/19,118,True,2017-8/19,4,2017-7/19,Enhance TranslationService to support multiple retrieval strategies
167,2017-7/19,2017-7/19,75,True,2017-7/19,3,2017-7/19,Enhance OrderPayment and CustomerPayment management
8,2017-7/19,2017-7/19,2,True,2017-7/19,3,2017-7/19,Fix an issue where sometimes related list grid column headers do not display
17,2017-8/19,2017-7/19,14,True,2017-8/19,3,2017-7/19,Fixed issue where adding inventory to a sku would cause an error when trying to add said sku to the cart
7,2017-8/19,2017-7/19,4,True,2017-8/19,3,2017-7/19,Make SystemProperty retrieval more efficient
41,2017-7/19,2017-7/19,5,True,2017-7/19,3,2017-7/19,Added Minimum Subtotal check to fulfillment group offer application
26,2020-3/19,2017-7/19,10,False,,5,2017-7/19,Updated the Solr version to 6.6.0 and added new helper method to create documents
211,2017-10/19,2017-7/19,101,True,2017-10/19,4,2017-7/19,Helper code for importing customers
136,2019-12/19,2017-7/19,6,False,,4,2017-7/19,Removed sandbox id from url handler cache key since we only cache redirects in production
1324,2019-2/19,2017-7/19,23,False,,6,2017-7/19,Added functionality to allow refinement of main entity list grids in admin via bean configuration
98,2018-3/19,2017-7/19,33,True,2018-3/19,3,2017-7/19,Added PriceAdjustments to the ProductOptionDTO in ProductOptionsProcessor
5,2019-2/19,2017-7/19,8,False,,4,2017-7/19,Made Field Use Soft Delete
0,2017-7/19,2017-7/19,5,True,2017-7/19,1,2017-7/19,Add back the Zookeeper transitive dependency for Solr cloud
4,2017-7/19,2017-7/19,0,True,2017-7/19,2,2017-7/19,Exclude commons-fileupload from solr-core dependency for security purposes
3,2017-7/20,2017-7/20,0,True,2017-7/20,2,2017-7/20,"In the My Changes list grid, when having enough changes to warrant a scrollbar, attempting to select on the bottom changes causes scroll-up and no selection."
1,2017-8/20,2017-7/20,1,True,2017-8/20,2,2017-7/20,Increase the minimum height of the redactor-editor in the admin
15,2017-7/21,2017-7/21,0,False,,2,2017-7/21,Fix selectize queries to check data-hydrate if no results
3,2017-7/21,2017-7/21,11,True,2017-7/21,2,2017-7/21,Fix bug where selectize rules failed when using entity ids while finding Iterable intersections
21,2017-7/21,2017-7/21,0,False,,1,2017-7/21,Resize assets on asset grid on each image load
7,2017-7/21,2017-7/21,6,True,2017-7/21,2,2017-7/21,Fixed an error caused by performing an unchecked cast
14,2017-7/21,2017-7/21,3,True,2017-7/21,2,2017-7/21,Fixed issue with product filtering not working on selectize lookups
3,2017-8/24,2017-7/24,1,True,2017-8/24,2,2017-7/24,Qa 2342 tooltip offect code
6,2017-7/24,2017-7/24,0,True,2017-7/24,2,2017-7/24,Add a listener to resize images and asset grid on load for each image…
12,2017-7/24,2017-7/24,3,False,,2,2017-7/24,Initialize listgrid titles
531,2017-7/24,2017-7/24,171,True,2017-7/24,3,2017-7/24,Introduce Customer Saved Payment functionality
819,2017-8/24,2017-7/24,14,True,2017-8/24,3,2017-7/24,"Incorporated Schema.org Metadata into the homepage, product pages, & category pages"
1456,2017-8/25,2017-7/25,127,True,2017-8/25,2,2017-7/25,Enhance TranslationService to support multiple retrieval strategies
258,2017-7/25,2017-7/25,2,True,2017-7/25,4,2017-7/25,Added Spring Mobile module to detect request device and make available for RuleBuilders
1456,2017-8/25,2017-7/25,127,True,2017-8/25,2,2017-7/25,Enhance TranslationService to support multiple retrieval strategies
2,2017-7/26,2017-7/26,1,True,2017-7/26,1,2017-7/26,Fix an issue in the admin where the save button can be clicked multiple times leading to duplicated records
9,2017-7/26,2017-7/26,2,True,2017-7/26,2,2017-7/26,Theme File Extension fixed if valid file type
0,2017-7/26,2017-7/26,3,True,2017-7/26,2,2017-7/26,Admin Nav Tabs wrap to the next line if they overflow
1506,2017-8/27,2017-7/27,139,True,2017-8/27,3,2017-7/27,Enhance TranslationService to support multiple retrieval strategies
2,2017-8/31,2017-7/31,0,True,2017-8/31,2,2017-7/31,Add DB indices to certain Search meta data
694,2017-8/31,2017-7/31,145,True,2017-8/31,2,2017-7/31,Refactor checkout flow to enhance the payment stage & better incorporate saved payments
844,2017-8/1,2017-8/1,175,True,2017-8/1,2,2017-8/1,Refactor SEO VariableExpressions & Services to provide enhance meta data
1,2017-8/1,2017-8/1,0,True,2017-8/1,2,2017-8/1,Defined a specific width for the remove row query builder icon
22,2017-8/2,2017-8/2,12,True,2017-8/2,2,2017-8/2,Add null checks in Category and Product handler mappings
29,2017-8/3,2017-8/3,1,True,2017-8/3,2,2017-8/3,fix product bundle out of stock
142,2018-6/3,2017-8/3,50,False,,4,2017-8/3,SEO Auto Redirects
6,2018-5/3,2017-8/3,2,False,,4,2017-8/3,Restrict length and provide example placeholder on sandbox place holder
1,2017-8/4,2017-8/4,1,True,2017-8/4,2,2017-8/4,Changed Offer Name to be a translatable property
2,2017-8/4,2017-8/4,14,True,2017-8/4,3,2017-8/4,Modified OrderPaymentService to utilize OrderService's remove payment method
108,2017-9/7,2017-8/7,39,True,2017-9/7,2,2017-8/7,Certain rule operator combinations can break rule builder evaluation and cause an IndexOutOfBoundException
195,2017-8/7,2017-8/7,109,True,2017-8/7,3,2017-8/7,Upgraded Log4J dependency and references to Log4J2 and made the dependency optional
27,2017-8/7,2017-8/7,27,True,2017-8/7,4,2017-8/7,Use th:utext when displaying admin message properties for proper display of accented characters
3,2017-8/7,2017-8/7,3,True,2017-8/7,2,2017-8/7,"Dependency Updates - Spring Boot to 1.5.6, Spring core to 4.3.10, Lombok to 1.16.18"
1,2017-8/7,2017-8/7,34,True,2017-8/7,3,2017-8/7,Registration Password only accepts 6 or more non-space characters
1,2017-8/8,2017-8/8,0,True,2017-8/8,3,2017-8/8,Theme Fields now have the ability to have translations added in the admin
8,2017-8/8,2017-8/8,0,True,2017-8/8,2,2017-8/8,Fixed issue where items were unable to be added to wishlist when out of stock
129,2017-8/9,2017-8/9,16,True,2017-8/9,3,2017-8/9,Update OrderHistory UI to use new MaterialKit styles
5,2017-8/9,2017-8/9,0,True,2017-8/9,2,2017-8/9,"Add State/Province/Region, PostalCode, and PhoneNumber Empty/Whitespace check to Common Address Validator."
315,2019-12/10,2017-8/10,27,False,,6,2017-8/10,Added ability to have an amount off offer split among the matching order items
55,2017-8/10,2017-8/10,12,True,2017-8/10,3,2017-8/10,Add support to `ExtensionHandler` to get a list of `cacheKeys` for a template site
14,2017-8/11,2017-8/11,4,True,2017-8/11,2,2017-8/11,Fixed errors with checkout flow
29,2017-8/14,2017-8/14,5,True,2017-8/14,2,2017-8/14,Introduce ability to disable customer saved payments
1,2017-8/14,2017-8/14,1,True,2017-8/14,2,2017-8/14,Update Homepage banner add wording since the link is no longer active
210,2017-8/14,2017-8/14,0,True,2017-8/14,1,2017-8/14,"Add property source, message bundles, module registration and AutoImportSQL interfaces for backwards and forwards compatibility with the Broadleaf 5.x line"
9,2017-8/14,2017-8/14,7,True,2017-8/14,3,2017-8/14,Added a null check when determining correct AdminSection
136,2017-8/15,2017-8/15,139,True,2017-8/15,2,2017-8/15,"Fix url forwarding issue for products, categories, & skus"
2,2017-8/15,2017-8/15,5,True,2017-8/15,3,2017-8/15,Fixed issue where rating service was incorrectly counting duplicates for the average rating
19,2017-8/15,2017-8/15,32,True,2017-8/15,1,2017-8/15,Consolidate the mbeans configuration and ensure one is marked primary to fix Spring Boot Mbeans exposure
8,2017-8/15,2017-8/15,2,True,2017-8/15,2,2017-8/15,Allow UTF-8 characters (like accent marks) in message bundles
32,2017-8/18,2017-8/18,1,True,2017-8/18,2,2017-8/18,Introduce methods to determine whether or not the current cart has a CreditCard payment associated to it
6,2017-8/18,2017-8/18,5,True,2017-8/18,2,2017-8/18,Update our OOB Page data to include meta titles & introduce a plain page template
187,2017-8/19,2017-8/19,9,True,2017-8/19,2,2017-8/19,Outstanding issues with catalog and profile propagation setup and usage
253,2017-8/21,2017-8/21,13,False,,2,2017-8/21,Outstanding issues with catalog and profile propagation setup and usage
81,2017-8/21,2017-8/21,0,True,2017-8/21,3,2017-8/21,Add method to the framework to query products that use a specific product option
252,2017-8/21,2017-8/21,12,True,2017-8/21,2,2017-8/21,Outstanding issues with catalog and profile propagation setup and usage
98,2017-9/22,2017-8/22,4,True,2017-9/22,2,2017-8/22,Core BLCAdmin JS references enterprise only components
1,2017-8/24,2017-8/24,1,True,2017-8/24,2,2017-8/24,Fixed JS error that occurs in IE when clearing filters on Main Entity ListGrids because a variable was not converted to a JQuery object
6,2017-8/24,2017-8/24,0,True,2017-8/24,2,2017-8/24,Ensure that the BRC is configured for resource resolving
10,2017-9/25,2017-8/25,5,True,2017-9/25,3,2017-8/25,Add site id to the cache key to prevent incorrect lookups when an installation has multiple sites available
48,2020-5/27,2017-8/27,6,False,,5,2017-8/27,Fill In Saved Customer Addresses
1557,2017-8/29,2017-8/29,38,True,2017-8/29,2,2017-8/29,Misc Issues
92,2017-8/30,2017-8/30,40,False,,2,2017-8/30,"Default Category validations triggering when re-deploying ""incomplete"" products "
7,2017-9/30,2017-8/30,0,True,2017-9/30,2,2017-8/30,"Default Category validations triggering when re-deploying ""incomplete"" products"
6,2018-4/30,2017-8/30,3,True,2018-4/30,4,2017-8/30,Sku#getMultiValueSkuAttributes has inaccurate return type
7,2017-8/30,2017-8/30,3,True,2017-8/30,2,2017-8/30,Fixed an issue where overriding a product's additional sku would cause the add to cart to fail (MT Only)
62289,2021-3/30,2017-8/30,27900,False,,20,2017-8/30,Check that the order item can be cast to a SkuAccessor before casting in the Google Analytics module
38,2017-9/1,2017-9/1,13,True,2017-9/1,3,2017-9/1,SKU Modal tabs not lazy loading
33,2017-9/5,2017-9/5,2,True,2017-9/5,2,2017-9/5,Enabled entityManager.find() catalog validation when grabbing a page entity.
4,2017-9/5,2017-9/5,2,True,2017-9/5,2,2017-9/5,Make integration test retry loop exit as soon as possible
5,2017-9/6,2017-9/6,2,True,2017-9/6,2,2017-9/6,"When creating a new entities in the admin with a generated URL, the URL keeps a period appended at the end"
47,2017-9/6,2017-9/6,6,True,2017-9/6,2,2017-9/6,Adjust max height of order listgrids in the admin
3,2017-9/6,2017-9/6,3,True,2017-9/6,2,2017-9/6,Fixed issue where index fields and other entities were not copied for synced copy catalogs
1,2017-9/6,2017-9/6,1,True,2017-9/6,2,2017-9/6,"When Custom Validator fails validation on Sku add, an NPE occurs when hasDefaultSku is called"
3,2017-9/6,2017-9/6,5,True,2017-9/6,2,2017-9/6,Remove the cloning of OfferCode when cloning an Order. 
285,2017-9/7,2017-9/7,53,True,2017-9/7,2,2017-9/7,Make dynamic pricing more efficient during cart processing
3,2017-9/7,2017-9/7,1,True,2017-9/7,2,2017-9/7,Use built in parameters of the establishThinRequestContext to ignore sandbox changes when getting theme
0,2018-10/8,2017-9/8,0,True,2018-10/8,4,2017-9/8,Make dynamic pricing more efficient during cart processing
9,2018-1/10,2017-9/10,0,True,2018-1/10,3,2017-9/10,Added sku to the configurable order item request
24,2017-9/11,2017-9/11,3,True,2017-9/11,3,2017-9/11,Added extension point to allow easier modifications of solr field names
20,2018-10/12,2017-9/12,0,True,2018-10/12,3,2017-9/12,Not able to Sort Products by Parent Category
40,2017-9/14,2017-9/14,5,True,2017-9/14,3,2017-9/14,Content Items in the admin are only pulling in content data for up to the max results (50)
58,2017-10/14,2017-9/14,2,True,2017-10/14,3,2017-9/14,Enhance ClassTransformer flexibility
58,2017-10/14,2017-9/14,2,True,2017-10/14,1,2017-9/14,Enhance ClassTransformer flexibility to allow with Persistence Unit it will influence and conditional class transformation
58,2017-10/14,2017-9/14,2,True,2017-10/14,2,2017-9/14,Enhance ClassTransformer flexibility
0,2017-9/15,2017-9/15,4,True,2017-9/15,1,2017-9/15,Finding Sku Options in Community was failing due to the query looking at archiveStatus
33,2017-9/15,2017-9/15,28,True,2017-9/15,3,2017-9/15,Community - Save Button does not re-enable when correcting validation errors on Product add
3,2017-9/15,2017-9/15,2,True,2017-9/15,2,2017-9/15,Community: Images not appearing in the Media Asset edit view
8,2017-11/15,2017-9/15,8,True,2017-11/15,2,2017-9/15,Enhance ClassTransformer flexibility
4,2017-9/18,2017-9/18,0,True,2017-9/18,2,2017-9/18,Property VisibilityEnum#VISIBLE_ALL does not work properly
1,2017-9/18,2017-9/18,0,True,2017-9/18,2,2017-9/18,Community: New Simple Template not working
19,2017-9/18,2017-9/18,15,True,2017-9/18,3,2017-9/18,Community - 404 Page not shown when trying to find PageImpl that was deleted
137,2017-9/18,2017-9/18,11,True,2017-9/18,2,2017-9/18,Added ability to force customers to change their passwords
89,2017-9/18,2017-9/18,2,True,2017-9/18,5,2017-9/18,Upgrade insecure third party libraries
1415,2017-9/18,2017-9/18,351,True,2017-9/18,2,2017-9/18,Introduce Future Credit feature to Offer engine that allows adjustments to be ignored at order time and should be credited later.
15,2018-6/20,2017-9/20,2,True,2018-6/20,5,2017-9/20,"ReferenceSite - If cart has errors validated during checkout, user gets redirected to login page instead of displaying error message"
71,2018-11/21,2017-9/21,46,True,2018-11/21,5,2017-9/21,"Enhanced FieldDefinition fields with `@AdminPresentation` so that they could be overridden, and added more field types to DynamicSupportedFieldTypes enumeration so that more basic fields are available in the admin."
89,2018-4/26,2017-9/26,4,True,2018-4/26,3,2017-9/26,Enhance pageField map to allow programatic maintenance
3,2018-1/29,2017-9/29,3,True,2018-1/29,2,2017-9/29,Bug with AdminUserProvisioningService
2,2017-10/29,2017-9/29,1,True,2017-10/29,2,2017-9/29,Sanitize log output to prevent log forgery
4,2017-10/2,2017-10/2,1,True,2017-10/2,1,2017-10/2,SystemPropertiesServiceImpl uses the Spring Environment inefficiently
34,2017-10/2,2017-10/2,7,True,2017-10/2,1,2017-10/2,Field discovery in BLCFieldUtils is not efficient
28,2017-10/3,2017-10/3,10,True,2017-10/3,2,2017-10/3,Certain rule operator combinations can break rule builder evaluation
69,2017-10/5,2017-10/5,10,True,2017-10/5,2,2017-10/5,Misc Enhancements
35,2017-10/5,2017-10/5,5,True,2017-10/5,2,2017-10/5,Use the raw product option value to get skus when adding to cart instead of the translated value.
28,2017-11/6,2017-10/6,0,True,2017-11/6,2,2017-10/6,Product Add-Ons Don't Allow Separate Skus
3,2017-10/9,2017-10/9,4,True,2017-10/9,1,2017-10/9,Update Spring and Spring Boot to the latest 4.3.12 and 1.5.8
12,2017-11/11,2017-10/11,8,True,2017-11/11,2,2017-10/11,Offers Not Applied to Products with Comma in Name
121,2017-10/13,2017-10/13,34,True,2017-10/13,2,2017-10/13,Not able to edit Primary image meta data in admin
132,2018-1/13,2017-10/13,4,True,2018-1/13,3,2017-10/13,"Fixed ""Error While Parsing Rule"" for ""is between"" date rules via rule builder."
336,2017-10/16,2017-10/16,24,True,2017-10/16,3,2017-10/16,"Added ""Within x days"" operator for date rules that checks if the field date is within the specified number of days from the date at time of evaluation."
2174,2017-10/16,2017-10/16,184,True,2017-10/16,3,2017-10/16,Added in better support for Email and SMS notifications
327,2017-10/16,2017-10/16,13,True,2017-10/16,3,2017-10/16,Added functionality to allow offers to be configured to only limit customer usage within a certain number of days before reuse.
12,2019-2/19,2017-10/19,0,False,,5,2017-10/19,Add setters in ExampleBean of MergeBeanDefinitionTest
2,2017-10/20,2017-10/20,2,True,2017-10/20,3,2017-10/20,SKU Modal tabs not lazy loading
5,2017-11/23,2017-10/23,1,True,2017-11/23,2,2017-10/23,Page field translations via admin ui persist with wrong entity type
105,2017-10/24,2017-10/24,9,True,2017-10/24,2,2017-10/24,"When calculating target quantity for tiered offers, we need to also factor in the number of qualifying item iterations."
10,2018-1/27,2017-10/27,1,True,2018-1/27,2,2017-10/27,Content Targeter page variable error
0,2017-10/27,2017-10/27,2,True,2017-10/27,1,2017-10/27,Fixed a warning being issued by an unrequired constructor for NotificationDispatcher
20,2017-10/31,2017-10/31,5,True,2017-10/31,2,2017-10/31,Fixed issue where a system property was incorrectly cached as null when resolved in multiple ways
17,2017-11/3,2017-11/3,2,True,2017-11/3,1,2017-11/3,Remove subclasses of domain objects that appear as properties in other beans
15,2018-1/5,2017-11/5,3,True,2018-1/5,3,2017-11/5,Redactor widget not styling text
9,2018-1/6,2017-11/6,1,True,2018-1/6,1,2017-11/6,Fixed issue where debugQuery=true was passed to Solr on every single query
3,2017-11/7,2017-11/7,3,True,2017-11/7,2,2017-11/7,ListGrid bugfix involving listgrid template and ListGrid.hideIdColumn
21,2018-3/10,2017-11/10,11,True,2018-3/10,2,2017-11/10,IgnoreSite state can be left on the BroadleafRequestContext for static asset related calls
19,2017-11/13,2017-11/13,0,True,2017-11/13,1,2017-11/13,Google CDN does not recognize .js and .css files
136,2017-11/14,2017-11/14,29,False,,2,2017-11/14,Image corruption can occur when multiple treatments for the same image are requested concurrently
141,2017-11/15,2017-11/15,32,True,2017-11/15,4,2017-11/15,Image corruption can occur when multiple treatments for the same image are requested concurrently
3,2017-11/17,2017-11/17,8,True,2017-11/17,2,2017-11/17,Error when adding an image on a product with changes
350,2017-12/21,2017-11/21,3,True,2017-12/21,3,2017-11/21,Consolidate orders across non-registered customers upon registration
68,2017-11/22,2017-11/22,0,True,2017-11/22,2,2017-11/22,Set url null for add-on product
14,2017-11/28,2017-11/28,8,True,2017-11/28,2,2017-11/28,Change configuration is still an active link on Order Confirmation page
3,2017-11/29,2017-11/29,3,True,2017-11/29,1,2017-11/29,"Update Spring, Spring Boot and Jackson dependencies to the latest patch releases (4.3.14, 1.5.10, 2.8.11)"
0,2017-11/29,2017-11/29,0,False,,2,2017-11/29,Added methods to read catalog specific Products and Categories
18,2017-11/30,2017-11/30,0,True,2017-11/30,2,2017-11/30,Added LDAP admin user provisioning process to add ROLE_ to existing roles
97,2017-12/1,2017-12/1,73,True,2017-12/1,1,2017-12/1,Introduce the ability to gather Skus in batches for large catalogs
54,2017-12/2,2017-12/2,12,True,2017-12/2,2,2017-12/2,Added new entity count methods for static assets and categories
4,2017-12/12,2017-12/12,0,True,2017-12/12,2,2017-12/12,Fixed issue where JUnitTransactionalSetup was not properly annotated
20869,2017-12/13,2017-12/13,815,True,2017-12/13,1,2017-12/13,Added Right to Left support in the admin
24,2018-11/21,2017-12/21,2,True,2018-11/21,4,2017-12/21,Introduce logging to warn against incorrect page/item management  for StreamCapableTransactionalOperations
2,2018-1/22,2017-12/22,2,True,2018-1/22,2,2017-12/22,Fix issue where Content Item rules on a ContentTargeter would cause an NPE
498,2021-11/27,2017-12/27,185,False,,5,2017-12/27,Database Search
5,2018-1/3,2018-1/3,2,True,2018-1/3,2,2018-1/3,Rule Builders in Customer Segment issues
181,2018-10/4,2018-1/4,0,True,2018-10/4,4,2018-1/4,Introduce a generic mechanism for providing custom hints to the system during query execution
28,2018-1/12,2018-1/12,75,True,2018-1/12,2,2018-1/12,Fixed IndexField's view all list grid filter and sort.
42,2018-1/15,2018-1/15,9,True,2018-1/15,1,2018-1/15,Changed ConditionalOnAdmin to rely on a bean rather than ConditionalOnBroadleafEnum
128,2018-1/16,2018-1/16,93,True,2018-1/16,1,2018-1/16,Ensure all Filter implementations do not use @Resource for standalone Tomcat
3,2018-1/19,2018-1/19,6,True,2018-1/19,4,2018-1/19,Fixed issue where BLC was swapping Solr cores when there was an error during reindexing.
52,2018-2/22,2018-1/22,4,True,2018-2/22,2,2018-1/22,Need a way to establish dependency between async javascript bundles
191,2018-11/24,2018-1/24,25,True,2018-11/24,4,2018-1/24,Enhance image static asset handling
6,2018-1/29,2018-1/29,3,False,,1,2018-1/29,"Revert ""Fixed issue where BLC was swapping Solr cores when there was an error during reindexing."""
74,2018-2/29,2018-1/29,11,True,2018-2/29,2,2018-1/29,Allow listgrid fields to utilize a custom renderer
1,2018-1/31,2018-1/31,1,True,2018-1/31,2,2018-1/31,Update Spring Security to the latest patch release 4.2.4 for CVE-2017-8030
2,2018-2/1,2018-2/1,1,True,2018-2/1,2,2018-2/1,Rework the asset-grid replace to make sure the images get loaded correctly when the tab loads
0,2018-2/5,2018-2/5,19,True,2018-2/5,1,2018-2/5,"Revert ""Add method to return all possible resource paths"""
1,2018-2/6,2018-2/6,1,True,2018-2/6,2,2018-2/6,Offer Codes cannot be added to an Offer
1,2018-2/6,2018-2/6,1,True,2018-2/6,2,2018-2/6,Moved the placement of the select/edit/delete icons in the admin farther up on the image so that thumbnail (resized images) will still have the icon in a focusable area.
713,2018-2/6,2018-2/6,8,True,2018-2/6,2,2018-2/6,Admin Offer Enhancements
2,2018-2/7,2018-2/7,0,True,2018-2/7,2,2018-2/7,Remove error logging when product options aren't set during AddToCart
441,2018-2/8,2018-2/8,3,True,2018-2/8,2,2018-2/8,Allow content targeting against arbitrary http request cookie values
68,2018-2/8,2018-2/8,15,True,2018-2/8,1,2018-2/8,Allow an EntityForm to contain file upload inputs
61,2018-2/12,2018-2/12,24,True,2018-2/12,3,2018-2/12,Added ability to handle extended map entity xrefs through the admin
12,2018-4/13,2018-2/13,4,True,2018-4/13,4,2018-2/13,Product Add-ons appearing in the Product List in the admin
7,2018-2/13,2018-2/13,7,True,2018-2/13,2,2018-2/13,Allow passed in arguments to have precedence over blSelectize defaults
154,2018-2/14,2018-2/14,50,True,2018-2/14,2,2018-2/14,Product Add-ons appearing in the Product List in the admin
291,2018-2/16,2018-2/16,43,True,2018-2/16,2,2018-2/16,Added support for Offers restricted to max uses by account
90,2018-2/16,2018-2/16,4,True,2018-2/16,3,2018-2/16,Added Order and OrderItem Methods to support Export module
122,2018-9/20,2018-2/20,0,True,2018-9/20,2,2018-2/20,Provide optional support for Html minification
13,2018-9/20,2018-2/20,1,False,,3,2018-2/20,Allow loading of CSS resource bundles to be deferred
15,2018-9/21,2018-2/21,1,True,2018-9/21,2,2018-2/21,Added filter for deleted/archived product to the readProductsByName query
2465,2018-2/22,2018-2/22,17999,True,2018-2/22,2,2018-2/22,Updated redactor version to 10.2.5 and removed old unused versions
12,2018-3/22,2018-2/22,8,False,,2,2018-2/22,Add missing LOG variable to correct the compilation error #1793
77,2018-2/22,2018-2/22,43,True,2018-2/22,3,2018-2/22,Added support for setting map values to null through fields such as custom fields
4,2018-11/26,2018-2/26,1,True,2018-11/26,3,2018-2/26,Added callback parameter to listGrid.refreshCollection
37,2019-1/26,2018-2/26,23,True,2019-1/26,3,2018-2/26,Fix incorrectly seeing pending changes warning
1138,2018-2/26,2018-2/26,262,True,2018-2/26,1,2018-2/26,Enhanced Offer engine to support listed price discounts
4,2018-4/27,2018-2/27,4,True,2018-4/27,2,2018-2/27,"Cannot Edit page ""Featured Armageddon"" in the Admin: Incorrectly Marking Page Name as Too Long"
99,2018-2/27,2018-2/27,6,True,2018-2/27,1,2018-2/27,Added support for fieldComponentRendererTemplate on AdminPresentation
38,2018-2/28,2018-2/28,26,True,2018-2/28,2,2018-2/28,Added RTL support to radio buttons in the admin
34,2019-2/28,2018-2/28,0,True,2019-2/28,3,2018-2/28,Disallow preview when there are errors present
22,2018-3/1,2018-3/1,0,True,2018-3/1,2,2018-3/1,Filter facets that only have zero results
15,2018-3/1,2018-3/1,0,True,2018-3/1,2,2018-3/1,Addressed issue where rules where failing to evaluate when using the APIs
44,2018-4/1,2018-3/1,16,True,2018-4/1,4,2018-3/1,Fixed redactor HTML entities encoding inside noscript tag.
1,2018-4/1,2018-3/1,1,True,2018-4/1,3,2018-3/1,Catch all Payment Type Variable Expression made public
5,2018-3/2,2018-3/2,1,True,2018-3/2,1,2018-3/2,Adding logic to check for hidden inputs with a `.value` class else default to searching for the input without the class.
20,2018-3/2,2018-3/2,4,True,2018-3/2,2,2018-3/2,Adding more parameters to SearchCriteria
1,2018-4/2,2018-3/2,1,True,2018-4/2,2,2018-3/2,Show the exclamation point icon with error description
3,2018-3/2,2018-3/2,3,True,2018-3/2,3,2018-3/2,Using @Resource to resolve the fileExtensionWhitelist dependency in ProcompressedArtifactFilter
63,2018-4/5,2018-3/5,37,True,2018-4/5,3,2018-3/5,Cache misses on pages that cannot be found for the given URL
16,2018-3/5,2018-3/5,10,True,2018-3/5,1,2018-3/5,Allow the search criteria created from the FacetDTOService to be pluggable
39,2018-3/5,2018-3/5,38,True,2018-3/5,1,2018-3/5,Ensure that item attributes and child items are copied over for non-discrete order items when going from wishlists to carts
39,2018-3/7,2018-3/7,10,True,2018-3/7,2,2018-3/7,Modal's tabs are not populated when modal displays more then once
67,2018-3/8,2018-3/8,20,True,2018-3/8,2,2018-3/8,Offer Validation and Rulebuilder Errors 
74,2018-3/16,2018-3/16,65,True,2018-3/16,1,2018-3/16,Fixed and refactored LDAP admin user provisioning to better handle mapping of roles/authorities
532,2018-4/19,2018-3/19,114,True,2018-4/19,4,2018-3/19,Added the ability to use the Google Closure Compiler
5,2018-3/19,2018-3/19,1,True,2018-3/19,1,2018-3/19,Translation links in modals were not getting enabled
9,2018-3/20,2018-3/20,1,True,2018-3/20,2,2018-3/20,Add the current page to the meta title
14,2018-4/20,2018-3/20,11,True,2018-4/20,2,2018-3/20,Fix Google Analytics Processor to be compatible with non-discrete order items
46,2018-3/22,2018-3/22,14,True,2018-3/22,3,2018-3/22,Allow image uploads in the admin to be limited separately from file uploads
6,2018-3/23,2018-3/23,1,True,2018-3/23,2,2018-3/23,Fixed issue where Solr delete queries did not filter out non-product documents
14,2018-3/23,2018-3/23,2,True,2018-3/23,1,2018-3/23,Ensure that the max image upload check is case insensitive when checking the file extension
2,2018-3/27,2018-3/27,2,True,2018-3/27,2,2018-3/27,Changed length check for string in setValue() method.
23,2018-3/27,2018-3/27,16,True,2018-3/27,2,2018-3/27,Improve i18n support in the admin
2,2018-3/28,2018-3/28,0,True,2018-3/28,1,2018-3/28,Re-add RTL support to Redactor after the library was upgrade
1,2018-4/2,2018-4/2,1,True,2018-4/2,2,2018-4/2,Pasting Text into an HTML field in the admin does not trigger the save button to be enabled
29,2018-4/3,2018-4/3,18,True,2018-4/3,2,2018-4/3,Translation links are broken when page type is changing
79,2018-4/4,2018-4/4,49,True,2018-4/4,1,2018-4/4,Allow the product options process to be more extensible in the JSON data it sends to the page
91,2018-4/4,2018-4/4,83,True,2018-4/4,1,2018-4/4,Add a convenience method for the final price (considering sale prices) onto Product
16,2018-4/4,2018-4/4,11,True,2018-4/4,1,2018-4/4,Send a 404 instead of a 500 response when static assets cannot be found from the underlying storage system
1,2018-4/5,2018-4/5,1,True,2018-4/5,2,2018-4/5,Fixed bug where hidden modals on the page prevented clearing entity form state on submission
5,2018-4/5,2018-4/5,1,True,2018-4/5,1,2018-4/5,Allow an input to manually specify that its changes should be tracked on modification in the admin
2,2018-4/5,2018-4/5,2,True,2018-4/5,1,2018-4/5,"Update to the latest patch versions of Spring, Spring Security and Spring Boot, 4.3.17.RELEASE, 1.5.13.RELEASE and 4.2.6.RELEASE"
43,2018-4/5,2018-4/5,32,True,2018-4/5,2,2018-4/5,Delegate to the Spring Boot default multipart limits for file uploads
5,2018-4/6,2018-4/6,5,True,2018-4/6,2,2018-4/6,Simplified Product Option Validation so that it's easier to understand
24,2018-4/10,2018-4/10,9,True,2018-4/10,1,2018-4/10,Locale changes are not correctly detected in the admin
10,2018-4/12,2018-4/12,0,True,2018-4/12,4,2018-4/12,Address issue where entities where getting incorrectly their updated date changed when browsing the site
