2012-6,2012-7,2012-8,2012-9,2012-10,2012-11,2012-12,2013-1,2013-2,2013-3,2013-4,2013-5,2013-6,2013-7,2013-8,2013-9,2013-10,2013-11,2013-12,2014-1,2014-2,2014-3,2014-4,2014-5,2014-6,2014-7,2014-8,2014-9,2014-10,2014-11,2014-12,2015-1,2015-2,2015-3,2015-4,2015-5,2015-6,2015-7,2015-8,2015-9,2015-10,2015-11,2015-12,2016-1,2016-2,2016-3,2016-4,2016-5,2016-6,2016-7,2016-8,2016-9,2016-10,2016-11,2016-12,2017-1,2017-2,2017-3,2017-4,2017-5,2017-6,2017-7,2017-8,2017-9,2017-10,2017-11,2017-12,2018-1,2018-2,2018-3,2018-4,2018-5,2018-6,2018-7,2018-8,2018-9,2018-10,2018-11,2018-12,2019-1,2019-2,2019-3,2019-4,2019-5,2019-6,2019-7,2019-8,2019-9,2019-10,2019-11,2019-12,2020-1,2020-2,2020-5
246,17598,17691,135456,499115,629655,4140894,4295450,4307336,4627061,4753216,6118364,6120230,7429577,8204455,8211449,8227763,8229856,8556551,8560244,8560859,8576920,8582246,8738804,8739980,8741021,8741332,8744314,8750498,8751827,8763229,8765483,8767108,8768484,8769494,8772842,8777077,8778904,8781340,8782540,8784763,8786821,8788549,8789725,8793141,9814730,9848965,9854213,9866005,9870689,9893370,9895020,9956184,9964522,9969614,11065654,11070130,11078368,11086334,11096822,11099452,11114804,11122755,11137629,11143196,11151423,11155721,11158979,11162866,11164478,11173661,11192130,11193352,11195352,11226095,11237618,11290383,11298523,11302433,11312904,11317916,11330223,11351923,11363510,11371685,11391999,11403813,11414793,11418684,11419557,11419561,11419581,11436112,11436137
