2012-6,2012-7,2012-8,2012-9,2012-10,2012-11,2012-12,2013-1,2013-2,2013-3,2013-4,2013-5,2013-6,2013-7,2013-8,2013-9,2013-10,2013-11,2013-12,2014-1,2014-2,2014-3,2014-4,2014-5,2014-6,2014-7,2014-8,2014-9,2014-10,2014-11,2014-12,2015-1,2015-2,2015-3,2015-4,2015-5,2015-6,2015-7,2015-8,2015-9,2015-10,2015-11,2015-12,2016-1,2016-2,2016-3,2016-4,2016-5,2016-6,2016-7,2016-8,2016-9,2016-10,2016-11,2016-12,2017-1,2017-2,2017-3,2017-4,2017-5,2017-6,2017-7,2017-8,2017-9,2017-10,2017-11,2017-12,2018-1,2018-2,2018-3,2018-4,2018-5,2018-6,2018-7,2018-8,2018-9,2018-10,2018-11,2018-12,2019-1,2019-2,2019-3,2019-4,2019-5,2019-6,2019-7,2019-8,2019-9,2019-10,2019-11,2019-12,2020-1,2020-2,2020-5
31,3938,62,0,22846,19005,15094,15209,3751,93,3701,14554,3602,21273,14272,0,10461,3759,3489,6792,3444,9967,3364,3334,3220,6414,62,3127,15612,6202,3054,3297,2972,62,17672,93,11571,2902,5652,2778,2796,5468,8047,2841,15855,8464,10233,217,62,2521,4958,0,7249,124,11622,11475,2590,11362,124,8849,6682,6693,4315,403,2972,2449,250,6127,2622,403,4172,7731,5714,465,3768,546,1974,548,6522,5083,775,2200,2233,8990,1536,3160,7232,1681,1763,2889,19,0,31,0
