2012-7-1,2012-8-1,2012-9-1,2012-10-1,2012-11-1,2012-12-1,2013-1-1,2013-2-1,2013-3-1,2013-4-1,2013-5-1,2013-6-1,2013-7-1,2013-8-1,2013-9-1,2013-10-1,2013-11-1,2013-12-1,2014-1-1,2014-2-1,2014-3-1,2014-4-1,2014-5-1,2014-6-1,2014-7-1,2014-8-1,2014-9-1,2014-10-1,2014-11-1,2014-12-1,2015-1-1,2015-2-1,2015-3-1,2015-4-1,2015-5-1,2015-6-1,2015-7-1,2015-8-1,2015-9-1,2015-10-1,2015-11-1,2015-12-1,2016-1-1,2016-2-1,2016-3-1,2016-4-1,2016-5-1,2016-6-1,2016-7-1,2016-8-1,2016-9-1,2016-10-1,2016-11-1,2016-12-1,2017-1-1,2017-2-1,2017-3-1,2017-4-1,2017-5-1,2017-6-1,2017-7-1,2017-8-1,2017-9-1,2017-10-1,2017-11-1,2017-12-1,2018-1-1,2018-2-1,2018-3-1,2018-4-1,2018-5-1,2018-6-1,2018-7-1,2018-8-1,2018-9-1,2018-10-1,2018-11-1,2018-12-1,2019-1-1,2019-2-1,2019-3-1,2019-4-1,2019-5-1,2019-6-1,2019-7-1,2019-8-1,2019-9-1,2019-10-1,2019-11-1,2019-12-1,2020-1-1,2020-2-1,2020-3-1,2020-5-1
16.666666666666664,0.0,0.0,0.0,0.0,0.0,2.5,26.31578947368421,7.2727272727272725,4.25531914893617,3.3333333333333335,0.0,0.0,0.0,0.0,2.7027027027027026,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0,14.285714285714285,0.0,0.0,12.5,5.555555555555555,11.11111111111111,0.0,6.25,0.0,5.555555555555555,0.0,9.090909090909092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
