2012-5,2012-6,2012-7,2012-8,2012-9,2012-10,2012-11,2012-12,2013-1,2013-2,2013-3,2013-4,2013-5,2013-6,2013-7,2013-8,2013-9,2013-11,2013-12,2014-1,2014-2,2014-3,2014-5,2014-6,2014-7,2014-8,2014-10,2014-11,2015-2,2015-3,2015-4,2015-5,2015-6,2015-9,2015-10,2015-12,2016-1,2016-2,2016-3,2016-4,2016-5,2016-8,2016-9,2016-11,2016-12,2017-1,2017-2,2017-3,2017-7,2017-8,2017-9,2017-10,2018-4,2018-5,2018-6,2018-7,2018-8,2018-9,2018-10,2018-11,2018-12,2019-1,2019-2,2019-3,2019-4,2019-5,2019-8,2019-9,2019-10,2020-1,2020-4,2020-8,2021-1
100.0,44.44444444444444,50.0,64.28571428571429,70.83333333333334,82.6923076923077,84.61538461538461,77.31092436974791,71.03448275862068,58.16993464052288,65.77540106951871,52.604166666666664,47.93814432989691,33.6734693877551,34.34343434343434,35.32338308457712,32.84313725490196,31.40096618357488,32.535885167464116,9.324324324324325,75.79617834394905,11.7861482381531,15.048543689320388,5.562273276904474,5.193236714975845,5.0602409638554215,5.054151624548736,5.162064825930372,5.149700598802395,5.263157894736842,5.4892601431980905,5.463182897862233,5.213270142180095,5.44378698224852,5.4373522458628845,2.5912838633686692,2.937720329024677,2.6963657678780772,2.564102564102564,2.436194895591647,2.4333719582850524,2.5462962962962963,2.5404157043879905,2.1889400921658986,2.186421173762946,2.293577981651376,2.844141069397042,1.9165727170236753,1.687289088863892,1.5677491601343785,1.1185682326621924,1.2290502793296088,1.1086474501108647,1.088139281828074,1.293103448275862,1.1764705882352942,1.0660980810234542,1.6985138004246285,2.3182297154899896,1.6771488469601679,0.9355509355509356,0.9278350515463918,1.1293634496919918,1.5274949083503055,1.5228426395939088,1.6227180527383367,1.6177957532861478,1.6145307769929365,1.6080402010050252,1.4056224899598393,1.3039117352056169,2.004008016032064,3.5000000000000004
