"['title']","['createdAt']","['closedAt']","['publishedAt']","['merged']","['mergedAt']","['paticipants']","['additions']","['deletions']"
"INT-3007 Add WARN Log When Advice Skipped","2013-5/7","2013-5/7","2013-5/7",True,"2013-5/7",2,71,0
"INT-2855 File Tailing Inbound Channel Adapter","2013-5/8","2013-5/8","2013-5/8",False,"null",4,1480,2
"INT-3011 Pass BeanClassLoader and BeanFactory to GroovyScriptFactory","2013-5/10","2013-5/10","2013-5/10",False,"null",3,69,10
"INT-2783: Add BeanResolver to StoredProc params","2013-5/10","2013-5/10","2013-5/10",True,"2013-5/10",2,17,5
"INT-2865: Stored Procedure SqlReturnType support","2013-5/12","2013-7/12","2013-5/12",False,"null",2,357,28
"INT-3021 - Fix Sonar Build Plan","2013-5/17","2013-5/17","2013-5/17",False,"null",2,29,39
"INT-3014/INT-3015/INT-3016 Add Redis Channel Adapters","2013-5/18","2013-8/18","2013-5/18",False,"null",3,1044,595
"INT-3022: SimpleResponseMessageExtractor NPE fix","2013-5/18","2013-5/18","2013-5/18",False,"null",3,53,33
"INT-3026 Header Enrichment Using Gateways","2013-5/21","2013-5/21","2013-5/21",True,"2013-5/21",2,5,1
"INT-3028 Fix Tailing Factory Bean","2013-5/22","2013-5/22","2013-5/22",True,"2013-5/22",2,62,2
"INT-2994 Advice Chain Config via Annotations","2013-5/24","2013-8/24","2013-5/24",False,"null",2,318,25
"INT-3035 Fix ExponentialMovingAverageRate 'window'","2013-5/27","2013-6/27","2013-5/27",False,"null",3,17,7
"INT-2995: Fix HttpHeaders inconsistency","2013-5/27","2013-8/27","2013-5/27",False,"null",2,308,9
"INT-3037 - commented out sizing component","2013-5/28","2013-6/28","2013-5/28",False,"null",3,83,9
"INT-2993: JCMStore: fix 'idCache' race condition","2013-6/5","2013-6/5","2013-6/5",True,"2013-6/5",3,115,12
"Support Twitter API v1.1 in spring-integration-twitter","2013-6/5","2013-6/5","2013-6/5",False,"null",3,16,16
"INT-2990 Remove System.Outs in PipelineJmsTests","2013-6/6","2013-7/6","2013-6/6",False,"null",2,15,3
"INT-3031 Fix RMI Remote Failed Message","2013-6/6","2013-6/6","2013-6/6",True,"2013-6/6",2,35,4
"INT-3053 Allow task-executor on <reply-listener/>","2013-6/9","2013-6/9","2013-6/9",True,"2013-6/9",2,109,0
"INT-3053 Allow task-executor on <reply-listener/>","2013-6/9","2013-6/9","2013-6/9",True,"2013-6/9",2,95,0
"Do not attempt to evaluate uri variables that are not in the URL","2013-6/10","2013-6/10","2013-6/10",False,"null",1,9,3
"Do not attempt to evaluate uri variables that are not in the URL","2013-6/10","2013-8/10","2013-6/10",False,"null",3,47,5
"INT-3051 scripting language may be derived from extension","2013-6/10","2013-8/10","2013-6/10",False,"null",3,143,37
"INT-3064 Change MessageHeaders.Id Strategy","2013-6/12","2013-8/12","2013-6/12",False,"null",3,341,16
"INT-3063: 'Expires' HTTP header workaround","2013-6/15","2013-8/15","2013-6/15",False,"null",2,23,3
"INT-2243: Delayer: add support of 'expression'","2013-6/15","2013-8/15","2013-6/15",False,"null",2,321,80
"INT-1639: Add SpEL-Function support","2013-6/17","2013-8/17","2013-6/17",False,"null",2,530,105
"INT-3067: Xslt method=text StringResult coercion","2013-6/18","2013-8/18","2013-6/18",False,"null",2,46,4
"INT-3066 Fix NPE During Connection Recovery","2013-7/5","2013-7/5","2013-7/5",False,"null",3,115,5
"INT-3083 Update Spring Data Redis to 1.0.5","2013-7/8","2013-7/8","2013-7/8",False,"null",2,18,9
"INT-3087:Fix MongoDbMessageStore removeMessage bug","2013-7/15","2013-8/15","2013-7/15",False,"null",3,12,1
"INT-3089 Fix FileExistsMode.IGNORE","2013-7/16","2013-7/16","2013-7/16",True,"2013-7/16",2,88,13
"INT-3094 Fix Core Package Tangle; Fix NamedComponent Tangle","2013-7/18","2013-8/18","2013-7/18",False,"null",2,343,166
"INT-3106 Fix Bogus Warning Logs","2013-8/7","2013-8/7","2013-8/7",True,"2013-8/7",2,9,4
"INT-3107 Fix TCP Syslog ApplicationEventPublisher","2013-8/7","2013-8/7","2013-8/7",True,"2013-8/7",2,51,2
"INT-3061 Update Reference Copyright","2013-8/7","2013-8/7","2013-8/7",True,"2013-8/7",1,3,2
"INT-3061 Update Reference Copyright","2013-8/7","2013-8/7","2013-8/7",True,"2013-8/7",1,4,2
