"['title']","['createdAt']","['closedAt']","['publishedAt']","['merged']","['mergedAt']","['paticipants']","['additions']","['deletions']"
"INT-4132: Start `MS` before schedule polling task","2016-10/6","2016-10/6","2016-10/6",False,"null",2,68,10
"INT-3825: Messaging annot on Non-public methods","2016-10/7","2016-10/7","2016-10/7",False,"null",2,62,18
"Update bean id to reflect direction (Obvious Fix)","2016-10/8","2016-10/8","2016-10/8",True,"2016-10/8",3,1,1
"INT-4136: Support DirectMessageListenerContainer","2016-10/8","2016-10/8","2016-10/8",False,"null",2,146,50
"INT-4135: Ignore case check for HTTP Content-Type","2016-10/10","2016-10/10","2016-10/10",True,"2016-10/10",2,10,1
"INT-3903: user prefix as """" for HTTP headers","2016-10/10","2016-10/10","2016-10/10",False,"null",2,47,33
"INT-4137: Improve Aggregator Performance","2016-10/10","2016-10/10","2016-10/10",False,"null",2,128,62
"GH-1928: Roles: Doc Polishing","2016-10/12","2016-10/12","2016-10/12",True,"2016-10/12",2,9,3
"INT-4139: Add CORS Config to Graph Annotation","2016-10/14","2016-10/14","2016-10/14",False,"null",2,61,25
"INT-4129: Add Discard Channel to Barrier Handler [4.3.x Backport]","2016-10/17","2016-10/17","2016-10/17",False,"null",2,106,17
"INT-4140: File Streaming Adapter: Add maxFetchSize","2016-10/18","2016-10/18","2016-10/18",True,"2016-10/18",2,92,10
"INT-4142: Backport Streaming (S)FTP [4.2.x]","2016-10/18","2016-10/18","2016-10/18",False,"null",2,1741,310
"INT-4141: (S)FTP Streaming - throw Exception","2016-10/18","2016-10/18","2016-10/18",True,"2016-10/18",2,23,1
"INT-4143: Backport fixes for Gemfire tests","2016-10/20","2016-10/20","2016-10/20",True,"2016-10/20",2,177,146
"INT-4145: Fix Mocking Issue","2016-10/20","2016-10/20","2016-10/20",False,"null",2,3,2
"SftpOutboundGateway: DFA -> Method invocation","2016-10/21","2016-10/21","2016-10/21",False,"null",2,7,4
"Int 4144","2016-10/21","2016-10/21","2016-10/21",False,"null",3,87,59
"File Streaming Doc Polishing","2016-10/23","2016-10/23","2016-10/23",True,"2016-10/23",2,37,2
"INT-4131: Add delayExpression to AMQP Outbounds","2016-10/24","2016-10/24","2016-10/24",True,"2016-10/24",2,182,25
"INT-4146: FileWriteMH: protect for OutStr errors","2016-10/24","2016-10/24","2016-10/24",True,"2016-10/24",2,21,10
"INT-4147: Fix NPE in the FileReadingMessageSource","2016-10/25","2016-10/25","2016-10/25",False,"null",2,28,5
"More Lambdas HTTP - JMX","2016-10/25","2016-10/25","2016-10/25",False,"null",2,1014,1746
"Get rid of Java 7 restriction in `FileWritingMH`","2016-10/26","2016-10/26","2016-10/26",False,"null",2,23,32
"Core Lambdas - Phase 1 src/main","2016-10/26","2016-10/26","2016-10/26",False,"null",2,1392,2128
"INT-4148: Don't Wrap AMQP Listener Exceptions","2016-10/27","2016-10/27","2016-10/27",True,"2016-10/27",2,31,9
"Mockito Polishing","2016-10/28","2016-10/28","2016-10/28",True,"2016-10/28",2,58,58
"Lambdas for Remaining Modules JPA -> ZK","2016-10/28","2016-10/28","2016-10/28",False,"null",2,858,1297
"INT-3502: filters for `@IntegrationComponentScan`","2016-10/28","2016-10/28","2016-10/28",False,"null",2,178,12
"INT-4149: Improve (S)FTP Recursive MGET","2016-10/28","2016-10/28","2016-10/28",False,"null",2,202,16
"INT-4091: Aggregator: removal for empty groups","2016-10/31","2016-11/31","2016-10/31",False,"null",2,141,22
"INT-4151: MessageSource Advice Improvement","2016-10/31","2016-10/31","2016-10/31",False,"null",2,47,7
"INT-4133: Merge Java DSL Core functionality","2016-11/2","2016-11/2","2016-11/2",False,"null",2,13169,2
"INT-4152: Migrate AMQP DSL","2016-11/2","2016-11/2","2016-11/2",False,"null",2,1954,1
"INT-4157: Migrate JMS DSL","2016-11/2","2016-11/2","2016-11/2",False,"null",2,3204,3
"INT-3770: Add TX support from mid-flow","2016-11/2","2016-11/2","2016-11/2",False,"null",2,327,170
"Rename `recipientMessageSelector()` to recipient()","2016-11/3","2016-11/3","2016-11/3",False,"null",2,3,3
"INT-4160: Port `Scripts` DSL","2016-11/3","2016-11/3","2016-11/3",False,"null",2,1017,1
"INT-4154: Merge Files Java DSL","2016-11/4","2016-11/4","2016-11/4",False,"null",2,2285,21
"TCP Serializer/Deserializer Factory Class","2016-11/5","2016-11/5","2016-11/5",False,"null",2,218,0
"INT-4163: UnProxy `MessageSource` for TX resource","2016-11/7","2016-11/7","2016-11/7",False,"null",2,296,210
"INT-4162: TCP/UDP DSL","2016-11/7","2016-11/7","2016-11/7",False,"null",2,1741,106
"Jsch version 0.1.52 to 0.1.54     branch 4.3.1","2016-11/8","2016-11/8","2016-11/8",False,"null",6,1571,667
"Upgrade jschVersion 0.1.52 to 0.1.54.","2016-11/8","2016-11/8","2016-11/8",False,"null",2,1,1
"INT-4153: Feed Java DSL and other improvements","2016-11/8","2016-11/8","2016-11/8",False,"null",2,470,268
"INT-4012: PriorityChannel refinement","2016-11/9","2016-11/9","2016-11/9",False,"null",2,118,57
"INT-3870: Un`@Ignore` IP and JMS tests","2016-11/9","2016-11/9","2016-11/9",False,"null",2,0,4
"INT-4167: Fix `ZkLockRegistryTests` race condition","2016-11/10","2016-11/10","2016-11/10",True,"2016-11/10",2,9,2
"INT-4156: Merge HTTP Java DSL and some refinements","2016-11/10","2016-11/10","2016-11/10",False,"null",2,1476,23
"INT-4159: Port Mail DSL and Improvements","2016-11/10","2016-11/10","2016-11/10",False,"null",2,1642,17
"INT-4155: Port FTP DSL","2016-11/11","2016-11/11","2016-11/11",False,"null",2,1422,5
"INT-4158: Port Java DSL for JPA module","2016-11/14","2016-11/14","2016-11/14",False,"null",2,1076,6
"INT-4138: MQTT: Outbound Adapter Improvements","2016-11/14","2016-11/14","2016-11/14",False,"null",2,471,127
"Remove DSL deprecated methods and others","2016-11/17","2016-11/17","2016-11/17",False,"null",2,263,397
"Sonar Fixes","2016-11/18","2016-11/18","2016-11/18",True,"2016-11/18",2,64,65
"INT-4171: Document Solution for FTPS Shared SSL","2016-11/22","2016-11/22","2016-11/22",True,"2016-11/22",2,77,5
"INT-4174: Expose Channel Subscriber Count","2016-11/28","2016-11/28","2016-11/28",False,"null",2,87,42
"INT-4172: canWrite(mediaType) in SerializingHttpMC","2016-11/28","2016-11/28","2016-11/28",True,"2016-11/28",2,21,13
"Use `EmitterProcessor` do not drop polled messages","2016-11/29","2016-11/29","2016-11/29",True,"2016-11/29",2,15,20
"INT-4175: Fix SftpSessionFactory race condition","2016-11/29","2016-11/29","2016-11/29",False,"null",2,45,9
"INT-4173: Pagination for mongodb inbound adapter","2016-11/29","2016-12/29","2016-11/29",False,"null",3,165,28
"Prepare for release","2016-11/30","2016-12/30","2016-11/30",False,"null",2,345,262
