"['title']","['createdAt']","['closedAt']","['publishedAt']","['merged']","['mergedAt']","['paticipants']","['additions']","['deletions']"
"Int 2155","2011-9/28","2011-9/28","2011-9/28",False,"null",2,203,181
"Int 2155","2011-9/28","2011-9/28","2011-9/28",False,"null",2,403,190
"Setters now expect a Map with Expression values","2011-9/29","2011-9/29","2011-9/29",True,"2011-9/29",3,39,61
"Int 2160","2011-9/30","2011-9/30","2011-9/30",False,"null",2,59,67
"INT-2100 simplified ReceivingTask in ImapIdleChannelAdapter","2011-9/30","2011-10/30","2011-9/30",True,"2011-10/30",2,28,12
"INT-2162 Add apply-sequence to TCP Connection Factory","2011-9/30","2011-10/30","2011-9/30",False,"null",2,1490,754
"INT-2163 Fix Remote File Test that Fails on Windows","2011-10/2","2011-10/2","2011-10/2",True,"2011-10/2",2,15,13
"Int 2135","2011-10/5","2011-10/5","2011-10/5",False,"null",2,2048,1464
"INT-2168 Reinstate Port in Tcp Connection Id","2011-10/5","2011-10/5","2011-10/5",True,"2011-10/5",2,2,3
"INT-2168 Backport - Missing Port in Tcp Connection Id","2011-10/5","2011-10/5","2011-10/5",False,"null",2,2,3
"initial implementation of AMQP channels","2011-10/6","2011-10/6","2011-10/6",False,"null",3,1116,100
"INT-1803 - Provide stored procedure support for inbound and outbound jdbc adapters","2011-10/7","2011-10/7","2011-10/7",False,"null",3,4907,64
"INT-2169 added delegate setters.","2011-10/10","2011-10/10","2011-10/10",False,"null",2,83,1
"INT-2135-gemfire-patch fixed failing Gemfire tests due to Gemfire bug","2011-10/10","2011-10/10","2011-10/10",True,"2011-10/10",2,23,0
"INT-2135-mongo-patch fixed NPE in MongoDbMessageStore","2011-10/10","2011-10/10","2011-10/10",False,"null",2,8,6
"Int 2169 maint","2011-10/10","2011-10/10","2011-10/10",False,"null",2,83,1
"add setMessageConverter to inbound gateway","2011-10/10","2011-10/10","2011-10/10",True,"2011-10/10",2,88,2
"using content-* props from the converter","2011-10/10","2011-10/10","2011-10/10",False,"null",3,16,2
"fallback if proxy does not support Queue* types","2011-10/10","2011-10/10","2011-10/10",True,"2011-10/10",2,18,3
"Int 1870 master","2011-10/11","2011-10/11","2011-10/11",False,"null",2,232,40
"uncommented schema version check","2011-10/12","2011-10/12","2011-10/12",False,"null",2,1,1
"INT-2179 Fix NPE If Connection Id Header Missing","2011-10/13","2011-10/13","2011-10/13",True,"2011-10/13",2,45,9
"INT-1977 added a WARN message to HttpRequestExecutingMessageHandler","2011-10/14","2011-10/14","2011-10/14",False,"null",2,39,1
"INT-2177 - Added python support and related refactoring","2011-10/14","2011-10/14","2011-10/14",False,"null",2,506,285
"INT-2151 Added test to validate that Messages are not polled from the MessageStore until the first receive() is invoked ","2011-10/14","2011-10/14","2011-10/14",False,"null",1,54,3
"INT-2133 - Update Router Documentation","2011-10/14","2011-10/14","2011-10/14",False,"null",2,1303,992
"INT-1770 Support Client Mode For TCP Endpoints","2011-10/14","2011-10/14","2011-10/14",True,"2011-10/14",2,1276,106
"INT-2183 Fix Multicast Regression Issue","2011-10/14","2011-10/14","2011-10/14",False,"null",2,1,1
"INT-1872 Allow Indefinite Socket Timeout","2011-10/15","2011-10/15","2011-10/15",False,"null",2,19,14
