"['title']","['createdAt']","['closedAt']","['publishedAt']","['merged']","['mergedAt']","['paticipants']","['additions']","['deletions']"
"INT-3435: Make `JmsChannelFB` more friendly","2014-7/7","2014-7/7","2014-7/7",False,"null",2,48,9
"INT-651: Add `Iterator` support for `Splitter`","2014-7/8","2014-7/8","2014-7/8",False,"null",2,456,39
"INT-3469 MQTT - Set Callback Before Subscribing","2014-7/9","2014-7/9","2014-7/9",True,"2014-7/9",2,1,1
"INT-3437 MQTT - Support Cluster Connection","2014-7/9","2014-7/9","2014-7/9",False,"null",2,176,15
"INT-3468 MQTT Async Client","2014-7/9","2014-7/9","2014-7/9",False,"null",2,829,182
"INT-3457: Backport commits to 2.2.x","2014-7/10","2014-7/10","2014-7/10",False,"null",3,1129,198
"Enable RabbitMQ MQTT Plugin on Travis","2014-7/11","2014-7/11","2014-7/11",True,"2014-7/11",2,3,0
"INT-3470: SF 4.1 compatibility #2","2014-7/14","2014-7/14","2014-7/14",False,"null",2,16,14
"INT-3467 MQTT Modify Subscribed Topics at Runtime","2014-7/14","2014-7/14","2014-7/14",False,"null",2,367,36
"Int 3384","2014-7/15","2014-8/15","2014-7/15",False,"null",3,608,383
"INT-3370: Add `BoonJsonObjectMapper`","2014-7/15","2014-8/15","2014-7/15",False,"null",3,424,434
"INT-3473: Inactive `TcpNioFactory` before stop","2014-7/16","2014-7/16","2014-7/16",False,"null",2,13,15
"Enricher","2014-7/17","2014-7/17","2014-7/17",False,"null",2,432,97
"INT-3475: `Integer.MAX_VALUE / 2` phase for MDEs","2014-7/17","2014-7/17","2014-7/17",False,"null",2,50,37
"INT-2856:Add support for adding/removing individual recipients to the Re...","2014-7/20","2014-8/20","2014-7/20",False,"null",3,496,24
"INT-3420 Aggregator expire-groups-upon-timeout","2014-7/21","2014-7/21","2014-7/21",False,"null",2,193,60
"INT-3452 Http Response Documentation","2014-7/21","2014-7/21","2014-7/21",False,"null",2,15,2
"INT-3238:Delete the FTP Local","2014-7/22","2014-7/22","2014-7/22",False,"null",2,88,1
"INT-3104:Add auto-start attribute to Gemfire Adapters","2014-7/22","2014-7/22","2014-7/22",False,"null",3,163,38
"INT-3477: Add Reactor Promise<?> for Gateway","2014-7/22","2014-8/22","2014-7/22",False,"null",3,413,48
"Fix properties setting of conv in ctx","2014-7/23","2014-7/23","2014-7/23",False,"null",3,5,1
"INT-3464 Exceptions and AcceptOnceFileListFilter","2014-7/23","2014-7/23","2014-7/23",False,"null",2,492,12
"INT-3471 DefaultHeaderChannelRegistry Improvements","2014-7/23","2014-7/23","2014-7/23",False,"null",2,201,28
"INT-3474 Suppress DEBUG StackTrace in MIMHelper","2014-7/23","2014-7/23","2014-7/23",False,"null",2,47,3
"INT-3483: Fix `AbstractCorrelatingMH` deadlock","2014-7/25","2014-7/25","2014-7/25",False,"null",2,86,19
"INT-3420 Aggregator Expiry Doc Clarification","2014-7/27","2014-7/27","2014-7/27",True,"2014-7/27",2,3,1
"INT-3402: Late resolution for channel names","2014-7/28","2014-8/28","2014-7/28",False,"null",2,202,169
"Add Sftp Server Tests","2014-7/28","2014-7/28","2014-7/28",False,"null",2,232,0
"Int3341","2014-7/29","2014-7/29","2014-7/29",False,"null",1,2017,16
"Int3341","2014-7/29","2014-9/29","2014-7/29",False,"null",3,1461,4
"INT-3200: DefaultSFTPSessionFactory supports using a ByteArrayResource f...","2014-7/30","2014-7/30","2014-7/30",False,"null",3,11,5
"INT-2634: Test for gateway's `Map` parameter","2014-7/30","2014-7/30","2014-7/30",True,"2014-7/30",2,53,0
"INT-3412 (S)FTP Append, rmdir, Client Access","2014-7/30","2014-8/30","2014-7/30",False,"null",2,1681,807
"Fix Occasional Reaper Expiry Test Failure","2014-7/31","2014-7/31","2014-7/31",False,"null",2,62,12
"INT-3422: Add `ChannelInterceptorAware.remove()`","2014-8/1","2014-8/1","2014-8/1",False,"null",2,69,4
"INT-2791 temp-channel-transacted for AMQP channel","2014-8/1","2014-8/1","2014-8/1",False,"null",2,78,24
"INT-3488: Map `Content-Disposition` HTTP header","2014-8/2","2014-8/2","2014-8/2",False,"null",2,27,6
"Fix Timing in GemFire Delayer Reschedule Test","2014-8/2","2014-8/2","2014-8/2",False,"null",2,9,4
"INT-3489 Reschedule Aggregator's group-timeout","2014-8/2","2014-8/2","2014-8/2",False,"null",2,142,62
"Int 3460: Support output-channel when an AbstractCorrelatingMessageHandler is 'ref'd by a Service Activator	","2014-8/4","2014-8/4","2014-8/4",False,"null",3,225,160
"INT-3485 Remove final Modifier AbstractEndpoint.stop(Runnable callback)","2014-8/4","2014-8/4","2014-8/4",False,"null",3,63,3
"INT-3455 Orderly Shutdown Improvements","2014-8/4","2014-8/4","2014-8/4",False,"null",2,160,228
"INT-2474:MessagingGatewaySupport logging improvement","2014-8/5","2014-8/5","2014-8/5",False,"null",2,3,1
"INT-3478:The SftpPersistentAcceptOnceFileListFilter use getFilename inst...","2014-8/5","2014-8/5","2014-8/5",False,"null",1,1,1
"INT-3478:SftpPersistentAcceptOnceFileListFilter use getFilename","2014-8/5","2014-8/5","2014-8/5",False,"null",2,28,6
"INT-3479 Improve ServiceActivatingHandler.toString","2014-8/5","2014-8/5","2014-8/5",False,"null",2,55,6
"MQTT: BackToBackAdapterTests: use TemporaryFolder","2014-8/7","2014-8/7","2014-8/7",False,"null",2,9,5
"INT-3486 SimplePool suppress InterruptedException","2014-8/7","2014-8/7","2014-8/7",False,"null",2,14,13
"INT-2120:RemoteFileTemplate - Phase III","2014-8/7","2014-10/7","2014-8/7",False,"null",3,415,1
"INT-3369: add NoOpMessageConverter","2014-8/8","2014-8/8","2014-8/8",False,"null",3,47,5
"Refactor AbstractHeaderMapper","2014-8/8","2014-8/8","2014-8/8",False,"null",3,910,242
"INT-3470: Fix SF 4.1 compatibility","2014-8/11","2014-8/11","2014-8/11",False,"null",1,80,36
"INT-3460: Support output-channel","2014-8/11","2014-8/11","2014-8/11",False,"null",2,230,166
"INT-3402 ChannelNames lazy-resolution refactoring","2014-8/12","2014-8/12","2014-8/12",False,"null",2,39,52
"INT-3496: JMX Metrics: Int->Long for all `count`","2014-8/13","2014-8/13","2014-8/13",False,"null",2,238,85
"INT-3495 Add `error-channel` to <tail-inbound-channel-adapter>","2014-8/13","2014-8/13","2014-8/13",False,"null",2,46,20
"INT-3388: Transaction Support For Redis","2014-8/18","2014-10/18","2014-8/18",False,"null",2,352,3
"INT-3486: Poller: prevent interruption StackTrace","2014-8/18","2014-8/18","2014-8/18",False,"null",2,96,11
"INT-3499 AMQP Confirms/Returns Polishing","2014-8/19","2014-8/19","2014-8/19",True,"2014-8/19",2,21,7
"INT-1198: WebSockets: Server Side","2014-8/20","2014-9/20","2014-8/20",False,"null",2,1931,56
"INT-3402-3: Channels late resolution #3","2014-8/21","2014-8/21","2014-8/21",False,"null",2,211,87
"INT-3492: Deprecate `@Payload` and `@Header(s)`","2014-8/21","2014-8/21","2014-8/21",False,"null",2,410,273
"Fix JavaMail Dependency","2014-8/23","2014-8/23","2014-8/23",True,"2014-8/23",2,1,1
"INT-3501 Fix IMAP Idle","2014-8/26","2014-8/26","2014-8/26",False,"null",2,643,41
"Use com.sun.mail:javax.mail for ReadableMime dependency","2014-8/27","2014-8/27","2014-8/27",True,"2014-8/27",2,1,1
"INT-3504: Deprecate `AmqpHeaders`","2014-8/28","2014-8/28","2014-8/28",False,"null",2,168,232
"INT-3506 Async Gateway Improvements","2014-8/28","2014-8/28","2014-8/28",False,"null",2,504,29
"INT-3507 TCP - Use BufferedOutputStreams","2014-8/28","2014-8/28","2014-8/28",True,"2014-8/28",2,34,6
"INT-3509 Add convert Node & DOMSource to Document","2014-8/31","2014-9/31","2014-8/31",False,"null",2,48,9
" 	INT-3508: HTTP: Map `MessageHeaders.CONTENT_TYPE`","2014-9/1","2014-9/1","2014-9/1",False,"null",2,274,220
"INT-3503 equals & hashCode for ToStringFriendlyJN","2014-9/2","2014-9/2","2014-9/2",False,"null",3,39,14
"4.0.x: Fix SF 4.1 compatibility","2014-9/4","2014-9/4","2014-9/4",True,"2014-9/4",2,4,8
"INT-3510: Fixed 'missing INT_MESSAGE_SEQ' error","2014-9/4","2014-9/4","2014-9/4",False,"null",2,5,3
"INT-3515: Fix some WebSockets issues","2014-9/10","2014-9/10","2014-9/10",False,"null",1,196,125
"INT-3517: Fix HTTP rome dep logic accord SF in CP","2014-9/10","2014-9/10","2014-9/10",False,"null",2,1,1
"INT-3516: Allow `Optional<>` in POJO method args","2014-9/12","2014-10/12","2014-9/12",False,"null",2,90,21
"INT-3518: Upgrade versions and some cleanup","2014-9/12","2014-9/12","2014-9/12",False,"null",1,71,103
"INT-3512: Add `<advice-chain>` to the Aggregator","2014-9/12","2014-10/12","2014-9/12",False,"null",2,291,17
"INT-3500: Consider to add ""error-channel"" to the <enricher>","2014-9/12","2014-9/12","2014-9/12",False,"null",2,248,12
"INT-267: Implement RoutingSlip pattern","2014-9/16","2014-10/16","2014-9/16",False,"null",2,793,265
"INT-275: Implement Scatter-Gather pattern","2014-9/18","2014-10/18","2014-9/18",False,"null",2,1120,122
"INT-3341: Add redisqueueoutboundgateway and redisqueueinboundgateway","2014-9/22","2014-10/22","2014-9/22",False,"null",3,1444,5
"INT-3520: Add Reactor's `PersistentQueue` support","2014-9/22","2014-10/22","2014-9/22",False,"null",3,213,25
"INT-3511: Document WebSocket Support","2014-9/22","2014-10/22","2014-9/22",False,"null",2,628,109
"Update Company name in footer","2014-9/24","2014-9/24","2014-9/24",True,"2014-9/24",4,307,10
"INT-2426: Add `Idempotent Receiver` EIP pattern","2014-9/24","2014-10/24","2014-9/24",False,"null",2,1562,11
"Update spring-integration-mqtt-4.1.xsd","2014-9/25","2014-9/25","2014-9/25",False,"null",2,1,1
"changed type of client-factory to MqttPahoClientFactory","2014-9/26","2014-9/26","2014-9/26",False,"null",2,1,1
"INT-3521 `completions` for ChannelInterceptorList","2014-9/26","2014-10/26","2014-9/26",False,"null",3,326,52
"INT-3524 Fix Tooling MessageChannel References","2014-10/3","2014-10/3","2014-10/3",True,"2014-10/3",2,8,8
"INT-3524 Fix Tooling MessageChannel References","2014-10/3","2014-10/3","2014-10/3",True,"2014-10/3",2,8,8
"INT-3526 Used Expanded URI In Exception Message","2014-10/4","2014-10/4","2014-10/4",True,"2014-10/4",2,8,2
"INT-3387: Add Lazy-Load for PersistenceMGS","2014-10/9","2014-10/9","2014-10/9",False,"null",2,625,324
"INT-3528 Use Collections min and max methods where appropriate","2014-10/11","2014-10/11","2014-10/11",False,"null",3,3,8
"INT-3527: Provide some useful changes","2014-10/13","2014-10/13","2014-10/13",False,"null",2,137,45
"INT-3529 Add 'expire-groups-upon-timeout' to Reseq","2014-10/14","2014-10/14","2014-10/14",False,"null",2,151,31
"INT-3531 Varargs for JavaMailSender","2014-10/15","2014-10/15","2014-10/15",True,"2014-10/15",2,16,6
"INT-3519 Add Poll Skip Advice","2014-10/20","2014-10/20","2014-10/20",False,"null",2,238,0
"INT-3536 Fix Mail Receiver Regression Issue","2014-10/21","2014-10/21","2014-10/21",False,"null",2,82,1
"INT-3537 RemoteFileTemplate Close Stream","2014-10/21","2014-10/21","2014-10/21",False,"null",2,78,36
