"['title']","['createdAt']","['closedAt']","['publishedAt']","['merged']","['mergedAt']","['paticipants']","['additions']","['deletions']"
"INT-3152 Speed Up Integration Build Times","2013-9/26","2013-9/26","2013-9/26",True,"2013-9/26",2,112,8
"INT-3154 Use SPR Javadoc Stylesheet","2013-9/27","2013-9/27","2013-9/27",True,"2013-9/27",2,557,2
"INT-3153: Fix Mongo mapping for List in headers","2013-9/28","2013-9/28","2013-9/28",False,"null",2,53,25
"INT-3155: add Gradle task 'testAll'","2013-9/29","2013-9/29","2013-9/29",False,"null",2,44,17
"INT-3150 Add support for max-number-of-results-expression.","2013-9/30","2013-10/30","2013-9/30",False,"null",4,280,85
"INT-3158: Mark Delayer Int. tests as long-running","2013-10/1","2013-10/1","2013-10/1",True,"2013-10/1",2,33,15
"INT-2312b: Compatibility with SPR 3.2.x and 4.0","2013-10/2","2013-10/2","2013-10/2",False,"null",2,9,4
"INT-3161: EventChannelAdapter: fix 'auto-startup'","2013-10/2","2013-10/2","2013-10/2",True,"2013-10/2",2,20,11
"INT-3162 fix AbstractScriptExecutor thread-safety","2013-10/2","2013-10/2","2013-10/2",False,"null",3,74,21
"INT-3147 Twitter/Feed expose MessageSources as beans","2013-10/3","2013-10/3","2013-10/3",False,"null",3,134,16
"INT-3163 Force Connection Close on Send Exception","2013-10/5","2013-10/5","2013-10/5",False,"null",2,108,15
"INT-3163 (Backport) Force Connection Close on Send Exception","2013-10/5","2013-10/5","2013-10/5",False,"null",2,93,3
"INT-3164: fix scripting refresh ability","2013-10/6","2013-10/6","2013-10/6",False,"null",3,140,25
"INT-3143: Add support to allow configuring MongoTemplate with MessageStore (Review Only)","2013-10/6","2013-11/6","2013-10/6",False,"null",2,1407,685
"INT-3166: Improve Groovy processor performance","2013-10/7","2013-10/7","2013-10/7",False,"null",3,185,308
"INT-1362: HTTP Inbound: additional EvalCtx vars","2013-10/8","2013-10/8","2013-10/8",False,"null",3,163,14
"INT-3126: Document DefaultScriptVariableGenerator","2013-10/9","2013-10/9","2013-10/9",False,"null",2,45,31
"INT-3113: Use Lettuce Redis Client","2013-10/10","2013-10/10","2013-10/10",False,"null",2,301,812
