['additions'],['closedAt'],['createdAt'],['deletions'],['merged'],['mergedAt'],['paticipants'],['publishedAt'],['title']
284,2011-8/18,2011-8/18,75,False,,2,2011-8/18,INT-2058
561,2011-8/19,2011-8/19,539,True,2011-8/19,2,2011-8/19,minimum Spring dependency 3.0.5
114,2011-8/19,2011-8/19,43,False,,2,2011-8/19,INT-2068 fixed shouldSkipNulls logic
35,2011-8/22,2011-8/22,18,True,2011-8/22,2,2011-8/22,INT-2056
156,2011-8/22,2011-8/22,2,True,2011-8/22,2,2011-8/22,added support for durable subscription settings
548,2011-8/22,2011-8/22,34,False,,2,2011-8/22,Int 2028
191,2011-8/22,2011-8/22,5,True,2011-8/22,2,2011-8/22,id is now a fallback for a generated channel name
368,2011-8/22,2011-8/22,440,True,2011-8/22,3,2011-8/22,Int 2074 - Refactor ContinuousQueryMessageProducer
3,2011-8/23,2011-8/23,3,True,2011-8/23,2,2011-8/23,set use-factory-locator=false and changed cache-id
477,2011-8/23,2011-8/23,0,False,,2,2011-8/23,INT-2070
47,2011-8/24,2011-8/24,3,True,2011-8/24,2,2011-8/24,INT-2011 fixed MessagingMethodInvokerHelper.HandlerMethod.dummyMessages t
313,2011-8/24,2011-8/24,419,False,,2,2011-8/24,Int 2030
1,2011-8/24,2011-8/24,1,True,2011-8/24,2,2011-8/24,INT-2011 fixed ReseqencerParserTests that was broken due to the change in
22,2011-8/24,2011-8/24,0,False,,2,2011-8/24,INT-2009 fixed related classes to ensure that POJO-based release strategy
60,2011-8/24,2011-8/24,23,False,,2,2011-8/24,fixed gemfire test compile problem
106,2011-8/25,2011-8/25,19,True,2011-8/25,1,2011-8/25,avoid all core headers when mapping to properties
0,2011-8/25,2011-8/25,0,True,2011-8/25,1,2011-8/25,INT-2079 added initial documentation for Redis support
206,2011-8/25,2011-8/25,1,False,,2,2011-8/25,INT-2079 added initial documentation for Redis module
137,2011-8/25,2011-8/25,7,False,,2,2011-8/25,INT-2081 - added gemfire documentation to the reference
317,2011-8/25,2011-8/25,70,False,,2,2011-8/25,Int 2082 - Enhanced ContinuousQueryMessageProducer
108,2011-8/26,2011-8/26,0,False,,2,2011-8/26,Int 2080
408,2011-8/26,2011-8/26,104,True,2011-8/26,2,2011-8/26,INT-2075 - Added namespace support for cq-inbound-channel-adapter
26,2011-8/26,2011-8/26,28,False,,2,2011-8/26,INT-2075 made changes for the new SGF class names
22,2011-8/26,2011-8/26,0,True,2011-8/26,2,2011-8/26,INT-2009 added documentation clarifying the use of MessageGroup when usin
91,2011-8/29,2011-8/29,13,True,2011-8/29,3,2011-8/29,properly support request and reply pubSubDomain
15,2011-8/30,2011-8/30,3,True,2011-8/30,1,2011-8/30,fixed jms outbound-gateway timeout attributes
359,2011-8/30,2011-8/30,46,True,2011-8/30,2,2011-8/30,Int 1109
75,2011-8/31,2011-8/31,267,False,,3,2011-8/31,Int 2093
223,2011-9/1,2011-9/1,616,False,,2,2011-9/1,INT-1968 fixed ObjectToMapTransformer to handle BigDecimal while also ref
70,2011-9/1,2011-9/1,101,False,,2,2011-9/1,INT-2094 removed  deprecated use of task-executor @markfisher
507,2011-9/1,2011-9/1,13,False,,2,2011-9/1,Int 1677 added support for URI Variable mappings in Http Inbound adapters
3,2011-9/2,2011-9/2,5,False,,2,2011-9/2,INT-2104 fixed invalid check for open folder that was precluding ImapIdle
34,2011-9/2,2011-9/2,26,False,,2,2011-9/2,Removed Jsr223 from classnames
12,2011-9/2,2011-9/2,14,False,,2,2011-9/2,INT-1968A fixed the broken test
1383,2011-9/6,2011-9/6,598,False,,2,2011-9/6,INT-2053 - Refactor and Standardize possible XSD Schema Attributes across all Routers
94,2011-9/7,2011-9/7,14,False,,2,2011-9/7,INT-2109 updated JMS schema documentation to document DMLC attributes
932,2011-10/7,2011-9/7,0,False,,2,2011-9/7,SerialDispatcher pushing initial POC code for Serial Message Dispatcher
4068,2011-10/7,2011-9/7,2297,False,,3,2011-9/7,INT-1870 added support for MessageStore to PriorityChannel
4,2011-9/7,2011-9/7,3,False,,2,2011-9/7,INT-2111 Fix typo in Samples Appendix
147,2011-10/7,2011-9/7,13,False,,3,2011-9/7,"INT-2031, INT-2112 Added support to fall back on FIFO semantics to the PC"
87,2011-10/9,2011-9/9,9,False,,2,2011-9/9,INT-1581 Added support for pattern recognition when mapping channels in r
1,2011-9/10,2011-9/10,1,False,,1,2011-9/10,changed default connection-factory value to 'rabbitConnectionFactory' to 
49,2011-9/10,2011-9/10,14,True,2011-9/10,2,2011-9/10,Int 2118
55,2011-9/10,2011-9/10,14,False,,2,2011-9/10,Int 2089
404,2011-10/10,2011-9/10,0,False,,2,2011-9/10,INT-2120 Initial API
347,2011-9/12,2011-9/12,1546,False,,2,2011-9/12,INT-1818 migrated Twitter support to use Spring Social
0,2011-9/12,2011-9/12,2,False,,3,2011-9/12,INT-2122 removed 'interval' attriibute from the poller
299,2011-9/13,2011-9/13,256,False,,2,2011-9/13,INT-2123 - Cleaned up dependencies
14,2011-9/14,2011-9/14,9,False,,2,2011-9/14,INT-2115 added logic to recognize abstract bean definitions
40,2011-9/15,2011-9/15,16,False,,2,2011-9/15,INT-2106 added support for poller to outbound mail adapter
2,2011-9/15,2011-9/15,1,True,2011-9/15,2,2011-9/15,INT-1818 updated template.mf with new dependencies
28,2011-9/16,2011-9/16,11,False,,2,2011-9/16,INT-2012 added warning messages regarding missing Reaper
198,2011-9/16,2011-9/16,26,False,,2,2011-9/16,INT-2014
21,2011-9/19,2011-9/19,15,True,2011-9/19,2,2011-9/19,INT-2129 Fix the pom.xml for Twitter adapter.
9,2011-9/19,2011-9/19,0,True,2011-9/19,2,2011-9/19,INT-2013 added documentation
516,2011-9/20,2011-9/20,174,False,,2,2011-9/20,INT-2134 Fixed CorrelationMessageHandler
123,2011-9/21,2011-9/21,52,False,,2,2011-9/21,INT 2130 - refactored scripting support
69,2011-10/21,2011-9/21,6,False,,3,2011-9/21,add support for 'converter' on <xpath-router>
562,2011-10/21,2011-9/21,52,False,,3,2011-9/21,initial implementation of XPathFilter
52,2011-9/21,2011-9/21,16,False,,2,2011-9/21,Add ReplyRequiredException
0,2011-9/21,2011-9/21,0,False,,1,2011-9/21,this is bogus
386,2011-9/22,2011-9/22,114,False,,2,2011-9/22,support for uri placeholders in Web Service outbound-gateway
5,2011-9/23,2011-9/23,2,True,2011-9/23,2,2011-9/23,INT-1884 polished test that intermittently break CI
968,2011-9/23,2011-9/23,1013,False,,3,2011-9/23,INT-2142 refactored GemfireMessageStore
166,2011-9/23,2011-9/23,112,True,2011-9/23,2,2011-9/23,INT-2088 added documentation for scripting and updated groovy section
12,2011-9/23,2011-9/23,0,False,,2,2011-9/23,added 'error-handler' attribute
1008,2011-10/23,2011-9/23,615,False,,1,2011-9/23,INT-1876 Add auto-startup and phase to TCP Endpoints
38,2011-9/25,2011-9/25,6,False,,2,2011-9/25,INT-2144 Document Socket Timeout Defaults
10,2011-9/26,2011-9/26,10,False,,2,2011-9/26,INT-2111 Fix Header Names in (S)FTP Gateway Doc
29,2011-9/26,2011-9/26,30,True,2011-9/26,2,2011-9/26,"Removed hardcoded ""restTemplate"" references."
5,2011-9/27,2011-9/27,1,True,2011-9/27,2,2011-9/27,Only require 'queue-names' if no container ref
39,2011-9/27,2011-9/27,6,True,2011-9/27,2,2011-9/27,INT-2154 Minor Refactoring
516,2011-9/27,2011-9/27,174,False,,2,2011-9/27,Int 2134
462,2011-9/27,2011-9/27,844,False,,2,2011-9/27,Int 2142
23,2011-9/27,2011-9/27,4,True,2011-9/27,2,2011-9/27,PollerParser correctly prevents multiple triggers
1110,2011-9/28,2011-9/28,591,True,2011-9/28,3,2011-9/28,Int 2135
1049,2011-9/28,2011-9/28,1014,False,,2,2011-9/28,Int 2158
4,2011-9/28,2011-9/28,8,True,2011-9/28,2,2011-9/28,INT-2150 fixed Twitter schema to remove Twitter4J references
203,2011-9/28,2011-9/28,181,False,,2,2011-9/28,Int 2155
403,2011-9/28,2011-9/28,190,False,,2,2011-9/28,Int 2155
39,2011-9/29,2011-9/29,61,True,2011-9/29,3,2011-9/29,Setters now expect a Map with Expression values
59,2011-9/30,2011-9/30,67,False,,2,2011-9/30,Int 2160
28,2011-10/30,2011-9/30,12,True,2011-10/30,2,2011-9/30,INT-2100 simplified ReceivingTask in ImapIdleChannelAdapter
1490,2011-10/30,2011-9/30,754,False,,2,2011-9/30,INT-2162 Add apply-sequence to TCP Connection Factory
15,2011-10/2,2011-10/2,13,True,2011-10/2,2,2011-10/2,INT-2163 Fix Remote File Test that Fails on Windows
2048,2011-10/5,2011-10/5,1464,False,,2,2011-10/5,Int 2135
2,2011-10/5,2011-10/5,3,True,2011-10/5,2,2011-10/5,INT-2168 Reinstate Port in Tcp Connection Id
2,2011-10/5,2011-10/5,3,False,,2,2011-10/5,INT-2168 Backport - Missing Port in Tcp Connection Id
1116,2011-10/6,2011-10/6,100,False,,3,2011-10/6,initial implementation of AMQP channels
4907,2011-10/7,2011-10/7,64,False,,3,2011-10/7,INT-1803 - Provide stored procedure support for inbound and outbound jdbc adapters
83,2011-10/10,2011-10/10,1,False,,2,2011-10/10,INT-2169 added delegate setters.
23,2011-10/10,2011-10/10,0,True,2011-10/10,2,2011-10/10,INT-2135-gemfire-patch fixed failing Gemfire tests due to Gemfire bug
8,2011-10/10,2011-10/10,6,False,,2,2011-10/10,INT-2135-mongo-patch fixed NPE in MongoDbMessageStore
83,2011-10/10,2011-10/10,1,False,,2,2011-10/10,Int 2169 maint
88,2011-10/10,2011-10/10,2,True,2011-10/10,2,2011-10/10,add setMessageConverter to inbound gateway
16,2011-10/10,2011-10/10,2,False,,3,2011-10/10,using content-* props from the converter
18,2011-10/10,2011-10/10,3,True,2011-10/10,2,2011-10/10,fallback if proxy does not support Queue* types
232,2011-10/11,2011-10/11,40,False,,2,2011-10/11,Int 1870 master
1,2011-10/12,2011-10/12,1,False,,2,2011-10/12,uncommented schema version check
45,2011-10/13,2011-10/13,9,True,2011-10/13,2,2011-10/13,INT-2179 Fix NPE If Connection Id Header Missing
39,2011-10/14,2011-10/14,1,False,,2,2011-10/14,INT-1977 added a WARN message to HttpRequestExecutingMessageHandler
506,2011-10/14,2011-10/14,285,False,,2,2011-10/14,INT-2177 - Added python support and related refactoring
54,2011-10/14,2011-10/14,3,False,,1,2011-10/14,INT-2151 Added test to validate that Messages are not polled from the MessageStore until the first receive() is invoked 
1303,2011-10/14,2011-10/14,992,False,,2,2011-10/14,INT-2133 - Update Router Documentation
1276,2011-10/14,2011-10/14,106,True,2011-10/14,2,2011-10/14,INT-1770 Support Client Mode For TCP Endpoints
1,2011-10/14,2011-10/14,1,False,,2,2011-10/14,INT-2183 Fix Multicast Regression Issue
19,2011-10/15,2011-10/15,14,False,,2,2011-10/15,INT-1872 Allow Indefinite Socket Timeout
54,2011-10/15,2011-10/15,51,False,,2,2011-10/15,INT-2167 Code Polishing
292,2011-10/16,2011-10/16,97,False,,3,2011-10/16,INT-2146 added initial support for connection limit for remote Session
2,2011-10/16,2011-10/16,4,False,,2,2011-10/16,INT-2184 Lifecycle Problem With TCP OB Adapter
123,2011-10/17,2011-10/17,61,True,2011-10/17,2,2011-10/17,INT-1813 added support for recognizig default components
453,2011-10/18,2011-10/18,468,False,,3,2011-10/18,Int 2095
72,2011-10/18,2011-10/18,59,False,,3,2011-10/18,INT-2048 improved check for existing directories
130,2011-10/18,2011-10/18,219,False,,2,2011-10/18,INT-1296 refactored Aggregator/Resequencer schemas and parsers
12,2011-10/18,2011-10/18,0,False,,2,2011-10/18,INT-2103 added 'auto-startup' to FTP inbound adapter
46,2011-10/18,2011-10/18,108,False,,2,2011-10/18,INT-1908 refactored FileWritingMessageHandlerFactoryBean
96,2011-10/18,2011-10/18,18,False,,2,2011-10/18,INT-1844 added support for file name generation
15951,2011-11/19,2011-10/19,15755,False,,3,2011-10/19,Missed tests
33,2011-10/19,2011-10/19,38,False,,3,2011-10/19,parameterized hierarchy
717,2011-10/19,2011-10/19,281,False,,3,2011-10/19,INT-2186 - Update Docs of the SI XML Module for SI 2.1
57,2011-10/19,2011-10/19,57,False,,2,2011-10/19,INT-2189 - Made xpath expression attribute required
735,2011-10/20,2011-10/20,665,True,2011-10/20,2,2011-10/20,INT-2103 fixed FTP/SFTP schemas
16,2011-10/20,2011-10/20,0,False,,2,2011-10/20,Int 2103 maint
14,2011-10/20,2011-10/20,14,True,2011-10/20,2,2011-10/20,INT-2192 upgraded Redis module to spring-redis-1.0.0.RC1
109,2011-10/20,2011-10/20,31,True,2011-10/20,2,2011-10/20,INT-2191 - XPath Expression Namespace Parser: Improve Validation
77,2011-10/21,2011-10/21,6,False,,3,2011-10/21,enable asyncExecutor to be configured on gateways
145,2011-10/21,2011-10/21,59,True,2011-10/21,2,2011-10/21,INT-2173 - Add doc for calling no-arg Gateway methods
326,2011-10/21,2011-10/21,0,False,,3,2011-10/21,Content Enricher
669,2011-10/21,2011-10/21,1,False,,3,2011-10/21,Enricher Parser
542,2011-10/21,2011-10/21,723,True,2011-10/21,3,2011-10/21,INT-2182 refactored MessageGroupQueue and related classes
1,2011-10/24,2011-10/24,0,False,,3,2011-10/24,INT-1884-jdbctest polished JdbcMessageStoreTests.testAddAndUpdateWithChan
0,2011-10/25,2011-10/25,1,False,,2,2011-10/25,JMX_test_fix
13,2011-10/25,2011-10/25,14,False,,2,2011-10/25,INT-2152 polishing JdbcMessageStore
39,2011-10/27,2011-10/27,35,True,2011-10/27,2,2011-10/27,INT-2205 - Fix documentation for Claim Check
450,2011-10/31,2011-10/31,1,True,2011-10/31,3,2011-10/31,INT-2210 enable interceptors for AMQP channels
40,2011-10/31,2011-10/31,0,False,,2,2011-10/31,INT-2202 Add auto-startup To Inbound Endpoints
51,2011-11/31,2011-10/31,13,False,,3,2011-10/31,INT-2055 - Describe the 'ignore-send-failures' attribute better
209,2011-11/1,2011-11/1,38,False,,2,2011-11/1,INT-1132 implementation
182,2011-11/1,2011-11/1,45,False,,3,2011-11/1,INT-2188 Fix
77,2011-11/1,2011-11/1,11,True,2011-11/1,2,2011-11/1,INT-2212 fixed NPE in AbstractKeyValueMessageStore
258,2011-11/1,2011-11/1,61,False,,2,2011-11/1,INT-2215 - Refactor Claim Check Schema Definition
8,2011-11/2,2011-11/2,9,True,2011-11/2,2,2011-11/2,"INT-2219 - Setting the ""auto-startup"" attribute on Aggregators not possible"
374,2011-11/2,2011-11/2,73,False,,2,2011-11/2,INT-2178 AMQP channel enhancements
2,2011-11/3,2011-11/3,5,True,2011-11/3,2,2011-11/3,INT-2212 polished code
6,2011-11/3,2011-11/3,3,True,2011-11/3,2,2011-11/3,fixed atomicity
6,2011-11/3,2011-11/3,2,False,,2,2011-11/3,INT-2223 - Allow for Enriching Map Payloads
425,2011-11/4,2011-11/4,87,False,,2,2011-11/4,INT-2224: Enricher - Allow to send a sub-set of the payload
27,2011-11/6,2011-11/6,6,False,,2,2011-11/6,INT-2220 polished Gemfire tests
19,2011-11/6,2011-11/6,15,False,,2,2011-11/6,INT-2201 upgraded MongoDb nodule to spring-data-mongodb M5
45,2011-11/6,2011-11/6,21,False,,2,2011-11/6,INT-2226 refactored SimpleMessageStore
84,2011-11/6,2011-11/6,7,False,,3,2011-11/6,INT-2211 added inner gateway support to ServiceActivator
38,2011-11/7,2011-11/7,0,True,2011-11/7,3,2011-11/7,INT-2207 Add Documentation for JSON Transformers
443,2011-11/7,2011-11/7,43,False,,3,2011-11/7,INT-2228 - Content Enricher - request-channel should be optional
128,2011-11/8,2011-11/8,49,False,,2,2011-11/8,INT-2213
45,2011-11/8,2011-11/8,21,False,,2,2011-11/8,Int 2226 maint
309,2011-11/8,2011-11/8,22,False,,2,2011-11/8,INT-2199 - Add documentation for Content Enricher
4,2011-11/9,2011-11/9,0,False,,2,2011-11/9,INT-2232 GCIBPP Don't Emit Stack Trace
604,2011-11/10,2011-11/10,251,False,,3,2011-11/10,INT-2195 - Add 'What's new in 2.1' to docs
553,2011-11/11,2011-11/11,5,False,,3,2011-11/11,INT-2235 added support for resource-inbound-channel-adapter
2,2011-11/12,2011-11/12,2,False,,3,2011-11/12,INT-2237: 'Sprig' type-o fix
262,2011-11/14,2011-11/14,9,False,,2,2011-11/14,INT-2035 Simple Cookie Handling
7,2011-11/14,2011-11/14,7,False,,3,2011-11/14,INT-2242 Fix JavaDocs for FTP File Types
627,2011-11/14,2011-11/14,372,False,,2,2011-11/14,INT-2241 - Stored Proc: Add attribute: skipUndeclaredResults
1,2011-11/15,2011-11/15,1,False,,2,2011-11/15,Fixed casing
267,2011-11/16,2011-11/16,75,False,,3,2011-11/16,"INT-2246 - Add attribute ""max-rows-per-poll"" to Jdbc Outbound Gateway"
166,2011-11/16,2011-11/16,4,False,,3,2011-11/16,Fixing a simple Adapter Parser error
2322,2011-11/17,2011-11/17,492,False,,2,2011-11/17,HeaderMapper refactoring
7,2011-11/18,2011-11/18,55,False,,2,2011-11/18,INT-2249
611,2011-11/18,2011-11/18,241,False,,2,2011-11/18,INT-2175 - Add Doc for Stored Proc Components
250,2011-11/19,2011-11/19,155,False,,3,2011-11/19,INT-1906: fix & refactor core inbound & outbound channel adapters
237,2011-11/21,2011-11/21,68,False,,2,2011-11/21,INT-2231
4,2011-11/21,2011-11/21,4,True,2011-11/21,2,2011-11/21,request-timeout replaced with reply-timeout for HTTP outbound-gateway
15,2011-11/21,2011-11/21,8,True,2011-11/21,2,2011-11/21,INT-2254
94,2011-11/21,2011-11/21,15,False,,2,2011-11/21,"INT-2245 Jdbc Outbound Gateways - Change ""request-timeout"" to ""reply-timeout"""
172,2011-11/21,2011-11/21,11,False,,3,2011-11/21,Int 2255
2,2011-11/21,2011-11/21,3,False,,2,2011-11/21,INT-2248
58,2011-11/22,2011-11/22,21,True,2011-11/22,2,2011-11/22,INT-2253
156,2011-11/22,2011-11/22,2,True,2011-11/22,2,2011-11/22,INT-2216 - For Payload Enricher - add: 'request-timeout' and 'reply-timeout' attributes
567,2011-11/22,2011-11/22,5,True,2011-11/22,3,2011-11/22,Int 2235
107,2011-11/22,2011-11/22,2,False,,2,2011-11/22,"INT-2257 - Payload Enricher - Handle ""Null"" Messages due to reply-timeout"
20,2011-11/22,2011-11/22,1,True,2011-11/22,2,2011-11/22,added wrapper for ConversionServiceFactoryBean
116,2011-11/22,2011-11/22,4,False,,2,2011-11/22,INT-2258 In enricher: add setRequiresReply to XSD
51,2011-11/22,2011-11/22,61,False,,2,2011-11/22,INT-2238 interim commit
12,2011-11/23,2011-11/23,5,False,,3,2011-11/23,catching and ignoring Exception
17,2011-11/23,2011-11/23,7,False,,2,2011-11/23,Int 2254 maint
30,2011-11/23,2011-11/23,5,False,,2,2011-11/23,INT-2236: Convert channels MessageHeaders before serialization
101,2011-11/23,2011-11/23,95,False,,2,2011-11/23,INT-2235-updated
17,2011-11/23,2011-11/23,17,True,2011-11/23,2,2011-11/23,INT-2270 upgraded Groovy module to Groovy 1.8.4
32,2011-12/25,2011-11/25,0,False,,3,2011-11/25,INT-2236: Manual: limitations for presistence MessageStore
3405,2011-12/27,2011-11/27,0,False,,1,2011-11/27,INT-2276 initial push
8,2011-12/28,2011-11/28,2,False,,3,2011-11/28,INT-2274: Manual par. 7.6.2 Groovy Control Bus
7,2011-12/28,2011-11/28,1,False,,3,2011-11/28,INT-2273: Manual 3.2: SpEL for Channel Adapters
33,2011-11/28,2011-11/28,33,True,2011-11/28,2,2011-11/28,INT-2279 upgraded Spring WS to 2.0.3
25,2011-11/28,2011-11/28,3,False,,2,2011-11/28,INT-2278
12,2011-11/28,2011-11/28,24,False,,2,2011-11/28,INT-2265
25,2011-11/28,2011-11/28,3,False,,2,2011-11/28,Int 2278 maint
5,2011-11/29,2011-11/29,5,True,2011-11/29,2,2011-11/29,INT-2280
29,2011-11/29,2011-11/29,29,False,,2,2011-11/29,INT-2283
100,2011-11/29,2011-11/29,3,False,,2,2011-11/29,"INT-2282, INT-2284"
54,2011-11/29,2011-11/29,50,False,,2,2011-11/29,INT-2268 Fix Spurious Failing Test
124,2011-11/29,2011-11/29,116,True,2011-11/29,2,2011-11/29,INT-2267
41,2011-11/29,2011-11/29,41,False,,2,2011-11/29,INT-2286
1,2011-11/29,2011-11/29,1,False,,2,2011-11/29,INT-2035 Remove Dangling Import
58,2011-11/30,2011-11/30,37,False,,2,2011-11/30,INT-2287 Timing Hole With Send-and-Forget TCP
43,2011-12/30,2011-11/30,20,False,,3,2011-11/30,INT-2288: Make ResourceInboundChannelAdapterParserTests independents of OS
101,2011-12/30,2011-11/30,0,False,,2,2011-11/30,INT-2261
8,2011-12/1,2011-12/1,1,False,,2,2011-12/1,INT-2291 polished failing test
18,2011-12/1,2011-12/1,11,False,,2,2011-12/1,Int 2291 maint
97,2011-12/2,2011-12/2,27,False,,3,2011-12/2,INT-2233 - Updated links to Github
2,2011-12/2,2011-12/2,2,True,2011-12/2,2,2011-12/2,INT-2293
98,2011-12/2,2011-12/2,19,False,,2,2011-12/2,INT-2244 - add ExpressionEvaluatingSqlParameterSourceFactory example to ...
35,2011-12/6,2011-12/6,35,False,,3,2011-12/6,INT-2298 Remove Versions From Schemas in Reference
6,2011-12/8,2011-12/8,8,False,,3,2011-12/8,INT-2300: Manual: update xpath-router sample
5,2011-12/9,2011-12/9,42,False,,2,2011-12/9,INT-1868 using generic JMS 1.1 API only
3,2011-12/9,2011-12/9,3,True,2011-12/9,3,2011-12/9,INT-2294 fixed null check for soapHeader (rather than source)
81,2011-12/9,2011-12/9,3,True,2011-12/9,2,2011-12/9,INT-2294 Add SoapHeaderMapper Unit Tests
35,2011-12/12,2011-12/12,5,False,,3,2011-12/12,updated HTTP module for 3.1 support
32,2011-12/12,2011-12/12,33,True,2011-12/12,3,2011-12/12,refactored test code for compatibility with Spring Security 3.1
398,2011-12/14,2011-12/14,72,False,,2,2011-12/14,INT-2297
5,2011-12/14,2011-12/14,7,False,,2,2011-12/14,INT-2295 fixed parser logic to eliminate STS warning
78,2011-12/14,2011-12/14,89,True,2011-12/14,2,2011-12/14,INT-2297-new
53,2011-12/14,2011-12/14,4,False,,2,2011-12/14,INT-2299
41,2011-12/15,2011-12/15,43,False,,2,2011-12/15,INT-2291 polished test
15,2011-12/15,2011-12/15,4,True,2011-12/15,2,2011-12/15,INT-2306 fixed populateUserDefinedHeaders() to account for standard head...
200,2011-12/16,2011-12/16,0,False,,2,2011-12/16,INT-2307
568,2011-12/16,2011-12/16,113,False,,3,2011-12/16,INT-2311
24,2011-12/16,2011-12/16,0,False,,3,2011-12/16,added reply-timeout support for WS inbound-gateway
269,2011-12/17,2011-12/17,4,False,,3,2011-12/17,INT-2313 Avoid Naming Conflicts With Mutliple Ctx
49,2011-12/18,2011-12/18,3,False,,4,2011-12/18,"INT-2315: spring-integration-2.1.xsd: minOccurs=""0"" for mapping for headerValueRouterTypeChain"
31,2011-12/19,2011-12/19,29,True,2011-12/19,2,2011-12/19,INT-2291 polished broken test
72,2011-12/19,2011-12/19,45,False,,3,2011-12/19,Document use-payload-as-parameter-source attribute
122,2011-12/20,2011-12/20,11,False,,3,2011-12/20,INT-2319
39,2011-12/20,2011-12/20,40,True,2011-12/20,3,2011-12/20,INT-2320
39,2011-12/20,2011-12/20,5,False,,2,2011-12/20,INT-2316: reply-channel & error-channel are 'referenceOrValueHeaderType'
30,2011-12/20,2011-12/20,24,False,,2,2011-12/20,INT-2323
30,2011-12/20,2011-12/20,24,False,,3,2011-12/20,INT-2319
5,2011-12/20,2011-12/20,11,False,,3,2011-12/20,INT-2321
409,2011-12/20,2011-12/20,313,False,,3,2011-12/20,INT-2322
57,2011-12/20,2011-12/20,3,False,,2,2011-12/20,INT-2307-v2
70,2011-12/20,2011-12/20,6,False,,2,2011-12/20,Rfb fix
14,2011-12/21,2011-12/21,6,False,,3,2011-12/21,INT-2325: fix RedisChannelParser 'serializer' ref
13,2011-12/21,2011-12/21,8,False,,2,2011-12/21,INT-2327 added Null check to SubscribableJmsChannel
27,2011-12/21,2011-12/21,15,False,,2,2011-12/21,INT-2328 added Null checks to SubscribableRedisChannel
16,2011-12/21,2011-12/21,8,False,,1,2011-12/21,Int 2327
39,2011-12/21,2011-12/21,25,False,,1,2011-12/21,INT-2327-v2 polishing
25,2011-12/21,2011-12/21,27,False,,2,2011-12/21,INT-2328-v2
12,2011-12/21,2011-12/21,10,True,2011-12/21,2,2011-12/21,INT-2327-v2 polishing
17,2011-12/21,2011-12/21,9,True,2011-12/21,2,2011-12/21,INT-2328-v3 polishing tests
10,2011-12/22,2011-12/22,7,True,2011-12/22,2,2011-12/22,INT-2332 Remove Benign Exceptions From Maven Build
2,2011-12/22,2011-12/22,2,False,,3,2011-12/22,INT-2331 fixed aggregator documentation
1,2011-12/22,2011-12/22,1,True,2011-12/22,2,2011-12/22,Int 2331 maint
15,2011-12/22,2011-12/22,6,True,2011-12/22,2,2011-12/22,INT-2330 - Upgrade to Apache commons-net 3.0.1
662,2011-12/22,2011-12/22,579,False,,4,2011-12/22,INT-2334: Fix for MongoDbMessageStore to persist MessageHistory
9,2011-12/22,2011-12/22,1,False,,2,2011-12/22,INT-2333 Work Around for MAC OSX JVM Bug
9,2011-12/22,2011-12/22,1,True,2011-12/22,2,2011-12/22,INT-2333 Mac OSX TCP Workaround on Server Side
10,2011-12/22,2011-12/22,1,True,2011-12/22,2,2011-12/22,INT-2333 Mac OSX TCP Workaround on Server Side
