"['title']","['createdAt']","['closedAt']","['publishedAt']","['merged']","['mergedAt']","['paticipants']","['additions']","['deletions']"
"INT-3351: Add `@Poller` for Messaging annotations","2014-4/2","2014-4/2","2014-4/2",False,"null",3,494,73
"INT-3352 RedisLockRegistry","2014-4/3","2014-4/3","2014-4/3",False,"null",2,1193,2
"INT-3338: MongoMS: add `priority` and `sequence`","2014-4/4","2014-4/4","2014-4/4",False,"null",2,1121,413
"INT-3354 Fix Priority Order in RedisPCMS","2014-4/4","2014-4/4","2014-4/4",True,"2014-4/4",2,12,9
"INT-3353 Concurrent RedisMetadataStore","2014-4/6","2014-4/6","2014-4/6",False,"null",2,479,54
"INT-3339: Add `priority` to the `JdbcChannelMS`","2014-4/7","2014-4/7","2014-4/7",False,"null",2,488,414
"INT-3358: Make `MutableMessage` package protected","2014-4/7","2014-4/7","2014-4/7",True,"2014-4/7",2,52,34
"INT-3355 Improve Redis Tests, RedisLockReg.list()","2014-4/7","2014-4/7","2014-4/7",False,"null",2,235,52
"INT-3359: Add `GemfireLockRegistry`","2014-4/8","2014-4/8","2014-4/8",False,"null",2,311,6
"INT-3355 Improve Redis Tests 3.0.x Backport","2014-4/8","2014-4/8","2014-4/8",False,"null",2,210,42
"INT-3360 Fix Package Tangle","2014-4/8","2014-4/8","2014-4/8",True,"2014-4/8",2,23,17
"INT-3355 Improve Redis Tests 2.2.x Backport","2014-4/8","2014-4/8","2014-4/8",False,"null",2,253,56
"INT-1939 Twitter Search Outbound Gateway","2014-4/8","2014-4/8","2014-4/8",False,"null",2,1098,177
"INT-3356: Add `InboundChannelAdapter` annotation","2014-4/9","2014-4/9","2014-4/9",False,"null",2,366,88
"INT-3365: Add `SmartLifecycle` for annotations","2014-4/10","2014-4/10","2014-4/10",False,"null",2,101,11
"INT-3361 Add AMQP DeliveryMode Attribute","2014-4/10","2014-4/10","2014-4/10",False,"null",2,193,59
"INT-3368: `SyslogToMapTrans`: make `TAG` optional","2014-4/11","2014-4/11","2014-4/11",False,"null",2,61,27
"INT-3101 Allow PPC for 'durable' in GF CQ Adapter","2014-4/12","2014-4/12","2014-4/12",True,"2014-4/12",2,52,32
"INT-2738 Add Missing `getComponentType()` Methods","2014-4/12","2014-4/12","2014-4/12",False,"null",2,371,140
"INT-2975: Add `ValueExpression` for typed SpEL","2014-4/13","2014-4/13","2014-4/13",False,"null",2,289,29
"INT-3367: Add `GemfireMetadataStore`","2014-4/14","2014-4/14","2014-4/14",False,"null",2,328,22
"INT-2352 Support Control-Bus Atomic Router Updates","2014-4/14","2014-4/14","2014-4/14",False,"null",2,199,13
"INT-3373: Make Messaging Annotations as Meta","2014-4/15","2014-4/15","2014-4/15",False,"null",2,64,17
"INT-3374 Fix Package Tangle; Part I","2014-4/15","2014-4/15","2014-4/15",True,"2014-4/15",2,135,51
"INT-3374 Fix Package Tangle; Part II","2014-4/15","2014-4/15","2014-4/15",True,"2014-4/15",2,272,269
"INT-3372 Add NamedComponent to Remaining MsgSrcs","2014-4/15","2014-4/15","2014-4/15",False,"null",2,85,12
"Specify group and module for all exclusions in non-test configurations","2014-4/16","2014-4/16","2014-4/16",True,"2014-4/16",2,42,12
"INT-3357 Update Quick Reference Table","2014-4/16","2014-4/16","2014-4/16",False,"null",2,9,2
"INT-2076 Polish (S)FTP Filter Docbook","2014-4/16","2014-4/16","2014-4/16",True,"2014-4/16",2,72,42
"INT-2974 Document Context Lifecycle + Fix","2014-4/16","2014-4/16","2014-4/16",False,"null",2,38,10
"INT-2586 FTP Session Factory: Expose Timeout Props","2014-4/16","2014-4/16","2014-4/16",False,"null",2,91,12
"INT-3376 Support Meta-Annotation Att. Override","2014-4/17","2014-4/17","2014-4/17",False,"null",2,789,227
"INT-2879: JPA Retrieving: add `id-expression`","2014-4/22","2014-4/22","2014-4/22",False,"null",2,309,106
"INT-2464: Add Mapping Method Args samples to Docs","2014-4/22","2014-4/22","2014-4/22",False,"null",2,54,0
" INT-3065: Add `tweet-data-expression` for Update","2014-4/22","2014-4/22","2014-4/22",False,"null",2,196,21
