2012-5,2012-6,2012-7,2012-8,2012-9,2012-10,2012-11,2012-12,2013-1,2013-2,2013-3,2013-4,2013-5,2013-6,2013-7,2013-8,2013-9,2013-11,2013-12,2014-1,2014-2,2014-3,2014-5,2014-6,2014-7,2014-8,2014-10,2014-11,2015-2,2015-3,2015-4,2015-5,2015-6,2015-9,2015-10,2015-12,2016-1,2016-2,2016-3,2016-4,2016-5,2016-8,2016-9,2016-11,2016-12,2017-1,2017-2,2017-3,2017-7,2017-8,2017-9,2017-10,2018-4,2018-5,2018-6,2018-7,2018-8,2018-9,2018-10,2018-11,2018-12,2019-1,2019-2,2019-3,2019-4,2019-5,2019-8,2019-9,2019-10,2020-1,2020-4,2020-8,2021-1
34.5,57.0,97,8.0,24.88888888888889,0.7037037037037037,0.4473684210526316,29.814814814814813,1.64,11.571428571428571,1.4848484848484849,56.75,896.0,278.0,153.0,0.0,0.0,30.5,148.0,0.10566037735849057,0.11363636363636363,7.837837837837838,0,0.5,565,418.0,10,7.0,265.0,423,88.0,62.0,2812.0,38,85,1347.5,309.0,1.0,15.25,35.333333333333336,94,2444,0.0,0.0,101,4.0,0.3333333333333333,27.142857142857142,8.0,694.6666666666666,2053,1868,307.5,17.625,0.375,0.0,32.0,6.666666666666667,276.0,404.25,229.28571428571428,17.0,2.3333333333333335,14.571428571428571,740.0,14,1.5,1312.0,409.3333333333333,1135,1008,876,876
