"2012-8","2012-11","2013-2","2013-5","2013-8","2013-12","2014-3","2014-7","2014-11","2015-4","2015-9","2016-1","2016-4","2016-9","2017-1","2017-7","2017-10","2018-6","2018-9","2018-12","2019-3","2019-8","2020-1","2021-1"
-8.833333333333334,-2.517543859649123,3.7080200501253135,294.8095238095238,-298.6666666666667,49.333333333333336,-46.72072072072072,185.72072072072072,-186.0,27.0,-16.666666666666668,90.33333333333333,-91.22222222222223,-11.777777777777779,1.3333333333333333,1.3333333333333333,565.0,-567.5416666666666,2.0972222222222228,66.34920634920634,-63.7142857142857,-4.357142857142858,322.8333333333333,-86.33333333333333,0.0
