"['title']","['url']","['createdAt']","['closedAt']"
"Array key evaluation on a null type","https://github.com/php/php-src/issues/8520","2022-5/9","2022-5/9"
"Unable to load dynamic library 'ffi.so': undefined symbol: ffi_type_pointer","https://github.com/php/php-src/issues/8521","2022-5/9","2022-5/10"
"BUg","https://github.com/php/php-src/issues/8523","2022-5/10","2022-5/10"
"syslog_new_line and syslog_null_byte Tests are failing with php 8.1.5","https://github.com/php/php-src/issues/8525","2022-5/10","2022-5/11"
"func_get_args returns wrong(?) result when using named arguments","https://github.com/php/php-src/issues/8527","2022-5/10","2022-5/10"
"Meta data of ZipArchive::getStream() is not consistent with zip:// protocol","https://github.com/php/php-src/issues/8528","2022-5/10","null"
"Not catchable deprecation notice","https://github.com/php/php-src/issues/8529","2022-5/10","2022-5/10"
"Allow nullable haystack in string-functions","https://github.com/php/php-src/issues/8532","2022-5/11","2022-5/11"
"embed SAPI: unable to link on Mac","https://github.com/php/php-src/issues/8533","2022-5/11","null"
"SoapClient can't parse WSDL file correctly","https://github.com/php/php-src/issues/8538","2022-5/12","null"
"built-in function  in_array( )  returned wrong result","https://github.com/php/php-src/issues/8539","2022-5/12","2022-5/12"
"Wrong return type in stub for DateTime(Immutable)::createFromInterface()","https://github.com/php/php-src/issues/8544","2022-5/12","2022-5/13"
"Acquiring a reference to uninitialized typed property when iterating over object properties doesn't throw","https://github.com/php/php-src/issues/8545","2022-5/13","2022-5/13"
"Feature request: XDG Base Directory for .php_history","https://github.com/php/php-src/issues/8546","2022-5/13","null"
"memory leak when using fopen with a stream wrapper","https://github.com/php/php-src/issues/8548","2022-5/13","2022-5/21"
"Chage FFI::cdef() return FFI\CDef object","https://github.com/php/php-src/issues/8554","2022-5/14","null"
"FFI\CData use-after-free after FFI object destroyed","https://github.com/php/php-src/issues/8556","2022-5/14","null"
"Statically build php","https://github.com/php/php-src/issues/8560","2022-5/15","null"
"SplFileObject: key() and current() unsinchronized after call to fgets()","https://github.com/php/php-src/issues/8561","2022-5/16","null"
"SplFileObject: current() returns wrong result after call to next()","https://github.com/php/php-src/issues/8562","2022-5/16","null"
"Different results for seek() on SplFileObject and SplTempFileObject","https://github.com/php/php-src/issues/8563","2022-5/16","null"
"SplFileObject: next() moves to inexistent indexes","https://github.com/php/php-src/issues/8564","2022-5/16","null"
">= operator processing order should be higher than a casting operator","https://github.com/php/php-src/issues/8566","2022-5/16","2022-5/16"
"max_execution_time / set_time_limit is inconsistent across OSs and unhelpful on non-windows OSs","https://github.com/php/php-src/issues/8567","2022-5/16","null"
"php fiber How to hang up when you encounter sleep Run other programs","https://github.com/php/php-src/issues/8573","2022-5/17","2022-5/17"
"CLI closes standard streams too early","https://github.com/php/php-src/issues/8575","2022-5/18","null"
"PDO_Firebird: Bad interpretation of length when char is UTF-8","https://github.com/php/php-src/issues/8576","2022-5/18","null"
"PDO::MYSQL_ATTR_SSL_VERIFY_SERVER_CERT still checking CN","https://github.com/php/php-src/issues/8577","2022-5/18","null"
"SOAP: Error thrown on wrong parameter","https://github.com/php/php-src/issues/8578","2022-5/18","2022-5/19"
"PHP 8.0 ascii iconv problem","https://github.com/php/php-src/issues/8580","2022-5/19","null"
"Segfault with observer API on max execution time during php -r","https://github.com/php/php-src/issues/8581","2022-5/19","null"
"Empty string issue for strpos(), strrpos(), stripos(), strripos(), strstr(), strchr(), strrchr(), and stristr() ","https://github.com/php/php-src/issues/8582","2022-5/19","2022-5/19"
"ReflectionClass::isInstantiable() returns true for enums in PHP8.1","https://github.com/php/php-src/issues/8583","2022-5/19","2022-5/19"
"Exception error without code number?","https://github.com/php/php-src/issues/8584","2022-5/20","2022-5/20"
"Broken tests with opcache loaded in ZTS","https://github.com/php/php-src/issues/8588","2022-5/20","null"
"Segmentation fault in PHP 8.1 (another case)","https://github.com/php/php-src/issues/8591","2022-5/20","null"
"Warning messages when rename() fails are stupidly vague","https://github.com/php/php-src/issues/8597","2022-5/20","null"
"Warn when passing extra undeclared (unnamed) argument","https://github.com/php/php-src/issues/8599","2022-5/21","null"
"Json_decode removes a \ from \\ as object or associative array","https://github.com/php/php-src/issues/8602","2022-5/21","2022-5/21"
"Throw Exception instead of returning false when SimpleXMLElement::asXml() fails","https://github.com/php/php-src/issues/8603","2022-5/22","null"
"PHP extends mysqli query function","https://github.com/php/php-src/issues/8604","2022-5/22","null"
