"['title']","['createdAt']","['closedAt']","['publishedAt']","['merged']","['mergedAt']","['paticipants']","['additions']","['deletions']"
"Reduce access on user in SimpleBrokerMessageHandler.handleMessageInternal","2017-12/5","2017-12/5","2017-12/5",True,"2017-12/5",2,2,1
"Fixed exception message","2017-12/5","2017-12/5","2017-12/5",False,"null",3,1,1
"SPR-16265  - Fix Stomp Broker Relay ignoring destination prefixes in some cases","2017-12/5","2017-12/5","2017-12/5",True,"2017-12/5",2,2,1
"Merge pull request #1 from spring-projects/master","2017-12/7","2017-12/7","2017-12/7",False,"null",2,0,0
"Let Netty Webclient optionally follow redirects.","2017-12/7","2018-3/7","2017-12/7",False,"null",3,26,5
"Merge pull request #1 from spring-projects/master","2017-12/7","2017-12/7","2017-12/7",False,"null",2,0,0
"SPR-16282 Deprecate classes removed in 5","2017-12/9","2017-12/9","2017-12/9",False,"null",2,22,0
"SPR-16291 - Declarative null checks","2017-12/12","2017-12/12","2017-12/12",False,"null",2,10,4
"Improve performance of some string operations","2017-12/12","2017-12/12","2017-12/12",True,"2017-12/12",2,16,17
"Fixes SPR-16295 - Programmatic creation of caching proxies using Cach…","2017-12/12","2017-12/12","2017-12/12",False,"null",1,300,5
"SPR-16295 - Programmatic creation of caching proxies using CacheProxy…","2017-12/12","2018-1/12","2017-12/12",False,"null",2,300,5
"Merge pull request #1 from spring-projects/master","2017-12/18","2017-12/18","2017-12/18",False,"null",3,0,0
"SPR-16319 - limit the scope of the synchronized block","2017-12/21","2018-1/21","2017-12/21",False,"null",4,2,6
"Fix a  obvious typo in javadoc","2017-12/22","2017-12/22","2017-12/22",False,"null",3,1,1
"Refactor getMethodIfAvailable to not cause NoSuchMethodExceptions","2017-12/22","2017-12/22","2017-12/22",False,"null",2,24,18
"Refactor getMethodIfAvailable to not cause NoSuchMethodExceptions","2017-12/22","2017-12/22","2017-12/22",False,"null",1,23,18
"Refactor AnnotatedElementUtils to not cause NoSuchMethodExceptions","2017-12/22","2017-12/22","2017-12/22",False,"null",2,181,117
"SPR-16322 - Use BeanInfoFactory when introspecting interfaces","2017-12/22","2018-1/22","2017-12/22",False,"null",2,30,14
"SPR-16288","2017-12/23","2018-1/23","2017-12/23",False,"null",2,6,2
"SPR-16316 — fix support of transaction timeout value greater than Integer.MAX","2017-12/24","2018-1/24","2017-12/24",True,"2018-1/24",2,1,1
"SPR-16324 - Added overloading methods to addPathPatterns and excludePathPatterns","2017-12/24","2018-1/24","2017-12/24",False,"null",4,16,0
