"['title']","['createdAt']","['closedAt']","['publishedAt']","['merged']","['mergedAt']","['paticipants']","['additions']","['deletions']"
"Add CompletionStageWrappingResponse for async support","2020-7/24","2020-10/24","2020-7/24",False,"null",4,52,0
"Remove unused class filtering support in AnnotationScanner","2020-7/25","2020-7/25","2020-7/25",False,"null",1,40,139
"BooleanComparator cleanup","2020-7/27","null","2020-7/27",False,"null",5,27,35
"AnnotationTypeMappings does not filter repeatable annotations","2020-7/28","2020-7/28","2020-7/28",False,"null",4,9,1
"Updated as per standard design practice","2020-7/28","2020-8/28","2020-7/28",False,"null",4,8,3
"specify null and zero length data","2020-7/29","2021-7/29","2020-7/29",False,"null",5,1,4
"Add MediaType.APPLICATION_JSON_SEQ for application/json-seq","2020-7/30","2021-11/30","2020-7/30",False,"null",4,16,0
"Disable unwanted Kotlin Stdlib dependencies","2020-7/30","2020-7/30","2020-7/30",True,"2020-7/30",3,1,0
"Modify DefaultMessageListenerContainer javadoc","2020-8/1","null","2020-8/1",False,"null",3,4,7
"Optimize DefaultLifecycleProcessor::startBeans","2020-8/2","2020-8/2","2020-8/2",False,"null",4,10,13
"CloseStatus implements Serializable","2020-8/3","2020-8/3","2020-8/3",False,"null",4,5,1
"Optimize AggregatesSpliterator to avoid repetitive work","2020-8/3","null","2020-8/3",False,"null",3,13,13
"PingPongWebSocketHandlerDecorator schedules pings and replies to pongs","2020-8/4","2021-2/4","2020-8/4",False,"null",4,92,0
"Fix comment syntax in xml examples","2020-8/6","2020-8/6","2020-8/6",False,"null",3,3,3
"Use lowercase property names in SpEL examples","2020-8/6","2020-10/6","2020-8/6",False,"null",4,31,31
"Fix asciidoctor syntax for source","2020-8/6","2020-8/6","2020-8/6",False,"null",3,2,2
"Add necessary semicolons","2020-8/6","2020-8/6","2020-8/6",False,"null",4,3,3
"Merge source and substitution configuration in reference docs","2020-8/6","2020-12/6","2020-8/6",False,"null",4,290,580
"Use Groovy syntax highlighting in reference manual","2020-8/6","2020-8/6","2020-8/6",False,"null",3,4,4
"Remove @Nullable from CookieLocaleResolver#determineDefaultLocale()","2020-8/7","2020-8/7","2020-8/7",True,"2020-8/7",3,0,1
"Let the DataSize.toString method returns the closest unit to represen…","2020-8/7","2021-12/7","2020-8/7",False,"null",5,39,3
"fix for issue #25323 with test","2020-8/7","2020-8/7","2020-8/7",False,"null",5,83,1
"added private constructor as per the design","2020-8/7","2020-8/7","2020-8/7",False,"null",3,1,0
"removed unnecessary comment","2020-8/7","2020-8/7","2020-8/7",False,"null",3,0,1
"removed unused opiton from CompilerConvention","2020-8/9","2020-8/9","2020-8/9",False,"null",2,1,1
"implemented issue #25553(Optimize single character equality checks)","2020-8/9","2020-8/9","2020-8/9",False,"null",5,47,47
"Declare MessagePostProcessor as a @FunctionalInterface","2020-8/9","2020-8/9","2020-8/9",False,"null",3,2,0
"Call StartupStep.end in finally block","2020-8/10","2020-8/10","2020-8/10",False,"null",3,7,3
"Switch data sources smoothly","2020-8/13","2021-12/13","2020-8/13",False,"null",6,4,2
"FileUrlResource isWritable method returns true if URL protocol is not indicating a file","2020-8/14","2020-9/14","2020-8/14",False,"null",3,9,1
"Eliminate unnecessary word in core-bean.adoc that causes repetition","2020-8/14","2020-8/14","2020-8/14",True,"2020-8/14",4,1,1
"Optimize ObjectUtils.nullSafeToString() implementations","2020-8/15","null","2020-8/15",False,"null",3,81,149
"Support multiple aliases via @AliasFor","2020-8/15","2020-11/15","2020-8/15",False,"null",4,4254,3797
"Optimize ObjectUtils.nullSafeHashCode() implementations","2020-8/15","null","2020-8/15",False,"null",3,100,161
"2020_8_17_spring_framework_study","2020-8/17","2020-8/17","2020-8/17",False,"null",5,122671,140
"Introduce createContext() factory method in AbstractGenericContextLoader","2020-8/17","2020-8/17","2020-8/17",False,"null",4,11,2
"Clarify purpose of build(boolean) method in UriComponentsBuilder","2020-8/17","2020-8/17","2020-8/17",False,"null",3,13,1
"Prevent confusion about build(boolean) method in UriComponentsBuilder","2020-8/17","2020-9/17","2020-8/17",False,"null",3,13,1
"Expose readOnly information on transaction","2020-8/17","null","2020-8/17",False,"null",3,71,0
"Remove session on 4xx response from WebSocket handshake","2020-8/18","2020-9/18","2020-8/18",False,"null",4,11,0
"Merge pull request #1 from spring-projects/master","2020-8/19","2020-8/19","2020-8/19",False,"null",4,0,0
"Introduce ApplicationEvents abstraction to capture application events published during a test","2020-8/19","2020-12/19","2020-8/19",False,"null",4,400,0
"SocketUtils ServerSocket、DatagramSocket use try-with-resource.","2020-8/21","2020-8/21","2020-8/21",False,"null",4,3,7
"fix issue 25623","2020-8/21","null","2020-8/21",False,"null",4,30,4
"fix from #25625.","2020-8/21","2020-10/21","2020-8/21",False,"null",4,15,0
"Fix typo in websocket.adoc","2020-8/22","2020-8/22","2020-8/22",True,"2020-8/22",4,1,1
"Simplify code in AbstractFallbackJCacheOperationSource","2020-8/23","2020-9/23","2020-8/23",False,"null",5,1,3
"Remove never use code in AbstractNestablePropertyAccessor","2020-8/24","2021-12/24","2020-8/24",False,"null",5,3,11
"Change field configurationClasses type to set in ConfigurationClassParser","2020-8/25","2021-12/25","2020-8/25",False,"null",5,6,5
