"['title']","['createdAt']","['closedAt']","['publishedAt']","['merged']","['mergedAt']","['paticipants']","['additions']","['deletions']"
"Introduce AnnotationConfigGenericWebApplicationContext","2019-12/20","2021-12/20","2019-12/20",False,"null",5,168,0
"测试文件","2019-12/21","2019-12/21","2019-12/21",False,"null",4,1,0
"Fix example in RSocket docs","2019-12/21","2019-12/21","2019-12/21",False,"null",3,2,2
"Fix example in RSocket docs","2019-12/21","2019-12/21","2019-12/21",True,"2019-12/21",3,2,2
"Update Artifactory plugin to 4.12.0","2019-12/23","2020-1/23","2019-12/23",True,"2020-1/23",3,1,1
"Upgrade to nohttp plugin 0.0.4.RELEASE","2019-12/23","2019-12/23","2019-12/23",False,"null",3,1,1
"Upgrade to Gradle build scan plugin 3.1.1","2019-12/23","2019-12/23","2019-12/23",False,"null",3,1,1
"Add missing space in AopConfigException message","2019-12/25","2019-12/25","2019-12/25",False,"null",3,1,1
"Multiple Java Bean copy","2019-12/26","2020-1/26","2019-12/26",False,"null",4,524,0
"[spring expression doc] symbolic logical operators","2019-12/30","2019-12/30","2019-12/30",True,"2019-12/30",4,3,3
"Honor generic type information in BeanUtils.copyProperties()","2020-1/2","2020-4/2","2020-1/2",False,"null",3,72,13
"Add fast path for ClassUtils.hasMethod","2020-1/2","2020-1/2","2020-1/2",True,"2020-1/2",3,33,12
"Fix Javadoc typos","2020-1/3","2020-1/3","2020-1/3",False,"null",3,3,3
"Add ContentLength support for InputStreamResource created in ResourceHttpMessageConverter and ResourceDecoder","2020-1/4","2020-1/4","2020-1/4",False,"null",3,30,0
"Improve ExposeInvocationInterceptor exception message","2020-1/4","2020-1/4","2020-1/4",True,"2020-1/4",3,3,1
"Optimize SimpleAliasRegistry hasAlias implementation","2020-1/5","2020-1/5","2020-1/5",True,"2020-1/5",3,5,10
"Update Stream.map() instead of Stream.peek()","2020-1/6","2020-1/6","2020-1/6",False,"null",3,3,1
"Polish ResolvableType equals implementation","2020-1/6","2020-1/6","2020-1/6",False,"null",3,1,1
"Use SingletonSupplier to create singletons","2020-1/7","2020-5/7","2020-1/7",False,"null",4,10,27
"Merge getCallableInterceptors and getDeferredResultInterceptors","2020-1/7","2020-1/7","2020-1/7",True,"2020-1/7",3,5,26
"Trim line in LineInfo only once","2020-1/7","2020-1/7","2020-1/7",True,"2020-1/7",2,12,10
"Add StringToPatternConverter","2020-1/7","null","2020-1/7",False,"null",6,54,1
"Ignore range requests for resources of unknown content lengths","2020-1/7","2021-12/7","2020-1/7",False,"null",3,24,20
"Fix race condition for InputStreamResource","2020-1/8","2020-1/8","2020-1/8",False,"null",4,4,3
"Update CciLocalTransactionManager.java","2020-1/8","2020-1/8","2020-1/8",False,"null",5,1,4
"SimpleKey contains invalid hashcode on deserialization when parameters include an enum","2020-1/8","2020-1/8","2020-1/8",False,"null",5,19,1
"Improve exception message in AopContext.currentProxy()","2020-1/9","2020-1/9","2020-1/9",False,"null",3,2,1
"Polish populateBean implementation of AbstractAutowireCapableBeanFactory","2020-1/11","2020-1/11","2020-1/11",False,"null",3,1,3
"Make resolveAutowiringValue method of AutowireUtils support abstract class parameter","2020-1/11","2020-1/11","2020-1/11",False,"null",4,83,1
"Update throwable to SQLException","2020-1/13","2020-1/13","2020-1/13",False,"null",4,1,1
"Fix typo in ReflectionUtilsTests","2020-1/13","2020-1/13","2020-1/13",True,"2020-1/13",3,1,1
"Fix variable to static in OrderSourceProviderTests","2020-1/14","2020-1/14","2020-1/14",False,"null",3,8,8
"Add tests for StringUtils split() method","2020-1/14","2020-1/14","2020-1/14",True,"2020-1/14",3,16,0
"continue for loop if the bean definition cannot be enhanced","2020-1/14","null","2020-1/14",False,"null",4,8,5
"Simplify getParsedSql() method in NamedParameterJdbcTemplate","2020-1/15","2020-1/15","2020-1/15",True,"2020-1/15",3,1,6
"Expose property for handling of Ping frames with Reactor Netty WebSocket client and server","2020-1/15","2020-1/15","2020-1/15",False,"null",4,50,2
"Official Gradle Wrapper Validation GitHub Action","2020-1/15","2020-6/15","2020-1/15",False,"null",4,10,0
"Publish a build scan only if authenticated","2020-1/15","2020-1/15","2020-1/15",True,"2020-1/15",5,2,1
"Simplify getCache() method in CaffeineCacheManager","2020-1/16","2020-1/16","2020-1/16",False,"null",4,4,10
"Set MessageProducer's deliveryMode after create Producer","2020-1/16","2020-1/16","2020-1/16",False,"null",4,1,0
"Simplify hasNext method() in compositeIterator","2020-1/16","2020-1/16","2020-1/16",False,"null",4,2,7
"Use dedicated catch block for AnnotationConfigurationException","2020-1/16","2020-1/16","2020-1/16",False,"null",4,4,4
"Simplify spring configurator method getBeanNameByType()","2020-1/16","2021-4/16","2020-1/16",False,"null",4,2,6
"Polish constants name in jta transaction manager factory bean","2020-1/16","2020-1/16","2020-1/16",False,"null",3,11,11
"Use dedicated catch block for ScriptException","2020-1/17","2020-2/17","2020-1/17",True,"2020-2/17",3,4,4
"Upgrade to Gradle 6.2","2020-1/17","2020-4/17","2020-1/17",False,"null",5,34,29
"Use try-with-resource in ScriptUtils","2020-1/17","2020-2/17","2020-1/17",True,"2020-2/17",3,1,5
"Use computeIfAbsent to simplify getSessionAttributesHandler()","2020-1/17","2020-2/17","2020-1/17",False,"null",3,2,6
"Hoist concatenation of two constant Strings out of loops","2020-1/17","2020-1/17","2020-1/17",True,"2020-1/17",3,7,3
"1111","2020-1/17","2020-1/17","2020-1/17",False,"null",4,18977,29312
"Add close() method in FileCopyUtils to reduce duplication","2020-1/17","2020-2/17","2020-1/17",True,"2020-2/17",3,23,31
"Let BeanFactoryAwareGeneratorStrategy extend ClassLoaderAwareGeneratorStrategy","2020-1/19","2020-2/19","2020-1/19",True,"2020-2/19",3,4,36
"Polish copyConfigurationFrom implementation of AdvisedSupport","2020-1/19","2020-1/19","2020-1/19",False,"null",3,5,9
