"['title']","['createdAt']","['closedAt']","['publishedAt']","['merged']","['mergedAt']","['paticipants']","['additions']","['deletions']"
"Update build.gradle","2019-6/17","2019-11/17","2019-6/17",False,"null",6,1,0
"Polish MappingMediaTypeFileExtensionResolver.addFileExtension()","2019-6/17","2019-6/17","2019-6/17",True,"2019-6/17",3,2,3
"Polishing 'Enhancer'","2019-6/17","2019-6/17","2019-6/17",False,"null",4,69,79
"Polish YamlProcessorTests.flattenedMapIsSameAsPropertiesButOrdered()","2019-6/19","2019-6/19","2019-6/19",False,"null",3,1,1
"Polish FormattingConversionServiceTests","2019-6/20","2019-6/20","2019-6/20",False,"null",3,18,19
"Added application/graphql media type","2019-6/20","2019-6/20","2019-6/20",False,"null",4,13,0
"Virtil","2019-6/21","2019-6/21","2019-6/21",False,"null",2,7299,4666
"Merge pull request #1 from spring-projects/master","2019-6/21","2019-6/21","2019-6/21",False,"null",4,0,0
"Fix typo in CONTRIBUTING.md","2019-6/22","2019-6/22","2019-6/22",True,"2019-6/22",3,1,1
"Merge pull request #1 from spring-projects/master","2019-6/24","2019-6/24","2019-6/24",False,"null",5,0,0
"RSocketRequester.ResponseSpec Kotlin extensions issue","2019-6/24","2019-7/24","2019-6/24",False,"null",4,13,11
"Remove duplicate assertion in AnnotatedElementUtilsTests","2019-6/25","2019-6/25","2019-6/25",True,"2019-6/25",3,0,1
"Handle absolute path on Windows in PathEditor","2019-6/25","2022-9/25","2019-6/25",False,"null",7,38,14
"Add no-op TransactionOperations implementation","2019-6/26","2019-7/26","2019-6/26",False,"null",4,75,0
"Raise log level when bean destruction fails","2019-6/27","2019-7/27","2019-6/27",False,"null",4,1,6
"Generalize ServerResponse and WebClient body methods","2019-6/28","2019-7/28","2019-6/28",False,"null",3,488,117
"creating a branch to support http://jira.springframework.org/browse/S…","2019-7/1","2019-7/1","2019-7/1",False,"null",5,0,0
"[WIP] Discover test config on enclosing class for nested test class","2019-7/1","2019-7/1","2019-7/1",False,"null",4,205,23
"Use StringJoiner where possible to simplify String joining","2019-7/4","2019-7/4","2019-7/4",True,"2019-7/4",3,19,26
"Rename PathPatternRouteMatcherTest to PathPatternRouteMatcherTests","2019-7/4","2019-7/4","2019-7/4",True,"2019-7/4",3,1,1
"5.0.x","2019-7/7","2019-7/7","2019-7/7",False,"null",18,63210,43560
"Fix typo in data-access.adoc","2019-7/7","2019-7/7","2019-7/7",True,"2019-7/7",3,1,1
"Add unit tests for PropertyAccessorUtils","2019-7/8","2019-7/8","2019-7/8",False,"null",4,53,0
"convertList method added","2019-7/9","2021-11/9","2019-7/9",False,"null",6,75,0
"Polish DisposableBeanAdapter","2019-7/10","2021-11/10","2019-7/10",False,"null",5,12,15
"Avoid unnecessary boxing where primitives can be used","2019-7/10","2019-7/10","2019-7/10",True,"2019-7/10",3,24,24
"Fix typo in UrlPathHelper","2019-7/11","2019-7/11","2019-7/11",False,"null",4,1,1
"Update ISSUE_TEMPLATE.md","2019-7/11","2019-7/11","2019-7/11",False,"null",4,2,1
"Use computeIfAbsent in LocalVariableTableParameterNameDiscoverer","2019-7/12","2019-7/12","2019-7/12",True,"2019-7/12",4,2,10
"Add multi-prefix comment support for SQL scripts","2019-7/14","2019-7/14","2019-7/14",False,"null",4,182,60
"Fix the bug for method mergeProperties().","2019-7/14","2022-9/14","2019-7/14",False,"null",5,2,1
"Fix dataMimeType and metadataMimeType mixup in precondition check","2019-7/15","2019-7/15","2019-7/15",False,"null",4,1,1
"Treat null path as non-matching pattern in AntPathMatcher","2019-7/16","2019-7/16","2019-7/16",False,"null",3,46,1
"Use StringJoiner where possible to simplify String joining","2019-7/16","2019-7/16","2019-7/16",False,"null",3,155,127
"ForwardedHeaderTransformer preserves escape sequences when applying X-Forwarded-Prefix","2019-7/17","2019-7/17","2019-7/17",False,"null",3,17,1
"Prevent @Conditional from ignoring subsequent bean definition with same name","2019-7/18","2022-9/18","2019-7/18",False,"null",4,160,3
"Support @TestPropertySource as a repeatable annotation","2019-7/20","2019-7/20","2019-7/20",False,"null",4,992,30
"Inconsistent use of getInterfaceMethodIfPossible for init method invocation","2019-7/20","2019-7/20","2019-7/20",False,"null",5,2,1
"Fix typo in webflux.adoc","2019-7/22","2019-7/22","2019-7/22",False,"null",4,1,1
"Provide functionality similar to Spring Boot's BeanTypeRegistry","2019-7/23","2019-7/23","2019-7/23",True,"2019-7/23",4,735,198
"Support element arrays with MergedAnnotations.from","2019-7/23","null","2019-7/23",False,"null",4,114,18
"Introduce interface cache for proxied EntityManager and Query types","2019-7/23","2019-8/23","2019-7/23",True,"2019-8/23",3,27,6
"Add Javadoc since for Jaxb2XmlDecoder(MimeType...)","2019-7/25","2019-7/25","2019-7/25",False,"null",3,5,0
"Add since tag for ClientResponse.Builder.request()","2019-7/26","2019-7/26","2019-7/26",True,"2019-7/26",3,1,0
"Make getters public in NamedParameterJdbcTemplate and ParsedSql","2019-7/26","2022-9/26","2019-7/26",False,"null",5,7,7
"Issue-13568: Make PropertySourcesPlaceholderConfigurer call a convert…","2019-7/27","2022-2/27","2019-7/27",False,"null",3,94,0
"Introduce Converter.andThen(...)","2019-7/29","2020-9/29","2019-7/29",False,"null",3,46,0
"@ExceptionHandler to keep nesting beyond the first cause","2019-7/29","2020-5/29","2019-7/29",False,"null",3,15,1
"Remove duplicate assertion in matchWithNullPath()","2019-7/30","2019-7/30","2019-7/30",False,"null",3,0,1
"Use Arrays.copyOf and Arrays.copyOfRange where possible","2019-7/31","2019-8/31","2019-7/31",False,"null",4,6,12
"Polish getTypeForFactoryBean comment","2019-8/1","2019-8/1","2019-8/1",False,"null",3,1,1
"Fix grammar in package-info.java","2019-8/2","2019-8/2","2019-8/2",True,"2019-8/2",4,1,1
"Fix grammar in integration.adoc","2019-8/2","2019-8/2","2019-8/2",False,"null",3,2,2
"Add a warning to AnnotationReadingVisitorUtils","2019-8/2","2019-8/2","2019-8/2",False,"null",3,7,1
"【infra 38】","2019-8/3","2019-8/3","2019-8/3",False,"null",5,13,2
"Merge pull request #1 from spring-projects/master","2019-8/3","2019-8/3","2019-8/3",False,"null",4,0,0
"Add queryParam method to MockHttpServletRequestBuilder","2019-8/3","2019-11/3","2019-8/3",False,"null",4,92,1
"A dead loop found in SerializableTypeWrapper.java","2019-8/4","2019-8/4","2019-8/4",False,"null",6,1,1
"Fix grammar in integration.adoc","2019-8/4","2019-8/4","2019-8/4",False,"null",4,1,1
"Preserve the originalMessage when creating an ErrorMessage in MessageBuilder","2019-8/5","2019-11/5","2019-8/5",False,"null",4,32,8
"Resolve generic type in more complex scenarios","2019-8/5","2022-9/5","2019-8/5",False,"null",4,35,4
"Add a new RequestEntity$HeadersBuilder method","2019-8/6","2019-8/6","2019-8/6",False,"null",4,44,3
"Merge pull request #1 from spring-projects/5.0.x","2019-8/7","2019-8/7","2019-8/7",False,"null",4,0,0
"JDK 11 HttpClient integration with WebClient","2019-8/7","2021-11/7","2019-8/7",False,"null",8,381,8
"Avoid unnecessary processing in ApplicationContextAwareProcessor","2019-8/8","2019-8/8","2019-8/8",False,"null",3,8,4
"Fix typo in testing documentation","2019-8/8","2019-8/8","2019-8/8",False,"null",4,1,1
"Fix */* in Javadoc","2019-8/9","2019-8/9","2019-8/9",True,"2019-8/9",3,2,2
"Do not override BeanPostProcessor default methods unnecessarily","2019-8/9","2019-8/9","2019-8/9",False,"null",2,23,254
"replace anonymous type with lambda","2019-8/9","2019-8/9","2019-8/9",False,"null",4,23,31
"Simplify the if statements and replace 'try finally' with 'try' with resources","2019-8/9","2019-8/9","2019-8/9",True,"2019-8/9",3,14,21
"Unnecessary 'null' check before 'instanceof' expression","2019-8/10","2019-8/10","2019-8/10",False,"null",4,2,2
"Simplify the code","2019-8/10","2019-8/10","2019-8/10",False,"null",3,2,2
"Fix data access documentation typo","2019-8/12","2019-8/12","2019-8/12",True,"2019-8/12",3,1,1
"Improve language-switch CSS","2019-8/12","2019-8/12","2019-8/12",False,"null",3,7,7
"Avoid storing unnecessary beanName in ApplicationListenerDetector","2019-8/13","2019-10/13","2019-8/13",False,"null",5,4,2
"Modify the javadoc of @EnableWebFlux annotation","2019-8/13","2019-8/13","2019-8/13",True,"2019-8/13",3,9,2
" Use lambda expressions instead of anonymous classes in spring-aop tests","2019-8/13","2019-8/13","2019-8/13",True,"2019-8/13",4,34,70
"Allow use of DataBufferUtils from ServerHttpResponseDecorator#writeWith","2019-8/14","2019-9/14","2019-8/14",False,"null",4,2,2
"Replacing netty-all with specific dependencies","2019-8/15","2019-11/15","2019-8/15",False,"null",4,4,1
"Use enum instance instead of instantiating AutowiredArgumentMarker","2019-8/16","2019-8/16","2019-8/16",False,"null",4,4,3
