"['title']","['createdAt']","['closedAt']","['publishedAt']","['merged']","['mergedAt']","['paticipants']","['additions']","['deletions']"
"Merge pull request #1 from spring-projects/master","2015-11/8","2015-11/8","2015-11/8",False,"null",2,0,0
"SPR-13657 Buffered AsyncClientHttpResponse","2015-11/8","2018-2/8","2015-11/8",False,"null",5,228,0
"Add support of Callable for TaskScheduler methods.","2015-11/9","2021-4/9","2015-11/9",False,"null",5,360,6
"Add suppressbeanexceptionlogging feature flag","2015-11/10","2015-11/10","2015-11/10",False,"null",2,10,1
"Added helper methods to ScheduledTaskRegistrar","2015-11/12","2015-11/12","2015-11/12",False,"null",2,32,1
"Support @Lookup methods in @Configuration classes","2015-11/13","2017-3/13","2015-11/13",False,"null",2,1,1
"Consider MANIFEST.MF classpath when scanning","2015-11/13","2015-12/13","2015-11/13",False,"null",2,28,0
"Add caching support for Caffeine","2015-11/15","2015-12/15","2015-11/15",False,"null",2,606,1
"Added quotes around attribute value.","2015-11/16","2015-11/16","2015-11/16",False,"null",2,1,1
"Remove invalid underscore","2015-11/16","2015-11/16","2015-11/16",False,"null",2,1,1
"TypeDescriptor.equals tests equality of annotations","2015-11/21","2015-12/21","2015-11/21",False,"null",2,17,1
"SPR-13713: Add mandatory behavior to SimpleNamespaceContext","2015-11/22","2015-12/22","2015-11/22",False,"null",2,179,75
"Modify jsp tag library list in reference document","2015-11/22","2015-11/22","2015-11/22",False,"null",2,5,2
"Improve support for custom HTTP verbs in Spring MVC Test","2015-11/25","2016-1/25","2015-11/25",False,"null",2,69,15
"Fix media type lookup case sensitivity","2015-12/1","2015-12/1","2015-12/1",False,"null",2,16,1
"SPR-13752: MockHttpServletResponse.setIntHeader Content-Length","2015-12/2","2015-12/2","2015-12/2",False,"null",2,9,2
"Merge pull request #1 from spring-projects/master","2015-12/4","2015-12/4","2015-12/4",False,"null",2,0,0
"4.1.x","2015-12/5","2015-12/5","2015-12/5",False,"null",11,13977,7973
"Fix JavaDoc of @EventListener","2015-12/5","2015-12/5","2015-12/5",False,"null",2,2,2
"fix getFileName on windows","2015-12/5","2020-6/5","2015-12/5",False,"null",4,3,1
"Format-string method called with 2 arguments but is given 3.","2015-12/10","2016-2/10","2015-12/10",False,"null",2,1,2
"SPR-13784: Base64Utils: URL/File Safe Alphabet","2015-12/11","2015-12/11","2015-12/11",True,"2015-12/11",2,120,0
"4.1.x","2015-12/13","2015-12/13","2015-12/13",False,"null",11,14531,8347
"improved content length exception message","2015-12/18","2016-1/18","2015-12/18",False,"null",2,1,1
"Upgrade Caffeine dependency","2015-12/20","2015-12/20","2015-12/20",False,"null",2,3,1
"Fix markup in reference section 9.4.2","2015-12/20","2015-12/20","2015-12/20",False,"null",2,1,1
"4.2.x","2015-12/22","2015-12/22","2015-12/22",False,"null",2,303,297
"4.1.x","2015-12/26","2015-12/26","2015-12/26",False,"null",11,15181,8843
"Decrease allocation rate by making CacheOperation immutable","2015-12/27","2016-1/27","2015-12/27",False,"null",2,0,0
"Fixed NPEs in AntPathMatcher","2015-12/28","2019-7/28","2015-12/28",False,"null",7,57,2
"snippet update","2015-12/28","2015-12/28","2015-12/28",False,"null",2,1,1
"Fixed the issue SPR-10822","2016-1/1","2016-1/1","2016-1/1",False,"null",2,75,14
"Spring Contribution","2016-1/1","2016-1/1","2016-1/1",False,"null",11,13480,2370
"Rejected async task on spring-web will now end instead of timeout.","2016-1/2","2016-1/2","2016-1/2",False,"null",2,20,17
"Fix list of supported JCache annotations","2016-1/4","2016-1/4","2016-1/4",False,"null",2,1,1
"Use the official SonarQube Gradle plugin","2016-1/5","2016-1/5","2016-1/5",False,"null",2,11,9
"SPR-13841 - Add RFC-5681 support to CacheControl","2016-1/5","2016-1/5","2016-1/5",False,"null",2,54,0
