"['title']","['url']","['createdAt']","['closedAt']"
"Switch to Preference Support Library","https://github.com/UweTrottmann/SeriesGuide/issues/618","2019-1/25","2019-9/5"
"Remove DashClock extension","https://github.com/UweTrottmann/SeriesGuide/issues/620","2019-2/1","2019-9/5"
"[BETA] Opening movie details from search may crash app","https://github.com/UweTrottmann/SeriesGuide/issues/622","2019-2/3","2019-2/7"
"Merge library projects or extract to artifact to improve build time","https://github.com/UweTrottmann/SeriesGuide/issues/623","2019-2/7","2019-2/7"
"More granular service error reporting","https://github.com/UweTrottmann/SeriesGuide/issues/624","2019-2/15","2019-2/21"
"Fabric plugin broken with Android Gradle Plugin 3.3.0","https://github.com/UweTrottmann/SeriesGuide/issues/626","2019-2/15","2019-3/21"
"Remove outdated AndroidUtils.isAndroidVersionOrHigher checks","https://github.com/UweTrottmann/SeriesGuide/issues/630","2019-3/8","2019-3/8"
"Remove Build.VERSION_CODES.LOLLIPOP checks","https://github.com/UweTrottmann/SeriesGuide/issues/632","2019-3/15","2019-3/21"
"Add setting to change episode watched date ","https://github.com/UweTrottmann/SeriesGuide/issues/635","2019-3/28","2019-3/29"
"Discover movies - Could not talk to TMDb","https://github.com/UweTrottmann/SeriesGuide/issues/636","2019-3/29","2019-3/30"
"TMDB errors in Android Studio/emulator assistance","https://github.com/UweTrottmann/SeriesGuide/issues/638","2019-4/3","2019-4/3"
"Trakt redirect URI for personal development key","https://github.com/UweTrottmann/SeriesGuide/issues/639","2019-4/3","2019-4/3"
"Issues backing up to Google Drive","https://github.com/UweTrottmann/SeriesGuide/issues/640","2019-4/4","2019-4/5"
"Allow Movies on Lists","https://github.com/UweTrottmann/SeriesGuide/issues/644","2019-5/5","2019-5/6"
"Remove parent activity meta-data for ICS from manifest","https://github.com/UweTrottmann/SeriesGuide/issues/645","2019-5/9","2019-5/17"
"Recent list capped at 4 weeks in v49-beta1?","https://github.com/UweTrottmann/SeriesGuide/issues/647","2019-5/12","2019-5/17"
"flatbuffers-java 1.11.0 breaks FlatbuffersTest","https://github.com/UweTrottmann/SeriesGuide/issues/649","2019-5/17","2020-5/14"
"TmdbSync: handle 404 responses on movie data","https://github.com/UweTrottmann/SeriesGuide/issues/651","2019-5/31","null"
