['additions'],['closedAt'],['createdAt'],['deletions'],['merged'],['mergedAt'],['paticipants'],['publishedAt'],['title']
31,2013-3/4,2013-3/4,11,True,2013-3/4,2,2013-3/4,documentation  to the PruneFloatingIslands process has been added
0,2013-3/4,2013-3/4,2,True,2013-3/4,2,2013-3/4,Update graph-config.xml
785,2013-3/6,2013-3/6,322,True,2013-3/6,3,2013-3/6,Add getStreetEdges to Graph; Add functionality to Thrift API
9,2013-3/6,2013-3/6,10,True,2013-3/6,3,2013-3/6,Treat CAR and CUSTOM_MOTOR_VEHICLE equivalently during graph building
2,2013-3/10,2013-3/10,2,False,,3,2013-3/10,Bug fix to main
0,2013-3/10,2013-3/10,2,False,,2,2013-3/10,fix Issue #1008
0,2013-3/10,2013-3/10,2,True,2013-3/10,3,2013-3/10,fix Issue #1008
629,2013-3/11,2013-3/11,309,True,2013-3/11,3,2013-3/11,Small refactor of the OSMGraphBuilder
263,2013-3/11,2013-3/11,87,True,2013-3/11,4,2013-3/11,"As promised: more cleanup, refactoring and testing of OSMGraphBuilder."
490,2013-3/12,2013-3/12,320,True,2013-3/12,4,2013-3/12,Clean up StreetVertexIndexService interface and implementation
1,2013-3/14,2013-3/14,1,True,2013-3/14,2,2013-3/14,fix #1017 
113,2013-3/17,2013-3/17,131,True,2013-3/17,2,2013-3/17,Add preferred and unpreferred agencies and fix other issues
216,2013-3/26,2013-3/26,65,True,2013-3/26,2,2013-3/26,Allow using route IDs on top of route (short)name for banned/preferred/unpreferred routes.
0,2013-4/28,2013-3/28,1,False,,1,2013-3/28,fix issue #1029
665,2013-4/2,2013-4/2,205,True,2013-4/2,5,2013-4/2,Factor out calculation of traversal cost into its own class
4,2013-4/3,2013-4/3,4,True,2013-4/3,2,2013-4/3,Refactor
174,2013-4/3,2013-4/3,56,True,2013-4/3,3,2013-4/3,Trip banning unit testing.
315,2013-4/4,2013-4/4,182,True,2013-4/4,2,2013-4/4,"Small refactor of banning/preferred/unpreferred routes: introduce a ""RouteMatcher"""
775,2013-5/4,2013-4/4,71,False,,2,2013-4/4,fixing transfer penalty bug.
71,2013-8/8,2013-4/8,2,False,,4,2013-4/8,Add banned route type
128,2013-4/14,2013-4/14,124,True,2013-4/14,2,2013-4/14,Update Hungarian translations
92,2013-4/16,2013-4/16,136,True,2013-4/16,2,2013-4/16,Adapted/Enhanced TopoRenderer.js
8,2013-4/28,2013-4/28,4,True,2013-4/28,2,2013-4/28,Fix createStationTransfers with location_type=2 stops
55,2013-5/29,2013-4/29,3,True,2013-5/29,2,2013-4/29,Add 'auto-discover existing graphs' for multi-graph mode
711,2013-5/30,2013-4/30,137,True,2013-5/30,3,2013-4/30,Fix short trips on the same edge
10,2013-6/5,2013-5/5,3,False,,3,2013-5/5,"Flibbertigibbet - avoid ""out of memory"" errors"
2,2013-5/8,2013-5/8,2,True,2013-5/8,2,2013-5/8,Better error messages for the URL fetching in Graph-Builder
106,2013-5/15,2013-5/15,14,True,2013-5/15,2,2013-5/15,"Bike-rental: Add JCDecaux Open-Data API, various tweaks."
406,2013-5/16,2013-5/16,0,True,2013-5/16,2,2013-5/16,Create Russian.js
76378,2013-6/17,2013-5/17,1887,False,,2,2013-5/17,Add periodic refresh to multi-graph auto-discovery mode.
3,2013-6/22,2013-5/22,3,True,2013-6/22,3,2013-5/22,"Check if there are actually steps, prevent javascript error."
88,2013-6/23,2013-5/23,37,True,2013-6/23,2,2013-5/23,Adding documentation to the stops alerts component
2,2013-6/23,2013-5/23,1,False,,2,2013-5/23,"replace 'equalsIgnoreCase(""POLYGON""))' with 'instanceof Polygon'"
19,2013-5/30,2013-5/30,0,True,2013-5/30,2,2013-5/30,Added small unit test to test banned trips
36,2014-9/3,2013-6/3,36,False,,2,2013-6/3,Worst trip is not used in the RetryingPathServiceImpl
1,2013-6/4,2013-6/4,1,True,2013-6/4,2,2013-6/4, Allow easier usage of OTP-standalone
434,2013-6/4,2013-6/4,12,True,2013-6/4,2,2013-6/4,Ban stops
12,2013-6/5,2013-6/5,6,True,2013-6/5,4,2013-6/5,bug fix in GenericLocation.
1,2013-7/5,2013-6/5,1,False,,2,2013-6/5,"bug fix in the Route Matcher, the bug cause the routingContext to store ..."
71,2013-6/9,2013-6/9,10,True,2013-6/9,2,2013-6/9,Fix reverse traversal turn cost bug
80,2013-6/9,2013-6/9,23,True,2013-6/9,2,2013-6/9,Refactor code in PlainStreetEdge.java and Timetable.java
29,2013-10/14,2013-6/14,15,False,,1,2013-6/14,Fix the computation of the end time of the last leg
100,2013-6/18,2013-6/18,66,True,2013-6/18,5,2013-6/18,Story #6738 - User sees realtime delays in UI
0,2013-6/18,2013-6/18,0,True,2013-6/18,2,2013-6/18,Make the leaflet client the default front-end for the otp-standalone
77230,2013-7/18,2013-6/18,1911,False,,2,2013-6/18,On-board depart (server development).
33,2013-7/19,2013-6/19,10,True,2013-7/19,2,2013-6/19,Expose walk reluctance parameter to API
1091,2013-7/24,2013-6/24,176,True,2013-7/24,2,2013-6/24,Transfer specificity
0,2013-7/25,2013-6/25,1,True,2013-7/25,2,2013-6/25,opentripplanner-leaflet-client/src/main/webapp/index.html
142,2013-7/25,2013-6/25,17,True,2013-7/25,3,2013-6/25,leaflet-client: Add metic support
50,2013-7/25,2013-6/25,2,False,,3,2013-6/25,leaflet-client: Added some debug tools
195,2014-9/26,2013-6/26,27,False,,3,2013-6/26,Cancelled trips excluded from the results
10,2013-7/30,2013-6/30,14,True,2013-7/30,2,2013-6/30,Set out correct departure delay for leg
1,2013-7/30,2013-6/30,1,True,2013-7/30,2,2013-6/30,Leaflet: set encoding
4,2013-7/2,2013-7/2,2,True,2013-7/2,2,2013-7/2,"Specify what the documentation of arrivalDelay, departureDelay"
236,2013-7/2,2013-7/2,56,False,,3,2013-7/2,Transfer penalty
94,2013-7/2,2013-7/2,39,True,2013-7/2,2,2013-7/2,Transfer penalty
168,2013-7/4,2013-7/4,14,True,2013-7/4,2,2013-7/4,Test trip to trip transfers
1,2013-7/4,2013-7/4,1,True,2013-7/4,2,2013-7/4,Real-time: fix NPE when using frequency-based trip.
92,2013-7/5,2013-7/5,77,True,2013-7/5,2,2013-7/5,Merge trip index for real-time and on-board depart. #1118
159,2013-7/8,2013-7/8,71,True,2013-7/8,2,2013-7/8,Transfer trip to trip dynamic
52,2013-7/9,2013-7/9,1,True,2013-7/9,2,2013-7/9,Add flag to itinerary in trip planning result: walkLimitExceeded
14,2013-7/11,2013-7/11,2,True,2013-7/11,3,2013-7/11,Add platformcode to API output
819,2013-7/16,2013-7/16,79,True,2013-7/16,2,2013-7/16,Transfer stop to stop
10,2013-7/17,2013-7/17,1,True,2013-7/17,3,2013-7/17,Add recovery from fatal errors to standalone OTP
6,2013-7/18,2013-7/18,16,True,2013-7/18,2,2013-7/18,Graph service: remove decorator pattern.
3,2013-7/18,2013-7/18,3,True,2013-7/18,2,2013-7/18,Table trip pattern fix
132,2013-8/19,2013-7/19,10,False,,3,2013-7/19,Added API method in the Router API to save graph to disk
328,2013-7/22,2013-7/22,24,True,2013-7/22,2,2013-7/22,Trip selection web-service for on-board depart.
12465,2013-8/26,2013-7/26,2866,False,,3,2013-7/26,Gtfs realtime base
131,2013-7/26,2013-7/26,0,True,2013-7/26,2,2013-7/26,Add simple geometry statistics graph builder.
2250,2013-8/29,2013-7/29,541,True,2013-8/29,3,2013-7/29,Generate itinerary
5,2013-7/30,2013-7/30,0,True,2013-7/30,2,2013-7/30,Add the option to set transfersTxtDefinesStationPaths option to use the ...
1312,2013-8/2,2013-8/2,119,True,2013-8/2,3,2013-8/2,Runtime configuration of graph (real-time / bike rental connectors) from properties files.
196,2013-8/3,2013-8/3,84,True,2013-8/3,2,2013-8/3,Backward traversal
29,2013-8/4,2013-8/4,1,True,2013-8/4,2,2013-8/4,Add frequency-based trips to transit index
216,2013-8/5,2013-8/5,91,True,2013-8/5,2,2013-8/5,Merge modules
40,2013-8/5,2013-8/5,1,True,2013-8/5,2,2013-8/5,Fix crash with street name beginning with '(' and add related tests
1,2013-8/5,2013-8/5,1,True,2013-8/5,2,2013-8/5,"Fix ""unbuilt"" highways being included for routing"
1,2013-8/12,2013-8/12,1,True,2013-8/12,2,2013-8/12,Correct code comment config example.
7,2013-8/12,2013-8/12,2,True,2013-8/12,2,2013-8/12,Add default way properties and fare service
32,2013-8/16,2013-8/16,0,True,2013-8/16,3,2013-8/16,Define board costs (in merge_modules branch)
138,2013-8/16,2013-8/16,13,True,2013-8/16,3,2013-8/16,Added API method in the Router API to save graph to disk (in merge_modules branch)
121,2013-8/16,2013-8/16,6,True,2013-8/16,2,2013-8/16,Ban stops hard (in merge_modules branch)
247,2013-8/16,2013-8/16,37,True,2013-8/16,3,2013-8/16,assorted bugfixes + improvments
4,2013-8/16,2013-8/16,2,True,2013-8/16,2,2013-8/16,fix #1215 / Avoid ConcurrentModification during iteration
2,2014-9/17,2013-8/17,0,False,,3,2013-8/17,Standalone patchservice
495,2013-9/26,2013-8/26,88,True,2013-9/26,2,2013-8/26,Implement onboard departure based on time instead of position 
1954,2013-9/28,2013-8/28,1786,True,2013-9/28,2,2013-8/28,Realtime updater design and configuration
99,2014-3/2,2013-9/2,41,False,,4,2013-9/2,GTFS-rt stuff (mostly)
176,2013-9/3,2013-9/3,23,True,2013-9/3,2,2013-9/3,Long distance parser test
19,2013-9/3,2013-9/3,2,True,2013-9/3,3,2013-9/3,Alerts
17,2013-9/4,2013-9/4,16,True,2013-9/4,2,2013-9/4, Onboard real-time
8,2013-9/4,2013-9/4,2,True,2013-9/4,2,2013-9/4,Fix tests
95,2013-9/4,2013-9/4,0,True,2013-9/4,2,2013-9/4,Added German translations for message properties.
37,2013-9/5,2013-9/5,1,True,2013-9/5,4,2013-9/5,Add error code for when no graph could be found
4,2013-9/6,2013-9/6,4,False,,3,2013-9/6,fix #1244
9,2013-9/7,2013-9/7,11,True,2013-9/7,2,2013-9/7,Fix the long distance path parser
51,2013-9/9,2013-9/9,2,True,2013-9/9,2,2013-9/9,Fix NaN bug in OnBoardDepartServiceImpl
313,2013-9/9,2013-9/9,146,True,2013-9/9,2,2013-9/9,Onboard itinerary fixes
27,2013-9/11,2013-9/11,27,False,,2,2013-9/11,Correctly handle GTFS-rt alerts without a TimeRange
78,2013-9/12,2013-9/12,161,False,,2,2013-9/12,Agency
215,2013-9/12,2013-9/12,215,False,,3,2013-9/12,Stop data
347,2013-9/12,2013-9/12,256,False,,3,2013-9/12,Onboard station
8,2013-9/16,2013-9/16,1,False,,3,2013-9/16,Allow paths that consist of a single transfer
201,2013-9/18,2013-9/18,79,False,,2,2013-9/18,Parent station vertices
165,2013-11/21,2013-9/21,5,False,,2,2013-9/21,Bike switching penalty
8,2013-11/23,2013-9/23,4,False,,2,2013-9/23,Improve walk reluctance documentation
7,2013-10/3,2013-10/3,7,True,2013-10/3,2,2013-10/3,"Add project prefix to pom.xml, to make Maven happy"
27,2013-10/3,2013-10/3,1,True,2013-10/3,2,2013-10/3,Dwell edges
1097,2014-9/8,2013-10/8,299,False,,3,2013-10/8,fix #1222
1894,2013-11/16,2013-10/16,2523,True,2013-11/16,2,2013-10/16,GTFS-RT
1,2014-9/20,2013-10/20,1,False,,2,2013-10/20,Make analyst widget's button row non-draggable
4,2014-9/20,2013-10/20,9,False,,2,2013-10/20,Proper Analyst Refresh
28,2013-11/21,2013-10/21,13,False,,2,2013-10/21,Add timeout to interleaved bidirectional weight heuristic
13,2013-11/23,2013-10/23,6,True,2013-11/23,2,2013-10/23,Tests and fix for Places
191,2013-11/30,2013-10/30,27,True,2013-11/30,2,2013-10/30,Real-time interlining
107,2013-11/4,2013-11/4,59,True,2013-11/4,2,2013-11/4,Stop background threads after webapp stop/reload.
41,2013-11/5,2013-11/5,38,True,2013-11/5,2,2013-11/5,"French translation, remove warning."
2707,2013-12/5,2013-11/5,16,True,2013-12/5,2,2013-11/5,New vector isochrone generation.
41,2013-11/6,2013-11/6,3,True,2013-11/6,2,2013-11/6,Bike speed
459,2013-11/10,2013-11/10,25,True,2013-11/10,2,2013-11/10,"Support for the new ""bikes_allowed"" field in routes.txt and trips.txt."
3764,2013-11/12,2013-11/12,3063,True,2013-11/12,4,2013-11/12,All the MMRI-RT stuff in one pull request
1572,2013-12/29,2013-11/29,262,True,2013-12/29,5,2013-11/29,Transit Index
7,2013-12/6,2013-12/6,4,False,,3,2013-12/6,add default first stop
6,2014-4/7,2013-12/7,1,True,2014-4/7,2,2013-12/7,add references for stopTimesForTrip
5,2013-12/8,2013-12/8,7,True,2013-12/8,2,2013-12/8,Changed README to markdown; changed titles
318,2014-2/18,2014-1/18,439,True,2014-2/18,2,2014-1/18,otp-core: Removing maputils and replacing with guava
44,2014-2/3,2014-2/3,15,True,2014-2/3,2,2014-2/3,"Bugfix for the ""other than preferred routes penalty"" computation"
4062,2014-2/3,2014-2/3,225,True,2014-2/3,5,2014-2/3,Backport
1,2014-2/3,2014-2/3,1,True,2014-2/3,2,2014-2/3,Add dirname so that OTP can be run from any path.
167,2014-2/6,2014-2/6,5,True,2014-2/6,2,2014-2/6,CSVPopulation projection support.
8,2014-4/10,2014-3/10,6,True,2014-4/10,2,2014-3/10,change headers to standard READMEs; fix wiki link
4627,2014-3/17,2014-3/17,430,True,2014-3/17,5,2014-3/17,Development for Marseille/DREAL project.
464,2014-4/26,2014-3/26,194,True,2014-4/26,3,2014-3/26,mmri-rt - changes cherry-picked from bplanner
2,2014-3/26,2014-3/26,2,False,,3,2014-3/26,Use long instead of int to prevent overflow.
6054,2014-4/4,2014-4/4,2468,True,2014-4/4,7,2014-4/4,MMRI-RT
28,2014-4/4,2014-4/4,27,True,2014-4/4,2,2014-4/4,Fixing hardcodded english time/date format
3,2014-4/10,2014-4/10,3,True,2014-4/10,2,2014-4/10,Fixes for non trimet OTP usage
390,2014-4/19,2014-4/19,0,True,2014-4/19,2,2014-4/19,Add Catalan translation
474,2014-4/22,2014-4/22,178,True,2014-4/22,3,2014-4/22,Add streetful stop linker (addresses #1348 and #1355)
468,2014-4/23,2014-4/23,0,True,2014-4/23,2,2014-4/23,German locale for otp-leaflet-client
1272,2014-5/21,2014-5/21,177,False,,3,2014-5/21,keep on adding i18n support to otp-leaflet-client + Italian translation
3,2014-5/22,2014-5/22,2,True,2014-5/22,2,2014-5/22,"Use @InjectParam for Jersey, not @Autowired."
29,2014-5/23,2014-5/23,0,True,2014-5/23,2,2014-5/23,Make waitReluctance and waitAtBeginningFactor adjustable per request
11489,2014-6/25,2014-5/25,1080,False,,2,2014-5/25,Gettext localization
4,2014-8/3,2014-6/3,1,True,2014-8/3,3,2014-6/3,fixes #1419 with last xhr check and request delay
1,2014-6/15,2014-6/15,0,True,2014-6/15,2,2014-6/15,Fix NPE with certain GTFS files
10,2014-9/16,2014-6/16,12,True,2014-9/16,2,2014-6/16,Use numItineraries in GenericAStar
141,2014-6/16,2014-6/16,3,True,2014-6/16,4,2014-6/16,Use OpenStreetMap data to improve linking of transit stops
14,2014-6/18,2014-6/18,0,True,2014-6/18,2,2014-6/18,Add equals and hashCode to OSMLevel
573,2014-9/23,2014-6/23,42,False,,2,2014-6/23,RFC: Point of interest data and routing
2,2014-6/23,2014-6/23,0,True,2014-6/23,3,2014-6/23,Fix NPE in DCFareCalculator
335,2014-6/24,2014-6/24,79,False,,2,2014-6/24,Isochrone fixes - #1436
32,2014-6/27,2014-6/27,5,True,2014-6/27,2,2014-6/27,Make long distance mode compatible with existing pathways.
13,2014-6/27,2014-6/27,6,True,2014-6/27,3,2014-6/27,  Time format localization bug & fix master branch
11573,2014-8/30,2014-6/30,1554,True,2014-8/30,3,2014-6/30,Gettext localization master
8,2014-8/1,2014-7/1,4,True,2014-8/1,2,2014-7/1,Implements the option --preFlight
14,2014-9/3,2014-7/3,2,True,2014-9/3,2,2014-7/3,Fixed handling of time zones for Routing Requests in REST API (#1373)
28,2014-9/3,2014-7/3,0,False,,2,2014-7/3,Per feature req #1445 - extended the REST API for routing requests
2,2014-9/3,2014-7/3,2,False,,2,2014-7/3,Adding patch to the Isochrone web API function to allow using custom routerID
3,2014-9/3,2014-7/3,2,False,,2,2014-7/3,Fix Bike Rental and REST url for leaflet-client
11,2014-9/3,2014-7/3,1,False,,2,2014-7/3,A few changes to fix bike rental support
58,2014-8/8,2014-7/8,0,True,2014-8/8,2,2014-7/8,Adds wheelchair accesible trip option to frontend
16,2014-8/12,2014-7/12,6,True,2014-8/12,2,2014-7/12,"Updating the Tile class getLegend function, so that the colour bar max a..."
237,2014-9/14,2014-7/14,74,False,,2,2014-7/14,Changes to analyst to allow selection of one of multiple loaded graphs to use.
4,2014-8/21,2014-7/21,0,True,2014-8/21,2,2014-7/21,Adding the geotools shapefile dependency (which was in prev 0.9.1 versio...
1,2014-8/30,2014-7/30,1,True,2014-8/30,2,2014-7/30,Fixes missing analyst legend
429,2014-8/18,2014-8/18,385,False,,4,2014-8/18,Adds localization for Wheelchair option
250,2014-8/21,2014-8/21,290,True,2014-8/21,4,2014-8/21,Updated french translation
573,2014-8/26,2014-8/26,564,True,2014-8/26,2,2014-8/26,Converted French PO to JS
19,2014-8/27,2014-8/27,12,True,2014-8/27,2,2014-8/27,"Update Gradle build, fix few issues."
75,2014-9/31,2014-8/31,16,False,,2,2014-8/31,Improve linking
1169,2014-9/1,2014-9/1,52,True,2014-9/1,2,2014-9/1,Slippy tile graph inspector
17,2014-9/2,2014-9/2,7,True,2014-9/2,2,2014-9/2,"Add ""--autoScan"" option to activate the auto-scan/reload graph service."
90,2014-9/2,2014-9/2,12,True,2014-9/2,3,2014-9/2,Bordeaux VCUB bike rental API implementation
87,2014-9/3,2014-9/3,15,True,2014-9/3,2,2014-9/3,Improve linking between OSM and GTFS data
316,2014-9/9,2014-9/9,133,True,2014-9/9,2,2014-9/9,Graph statistics
13,2016-6/11,2014-9/11,2,False,,5,2014-9/11,Added initial support to updated timetables for trips/[tripId]/stoptimes transit index call.
1066,2014-9/12,2014-9/12,162,True,2014-9/12,2,2014-9/12,Geometry optimizations
9,2014-9/13,2014-9/13,9,True,2014-9/13,3,2014-9/13,Fix for Bikeshare module
3,2014-9/20,2014-9/20,6,True,2014-9/20,2,2014-9/20,update repository list to use conveyal repo instead of opengeo for branch 0.11.x
39,2014-9/21,2014-9/21,0,False,,3,2014-9/21,How to get started
933,2014-9/25,2014-9/25,411,True,2014-9/25,2,2014-9/25,"PlainStreetEdge optimizations: elevation packing, bit field, no notes set"
10,2014-9/26,2014-9/26,2,True,2014-9/26,2,2014-9/26,Fix #1541 - skip transit edges in spatial index.
282,2014-9/26,2014-9/26,111,True,2014-9/26,2,2014-9/26,Add a generic street notes source interface.
1,2014-9/27,2014-9/27,5,True,2014-9/27,2,2014-9/27,Fix #1544
141,2014-10/30,2014-9/30,439,True,2014-10/30,3,2014-9/30,Reuse geometry for back-edge when geometry is reversed.
237,2014-10/3,2014-10/3,203,True,2014-10/3,2,2014-10/3,Remove elevationProfileSegment pointer from StreetEdge
82,2014-10/7,2014-10/7,166,True,2014-10/7,2,2014-10/7,Merge ElevationProfileSegment into StreetWithElevationEdge.
1231,2014-10/9,2014-10/9,942,True,2014-10/9,2,2014-10/9,"Refactor GraphService, graph auto-scan and auto-reload."
280,2016-7/18,2014-10/18,37,False,,3,2014-10/18,config.js vars for colours and opacity and exclusion of elements of the ...
2563,2014-10/23,2014-10/23,1925,True,2014-10/23,3,2014-10/23,"Split OSMGraphBuilder, support for unconnected P+R areas (#1562)"
30,2014-11/27,2014-10/27,1,True,2014-11/27,2,2014-10/27,Minor fixes
302,2014-12/27,2014-10/27,0,True,2014-12/27,3,2014-10/27,Add a dynamic WFS-based graph updater for adding notes on street edges
63,2014-11/27,2014-10/27,0,True,2014-11/27,2,2014-10/27,Add inspector tile renderer for debugging wheelchair accessibility
117,2014-11/30,2014-10/30,104,True,2014-11/30,3,2014-10/30,Move TurnRestriction List from StreetEdge to Graph
157,2014-11/30,2014-10/30,3,True,2014-11/30,2,2014-10/30,Added automatic generation of inspector layers menu
