"['title']","['url']","['createdAt']","['closedAt']"
"Cannot correctly implement the RowLevelSecurityProvider interface for the getFetchRestrictionRoot method","https://github.com/BroadleafCommerce/BroadleafCommerce/issues/1541","2015-9/16","2019-5/2"
"Not able to remove product if the product is added to order","https://github.com/BroadleafCommerce/BroadleafCommerce/issues/1543","2015-10/7","2019-5/2"
"No  information is provided when Password Change successfully for Site ","https://github.com/BroadleafCommerce/BroadleafCommerce/issues/1544","2015-10/15","2019-5/2"
"Not able to sort in REST ","https://github.com/BroadleafCommerce/BroadleafCommerce/issues/1545","2015-10/16","2019-5/2"
"Problem with adding additional skus for a product with product options","https://github.com/BroadleafCommerce/BroadleafCommerce/issues/1546","2015-10/22","2019-5/2"
"java.lang.NoClassDefFoundError: org/apache/maven/shared/utils/cli/javatool/JavaToolException","https://github.com/BroadleafCommerce/BroadleafCommerce/issues/1549","2015-12/17","2016-2/18"
"Admin site not working where as Site is working. What's the issue ?","https://github.com/BroadleafCommerce/BroadleafCommerce/issues/1551","2016-1/21","2016-1/21"
"EDITS: OMS Landing Page ","https://github.com/BroadleafCommerce/BroadleafCommerce/issues/1553","2016-2/2","2016-2/2"
"Structured content ""category"" attribute not work","https://github.com/BroadleafCommerce/BroadleafCommerce/issues/1555","2016-3/3","2019-5/2"
"Is this repository still active?","https://github.com/BroadleafCommerce/BroadleafCommerce/issues/1558","2016-3/8","2016-3/8"
"Security vulnerability in Apache Commons Collections dependency","https://github.com/BroadleafCommerce/BroadleafCommerce/issues/1559","2016-3/10","2016-3/10"
"java.io.tmpdir","https://github.com/BroadleafCommerce/BroadleafCommerce/issues/1560","2016-4/17","2017-7/31"
"Deploying sources of artifacts into broadleaf maven repository","https://github.com/BroadleafCommerce/BroadleafCommerce/issues/1561","2016-6/28","2019-5/2"
"extends productImpl throw exception ","https://github.com/BroadleafCommerce/BroadleafCommerce/issues/1562","2016-7/4","2016-7/4"
"Excluded Search Facets are never filtered out from parent facets even if configured in child categories","https://github.com/BroadleafCommerce/BroadleafCommerce/issues/1563","2016-7/4","2019-5/2"
"WhitePaper Download Error","https://github.com/BroadleafCommerce/BroadleafCommerce/issues/1564","2016-7/8","2016-7/8"
"DATE_UPDATED","https://github.com/BroadleafCommerce/BroadleafCommerce/issues/1565","2016-7/17","2016-7/18"
"Facets for product options don't work (and a proposed solution)","https://github.com/BroadleafCommerce/BroadleafCommerce/issues/1566","2016-8/11","2019-5/2"
"Why Broadleaf Commerce framework 5.0 source code is not available to download?","https://github.com/BroadleafCommerce/BroadleafCommerce/issues/1567","2016-8/13","2016-8/15"
"Interest in latest Hibernate and Spring?","https://github.com/BroadleafCommerce/BroadleafCommerce/issues/1569","2016-10/5","2019-5/2"
"SKU cannot be added to cart, quantity available null","https://github.com/BroadleafCommerce/BroadleafCommerce/issues/1570","2016-10/18","2019-5/2"
"How to do I run the application inside the local environment?","https://github.com/BroadleafCommerce/BroadleafCommerce/issues/1571","2016-10/24","2016-10/24"
"rollback deployment","https://github.com/BroadleafCommerce/BroadleafCommerce/issues/1573","2016-11/8","2019-5/2"
"Can create a submitted order with “Amount Paid” not matching “Grand Total”","https://github.com/BroadleafCommerce/BroadleafCommerce/issues/1574","2016-11/28","2019-5/2"
"BLC @ github is on version 4.0.11 (9+ months old) while most recent version is 5.1.0","https://github.com/BroadleafCommerce/BroadleafCommerce/issues/1575","2017-1/19","2017-1/19"
"The question about how to make a Chinese localization","https://github.com/BroadleafCommerce/BroadleafCommerce/issues/1576","2017-1/22","2019-9/30"
"Filter Product Options by the SKU Option Value XREF","https://github.com/BroadleafCommerce/BroadleafCommerce/issues/1577","2017-2/8","2019-5/2"
"assetGrid was not defined, may be 'assetGrid.js' is lost.","https://github.com/BroadleafCommerce/BroadleafCommerce/issues/1578","2017-2/28","2019-5/2"
"XML merge fails for RuntimeEnvironmentPropertiesConfigurer","https://github.com/BroadleafCommerce/BroadleafCommerce/issues/1579","2017-3/2","2017-3/2"
"where to get 5.1.1  source codes?","https://github.com/BroadleafCommerce/BroadleafCommerce/issues/1580","2017-3/10","2017-7/28"
"Page field translations via admin ui persist with wrong entity type","https://github.com/BroadleafCommerce/BroadleafCommerce/issues/1581","2017-3/12","2017-11/15"
"error on ProductCustomPersistenceHandler when fetch","https://github.com/BroadleafCommerce/BroadleafCommerce/issues/1582","2017-3/20","2019-5/2"
"ListGridExtensionHandler addAdditionalRowAction not being called","https://github.com/BroadleafCommerce/BroadleafCommerce/issues/1583","2017-3/20","2019-9/30"
"EntityFormAction confirmEnabledText should use MessageSource","https://github.com/BroadleafCommerce/BroadleafCommerce/issues/1584","2017-3/21","2019-9/30"
"CMS - Displaying static asset does not work","https://github.com/BroadleafCommerce/BroadleafCommerce/issues/1585","2017-4/21","2017-5/23"
"how to customize a catalog and display my products","https://github.com/BroadleafCommerce/BroadleafCommerce/issues/1586","2017-4/23","2017-4/24"
"Anonymous user fail to add to cart ""Attempting to save a customer with an id that already exists""","https://github.com/BroadleafCommerce/BroadleafCommerce/issues/1587","2017-7/10","2019-9/30"
"Is it possible to change solr to ElasticSearch?","https://github.com/BroadleafCommerce/BroadleafCommerce/issues/1636","2017-8/7","2017-8/7"
"Accented characters are not correctly displayed in admin","https://github.com/BroadleafCommerce/BroadleafCommerce/issues/1639","2017-8/7","2017-9/11"
"Checkout is broken due to NPE","https://github.com/BroadleafCommerce/BroadleafCommerce/issues/1644","2017-8/8","2017-8/11"
"Translation Service problem in recent 5.2.1-SNAPSHOT build","https://github.com/BroadleafCommerce/BroadleafCommerce/issues/1684","2017-9/7","2017-9/20"
"admin installation error in broadleaf .. please give the sollution for this","https://github.com/BroadleafCommerce/BroadleafCommerce/issues/1685","2017-9/7","2017-9/15"
"ThymeleafMessageCreator alternative on 5.2?","https://github.com/BroadleafCommerce/BroadleafCommerce/issues/1709","2017-9/27","2017-10/3"
"Compilation error: log variable cannot be resolved","https://github.com/BroadleafCommerce/BroadleafCommerce/issues/1725","2017-10/19","2017-12/28"
"can't start admin module","https://github.com/BroadleafCommerce/BroadleafCommerce/issues/1729","2017-10/23","2017-10/25"
"How to use Stand Alone Solr Server","https://github.com/BroadleafCommerce/BroadleafCommerce/issues/1734","2017-11/1","2017-11/3"
"mvn install failed in BroadleafCommerce-broadleaf-5.0.13-GA Relase.","https://github.com/BroadleafCommerce/BroadleafCommerce/issues/1735","2017-11/1","2017-12/28"
"SEO Enhancements - Canonical Urls with Pagination, Pagination Meta Tags, & Sitemap Enhancements","https://github.com/BroadleafCommerce/BroadleafCommerce/issues/1737","2017-11/3","2017-11/3"
"Doesn't Support Multi languages","https://github.com/BroadleafCommerce/BroadleafCommerce/issues/1740","2017-11/7","2017-11/8"
"uploading media asset","https://github.com/BroadleafCommerce/BroadleafCommerce/issues/1744","2017-11/14","2017-11/20"
"what is the default template loading in broadleaf","https://github.com/BroadleafCommerce/BroadleafCommerce/issues/1747","2017-11/15","2017-12/28"
"Error While Adding Products To The Cart","https://github.com/BroadleafCommerce/BroadleafCommerce/issues/1748","2017-11/16","2019-9/30"
"Broadleaf Custom controller calling failed","https://github.com/BroadleafCommerce/BroadleafCommerce/issues/1752","2017-11/24","2019-9/30"
"Run broadleafcommerce DemoSite https://localhost:8445/api [/api/v1/error] error","https://github.com/BroadleafCommerce/BroadleafCommerce/issues/1764","2017-12/28","2017-12/28"
"Question: Buildpipeline","https://github.com/BroadleafCommerce/BroadleafCommerce/issues/1766","2018-1/4","2019-10/2"
"Exception starting filter deploying API in Tomcat","https://github.com/BroadleafCommerce/BroadleafCommerce/issues/1769","2018-1/12","2018-2/22"
"Error on SolrServer.java:checkCoreStatus() when demo sites(admin,site) start","https://github.com/BroadleafCommerce/BroadleafCommerce/issues/1772","2018-1/18","2018-1/30"
"Compilation error on OptimisticLockUtils class in 5.2.x branch ","https://github.com/BroadleafCommerce/BroadleafCommerce/issues/1793","2018-2/19","2018-2/27"
"Changelog?","https://github.com/BroadleafCommerce/BroadleafCommerce/issues/1803","2018-2/27","2019-10/2"
"Order field missing","https://github.com/BroadleafCommerce/BroadleafCommerce/issues/1816","2018-3/4","2019-5/2"
"Creating a New Custom Entity Admin Application error","https://github.com/BroadleafCommerce/BroadleafCommerce/issues/1821","2018-3/8","2018-3/12"
"Offer stays applied after removing","https://github.com/BroadleafCommerce/BroadleafCommerce/issues/1823","2018-3/14","2018-3/27"
"Regarding Cross Sale at Products level","https://github.com/BroadleafCommerce/BroadleafCommerce/issues/1824","2018-3/16","2019-10/2"
"Quantity available not available for the default product sku?","https://github.com/BroadleafCommerce/BroadleafCommerce/issues/1826","2018-3/17","2018-8/7"
"[Demo Site] 5.2.2.1 GA - Unable to swap cores","https://github.com/BroadleafCommerce/BroadleafCommerce/issues/1837","2018-3/31","2019-5/2"
"丢失broadleaf-common-presentation","https://github.com/BroadleafCommerce/BroadleafCommerce/issues/1880","2018-5/5","2019-10/2"
"DemoOracleSingleLineSqlCommandExtractor does not support UPDATE statements","https://github.com/BroadleafCommerce/BroadleafCommerce/issues/1896","2018-5/22","2019-10/2"
"Internalization enhancements","https://github.com/BroadleafCommerce/BroadleafCommerce/issues/1897","2018-5/29","2018-5/30"
"Admin Filter operator allows invalid values","https://github.com/BroadleafCommerce/BroadleafCommerce/issues/1902","2018-5/31","2018-6/1"
"Multiple Validation Errors Creating a Product Breaks Selecting a Category","https://github.com/BroadleafCommerce/BroadleafCommerce/issues/1938","2018-6/20","2018-6/21"
"Regarding Spring social Integration","https://github.com/BroadleafCommerce/BroadleafCommerce/issues/1962","2018-7/18","null"
"Potential security issue","https://github.com/BroadleafCommerce/BroadleafCommerce/issues/1975","2018-8/31","2018-9/6"
"""readOtherEntitiesWithPropertyValue"" does not support read property name with dot (""."") such as ""defaultSku.name"" ","https://github.com/BroadleafCommerce/BroadleafCommerce/issues/1994","2018-10/10","2018-10/10"
"BLC_OFFER has column MARKETING_MESSASGE , should be MARKETING_MESSAGE","https://github.com/BroadleafCommerce/BroadleafCommerce/issues/2016","2018-11/8","2020-2/19"
"Add custom css file to spring boot broadleaf project","https://github.com/BroadleafCommerce/BroadleafCommerce/issues/2019","2018-11/20","2018-11/21"
"PageServiceUtility#hydrateForeignLookups does not work with polymorphic entities","https://github.com/BroadleafCommerce/BroadleafCommerce/issues/2053","2019-1/17","2019-1/17"
"Redactor -  WYSIWYG editor is not working properly","https://github.com/BroadleafCommerce/BroadleafCommerce/issues/2059","2019-2/4","2019-10/25"
"Override method is never called for controller extends AdminBasicEntityController","https://github.com/BroadleafCommerce/BroadleafCommerce/issues/2074","2019-3/6","2019-3/6"
"Application at context path [/petclinic] could not be started ","https://github.com/BroadleafCommerce/BroadleafCommerce/issues/2077","2019-3/12","2019-3/13"
"Throwing console error. After updating media  information.","https://github.com/BroadleafCommerce/BroadleafCommerce/issues/2078","2019-3/13","2019-10/2"
"Your project BroadleafCommerce/BroadleafCommerce is using buggy third-party libraries [WARNING]","https://github.com/BroadleafCommerce/BroadleafCommerce/issues/2079","2019-3/14","2019-3/14"
"Paypal Express Checkout Not working","https://github.com/BroadleafCommerce/BroadleafCommerce/issues/2087","2019-4/1","null"
"broadleaf sku.set setProductOptionValueXrefs error","https://github.com/BroadleafCommerce/BroadleafCommerce/issues/2099","2019-4/28","2019-10/2"
"Update jQuery Version - Vulnerability in Current Library","https://github.com/BroadleafCommerce/BroadleafCommerce/issues/2108","2019-5/13","2019-6/18"
"Manage volumes screen does not resize correctly","https://github.com/BroadleafCommerce/BroadleafCommerce/issues/2131","2019-6/27","2019-6/27"
"SearchFacetImpl is missing archiveStatus","https://github.com/BroadleafCommerce/BroadleafCommerce/issues/2137","2019-7/15","2019-10/2"
"where is the package org.broadleafoverrides.admin.config","https://github.com/BroadleafCommerce/BroadleafCommerce/issues/2142","2019-7/27","2019-9/14"
"Add externalId field to Customer ","https://github.com/BroadleafCommerce/BroadleafCommerce/issues/2174","2019-10/4","2019-10/4"
"Demo admin : from edit page back to the list page ajax loop loading issue","https://github.com/BroadleafCommerce/BroadleafCommerce/issues/2177","2019-10/13","null"
