"['title']","['createdAt']","['closedAt']","['publishedAt']","['merged']","['mergedAt']"
"Focus terminal after dragging a file to terminal","2020-4","2020-4","2020-4",True,"2020-4"
"Allow ./ prefix for file","2020-4","2020-5","2020-4",False,"null"
"Focus next item in list after removing breakpoint","2020-4","2020-5","2020-4",True,"2020-5"
"Introduce `files.maxMemoryForClosedFilesUndoStackMB`","2020-4","2020-4","2020-4",True,"2020-4"
"Update npm script compile-extension:typescript-language-features","2020-4","2020-4","2020-4",True,"2020-4"
"Make char position optional in TS stack","2020-4","2020-4","2020-4",True,"2020-4"
"Fix command `scm.mainPane.focus` does not focus Source Control Providers view","2020-4","2020-4","2020-4",True,"2020-4"
"web - add fallback to security exception for clipboard access","2020-4","2020-4","2020-4",True,"2020-4"
"add <path>:line <line> goto pattern #95856","2020-4","2020-5","2020-4",True,"2020-5"
"Update link for automated issue management actions repository","2020-4","2020-4","2020-4",True,"2020-4"
"Fix task recents for contributed tasks","2020-4","2020-4","2020-4",True,"2020-4"
"Use dropdown.background color in debug dropdown","2020-4","2020-5","2020-4",True,"2020-5"
"Fix quick-pick pill vertical alignment issue","2020-4","2020-4","2020-4",False,"null"
"1.45 settings description typos","2020-4","2020-4","2020-4",True,"2020-4"
"Language selector action and Cell toolbar are overlapping","2020-4","2020-4","2020-4",False,"null"
"Opt in syncing global state","2020-4","2020-4","2020-4",True,"2020-4"
"Clear out stale CSS style properties on webview","2020-4","2020-5","2020-4",True,"2020-5"
"Bugfix change","2020-4","2020-4","2020-4",False,"null"
"Set token if either the value or provider has changed","2020-4","2020-4","2020-4",True,"2020-4"
"Fixes #95162: preLaunchTask should complete before resolveDebugConfig…","2020-5","2020-8","2020-5",False,"null"
"New Option: editor.deleteAllLeadingBlankCharacters","2020-5","2020-11","2020-5",False,"null"
"Fix vertical alignment for quick-input count","2020-5","2020-5","2020-5",False,"null"
"test","2020-5","2020-5","2020-5",False,"null"
"Fix custom action registration id","2020-5","2020-5","2020-5",False,"null"
"Fix #90897: check whole line for decreaseIndentPattern","2020-5","2020-11","2020-5",False,"null"
"Distinguish a user removing a row from 'clear' in search","2020-5","2020-5","2020-5",True,"2020-5"
"chore: bump electron@7.2.4","2020-5","2020-5","2020-5",True,"2020-5"
"Text buffer in CellTextModel and hook up with Working Copy Service","2020-5","2020-5","2020-5",True,"2020-5"
"Add #96264: Checkout git with detach flag","2020-5","2020-11","2020-5",False,"null"
"chore: bump electron@7.2.4","2020-5","2020-5","2020-5",True,"2020-5"
"editor groups - resolve #96725","2020-5","2020-5","2020-5",True,"2020-5"
"improve propagating debugging arguments (#96337)","2020-5","2020-5","2020-5",True,"2020-5"
"Fix empty item in explorer after clicking on Collapse Folders action while editing new file/folder","2020-5","2020-5","2020-5",True,"2020-5"
"Sync state should be scoped per workspace in Web","2020-5","2020-5","2020-5",True,"2020-5"
"Dont scroll to revealed files option.","2020-5","2020-5","2020-5",True,"2020-5"
"Fixes #96664: Accept `number[]` besides `Uint32Array` for semantic tokens","2020-5","2020-5","2020-5",True,"2020-5"
"drag&drop a VSIX file on the extensions viewlet","2020-5","2020-5","2020-5",True,"2020-5"
"hide git ignored files in explorer","2020-5","2020-11","2020-5",False,"null"
"Make image/dockerfile/dockerComposeFile optional","2020-5","2020-5","2020-5",True,"2020-5"
"Update onDidChangeTreeData event type, fixes #96932","2020-5","2020-5","2020-5",True,"2020-5"
"Debug: indicate to title when debug breakpoint is hit (Web)","2020-5","2020-5","2020-5",True,"2020-5"
"Prevent aggressive image name encoding","2020-5","2020-5","2020-5",True,"2020-5"
"Restore and fix macOS dark text selection cursor","2020-5","2020-5","2020-5",True,"2020-5"
"Use system-ui alias for UI fonts (fixes #10144)","2020-5","2020-5","2020-5",True,"2020-5"
"Make remote status bar item flush with activity bar","2020-5","2020-5","2020-5",False,"null"
"Use generic for providers with resolve methods","2020-5","2020-5","2020-5",True,"2020-5"
"Open in background on vscode.[open|openWith|diff]","2020-5","2020-6","2020-5",True,"2020-6"
"Force custom editors wrapper element in diff view to have 100% height","2020-5","2020-5","2020-5",True,"2020-5"
"Use dropdown.background color in debug dropdown container","2020-5","2020-5","2020-5",True,"2020-5"
"Fix task instance limit","2020-5","2020-5","2020-5",True,"2020-5"
"Apply scroll area to hover content, not status bar","2020-5","2020-5","2020-5",True,"2020-5"
"Clean up search view dirty state","2020-5","2020-5","2020-5",True,"2020-5"
"Notebook document creation from UI side and hot exit","2020-5","2020-5","2020-5",True,"2020-5"
"List: re-anounce element when focus did not change on typing","2020-5","2020-5","2020-5",True,"2020-5"
"Adopt xterm provideLink -> provideLinks API change","2020-5","2020-5","2020-5",True,"2020-5"
"create spdlog service after workbench is restored","2020-5","2020-5","2020-5",True,"2020-5"
