"['title']","['createdAt']","['closedAt']","['publishedAt']","['merged']","['mergedAt']"
"Fixed a bug where action-items in git-viewlet changes-view was vertic…","2016-2","2016-2","2016-2",False,"null"
"Adds sort lines (ascending and descending) command","2016-2","2016-3","2016-2",True,"2016-3"
"Fixes Markdown header highlighting rule","2016-2","2016-6","2016-2",False,"null"
"Add support for jsonSchema integer type in Intellisense","2016-2","2016-2","2016-2",True,"2016-2"
"Match longer JavaScript operators first to support ligatures.","2016-2","2016-2","2016-2",False,"null"
"Fixed typo in json parser","2016-2","2016-2","2016-2",True,"2016-2"
"Hide frontmatter in Markdown Preview","2016-2","2016-11","2016-2",False,"null"
"fix TextEditorOptions declaration - fixes #2797","2016-2","2016-2","2016-2",True,"2016-2"
"Add gulp tasks to build deb packages","2016-2","2016-2","2016-2",True,"2016-2"
"Add Vagrantfile as a ruby language file extension","2016-2","2016-2","2016-2",False,"null"
"Add indent based code folding","2016-2","2016-2","2016-2",True,"2016-2"
"Make OSS product long name actually long","2016-2","2016-2","2016-2",False,"null"
"refactor AIAdatper out of ai telemetry appender","2016-2","2016-2","2016-2",True,"2016-2"
"Adding optout option for telemetry","2016-2","2016-2","2016-2",True,"2016-2"
"Fixed small bug related to issue #2662.","2016-2","2016-2","2016-2",True,"2016-2"
"Extension tips","2016-2","2016-2","2016-2",False,"null"
"Add Error List","2016-2","2016-2","2016-2",True,"2016-2"
"debug: telemetry key contributed by debug adapters","2016-2","2016-2","2016-2",True,"2016-2"
"some mistake in writing in folding.ts","2016-2","2016-2","2016-2",False,"null"
"Merge remote-tracking branch 'refs/remotes/Microsoft/master'","2016-2","2016-2","2016-2",False,"null"
"Forward arguments in the shell script correctly: use ""$@"" instead of $*","2016-2","2016-2","2016-2",True,"2016-2"
"Fix code folding keyboard mix up","2016-2","2016-2","2016-2",False,"null"
"vscode.d.ts: workspace.rootPath is read-only","2016-2","2016-2","2016-2",True,"2016-2"
"Added tslint to the hygiene pre-commit check","2016-2","2016-2","2016-2",True,"2016-2"
"add support for restarting debug session","2016-2","2016-2","2016-2",True,"2016-2"
"Change accelerator key for menu item: User Snippets from 'U' to 'S'","2016-2","2016-2","2016-2",True,"2016-2"
"Add ""launch""-type config to launch.json","2016-2","2016-2","2016-2",True,"2016-2"
"Fix opening code via command line using relative paths","2016-2","2016-2","2016-2",True,"2016-2"
"New extension tips for php, ts, py, cc, rs","2016-2","2016-2","2016-2",False,"null"
"Enabling high contrast dark theme on all platforms + hc-dark improvements","2016-2","2016-2","2016-2",True,"2016-2"
"Updated Swift Autocompletion Syntax","2016-2","2016-2","2016-2",True,"2016-2"
"Update Rust Syntax to Fix Ligatures","2016-2","2016-2","2016-2",False,"null"
"File and folder icon theme feature","2016-2","2016-5","2016-2",False,"null"
"Merge pull request #1 from Microsoft/master","2016-2","2016-2","2016-2",False,"null"
"Merge pull request #1 from Microsoft/master","2016-2","2016-2","2016-2",False,"null"
"Adds the new icons to code folding","2016-2","2016-2","2016-2",True,"2016-2"
"vscode","2016-2","2016-2","2016-2",False,"null"
"Adds custom terminal launch settings","2016-2","2016-4","2016-2",True,"2016-4"
"Register the apt repository as a source for official .deb builds","2016-2","2016-2","2016-2",True,"2016-2"
"Add text-decoration: none to intellisense","2016-2","2016-2","2016-2",True,"2016-2"
"Highlight CSS property values in Dark+","2016-2","2016-2","2016-2",True,"2016-2"
"Associate .xhtml with HTML language mode","2016-2","2016-2","2016-2",True,"2016-2"
"Fix css transition of folding icons","2016-2","2016-6","2016-2",True,"2016-6"
"Simplify test script definition in package.json","2016-3","2016-3","2016-3",True,"2016-3"
"Use local version of gulp in build steps","2016-3","2016-3","2016-3",True,"2016-3"
"Added telemetry for debugging scenarios","2016-3","2016-3","2016-3",True,"2016-3"
"Use local version of gulp in ./scripts/code.sh","2016-3","2016-3","2016-3",True,"2016-3"
"Ionic HTML Intellisense","2016-3","2016-3","2016-3",True,"2016-3"
"Allow file name to language associations via settings (fixes #3612, #2883)","2016-3","2016-3","2016-3",True,"2016-3"
"vscode gitignore updated. Added typings directory.","2016-3","2016-3","2016-3",False,"null"
"[go syntax] Don't treat multiline `var` specially","2016-3","2016-3","2016-3",True,"2016-3"
"Adding descriptions of Ionic HTML tags","2016-3","2016-3","2016-3",True,"2016-3"
"Remove highlighting of ""variable declaration"" in rust highlighter","2016-3","2016-3","2016-3",False,"null"
"add the `extensions` folder to gitignore to prevent accidental commits","2016-3","2016-3","2016-3",False,"null"
"[WIP] add a visual divider between gutter (glyph area) and code area","2016-3","2016-3","2016-3",False,"null"
"use os-specific EOL while creating the copyrightHeader for hygiene checks","2016-3","2016-3","2016-3",False,"null"
"use os-specific EOL while creating the copyrightHeader for hygiene checks","2016-3","2016-3","2016-3",False,"null"
"fix activate extension telemetry event to include","2016-3","2016-3","2016-3",True,"2016-3"
"Extension status bar improvements & polish","2016-3","2016-3","2016-3",True,"2016-3"
"Fixes #3650: Support stop-all-threads mode debugging for multi-thread…","2016-3","2016-3","2016-3",True,"2016-3"
