"['title']","['createdAt']","['closedAt']","['publishedAt']","['merged']","['mergedAt']"
"Use gallery service directly from Code","2016-4","2016-4","2016-4",True,"2016-4"
"better suggestion filtering","2016-4","2016-4","2016-4",True,"2016-4"
"Provide an option to stop scrolling revealing active file in explorer (fixes #3062)","2016-4","2016-4","2016-4",False,"null"
"#78 gitignored files not displayed on explorer view by default","2016-4","2016-4","2016-4",False,"null"
"Provide API to open a new folder (fixes #58)","2016-4","2016-4","2016-4",True,"2016-4"
"Add ""new window"" action to code.desktop","2016-4","2016-4","2016-4",True,"2016-4"
"correct german translation for ""warning"" message label","2016-4","2016-4","2016-4",False,"null"
"Improve block cursor's visibility.","2016-4","2016-4","2016-4",False,"null"
"Joh/webview","2016-4","2016-4","2016-4",True,"2016-4"
"fix missing semi colon, and remove double task terminateProcess","2016-4","2016-4","2016-4",True,"2016-4"
"Linux update notifications","2016-4","2016-4","2016-4",True,"2016-4"
"Extension management in editor part","2016-4","2016-6","2016-4",True,"2016-6"
"Fixed wrong reference in config description","2016-4","2016-4","2016-4",True,"2016-4"
"enrich DiagnosticsCollection, pass on the actual Diagnostic-objects","2016-4","2016-4","2016-4",True,"2016-4"
"Implement open recently closed file(s) action","2016-4","2016-4","2016-4",True,"2016-4"
"Introduce a Go problem matcher","2016-4","2016-4","2016-4",True,"2016-4"
"#4746: adjusted the send a tweet's maximum character limit to accomodate hashtags and via @code.","2016-4","2016-4","2016-4",True,"2016-4"
"[Coffeescript] Fix coffeescript parse bug","2016-4","2016-4","2016-4",False,"null"
"Promote snippets over other suggestions","2016-4","2016-7","2016-4",False,"null"
"Update Dockerfile highlighting to support 'ARG'","2016-4","2016-4","2016-4",True,"2016-4"
"Remove the space between the semicolon","2016-4","2016-4","2016-4",True,"2016-4"
"Fixes #821","2016-4","2016-4","2016-4",True,"2016-4"
"optimize postinstall","2016-4","2016-4","2016-4",True,"2016-4"
"Supported .ru extension and Guardfile","2016-4","2016-4","2016-4",True,"2016-4"
"fixes #5206","2016-4","2016-4","2016-4",True,"2016-4"
"Fix C# in markdown header","2016-4","2016-4","2016-4",True,"2016-4"
"C# needs to be written using HTML codes or escaped","2016-4","2016-4","2016-4",False,"null"
"Update copyright year to 2016","2016-4","2016-4","2016-4",True,"2016-4"
"Fix link parsing for non-ASCII characters","2016-4","2016-5","2016-4",True,"2016-5"
"""コードの書式設定"" is translation error.","2016-4","2016-4","2016-4",False,"null"
"Fixed some minor issues in README.md","2016-4","2016-4","2016-4",True,"2016-4"
"Add point about Qt project file support","2016-4","2016-4","2016-4",True,"2016-4"
