"['title']","['createdAt']","['closedAt']","['publishedAt']","['merged']","['mergedAt']"
"Move the crash reporter config registration to telemetry service.","2021-8","2021-8","2021-8",False,"null"
"Lots of cleanup in to getting started.","2021-8","2021-8","2021-8",True,"2021-8"
"fix: native module bundling in universal builds","2021-8","2021-8","2021-8",True,"2021-8"
"remove .txt from stdio files so that language guessing is easier","2021-8","2021-8","2021-8",True,"2021-8"
"peek type hierarchy","2021-8","2021-8","2021-8",True,"2021-8"
"Bump up version number","2021-8","2021-8","2021-8",True,"2021-8"
"Differentiate cell unitialized and restored from cache state ","2021-8","2021-8","2021-8",True,"2021-8"
"Add: ""Close Other Repositories"" in git scm menu","2021-8","null","2021-8",False,"null"
"Fixes parameter hints should use link hover color","2021-8","2021-8","2021-8",True,"2021-8"
"Fixes suggest details should use link hover color","2021-8","2021-8","2021-8",True,"2021-8"
"Early return CursorController.setState when there are no changes","2021-8","2021-8","2021-8",True,"2021-8"
"[debugService #113742] variable display on debug session ending","2021-8","2021-8","2021-8",True,"2021-8"
"update distro","2021-8","2021-8","2021-8",True,"2021-8"
"Add terminal keybinding for cmd+. → ctrl+c to match macOS Terminal","2021-8","2021-8","2021-8",True,"2021-8"
"update distro","2021-8","2021-8","2021-8",True,"2021-8"
"Add terminal location API","2021-8","2021-8","2021-8",True,"2021-8"
"git extension: if 'git.untrackedChanges' is set to 'hidden' ignore untracked files when running 'git status' (fixes microsoft/vscode#131020)","2021-8","2022-3","2021-8",False,"null"
"Perf improvements to the ipynb serializer","2021-8","2021-8","2021-8",True,"2021-8"
"Add hover states for editor find widget","2021-8","2021-8","2021-8",True,"2021-8"
"Adding most frequently used file associations","2021-8","2021-8","2021-8",True,"2021-8"
"fix(storage): fix method typo","2021-8","2021-8","2021-8",True,"2021-8"
"Show `Install Git` step when it is not installed.","2021-8","2021-8","2021-8",False,"null"
"Added a new step when git is not installed. Fixes #125349","2021-8","2021-8","2021-8",True,"2021-8"
"Create an async only variable resolver for ext host","2021-8","2021-8","2021-8",False,"null"
"Use touch-action: none","2021-8","2021-8","2021-8",True,"2021-8"
"Add setting to specify shellArgs for the automationShell","2021-8","2021-11","2021-8",True,"2021-11"
"Introduce locked editor groups and auto-lock setting","2021-8","2021-8","2021-8",True,"2021-8"
"Allow builtin ipynb serializer to override the cache in memento.","2021-8","2021-8","2021-8",True,"2021-8"
"Update peek styles","2021-8","2021-8","2021-8",True,"2021-8"
"Added close field in vscode.d.ts interface TaskPresntationOptions","2021-8","2021-9","2021-8",True,"2021-9"
"MSRC-report.","2021-8","2021-8","2021-8",False,"null"
"Allow empty extension location for internal notebook contribution","2021-8","2021-8","2021-8",True,"2021-8"
"Use insane with notebook markdown content","2021-8","2021-8","2021-8",True,"2021-8"
"Add `interactive.input.clear` command to clear interactive window input editor","2021-8","2021-8","2021-8",True,"2021-8"
"Make sure we dispose of CellOutputViewModel","2021-8","2021-8","2021-8",True,"2021-8"
"Implement `notebook.cell.toggleOutputs` to toggle output visibility of notebook cells","2021-8","2021-8","2021-8",True,"2021-8"
"Initial draft for web-optimized walkthrough","2021-8","2021-8","2021-8",True,"2021-8"
"URL protocol: avoid unnecessary confirmation dialog on windows","2021-8","2021-9","2021-8",False,"null"
"improve workbench.editor.experimentalAutoLockGroups text","2021-8","2021-8","2021-8",True,"2021-8"
"asar - introduce alternative path to circumvent drive letter casing issues","2021-8","2021-8","2021-8",True,"2021-8"
"Web welcome banner support","2021-8","2021-8","2021-8",True,"2021-8"
"support any HTMLElement has hover content, rename from text to conten…","2021-8","2021-8","2021-8",True,"2021-8"
"Automatically start the web worker extension host","2021-8","2021-8","2021-8",True,"2021-8"
"allows inline suggestion providers to interact with the suggest widget.","2021-8","2021-8","2021-8",True,"2021-8"
"Don't restore selection from markers when there are no markers","2021-8","2021-8","2021-8",True,"2021-8"
"Ensure user can undo `interactive.input.clear`","2021-8","2021-8","2021-8",True,"2021-8"
"Show hover immediately when moving from related status bar icon (fix #129118)","2021-8","2021-9","2021-8",False,"null"
"Fixes terminal editor tab displays content from another terminal editor tab","2021-8","2021-9","2021-8",True,"2021-9"
"Add prototype of mac open command","2021-8","2021-9","2021-8",True,"2021-9"
"Highlight substrings correctly and initial exclusion support with `-`","2021-8","2021-8","2021-8",False,"null"
"Add API for setting kernelspec in ipynb files","2021-8","2021-8","2021-8",True,"2021-8"
"Fix strange behavior when scrolling downward at low-speed with trackpad","2021-8","2021-8","2021-8",True,"2021-8"
"[Standalone editor] Add support to list provided code action kinds when registering a `CodeActionProvider`","2021-8","2021-8","2021-8",True,"2021-8"
"Language status items","2021-8","2021-8","2021-8",True,"2021-8"
"Fix grammatical issues in status bar","2021-8","2021-8","2021-8",True,"2021-8"
"fix mime => metadata for renderOutputItem","2021-8","2021-8","2021-8",True,"2021-8"
"Tyler leonhardt/quick access highlight fix","2021-8","2021-8","2021-8",True,"2021-8"
"Fix `repository` field parsing in extension editing","2021-8","null","2021-8",False,"null"
"Add Citation File Format (`.cff`) to the recognized YAML file extensions","2021-8","2021-9","2021-8",True,"2021-9"
"fix(122003): set ""tabindex"" to all activity bar items so that :focus selector works","2021-8","2021-8","2021-8",False,"null"
"Fix typo in timelinePane.ts","2021-8","2021-10","2021-8",True,"2021-10"
"add support insert a table with snippet","2021-8","2021-8","2021-8",False,"null"
"Fix Drag&Drop not working in Shadow Dom","2021-8","2021-8","2021-8",True,"2021-8"
"feat(git): added `autoClosingPairs` in language configuration files","2021-8","null","2021-8",False,"null"
"Implements language configurable colorizedBracketPairs property.","2021-8","2021-8","2021-8",True,"2021-8"
"[#131407] Fix service worker version check in browsers","2021-8","2021-8","2021-8",True,"2021-8"
"Add Textmate's `strikethrough` fontStyle","2021-8","2021-8","2021-8",False,"null"
"added feature to add keybinding to Copy Command Title(fix #131350)","2021-8","2021-9","2021-8",True,"2021-9"
"feat: add asWebviewUri test with port in name","2021-8","2021-8","2021-8",True,"2021-8"
"insert task list","2021-8","2021-8","2021-8",False,"null"
"Created custom configurable/setting to ignore process names , (updated childProcessMonitor.ts and terminalConfiguration.ts) ","2021-8","2021-9","2021-8",False,"null"
"fix #131427 ignore extension contributions when populating Outline for markdown file","2021-8","2021-8","2021-8",True,"2021-8"
"Revert changes to ipynb serializer","2021-8","2021-8","2021-8",False,"null"
"`interactive.execute` should not execute empty code cells in the interactive window","2021-8","2021-8","2021-8",True,"2021-8"
"Revert ""Merge pull request #131035 from DonJayamanne/issue129370""","2021-8","2021-8","2021-8",True,"2021-8"
"Perf fixes for ipynb serializer with tests","2021-8","2021-8","2021-8",True,"2021-8"
"Changing behavior of the HTML tables/headings/cells to left aligned as default.","2021-8","2021-10","2021-8",False,"null"
"vscode don't include support for rendering defined lists by default so this would be a better to remove those snippet","2021-8","2021-8","2021-8",False,"null"
"Fixes #131508.","2021-8","2021-8","2021-8",True,"2021-8"
"Improves disposable tests","2021-8","2021-8","2021-8",True,"2021-8"
"Markdown preview to use `vscode.ViewColumn.Beside` when opening to side","2021-8","2021-8","2021-8",True,"2021-8"
"Add missing region from terminal api","2021-8","2021-8","2021-8",False,"null"
"fix: GetSessionOptions -> AuthenticationGetSessionOptions","2021-8","2021-8","2021-8",True,"2021-8"
"Associate pink whale icon from Seti theme with all `dockercompose` documents","2021-8","2021-8","2021-8",False,"null"
"Jackson/windows smoke test 86cc505c","2021-8","2021-8","2021-8",True,"2021-8"
"Fix updating notebook metadata through editor api","2021-8","2021-8","2021-8",True,"2021-8"
"Add `filenames` to `dockercompose` language to help with proper Seti icon theme mapping","2021-8","2021-8","2021-8",False,"null"
"fix #131743 add menu separator only when adding 'Run to Line'","2021-8","2021-8","2021-8",True,"2021-8"
"Fix typo in `javascript.inlayHints.propertyDeclarationTypes.enabled` description","2021-8","2021-8","2021-8",True,"2021-8"
"Fixes #131567.","2021-8","2021-8","2021-8",True,"2021-8"
"apply installation options for extensions from vsix files","2021-8","2021-9","2021-8",True,"2021-9"
"bracket pair colorizer improvements","2021-8","2021-9","2021-8",True,"2021-9"
"fix typo","2021-8","2021-8","2021-8",True,"2021-8"
"Catch model errors","2021-8","2021-8","2021-8",True,"2021-8"
"Update to latest seti-ui icon theme","2021-8","2021-8","2021-8",True,"2021-8"
"Added `ariaContainerElement` to `IStandaloneEditorConstructionOptions`","2021-8","2021-8","2021-8",True,"2021-8"
"September debt","2021-8","2021-8","2021-8",True,"2021-8"
"Refactor resolveExternalUri","2021-8","2021-8","2021-8",False,"null"
"fix for #131396","2021-8","2021-8","2021-8",True,"2021-8"
"fix the naming","2021-8","2021-8","2021-8",True,"2021-8"
