"['title']","['createdAt']","['closedAt']","['publishedAt']","['merged']","['mergedAt']"
"add shell integration setting","2022-1","2022-1","2022-1",True,"2022-1"
"Allow prominent StatusBarItem background in extensions","2022-1","2022-3","2022-1",False,"null"
"Button - convert text nodes to span when buttons supports icons","2022-1","2022-1","2022-1",False,"null"
"Button - convert text nodes to span when buttons supports icons","2022-1","2022-1","2022-1",False,"null"
"Notify user when max folds exceeded, make max folds configurable.","2022-1","2022-1","2022-1",True,"2022-1"
"Server distro: cleanup bin folder","2022-1","2022-1","2022-1",True,"2022-1"
"Refactor credentials service to main","2022-1","2022-1","2022-1",True,"2022-1"
"Fix connection token parsing","2022-1","2022-1","2022-1",True,"2022-1"
"Fixes #140392 - Implement workbench.action.exitZenMode","2022-1","2022-3","2022-1",False,"null"
"Smoke Test: forcefully kill electron if exit doesn't work","2022-1","2022-1","2022-1",True,"2022-1"
"Create an empty div.message-actions-container when no actions provided","2022-1","2022-4","2022-1",True,"2022-4"
"Update the colouring of links in banner markdown","2022-1","2022-4","2022-1",True,"2022-4"
"delegate encryption and credentials to server if we have a remote","2022-1","2022-1","2022-1",True,"2022-1"
"Bump markdown-it from 12.0.4 to 12.3.2 in /extensions/extension-editing","2022-1","2022-1","2022-1",True,"2022-1"
"Bump markdown-it from 12.2.0 to 12.3.2 in /extensions/markdown-language-features","2022-1","2022-1","2022-1",True,"2022-1"
"Bump @vscode/windows-registry to 1.0.5 in remote","2022-1","2022-1","2022-1",True,"2022-1"
"Bump follow-redirects from 1.14.5 to 1.14.7 in /build","2022-1","2022-1","2022-1",True,"2022-1"
"update distro","2022-1","2022-1","2022-1",True,"2022-1"
"Universal watcher","2022-1","2022-1","2022-1",False,"null"
"Fix PHP update-grammar.js","2022-1","2022-1","2022-1",True,"2022-1"
"Move tunnel features","2022-1","2022-1","2022-1",True,"2022-1"
"Update to `native-keymap@3.1.0`","2022-1","2022-1","2022-1",True,"2022-1"
"Terminal capabilities cleanup","2022-1","2022-1","2022-1",True,"2022-1"
"Adding yaml icon for azure-pipelines language","2022-1","2022-1","2022-1",False,"null"
