"['title']","['createdAt']","['closedAt']","['publishedAt']","['merged']","['mergedAt']"
"Web - run smoke tests using playwright","2020-2","2020-2","2020-2",True,"2020-2"
"Fix #89900 - improve text on editor.showFoldingControls setting","2020-2","2020-2","2020-2",True,"2020-2"
"remove debug smoke test","2020-2","2020-2","2020-2",True,"2020-2"
"Fix 89899 - improve description of editor.foldingStrategy setting","2020-2","2020-2","2020-2",True,"2020-2"
"Update workbench.sidebar.position description.","2020-2","2020-2","2020-2",True,"2020-2"
"Don't include dom typings in extensions","2020-2","2020-2","2020-2",True,"2020-2"
"Make folding icons themeable","2020-2","2020-4","2020-2",True,"2020-4"
"Don't ignore system keyboard shortcuts on webviews unless already handled","2020-2","2020-2","2020-2",False,"null"
"Fix plurality in command docs","2020-2","2020-2","2020-2",True,"2020-2"
"Fix undo/redo broken in non-editor webviews","2020-2","2020-2","2020-2",True,"2020-2"
"simple file dialog - add files to recently opened","2020-2","2020-2","2020-2",True,"2020-2"
"Fix #86384 Added Stash Staged option for GIT SCM","2020-2","2020-11","2020-2",False,"null"
"Use originalFSPath in terminal","2020-2","2020-2","2020-2",True,"2020-2"
"Use playwright for unit tests","2020-2","2020-2","2020-2",True,"2020-2"
"Fix interactive playground's suggest widget styled everything as links","2020-2","2021-10","2020-2",True,"2021-10"
"Terminal unicode 11 support","2020-2","2020-2","2020-2",True,"2020-2"
"Fix to reveal the primary cursor in multi-cursor mode","2020-2","2020-3","2020-2",False,"null"
"Remove slow task provider warning","2020-2","2020-2","2020-2",True,"2020-2"
"readd search.location as deprecated","2020-2","2020-2","2020-2",True,"2020-2"
"Remove use leading from custom tree view","2020-2","2020-2","2020-2",True,"2020-2"
"#89665","2020-2","2020-2","2020-2",True,"2020-2"
"Fix #90093","2020-2","2020-2","2020-2",True,"2020-2"
"Improve promise usage in terminal","2020-2","2020-2","2020-2",True,"2020-2"
"Docs: fix package.json field name ""extensionDependency""","2020-2","2020-2","2020-2",True,"2020-2"
"Fixed bug where one could open 'peek' inside 'peek' on definition link","2020-2","2020-2","2020-2",True,"2020-2"
"Use MutationObserver for Monaco Editor AutomaticLayout","2020-2","2020-2","2020-2",True,"2020-2"
"Grammar fix for `task.autoDetect` description","2020-2","2020-2","2020-2",True,"2020-2"
"Supporting triple dots for front-matter end","2020-2","2020-2","2020-2",True,"2020-2"
"Separate shared process ipc (client) ready and server ready","2020-2","2020-2","2020-2",True,"2020-2"
"WIP: Support fingerprint verification confirmation","2020-2","2020-11","2020-2",False,"null"
"add browser tests to continous builds","2020-2","2020-2","2020-2",True,"2020-2"
"Clarify language when creating new git branch","2020-2","2020-2","2020-2",True,"2020-2"
"Don't show status bar mode picker if there's no declared mode support.","2020-2","2020-2","2020-2",True,"2020-2"
"Add ""accept local"" and ""accept remote"" buttons to setting conflict notification","2020-2","2020-2","2020-2",True,"2020-2"
"Bump recovery version","2020-2","2020-2","2020-2",True,"2020-2"
"Remove proposed api check for language specific configurations","2020-2","2020-2","2020-2",True,"2020-2"
"Show specific task provider progress and allow providers to be canceled","2020-2","2020-2","2020-2",True,"2020-2"
"Move terminal unit tests to browser and common","2020-2","2020-2","2020-2",True,"2020-2"
"Migrate Terminal Panel to ViewPane","2020-2","2020-2","2020-2",True,"2020-2"
"Add top and bottom padding options to editor","2020-2","2020-2","2020-2",True,"2020-2"
"Fixes microsoft/monaco-editor#1818: check matchOnlyAtLineStart when e…","2020-2","2020-2","2020-2",True,"2020-2"
"Attempt to move to scoped context keys","2020-2","2020-2","2020-2",True,"2020-2"
"Enable ok button for extensions using quickpick","2020-2","null","2020-2",False,"null"
"Don't use innerHtml to build menus","2020-2","2020-2","2020-2",True,"2020-2"
"Web: run integration tests as part of our product builds","2020-2","2020-2","2020-2",False,"null"
"Add `filesExplorer.openFileDontPreserveFocus` command","2020-2","2020-2","2020-2",False,"null"
"(Peekview-widget) reverse title and actions","2020-2","2020-2","2020-2",False,"null"
"Adopt terminal link provider API","2020-2","2020-4","2020-2",True,"2020-4"
"debt - fix some action alias names to match","2020-2","2020-2","2020-2",True,"2020-2"
"Add browser unit tests to product build","2020-2","2020-2","2020-2",True,"2020-2"
"Delay update service initialization until first window open","2020-2","2020-2","2020-2",True,"2020-2"
"Will-navigate event should forward to opener service","2020-2","2020-2","2020-2",False,"null"
"web - introduce a ""open in desktop"" feature","2020-2","2020-2","2020-2",False,"null"
"Docs typo: missing ` in insertSpaces","2020-2","2020-2","2020-2",True,"2020-2"
"Fixes #90229","2020-2","2020-2","2020-2",True,"2020-2"
"Add new action to close side bar","2020-2","2020-2","2020-2",True,"2020-2"
