"['title']","['createdAt']","['closedAt']","['publishedAt']","['merged']","['mergedAt']"
"bump package.json vscode version","2021-7","2021-7","2021-7",True,"2021-7"
"Resolve all time-based snippet variables using the same time","2021-7","2021-7","2021-7",True,"2021-7"
"fix: parsing of no-sandbox flag","2021-7","2021-7","2021-7",True,"2021-7"
"Add isDefault to TaskGroup API","2021-7","2021-7","2021-7",True,"2021-7"
"Parameterize configureDefaultBuildTask command with task to set as default","2021-7","null","2021-7",False,"null"
"add right sidebar","2021-7","2021-11","2021-7",False,"null"
"Don't modify ghost text when reading it","2021-7","2021-7","2021-7",True,"2021-7"
"Workspace trust - request fix","2021-7","2021-7","2021-7",True,"2021-7"
"Adopts injected text for inlay text.","2021-7","2021-7","2021-7",True,"2021-7"
"Unset active terminal group when last is removed","2021-7","2021-7","2021-7",True,"2021-7"
"change seedSearchStringFromSelection to enum never, always, selectionOnly","2021-7","2021-7","2021-7",True,"2021-7"
"Update merge-conflict extension","2021-7","null","2021-7",False,"null"
"When a decoration and injected text refer to the same model position, injected text is preferred. This resolves a conflict with gitlens.","2021-7","2021-7","2021-7",True,"2021-7"
"Tree data transfer dnd","2021-7","2021-7","2021-7",True,"2021-7"
"add type hierarchy provider","2021-7","2021-7","2021-7",True,"2021-7"
"Sort threads in response order","2021-7","2021-8","2021-7",True,"2021-8"
"Fix typos in comments of inlayHintsController.ts","2021-7","2021-7","2021-7",False,"null"
"CSS: @-ms-viewport and @-o-viewport at-rules cause html document rendering to break","2021-7","2021-7","2021-7",False,"null"
"Simplify bool object renderer impl","2021-7","2021-7","2021-7",True,"2021-7"
"Fallback to 80x30 dimensions in terminal","2021-7","2021-7","2021-7",True,"2021-7"
"Initial support for language detection","2021-7","2021-7","2021-7",True,"2021-7"
"Monitor terminal process child processes","2021-7","2021-7","2021-7",True,"2021-7"
"test","2021-7","2021-7","2021-7",False,"null"
"Pin the built-in interactive window on creation","2021-7","2021-7","2021-7",True,"2021-7"
"Add RequestStore helper, adopt in ptyhost and add timeout support","2021-7","2021-7","2021-7",True,"2021-7"
"Fixes #107398 - Implement persistence of closed repositories for the session","2021-7","null","2021-7",False,"null"
"Add flag for ""simple"" debug UI","2021-7","2021-7","2021-7",True,"2021-7"
"Remove the built-in markdown rendering for notebooks","2021-7","2021-7","2021-7",True,"2021-7"
"Clean Up Whitespace on Enter","2021-7","null","2021-7",False,"null"
"Fix OnPaste Indenting after JavaDoc","2021-7","2021-11","2021-7",False,"null"
"Revert ""skip failing tests - #128828""","2021-7","2021-7","2021-7",True,"2021-7"
"Show hover immediately when moving from related icons","2021-7","2021-7","2021-7",True,"2021-7"
"use loggers for web output channels","2021-7","2021-7","2021-7",True,"2021-7"
"Support setting color in TerminalOptions/ExtensionTerminalOptions","2021-7","2021-7","2021-7",True,"2021-7"
"Remove private field from constructor","2021-7","2021-7","2021-7",True,"2021-7"
"Fixes ""Run python file in terminal"" opens panel although a terminal editor is used","2021-7","2021-7","2021-7",True,"2021-7"
"Fix --verbose flag in code-web.js","2021-7","2021-7","2021-7",True,"2021-7"
"dnd terminals bw windows in panel and fix moving from editor to panel","2021-7","2021-7","2021-7",True,"2021-7"
"Implement dnd for array settings","2021-7","2021-7","2021-7",True,"2021-7"
"Add interactive window editor cell color tokens","2021-7","2021-7","2021-7",True,"2021-7"
"platform/configuration: fix empty keys being ignored by configuration parser","2021-7","2021-7","2021-7",True,"2021-7"
"Find in current file command","2021-7","null","2021-7",False,"null"
"Allow opening search view to the side or bottom","2021-7","2021-8","2021-7",False,"null"
"Allow exact matches and excluded terms in fuzzy search","2021-7","null","2021-7",False,"null"
"Update select to matching bracket direction","2021-7","2021-8","2021-7",True,"2021-8"
"define window.MonacoEnvironment","2021-7","2021-8","2021-7",True,"2021-8"
"Quick pick icons vertical alignment fix.","2021-7","2021-7","2021-7",True,"2021-7"
"Add context menu to copy file name","2021-7","2021-7","2021-7",False,"null"
"Add auto folding for imports spans","2021-7","2021-7","2021-7",True,"2021-7"
"Auto scroll to the bottom on cell execution / output update","2021-7","2021-7","2021-7",True,"2021-7"
"walkthrough: Update deprecated property name","2021-7","2021-7","2021-7",True,"2021-7"
"Add validation for objects, fixes #128429","2021-7","2021-7","2021-7",True,"2021-7"
"Return `NotebookEditor` from `interactive.open` command","2021-7","2021-7","2021-7",True,"2021-7"
"Web: ""open a folder"" on Getting Started does nothing","2021-7","2021-8","2021-7",False,"null"
"Remove 'collapsed' css class for collapsed notebook cells","2021-7","2021-7","2021-7",True,"2021-7"
"Fix typo in github-authentication/github.ts","2021-7","2021-7","2021-7",True,"2021-7"
"focus the terminal when it is touched","2021-7","2021-7","2021-7",True,"2021-7"
"Fix object widget tooltips, fixes #129059","2021-7","2021-7","2021-7",True,"2021-7"
"[vscode.proposed.d.ts] Rename TestSnapshoptTaskState to TestSnapshotTaskState (possible typo)","2021-7","2021-7","2021-7",True,"2021-7"
"Allow calling updateElementHeight with undefined to prompt re-probing of dynamic height","2021-7","2021-8","2021-7",True,"2021-8"
"enable setting an extension contributed profile as the default one","2021-7","2021-7","2021-7",True,"2021-7"
"Fixes #129180","2021-7","2021-7","2021-7",True,"2021-7"
"Whitelist comments in all JSON files","2021-7","2021-7","2021-7",False,"null"
"Whitelist comments in all JSON files","2021-7","2021-9","2021-7",True,"2021-9"
"xterm.js node target and serialize addon","2021-7","2021-8","2021-7",True,"2021-8"
"Migrate webview notebook editor backup to builtin serializer","2021-7","2021-7","2021-7",True,"2021-7"
"fixed some minor typos","2021-7","null","2021-7",False,"null"
"Fix more minor typos in comments","2021-7","null","2021-7",False,"null"
"Update method name","2021-7","2021-8","2021-7",True,"2021-8"
"Update a variable name","2021-7","2021-8","2021-7",True,"2021-8"
"Performant Bracket Pair Colorization","2021-7","2021-8","2021-7",True,"2021-8"
"Replaces whitespaces/tab with no-break whitespace for inlay hints.","2021-7","2021-7","2021-7",True,"2021-7"
