"['title']","['createdAt']","['closedAt']","['publishedAt']","['merged']","['mergedAt']"
"Fix #131885","2021-8","2021-8","2021-8",True,"2021-8"
"Add telemetry to extension host startup success/fail","2021-8","2021-9","2021-8",True,"2021-9"
"centralize telemetry level","2021-8","2021-8","2021-8",True,"2021-8"
"Upgrade to Prebuilds V2","2021-8","2021-8","2021-8",True,"2021-8"
"Fix updating notebook metadata though editor api (#131681)","2021-8","2021-8","2021-8",True,"2021-8"
"Add `alert` to AccessibilityService","2021-8","2021-9","2021-8",True,"2021-9"
"Switch to dompurify for sanitizing markdown content","2021-8","2021-9","2021-8",True,"2021-9"
"Fix truncation of common suffixes that overlap with the common prefix.","2021-8","2021-8","2021-8",True,"2021-8"
"patch XMLHttpRequest and (partially) fetch to massage uris","2021-8","2021-8","2021-8",True,"2021-8"
"Feature Addition : Teaching Mode","2021-8","2021-9","2021-8",False,"null"
"add cmd+i (mac), ctrl+i (linux/win) as additional intellisense toggleSuggestionDetails","2021-8","2021-9","2021-8",True,"2021-9"
"Enable `screenshot` option properly for smoke tests","2021-8","2021-8","2021-8",True,"2021-8"
"Implements a starting tab reading API","2021-8","2021-9","2021-8",True,"2021-9"
"reset scroll position core","2021-8","2021-9","2021-8",True,"2021-9"
"Adopting langauge status api for JS/TS versions","2021-8","2021-9","2021-8",True,"2021-9"
"Bump distro","2021-9","2021-9","2021-9",True,"2021-9"
"Terminal now supports linking local file paths containing '$'","2021-9","2021-10","2021-9",True,"2021-10"
"Update actionbar.css","2021-9","2021-9","2021-9",False,"null"
"Support untyped side by side editor input (fix #127131)","2021-9","2021-9","2021-9",True,"2021-9"
"remove web extension kind","2021-9","2021-9","2021-9",True,"2021-9"
"Update devcontainer schema","2021-9","2021-9","2021-9",True,"2021-9"
"Update to latest playwright","2021-9","2021-9","2021-9",True,"2021-9"
"Use JS modules for kernel preloads","2021-9","2021-9","2021-9",True,"2021-9"
"testing: add sort by duration to test explorer","2021-9","2021-10","2021-9",True,"2021-10"
"testing: add new API `sortText` property to TestItem","2021-9","2022-1","2021-9",True,"2022-1"
