"['title']","['createdAt']","['closedAt']","['publishedAt']","['merged']","['mergedAt']"
"Show commment on last line of range and update internals","2022-4","2022-4","2022-4",True,"2022-4"
"Bundle accidentally updated extensions","2022-4","2022-4","2022-4",True,"2022-4"
"Print diag after smoke test","2022-4","2022-4","2022-4",True,"2022-4"
"web: add telemetry api for embedders","2022-4","2022-4","2022-4",True,"2022-4"
"Update to build VS Code using latest TS nightly","2022-4","2022-4","2022-4",True,"2022-4"
"Update GDPR typings to allow for top level metadata.","2022-4","2022-4","2022-4",True,"2022-4"
"🔨 Prevent link activation on selection mouse-up event","2022-4","null","2022-4",False,"null"
"Update language around new file","2022-4","2022-4","2022-4",True,"2022-4"
"Disallow trailing commas in devcontainer files","2022-4","2022-4","2022-4",True,"2022-4"
"Report a reset if there are no keys for object settings","2022-4","null","2022-4",False,"null"
"Adopts ""containsBalancedBrackets"" flag from vscode/text-mate.","2022-4","2022-4","2022-4",True,"2022-4"
"Enable drop into editor for notebooks","2022-4","2022-4","2022-4",True,"2022-4"
"Fix editor eating ContextMenu key when contexmenu is disabled","2022-4","2022-4","2022-4",True,"2022-4"
"Fix 146987， duplicate completion item when search extension by category","2022-4","2022-5","2022-4",False,"null"
"Update editor placeholder","2022-4","2022-4","2022-4",True,"2022-4"
"SCM - Source Control Repositories view sort setting","2022-4","2022-4","2022-4",True,"2022-4"
"Adopt `vscode-textmate@7.0.0`","2022-4","2022-4","2022-4",True,"2022-4"
"add to do","2022-4","2022-4","2022-4",False,"null"
"Respect alt action precondition. Fix #147024","2022-4","2022-4","2022-4",True,"2022-4"
"Update grammars","2022-4","2022-4","2022-4",False,"null"
"Expose progress in the web embedder API","2022-4","2022-4","2022-4",True,"2022-4"
"Expose logger in web embedder API","2022-4","2022-5","2022-4",True,"2022-5"
"Add drop into editor option","2022-4","null","2022-4",False,"null"
"`ipcMain` validation","2022-4","2022-4","2022-4",True,"2022-4"
"fix: cursorWordPartXXX commands cannot handle camel case word with number","2022-4","null","2022-4",False,"null"
"Bump to mocha@9","2022-4","2022-4","2022-4",True,"2022-4"
"Restart a Javascript server.","2022-4","2022-4","2022-4",False,"null"
"Restart a Javascript server.","2022-4","2022-4","2022-4",False,"null"
"Restart a Javascript server.","2022-4","2022-4","2022-4",False,"null"
"get overview ruler color to upate","2022-4","2022-4","2022-4",True,"2022-4"
"fix #140612: toggle the Toggle Button when the context line number la…","2022-4","2022-4","2022-4",True,"2022-4"
"environment - canonicalize value of `homedir()`","2022-4","null","2022-4",False,"null"
"Fix auto-surround closes with an open character","2022-4","null","2022-4",False,"null"
"Fix spell check errors in translatable strings","2022-4","2022-4","2022-4",True,"2022-4"
"🐛 Fix single tilde (~) strikethrough in markdown syntax","2022-4","2022-4","2022-4",False,"null"
"Support confirm before close/quit on desktop too","2022-4","2022-4","2022-4",True,"2022-4"
"Add settings editor search funnel button","2022-4","2022-4","2022-4",True,"2022-4"
"Switch to signal quotes","2022-4","2022-4","2022-4",True,"2022-4"
"Search Editor: number input box & Toggle Context Lines button UI enha…","2022-4","null","2022-4",False,"null"
"Don't focus separators in action bars","2022-4","2022-4","2022-4",True,"2022-4"
"Merge internal options to timeline options","2022-4","2022-4","2022-4",True,"2022-4"
"Improve monaco high contrast mode","2022-4","2022-4","2022-4",False,"null"
"Keep composites open when last visible composite is removed","2022-4","2022-4","2022-4",True,"2022-4"
"code server web: have a commit in the static and callback routes","2022-4","2022-5","2022-4",True,"2022-5"
"Notebook cell output font settings","2022-4","2022-4","2022-4",True,"2022-4"
"Fix #120826: Wrap extension page's title and subtitle","2022-4","null","2022-4",False,"null"
"Generate dependencies per package build for Debian","2022-4","null","2022-4",False,"null"
"Polish RPM dependencies generator","2022-4","2022-4","2022-4",True,"2022-4"
"Close #143241: Testing UI filter survives window reload","2022-4","2022-4","2022-4",True,"2022-4"
"Ben/playwright 1.21.0","2022-4","2022-4","2022-4",True,"2022-4"
"Fix the word usages","2022-4","null","2022-4",False,"null"
"timeline - add setting to bring back ""Uncommitted Changes""","2022-4","2022-4","2022-4",True,"2022-4"
"Provide emmet abbreviations via inline completions","2022-4","2022-4","2022-4",True,"2022-4"
"Web API change","2022-4","2022-4","2022-4",True,"2022-4"
"Remove legacy smoke test driver","2022-4","2022-4","2022-4",True,"2022-4"
"Fix #146166: Snippet transform preserves existing camel/Pascal case","2022-4","2022-4","2022-4",True,"2022-4"
"Scope drop into editor to specific editors","2022-4","2022-4","2022-4",True,"2022-4"
"get zsh startup files to run in the correct order","2022-4","2022-4","2022-4",True,"2022-4"
"smoke - better retry flaky tests","2022-4","2022-4","2022-4",True,"2022-4"
"add `TabGroupChangeEvent`-event which is similar to the `TabChangeEvent`","2022-4","2022-4","2022-4",True,"2022-4"
"Polish language filter button implementation","2022-4","2022-4","2022-4",True,"2022-4"
"Close #134566: Added settings for terminal tab default color/icon","2022-4","null","2022-4",False,"null"
"fix(service-worker): allow webview resources to be served from same domain","2022-4","2022-4","2022-4",True,"2022-4"
"Experiment: proxy controller in notebooks","2022-4","2022-4","2022-4",True,"2022-4"
"improve select a different editor command","2022-4","2022-4","2022-4",True,"2022-4"
"quick pick - hide input in more cases of quick nav","2022-4","2022-4","2022-4",True,"2022-4"
"Settings editor search widget polish","2022-4","2022-4","2022-4",True,"2022-4"
"fix: White flash when opening a new window ","2022-4","null","2022-4",False,"null"
"Implement language detection for notebook cells","2022-4","2022-4","2022-4",True,"2022-4"
"docs: clarify the usage of `title` in ProgressOptions","2022-4","null","2022-4",False,"null"
"Disable a breakpoint on shift+click","2022-4","2022-4","2022-4",True,"2022-4"
"Enrich Git extension's remote source provider API","2022-4","2022-4","2022-4",True,"2022-4"
"Prepare to support Typescript Inlay Hints for Tuple Labels","2022-4","null","2022-4",False,"null"
"Support `Transform to Kebab Case`","2022-4","2022-4","2022-4",False,"null"
"Fix missing symlink explorer decoration if file is opened from quickpick","2022-4","null","2022-4",False,"null"
"Add online services option to the search funnel","2022-4","2022-4","2022-4",True,"2022-4"
"[Draft] - Tree Sitter Service (POC)","2022-4","null","2022-4",False,"null"
"""Close Same Type"" to conditionally close editors ","2022-4","null","2022-4",False,"null"
"Added Run/Debug Test at Cursor to context menu","2022-4","null","2022-4",False,"null"
"sandbox - more sandboxed usages in ext host starter","2022-4","2022-4","2022-4",True,"2022-4"
"ci: build arm64 server with centos7-devtoolset8","2022-4","2022-4","2022-4",True,"2022-4"
"macOS: declare folder support","2022-4","2022-4","2022-4",True,"2022-4"
"ADO pipeline - Split Windows build and test","2022-4","null","2022-4",False,"null"
"Switch VB language to different fork","2022-4","null","2022-4",False,"null"
"Improve language filter placement, fixes #145711","2022-4","2022-4","2022-4",True,"2022-4"
"Create EmbedderApiRegistry to construct web API for vscode-dev consumers","2022-4","2022-4","2022-4",False,"null"
"Enable ""in"" expression for URI context keys","2022-4","2022-5","2022-4",False,"null"
"add","2022-4","2022-4","2022-4",False,"null"
