"['title']","['createdAt']","['closedAt']","['publishedAt']","['merged']","['mergedAt']"
"Changed terminal split warn to info","2018-9","2018-9","2018-9",True,"2018-9"
"Don't skip children with script source attached","2018-9","null","2018-9",False,"null"
"Update output channel when visible","2018-9","2018-9","2018-9",True,"2018-9"
"debug: clean up activation events","2018-9","2018-10","2018-9",True,"2018-10"
"QuickPick events","2018-9","2018-10","2018-9",False,"null"
"Add leading whitespace offset to lookup offset","2018-9","2018-9","2018-9",True,"2018-9"
"Un test","2018-9","2018-9","2018-9",False,"null"
"Support odd indentation sizes (fixes #17639)","2018-9","2018-10","2018-9",True,"2018-10"
"Open Workspace button in .code-workspace files, fixes #59305","2018-9","2018-9","2018-9",False,"null"
"fix for #59538","2018-9","2018-9","2018-9",True,"2018-9"
"Activity action should have a name 'activity'","2018-9","2018-10","2018-9",True,"2018-10"
"Update doc","2018-9","2018-9","2018-9",True,"2018-9"
"Isidorn/debug start","2018-9","2018-10","2018-9",True,"2018-10"
"Panel: remove the ""toggle location"" action in the panel header and move to menu","2018-9","2018-10","2018-9",True,"2018-10"
"Only detect shell for the current OS","2018-9","2018-10","2018-9",True,"2018-10"
"Add missing return type","2018-9","2018-10","2018-9",True,"2018-10"
"Create game","2018-9","2018-9","2018-9",False,"null"
"Fix typo in processTaskSystem.ts","2018-9","2018-10","2018-9",True,"2018-10"
"Fix typo in jsonSchema_v2.ts","2018-9","2018-10","2018-9",True,"2018-10"
"Use textmate/swift.tmbundle for Swift syntax.","2018-9","2018-10","2018-9",True,"2018-10"
"node-pty@0.7.8","2018-9","2018-9","2018-9",True,"2018-9"
"Remove duplicate switch case","2018-9","2018-10","2018-9",True,"2018-10"
"Update bug_report.md","2018-9","2018-10","2018-9",False,"null"
"Persist settings search when reloaded","2018-9","2018-10","2018-9",True,"2018-10"
"October changes","2018-10","2018-10","2018-10",True,"2018-10"
"[StandaloneEditor] Initialize static field 'SCHEME'","2018-10","2018-10","2018-10",True,"2018-10"
"Displaying a prompt when user clones repository that exists locally","2018-10","2019-5","2018-10",False,"null"
"Fix #59364 : Respect global .gitignore when searching","2018-10","2018-10","2018-10",True,"2018-10"
"Added Angular logo","2018-10","2018-10","2018-10",False,"null"
"fix59675","2018-10","2018-10","2018-10",False,"null"
"Use hosted build agents for Linux builds","2018-10","2018-10","2018-10",True,"2018-10"
"Add Git:Fetch (prune)","2018-10","2018-11","2018-10",True,"2018-11"
"Removed duplicate ""the"" from documentation.","2018-10","2018-10","2018-10",True,"2018-10"
"linux build: limit yarn child concurrency","2018-10","2018-10","2018-10",True,"2018-10"
"Added actions from #57321 to the 'No Settings Found'-message","2018-10","2018-10","2018-10",True,"2018-10"
"feat: enable mojave dark mode support","2018-10","2018-10","2018-10",True,"2018-10"
"Add doc for onReady() function","2018-10","2018-10","2018-10",False,"null"
"Update CONTRIBUTING.md","2018-10","2018-10","2018-10",False,"null"
"Adjust phrasing to sound more natural","2018-10","2018-10","2018-10",True,"2018-10"
"Remove TPromise usage in terminal and execution parts","2018-10","2018-10","2018-10",True,"2018-10"
"Adding Pascal case to snippet format options","2018-10","2018-10","2018-10",True,"2018-10"
"Add border for dirty tabs","2018-10","2018-10","2018-10",True,"2018-10"
"Simplify terminal ID retry mechanism","2018-10","2018-10","2018-10",True,"2018-10"
"Remove built-in toml basic language support (release/1.28)","2018-10","2018-10","2018-10",True,"2018-10"
"Added JSON5 syntax","2018-10","2018-10","2018-10",False,"null"
"Allow buttons to show outline on keyboard focus","2018-10","2018-10","2018-10",True,"2018-10"
"fix for issue #59452","2018-10","2018-11","2018-10",False,"null"
"Ctrl/cmd + f in terminal find widget should be a no-op","2018-10","2018-10","2018-10",True,"2018-10"
"remove extra margins on completion hovers with markdown","2018-10","2018-10","2018-10",True,"2018-10"
"stop duplicating actions for tabs management when using macOS native tabs","2018-10","2018-10","2018-10",True,"2018-10"
"Fixes for 58176: Middle clicking files in breadcrumbs explorer opens …","2018-10","2018-10","2018-10",True,"2018-10"
"Update README.md","2018-10","2018-10","2018-10",False,"null"
"Update.ts Updated Accordingly","2018-10","2018-10","2018-10",False,"null"
"Add unknown argument checking","2018-10","2018-10","2018-10",False,"null"
"debug: restart shuold also resolve configuration by providers when changed","2018-10","2018-10","2018-10",True,"2018-10"
"Git: Support fetch prune, closes #59693","2018-10","2018-10","2018-10",False,"null"
"fix: items in split view are not draggable without separator-border","2018-10","2018-10","2018-10",False,"null"
"Release/1.28","2018-10","2018-10","2018-10",False,"null"
"Don't force update webview content when retainContextWhenHidden is set and contents have not changed","2018-10","2018-10","2018-10",True,"2018-10"
"Add option to automatically stash changes before performing `git pull`","2018-10","2019-1","2018-10",True,"2019-1"
"Adding macOS touchbar buttons","2018-10","2018-10","2018-10",False,"null"
"return of the dynamic menu","2018-10","2018-10","2018-10",True,"2018-10"
"Track experiment id","2018-10","2018-10","2018-10",True,"2018-10"
"Don't include extension actions in tab order until focused","2018-10","2018-10","2018-10",True,"2018-10"
"Update README.md","2018-10","2018-10","2018-10",False,"null"
"Showing how good of an editor it is in one commit","2018-10","2018-10","2018-10",False,"null"
"Fix issues wrapping links/emails using Emmet command","2018-10","2020-11","2018-10",False,"null"
"Native word operations first cut.","2018-10","2018-10","2018-10",False,"null"
"[CSS fix] Settings tab alignment","2018-10","2018-10","2018-10",True,"2018-10"
"Added link directly to main wiki","2018-10","2018-10","2018-10",True,"2018-10"
"Allow extensions to contribute custom icons for webview panels","2018-10","2018-10","2018-10",False,"null"
"only have the n second timeout for prelaunch tasks that do not send active","2018-10","2018-10","2018-10",True,"2018-10"
