"['title']","['createdAt']","['closedAt']","['publishedAt']","['merged']","['mergedAt']"
"Remove duplicate calls to URI.toString()","2017-2","2017-3","2017-2",True,"2017-3"
"Fix for WorkspaceConfigurationService.lookup does not contain value 'null' ","2017-2","2017-2","2017-2",True,"2017-2"
"Exception widget resizing","2017-2","2017-2","2017-2",True,"2017-2"
"Exception message text to be selectable","2017-2","2017-2","2017-2",True,"2017-2"
"Added ""Git: Pull (Rebase)"" to workspace actions.","2017-2","2017-2","2017-2",True,"2017-2"
"quickopen and quickoutline will now show the field icon for field symbols","2017-2","2017-2","2017-2",True,"2017-2"
"Add base url to tsconfig.json for VSCode","2017-2","2017-2","2017-2",True,"2017-2"
"Telemetry for emmet expansions","2017-2","2017-2","2017-2",True,"2017-2"
"Exception widget: Preserve newlines","2017-2","2017-2","2017-2",True,"2017-2"
"Change behavior of home/end button","2017-2","2017-5","2017-2",True,"2017-5"
"Add workbench.action.focusActiveEditorGroup to commandsToSkipShell","2017-2","2017-2","2017-2",True,"2017-2"
"OSS","2017-2","2017-2","2017-2",True,"2017-2"
"Don't include [ and ] in local terminal links","2017-2","2017-2","2017-2",True,"2017-2"
"Avoid request id collisions in pendingRPCReplies","2017-2","2017-3","2017-2",True,"2017-3"
"Auto guess encoding","2017-2","2017-3","2017-2",True,"2017-3"
"Treat podfile as ruby","2017-2","2017-2","2017-2",True,"2017-2"
"Render block by default on minimap","2017-2","2017-3","2017-2",False,"null"
"Make overview ruler border less obtrusive","2017-2","2017-3","2017-2",True,"2017-3"
"Fix renderParameters","2017-2","2017-2","2017-2",True,"2017-2"
"bump version for 1.11","2017-2","2017-2","2017-2",True,"2017-2"
"Add when clauses for TypeScript command palette commands","2017-2","2017-2","2017-2",True,"2017-2"
"Use Atom-Clojure Grammar","2017-2","2017-2","2017-2",True,"2017-2"
"Fix Webview scroll position Preserving","2017-2","2017-2","2017-2",True,"2017-2"
"Ben/next","2017-2","2017-2","2017-2",True,"2017-2"
"Add API to force quit with the ability to revert changes silently","2017-2","2017-3","2017-2",False,"null"
"startup profiler","2017-2","2017-3","2017-2",False,"null"
"Use common TS install for both the TS Extension and Html Extension","2017-2","2017-3","2017-2",True,"2017-3"
"Refactor to use Promise","2017-3","2017-3","2017-3",True,"2017-3"
"Relax Language First Line Match","2017-3","2017-3","2017-3",True,"2017-3"
"Add API to force quit with the ability to revert changes silently","2017-3","2017-3","2017-3",True,"2017-3"
"Switch Objective-C Builtin Extension to Use the Atom Objective-C Grammar","2017-3","2017-3","2017-3",True,"2017-3"
"add --prof-startup flag","2017-3","2017-3","2017-3",True,"2017-3"
"Expose insert..Braces rule in VS Code settings","2017-3","2017-4","2017-3",True,"2017-4"
"Show Reinstall VSCode Error Message when our Bundled tsserver.js is Missing","2017-3","2017-3","2017-3",True,"2017-3"
"Add typescript and javascript format.insertSpaceBeforeFunctionParenthesis","2017-3","2017-3","2017-3",True,"2017-3"
