"['title']","['createdAt']","['closedAt']","['publishedAt']","['merged']","['mergedAt']"
"Remove some d.ts Files From TypeScript Extension","2016-11","2016-11","2016-11",True,"2016-11"
"Introduce a backup file model inside IBackupFileService","2016-11","2016-11","2016-11",True,"2016-11"
"Provisional SCM API & git extension","2016-11","2017-1","2016-11",True,"2017-1"
"Fix Incorrect links in ""vscode namespace API"" Doc","2016-11","2016-11","2016-11",True,"2016-11"
"Ensure backup paths ignore case on windows and mac","2016-11","2016-11","2016-11",True,"2016-11"
"Fix #15705.","2016-11","2016-12","2016-11",True,"2016-12"
"Allow markdown preview to scroll past content","2016-11","2016-11","2016-11",True,"2016-11"
"Assume Jsx For Implicit TS Projects","2016-11","2016-11","2016-11",True,"2016-11"
"Add Markdown Preview Right Click Copy Context Menu","2016-11","2016-11","2016-11",False,"null"
"Make cmd+k clear terminal on Mac","2016-11","2016-11","2016-11",True,"2016-11"
"Default for git.autofetch should be set to false to prevent blacklisting","2016-11","2016-11","2016-11",False,"null"
"Check and clean up backup workspaces that don't have any files backed up on launch","2016-11","2016-11","2016-11",True,"2016-11"
"Add workspaces with backups to the list of folders to open","2016-11","2016-11","2016-11",False,"null"
"Fix focus and configuration handling of the integrated terminal","2016-11","2016-11","2016-11",True,"2016-11"
"dupe module","2016-11","2016-12","2016-11",False,"null"
"Fix missing 'set' command that was causing a useless error.","2016-11","2016-11","2016-11",True,"2016-11"
"Enable PHP syntax highlighting without <?php, also fix markdown + PHP code fence issues","2016-11","2016-12","2016-11",False,"null"
"Isidorn/compound","2016-11","2016-11","2016-11",True,"2016-11"
"Add GConf2 dependency in rpm spec template","2016-11","2016-12","2016-11",True,"2016-12"
"Fixed $fileBasenameNoExtension","2016-11","2016-11","2016-11",False,"null"
"Remove duplicate test code","2016-11","2016-12","2016-11",True,"2016-12"
"inline values","2016-11","2016-11","2016-11",False,"null"
"Changed brace matching style from full outlines to underlines","2016-11","2016-12","2016-11",False,"null"
"Fix backslash is not escaped by define key binding","2016-11","2016-12","2016-11",True,"2016-12"
"Log errors from feature providers as external","2016-11","2016-12","2016-11",True,"2016-12"
"inline values as decorators when debugging","2016-11","2017-1","2016-11",True,"2017-1"
"Don't translate Markdown.category ","2016-11","2016-11","2016-11",True,"2016-11"
"Support building Flatpak application bundles","2016-11","2016-12","2016-11",True,"2016-12"
"Extract markdown setting strings  for localization","2016-11","2016-11","2016-11",True,"2016-11"
"Extract settings strings in html extension","2016-11","2016-11","2016-11",True,"2016-11"
"Extract settings strings for Localization in css extension","2016-11","2016-11","2016-11",True,"2016-11"
"Extract Json Extension package.json Strings for Localization","2016-11","2016-11","2016-11",True,"2016-11"
"Fix #15765. Update textarea state even if there is no selection change in composition","2016-11","2016-12","2016-11",True,"2016-12"
"Use enum for markdown.previewFrontMatter setting","2016-11","2016-11","2016-11",True,"2016-11"
"Expose IBackupFileService interfaces to get lists of backed up files","2016-11","2016-11","2016-11",True,"2016-11"
"themes.dark+: Highlight keyword operators","2016-11","2016-11","2016-11",False,"null"
"introduce shutdown reason (fixes #15509)","2016-11","2016-11","2016-11",True,"2016-11"
"Color update: title, activity bar, status, tabs, panel (#16001)","2016-11","2016-11","2016-11",False,"null"
"Use XmlHttpRequest when making requests from a renderer","2016-11","2016-11","2016-11",True,"2016-11"
"Viewlet overflow handling","2016-11","2016-11","2016-11",True,"2016-11"
"Allow text after the language id in a markdown codeblock ","2016-11","2016-11","2016-11",True,"2016-11"
"Use Strict Null Checks In TS Extension","2016-11","2016-12","2016-11",True,"2016-12"
"Log where an editor action was triggered from","2016-11","2016-12","2016-11",False,"null"
"Adopt latest Marketplace CDN changes","2016-11","2016-11","2016-11",True,"2016-11"
"Parallelize text search","2016-11","2016-12","2016-11",True,"2016-12"
"Allow to hide entries from activity bar","2016-11","2016-12","2016-11",False,"null"
"Adopt TS 2.1.3-insiders","2016-11","2016-12","2016-11",True,"2016-12"
"Add TS Code Action Provider","2016-12","2016-12","2016-12",True,"2016-12"
"Add font settings for markdown preview","2016-12","2016-12","2016-12",True,"2016-12"
"Hot exit empty workspace support","2016-12","2016-12","2016-12",True,"2016-12"
"Smarter search batching","2016-12","2016-12","2016-12",True,"2016-12"
"Fix markdown preview anchor links","2016-12","2016-12","2016-12",True,"2016-12"
"Jenkinsfile are groovy too","2016-12","2017-2","2016-12",True,"2017-2"
"Enable Strict Null Checks and Use Lib References in Markdown Extension","2016-12","2016-12","2016-12",True,"2016-12"
"Disable Autoclosing Quotes in Python Strings and Comments","2016-12","2016-12","2016-12",True,"2016-12"
"Allow Enabling useCodeSnippetsOnMethodSuggest for JS As Well As TS","2016-12","2016-12","2016-12",True,"2016-12"
"Consume languageServiceEnabled Events from TS","2016-12","2016-12","2016-12",True,"2016-12"
"Make use of v8 cached data","2016-12","2016-12","2016-12",True,"2016-12"
"Typo: ""stage"" is incorrect action because it wont do anything, ""stash"" is. ","2016-12","2016-12","2016-12",True,"2016-12"
"apply decreaseIndent for ruby code","2016-12","2016-12","2016-12",True,"2016-12"
"Blacklist typescript.useCodeSnippetsOnMethodSuggest in certain contexts","2016-12","2016-12","2016-12",True,"2016-12"
"Fix spelling mistake ""Occurrences"" has two r's.","2016-12","2016-12","2016-12",True,"2016-12"
"Fix null exception on runSelectedText Terminal Action for Webview","2016-12","2016-12","2016-12",True,"2016-12"
