"['title']","['createdAt']","['closedAt']","['publishedAt']","['merged']","['mergedAt']"
"Fixes #12063: Enable ""Open with Code"" on drives but not recycle bin","2016-9","2016-9","2016-9",True,"2016-9"
"Get keycode from 'key' when IME enabled.","2016-9","2017-4","2016-9",False,"null"
"Use git icon instead of GitHub for .git* files","2016-9","2016-9","2016-9",False,"null"
"Fix Chinese(Simplified) message translation","2016-9","2016-9","2016-9",False,"null"
"Git quick open should correct invalid branch names","2016-9","2016-10","2016-9",True,"2016-10"
"Util clean code","2016-9","2016-9","2016-9",False,"null"
"onInitialize() should check if params.initializationOptions is null","2016-9","2016-10","2016-9",False,"null"
"travis with node 6.3.0?","2016-9","2016-9","2016-9",False,"null"
"Update handlebars block comments symbols","2016-9","2016-10","2016-9",True,"2016-10"
"Add Syntax Highlighting for C# Fenced Code Blocks in Markdown Files","2016-9","2016-9","2016-9",True,"2016-9"
"Fix colorization of html prefixed by spaces in markdown files","2016-9","2016-9","2016-9",True,"2016-9"
"Remove simpleMarkedWorker.ts","2016-9","2016-9","2016-9",True,"2016-9"
"Fix Markdown Paragraph Colorization Terminating Early for Multiline Paragraphs","2016-9","2016-9","2016-9",False,"null"
"Fix #12264 - Add initial value to reduce","2016-9","2016-9","2016-9",True,"2016-9"
"onWillSaveTextDocument event","2016-9","2016-9","2016-9",True,"2016-9"
"Fix markdown highlighting for fenced code block close with space prefix","2016-9","2016-9","2016-9",True,"2016-9"
"Use blankline to delimit html block in markdown colorization","2016-9","2016-9","2016-9",True,"2016-9"
"Minor case change in README Github -> GitHub in README","2016-9","2016-9","2016-9",True,"2016-9"
"[emmet] Support for more languages","2016-9","2016-9","2016-9",True,"2016-9"
"improve MarkerService perf","2016-9","2016-9","2016-9",True,"2016-9"
"Preserve files on exit (aka hot exit)","2016-9","2016-10","2016-9",True,"2016-10"
"Fix colorization for markdown indented paragraphs","2016-9","2016-9","2016-9",True,"2016-9"
"Fixed typo in git action error","2016-9","2016-9","2016-9",True,"2016-9"
"format on save","2016-9","2016-9","2016-9",True,"2016-9"
"Take changelog from remote if provided","2016-9","2016-9","2016-9",True,"2016-9"
"Fix markdown  colorization of links inside of lists and quotes","2016-9","2016-9","2016-9",True,"2016-9"
"Show Markdown Preview Menu Button For any File Opened as Markdown","2016-9","2016-9","2016-9",True,"2016-9"
"Using Cmd+Scroll to zoom on a mac","2016-9","2016-9","2016-9",True,"2016-9"
"Fix gulp methods for targeting arm systems","2016-9","2016-9","2016-9",True,"2016-9"
"Format complex command descriptions for better generated Markdown.","2016-9","2016-9","2016-9",True,"2016-9"
"Ux/panels","2016-9","2016-9","2016-9",True,"2016-9"
"Fix translation format code action","2016-9","2016-9","2016-9",False,"null"
"Implement Push To Remote ","2016-9","2016-10","2016-9",True,"2016-10"
"Fix #1798 -  Disable UndoLastCommit when no commits","2016-9","2016-10","2016-9",True,"2016-10"
"Fix #1939 - Show tag name instead of commit in GitStatusbar","2016-9","2016-10","2016-9",True,"2016-10"
"Inline the toolbar for macOS","2016-9","2017-1","2016-9",False,"null"
"Improve Markdown Html Block Colorization","2016-9","2016-11","2016-9",True,"2016-11"
"Bgashler1/watermark tweeks","2016-9","2016-9","2016-9",True,"2016-9"
"Remove extraneous ""..."" that breaks gulpfile","2016-9","2016-9","2016-9",False,"null"
"build with electron 1.3.7","2016-9","2016-9","2016-9",True,"2016-9"
"Update vscode-extension schema","2016-9","2016-10","2016-9",True,"2016-10"
"Highlight Markdown Image Starting ! Punctuator","2016-9","2016-11","2016-9",True,"2016-11"
"watermark changes","2016-9","2016-9","2016-9",False,"null"
"Add Space After Default Extension Queries","2016-9","2016-9","2016-9",True,"2016-9"
"scrolling issue #12562","2016-9","2016-10","2016-9",True,"2016-10"
"Extra letter-spacing only on OSX (fixes #13017)","2016-9","2016-9","2016-9",True,"2016-9"
