"['title']","['createdAt']","['closedAt']","['publishedAt']","['merged']","['mergedAt']"
"don't try to refresh cwd for extension/feature terminals","2022-3","2022-3","2022-3",True,"2022-3"
"Port of Fix for unbalanced comments","2022-3","2022-3","2022-3",False,"null"
"don't warn when shell integration is disabled by the shell","2022-3","2022-3","2022-3",True,"2022-3"
"Fix search link line/col matching when they don't match local link regex","2022-3","2022-3","2022-3",True,"2022-3"
"clear search decorations for all terminals in the visible group when find widget is hidden","2022-3","2022-3","2022-3",True,"2022-3"
"Avoid converting pre-encoded values in terminal URL links","2022-3","2022-3","2022-3",True,"2022-3"
"Don't check lines too short for shell integration link","2022-3","2022-3","2022-3",True,"2022-3"
"Override/fix typings in windows-process-tree","2022-3","2022-3","2022-3",True,"2022-3"
"Ref terminal backends using lowercase remote authority","2022-3","2022-3","2022-3",True,"2022-3"
"Deliver all outgoing editor events in order","2022-3","2022-3","2022-3",True,"2022-3"
"Bump plist from 3.0.1 to 3.0.5 in /build","2022-3","2022-3","2022-3",True,"2022-3"
"fix #142756 update replace all button after input is updated","2022-3","2022-3","2022-3",True,"2022-3"
"Show result count in terminal find","2022-3","2022-3","2022-3",False,"null"
"re-enable tests","2022-3","2022-4","2022-3",False,"null"
"Update Settings editor events","2022-3","2022-3","2022-3",True,"2022-3"
"Fix output limit","2022-3","2022-3","2022-3",True,"2022-3"
"CheckIn Jenkinsfile","2022-3","2022-3","2022-3",False,"null"
"fix parenthesis encoding in unicode highlighting","2022-3","2022-3","2022-3",True,"2022-3"
"Remove terminal knowledge from dnd component","2022-3","2022-3","2022-3",True,"2022-3"
"Edited the space between the status bar items","2022-3","2022-4","2022-3",False,"null"
"Use reallink for all server cli scripts","2022-3","2022-3","2022-3",True,"2022-3"
"Handle cell changes only in Jupyter notebooks","2022-3","null","2022-3",False,"null"
"Remove tag check, fixes #139886","2022-3","2022-4","2022-3",True,"2022-4"
"Add support for label details in TS completion item","2022-3","2022-3","2022-3",True,"2022-3"
"Fire responsiveness events only on change","2022-3","2022-3","2022-3",True,"2022-3"
"variables: allow resolving `extensionDir`","2022-3","2022-4","2022-3",True,"2022-4"
"Update package.json","2022-3","2022-3","2022-3",True,"2022-3"
"Pass in height to render for list (PR for main)","2022-3","2022-3","2022-3",False,"null"
"Pass in height to render for list (PR for release/1.66)","2022-3","2022-3","2022-3",False,"null"
"Glob matcher fails to check on `Promise` for expression matching","2022-3","2022-4","2022-3",True,"2022-4"
"Fix #146285","2022-3","2022-3","2022-3",True,"2022-3"
"Fix #146285 for 1.66","2022-3","2022-3","2022-3",True,"2022-3"
"Update to vscode-latex-basics 1.3.0","2022-3","2022-3","2022-3",True,"2022-3"
"add SnippetTextEdit, allow drop-handler to return them","2022-3","2022-3","2022-3",True,"2022-3"
"[Docs] update README","2022-3","null","2022-3",False,"null"
"Makes yarn install parallel","2022-3","null","2022-3",False,"null"
"Add option to save after performing a workspace edit","2022-3","2022-3","2022-3",True,"2022-3"
"Update markdownRenderer.ts path in docstring.","2022-3","2022-3","2022-3",True,"2022-3"
"Add language-specific scope widget indicators","2022-3","2022-4","2022-3",True,"2022-4"
"add find count to the terminal","2022-3","2022-3","2022-3",True,"2022-3"
"Update windows-process-tree and correct types","2022-3","2022-3","2022-3",True,"2022-3"
"Add support for parentheses in Context Expressions","2022-3","null","2022-3",False,"null"
"refactor(workbench.ts): update outdated comment","2022-3","2022-3","2022-3",True,"2022-3"
"Switch to gender neutral terms","2022-3","2022-4","2022-3",True,"2022-4"
"test change","2022-3","2022-3","2022-3",False,"null"
"Bump release version number to 1.66.1","2022-3","2022-3","2022-3",True,"2022-3"
"Include tilde (~) in markdown syntax tokens","2022-3","null","2022-3",False,"null"
"SCM - Fixes #146396","2022-3","2022-3","2022-3",True,"2022-3"
"Improve UX for markdown snippets","2022-3","2022-3","2022-3",True,"2022-3"
"Port fix for #146396 to the release branch","2022-3","2022-3","2022-3",True,"2022-3"
"add copy as HTML as command action","2022-3","2022-3","2022-3",False,"null"
"add copyAsHtml as command action","2022-3","2022-3","2022-3",True,"2022-3"
"Fixes #146305","2022-3","2022-3","2022-3",True,"2022-3"
"Delete built-in PowerShell snippets","2022-3","2022-4","2022-3",True,"2022-4"
