"['title']","['createdAt']","['closedAt']","['publishedAt']","['merged']","['mergedAt']"
"fix(debug): don't insert task boundaries between events","2020-1","2020-1","2020-1",True,"2020-1"
"Fix word repetition in lazy.test.ts comment","2020-1","2020-1","2020-1",True,"2020-1"
"Fix word repetition in dialogs.ts comment","2020-1","2020-1","2020-1",True,"2020-1"
"Fix word repetition in tokenClassificationExtensionPoint.ts error message","2020-1","2020-1","2020-1",True,"2020-1"
"Create Mi primera Web","2020-1","2020-1","2020-1",False,"null"
"Vulnerable Version Fix","2020-1","null","2020-1",False,"null"
"Fixes cannot create new debug watch expressions while filtering is active","2020-1","2020-1","2020-1",True,"2020-1"
"Support for Shadow DOM","2020-1","2020-1","2020-1",True,"2020-1"
"use set instead of array","2020-1","2020-1","2020-1",True,"2020-1"
"Add common service for logging deprecated api usage","2020-1","2020-1","2020-1",True,"2020-1"
"Clarify the docs for QuickPickItem.description and detail","2020-1","2020-1","2020-1",True,"2020-1"
"Show a rename entry in the refactor/lightbulb menus","2020-1","null","2020-1",False,"null"
"Add cache to viewdescriptorservice","2020-1","2020-1","2020-1",True,"2020-1"
"Added remembering end key state behaviour","2020-1","2020-2","2020-1",True,"2020-2"
"Hide Markdown preview editor icon when there is no active icon theme","2020-1","2020-1","2020-1",True,"2020-1"
"Allows extension install and uninstall command execution to throw exceptions back to caller","2020-1","2020-1","2020-1",True,"2020-1"
"fix typo","2020-1","2020-1","2020-1",True,"2020-1"
"Fix #88231","2020-1","2020-5","2020-1",True,"2020-5"
"add ignoreSubmodules option","2020-1","2020-11","2020-1",True,"2020-11"
"Fix #88024","2020-1","2020-1","2020-1",False,"null"
"add description property to quick pick","2020-1","2020-1","2020-1",True,"2020-1"
"Fix threads not fetched after restarting debug adapter","2020-1","2020-1","2020-1",True,"2020-1"
"Modify setting message to match options","2020-1","2020-8","2020-1",True,"2020-8"
"Editor based terminals","2020-1","2020-1","2020-1",False,"null"
":speech_balloon: Fix grammar on Welcome Page","2020-1","2020-1","2020-1",True,"2020-1"
"Add movable property to views and add toggle view commands","2020-1","2020-1","2020-1",True,"2020-1"
"Fix typo","2020-1","2020-1","2020-1",True,"2020-1"
"Add experimental prepareForHotExit method for custom editors","2020-1","2020-1","2020-1",True,"2020-1"
"Defaulted mirrorCursorOnMatchingTag to false","2020-1","2020-1","2020-1",True,"2020-1"
"Fix .bat variable surround","2020-1","2020-1","2020-1",True,"2020-1"
"Fix #88294 Add commitData in commit interface","2020-1","2020-2","2020-1",True,"2020-2"
"Adopt editor in SCM input","2020-1","2020-1","2020-1",True,"2020-1"
"Add API to always show details inline. Fix #39441","2020-1","2020-1","2020-1",True,"2020-1"
"Introduce storage main service in shared process","2020-1","2020-1","2020-1",True,"2020-1"
"Register Save All keyboard shortcut on Linux, too","2020-1","null","2020-1",False,"null"
"Implement git.pruneOnFetch setting","2020-1","2020-1","2020-1",False,"null"
"codelens: don't apply icon color to codelens","2020-1","2020-1","2020-1",True,"2020-1"
"chore: bump electron@7.1.9","2020-1","2020-2","2020-1",False,"null"
"Fix resource scope access error logging","2020-1","2020-1","2020-1",True,"2020-1"
"Correctly convert `getConfiguration('section', null)` to a resource scope config accessor ","2020-1","2020-1","2020-1",True,"2020-1"
"feat: use engines-ok for engines check","2020-1","2020-1","2020-1",False,"null"
"update calc for breaking build node-sass","2020-1","2020-1","2020-1",True,"2020-1"
" untitled - change mode when found in paste data","2020-1","2020-1","2020-1",True,"2020-1"
"Automatically set accessbilityPageSize to 1000","2020-1","2020-1","2020-1",True,"2020-1"
"Friendly pickstring options","2020-1","2020-1","2020-1",True,"2020-1"
"migrate search to use new setting","2020-1","2020-1","2020-1",True,"2020-1"
"extensions: allow built-in extensions on different qualities","2020-1","2020-1","2020-1",True,"2020-1"
"testing","2020-1","2020-1","2020-1",False,"null"
"Views: Support contributable empty view content","2020-1","2020-2","2020-1",True,"2020-2"
"Titlebar: clear content when screen reader detected","2020-1","2020-1","2020-1",False,"null"
"Don't remove trailing separator from drive letters","2020-1","2020-1","2020-1",True,"2020-1"
"Added property to cancel progress notification when user closes it","2020-1","2020-2","2020-1",False,"null"
"Enabled movable Custom Views","2020-1","2020-1","2020-1",True,"2020-1"
"revert back to electron 6","2020-1","2020-1","2020-1",True,"2020-1"
"git.pruneOnFetch setting implemented","2020-1","2020-11","2020-1",True,"2020-11"
"Contributing: fix typos","2020-1","2020-1","2020-1",True,"2020-1"
"chore: update to electron 7","2020-1","2020-2","2020-1",True,"2020-2"
"Initial support for a timeline (file history) view","2020-1","2020-1","2020-1",True,"2020-1"
"Search editor input tweaks","2020-1","2020-1","2020-1",True,"2020-1"
"Fixes source control remember tree collapsed state","2020-1","2020-11","2020-1",True,"2020-11"
"CLI: When reading from stdin, exit when stdin closes","2020-1","2020-10","2020-1",False,"null"
"Try to fix Linux GH CI","2020-1","2020-1","2020-1",True,"2020-1"
"Fix alignment of ""Create new integrated terminal"" plus icon in quick menu","2020-1","2020-1","2020-1",False,"null"
"Preserve GNOME titlebar layout settings","2020-1","2022-5","2020-1",False,"null"
"fix spelling errors","2020-1","2020-1","2020-1",False,"null"
"Trigger Electron#setDocumentEdited for working copies edited before the event handler is added.","2020-1","2020-2","2020-1",False,"null"
"Use capital ""N"" for new","2020-1","2020-1","2020-1",True,"2020-1"
"Removed search.location from search.contribution.ts","2020-1","2020-1","2020-1",True,"2020-1"
"Fixes missing context actions from compressed workspace root folder","2020-1","2020-1","2020-1",False,"null"
"Close search editor references widget on new search","2020-1","2020-1","2020-1",True,"2020-1"
"Fix #89493","2020-1","2020-1","2020-1",True,"2020-1"
"Style diff editor's scrollable viewport just like any other scrollbar","2020-1","2020-2","2020-1",True,"2020-2"
"Git: Keep original message format on amend","2020-1","2020-5","2020-1",False,"null"
"Fixed peekWidgetDefaultFocus configuration mispelling","2020-1","2020-1","2020-1",True,"2020-1"
"Update my fork (#2)","2020-1","2020-1","2020-1",False,"null"
"Fix suggest details close button","2020-1","2020-1","2020-1",False,"null"
"Make open recent menu aware of openFoldersInNewWindow setting","2020-1","2020-3","2020-1",False,"null"
"fix(tokenClassificationExtensionPoint): some typos","2020-1","2020-1","2020-1",True,"2020-1"
"file search: include workspace folder in filter","2020-1","2020-3","2020-1",True,"2020-3"
"Lint rules that enforce our api-guidelines","2020-1","2020-2","2020-1",True,"2020-2"
"ListWidget: Don't scroll list on reveal if item already visible","2020-1","2020-2","2020-1",False,"null"
"Fix off-by-one typo to improve display of files in TS call hierarchy","2020-1","2020-1","2020-1",True,"2020-1"
"Rename ""Contributions"" to ""Feature Contributions""","2020-2","2020-2","2020-2",True,"2020-2"
"Fixes no link detection in SCM input box","2020-2","2020-2","2020-2",True,"2020-2"
"Fixes cannot undo in SCM input box","2020-2","2020-2","2020-2",True,"2020-2"
"Fixes #32264 - Allow N instances of the same task","2020-2","2020-2","2020-2",True,"2020-2"
