"['title']","['createdAt']","['closedAt']","['publishedAt']","['merged']","['mergedAt']"
"Add docker-compose.yaml highlight as docker file","2017-8","2017-8","2017-8",False,"null"
"Adding ractive syntax highlighting to vscode","2017-8","2017-8","2017-8",False,"null"
"Emmet for recovery build 1.15","2017-8","2017-8","2017-8",True,"2017-8"
"Added support for recursively collapsing directory using alt-click","2017-8","2017-8","2017-8",True,"2017-8"
"Correct progress type for PPromise.join","2017-8","2017-8","2017-8",False,"null"
"Add remove action for FolderMatch","2017-8","2017-8","2017-8",True,"2017-8"
"Fix tabbing in trees","2017-8","2017-8","2017-8",True,"2017-8"
"Contributable SearchProvider","2017-8","2017-8","2017-8",True,"2017-8"
"Move search function to use Promise interface","2017-8","2018-5","2017-8",False,"null"
"Add publishsettings to list of xml file types","2017-8","2017-8","2017-8",True,"2017-8"
"Increase spacing between actionbar items","2017-8","2017-8","2017-8",True,"2017-8"
"Add FoldAt/UnfoldAt to fold and unfold commands","2017-8","2017-11","2017-8",False,"null"
"Master","2017-8","2017-8","2017-8",False,"null"
"Editor model creation options do not honour folder scope yet","2017-8","2017-8","2017-8",True,"2017-8"
"SCM: Allow inline commands in the API","2017-8","2017-8","2017-8",False,"null"
"Support commands for standalone language completion items","2017-8","2017-9","2017-8",True,"2017-9"
"Roblou/fixsmoketest1","2017-8","2017-8","2017-8",False,"null"
"Uninstall telemetry","2017-8","2017-8","2017-8",True,"2017-8"
"Keep the name of property not being translated.","2017-8","2018-8","2017-8",False,"null"
"Have terminal env config apply case insensitively","2017-8","2017-8","2017-8",True,"2017-8"
"Fix quick navigate arrow keys","2017-8","2017-8","2017-8",True,"2017-8"
"Bug: Exclude active file from compare list (Cannot compare with self) Fixes: #31853","2017-8","2017-8","2017-8",True,"2017-8"
"Pull in xterm.js v3 refactor","2017-8","2017-8","2017-8",True,"2017-8"
"Fix grammar for update alert","2017-8","2017-8","2017-8",True,"2017-8"
"Fix #32822. Stop propagation keydown event when keybinding.","2017-8","2017-9","2017-8",True,"2017-9"
"#32508. Emmet only force tokenization only when it is cheap.","2017-8","2017-8","2017-8",True,"2017-8"
"show progress indicator for implementation cmd","2017-8","2017-8","2017-8",True,"2017-8"
"Add new Azure category","2017-8","2017-8","2017-8",True,"2017-8"
"Bump electron version to 1.7.5","2017-8","2017-8","2017-8",True,"2017-8"
"Integrate inline color boxes & API finalization.","2017-8","2017-8","2017-8",True,"2017-8"
"Integrate native module for WindowsShellHelper","2017-8","2017-8","2017-8",True,"2017-8"
"Replace all instances off ""Focussed"" with ""Focused"" except ContextKey","2017-8","2017-8","2017-8",True,"2017-8"
"🐛 include setext heading levels (Markdown)","2017-8","2017-8","2017-8",True,"2017-8"
"Fix typo in Markdown Preview security warning message","2017-8","2017-8","2017-8",True,"2017-8"
"Telemetry for Ext recommendations pop ups","2017-8","2017-8","2017-8",True,"2017-8"
"Telemetry for installing recommended extensions","2017-8","2017-8","2017-8",False,"null"
"Telemetry for installing recommended extensions","2017-8","2017-8","2017-8",True,"2017-8"
"Use 'modifiedStop' instead of 'modifiedStart' in line 863 of diff.ts","2017-8","2017-8","2017-8",True,"2017-8"
"New triggers for extension recommendations","2017-8","2017-8","2017-8",True,"2017-8"
"Move to Electron 1.7.3","2017-8","2017-8","2017-8",True,"2017-8"
"Include command id in error message","2017-8","2017-8","2017-8",True,"2017-8"
"Revisit code-workspace format","2017-8","2017-8","2017-8",True,"2017-8"
"Downgrade Electron to 1.7.3 with debug fix","2017-8","2017-8","2017-8",True,"2017-8"
"Store timestamp for filebased extension recommendations","2017-8","2017-8","2017-8",True,"2017-8"
"The Web Optimization Project has optimized your repository!","2017-8","2017-8","2017-8",False,"null"
"Fix comment in User Settings for the Minimap","2017-8","2017-8","2017-8",False,"null"
"Fix comment in User Settings for the Minimap","2017-8","2017-8","2017-8",True,"2017-8"
"fix over-translation names","2017-8","2017-8","2017-8",False,"null"
"remove unwanted space","2017-8","2017-8","2017-8",False,"null"
"Modifying report issues url to include command line options and smarter extensions table","2017-8","2017-8","2017-8",True,"2017-8"
"Enable dnd for problem files","2017-8","2017-8","2017-8",True,"2017-8"
"Enable dnd for file search results","2017-8","2017-8","2017-8",True,"2017-8"
"Fix #33155: treat .pac file as javascript file","2017-8","2017-8","2017-8",True,"2017-8"
"Snippet transform","2017-8","2017-9","2017-8",True,"2017-9"
"make even","2017-8","2017-8","2017-8",False,"null"
"Added tfvars for Terraform to vs-seti-icon-theme.json","2017-8","2017-8","2017-8",False,"null"
"Fix #33316 now add support for highlight for Unity 5.4+ built-in matrix variables","2017-8","2017-8","2017-8",False,"null"
"Add DejaVu and Noto as fallback Linux fonts.","2017-8","2017-9","2017-8",False,"null"
"Makefile colorization: fix old issues and improvement (~4 changes)","2017-8","2017-9","2017-8",False,"null"
"Change activation of azure extension","2017-8","2017-8","2017-8",True,"2017-8"
"Fix issues build issues with WindowsShellHelper","2017-8","2017-8","2017-8",True,"2017-8"
"Add CodeAction type to allow not automatically showing the lightbulb","2017-8","2017-8","2017-8",False,"null"
"Fix unnatural machine-generated Japanese translation of ""n of m"" in the text-search box","2017-8","2017-10","2017-8",False,"null"
"changed limitResultCount to Number.MAX_VALUE for findMatches","2017-8","2017-9","2017-8",False,"null"
"Remove azure-account","2017-9","2017-9","2017-9",False,"null"
"Joh/lightbulb","2017-9","2017-9","2017-9",False,"null"
"show lightbulb inline","2017-9","2017-9","2017-9",True,"2017-9"
"Fix C# TextMate grammar to properly highlight statement-level await expressions","2017-9","2017-9","2017-9",True,"2017-9"
"Build using TS 2.5","2017-9","2017-9","2017-9",True,"2017-9"
"Implement ""Go Last""","2017-9","2017-9","2017-9",True,"2017-9"
"Add configuration to always show tab descriptions. (#12965)","2017-9","2017-9","2017-9",False,"null"
"Add settings to control the tab subtitle style (#12965)","2017-9","2017-9","2017-9",True,"2017-9"
"Fix word highlighting Solarized Dark theme #28343","2017-9","2017-9","2017-9",True,"2017-9"
"Allow an indent increase pattern to span multiple lines","2017-9","null","2017-9",False,"null"
"Implement Find All command & button","2017-9","2017-9","2017-9",False,"null"
"load user and extension snippets only when needed","2017-9","2017-9","2017-9",True,"2017-9"
"Can no longer open image files from the git viewlet","2017-9","2017-11","2017-9",True,"2017-11"
"2017-09-05. Merged in translations from Transifex.","2017-9","2017-9","2017-9",True,"2017-9"
"Prototype TSC watch task contribution","2017-9","2017-9","2017-9",True,"2017-9"
"Reset VS Dark + Light styling for meta embedded","2017-9","2017-9","2017-9",True,"2017-9"
"quick fix: select first entry in menu automatically for fast access","2017-9","2017-9","2017-9",True,"2017-9"
"updated electron.d.ts","2017-9","2017-9","2017-9",False,"null"
"fixed the terminal and find widget key presses","2017-9","2017-9","2017-9",True,"2017-9"
"Create setting that trims newlines from the end of a file","2017-9","2017-9","2017-9",True,"2017-9"
"electron@1.7.7","2017-9","2017-9","2017-9",True,"2017-9"
"Use canvas to render the terminal","2017-9","2017-9","2017-9",True,"2017-9"
"Add missing call to super.dispose()","2017-9","2017-9","2017-9",False,"null"
"Use unused param","2017-9","2017-9","2017-9",True,"2017-9"
"Add editor.codeActions to enable/disable code actions","2017-9","2017-9","2017-9",True,"2017-9"
"Better reveal logic","2017-9","2017-11","2017-9",False,"null"
"Functional style formatter. Color range is all float numb…","2017-9","2017-9","2017-9",True,"2017-9"
"feat(git): allow url to be given to git.clone","2017-9","2017-10","2017-9",True,"2017-10"
"Support for uninstalling extensions given paths to their .vsix files","2017-9","2017-11","2017-9",True,"2017-11"
"Handle user information in URI","2017-9","2017-9","2017-9",True,"2017-9"
"Actually don't sort folders when they are all root folders","2017-9","2017-9","2017-9",True,"2017-9"
"Add optional CompletionContext to provideCompletionItems","2017-9","2017-9","2017-9",True,"2017-9"
"Fix a small typo in snippet.md","2017-9","2017-9","2017-9",True,"2017-9"
"Make settings for each version of VS Code available for download","2017-9","2017-9","2017-9",True,"2017-9"
"Use end position for multi-line ranges when showing zone widget","2017-9","2017-11","2017-9",False,"null"
"[ImgBot] optimizes images","2017-9","2017-9","2017-9",False,"null"
