"['title']","['createdAt']","['closedAt']","['publishedAt']","['merged']","['mergedAt']"
"Remove backticks from word character fix","2021-10","2021-10","2021-10",True,"2021-10"
"watcher - properly await unsubscribe","2021-10","2021-10","2021-10",True,"2021-10"
"Update to latest seti-ui icon theme","2021-10","2021-10","2021-10",False,"null"
"Search editor go to location improvements","2021-10","2021-10","2021-10",True,"2021-10"
"Remove `LanguageIdentifier` and ensure tests dispose instantiated `LanguagesRegistry` objects","2021-10","2021-10","2021-10",True,"2021-10"
"fix: the quick diff should respect `diffEditor.ignoreTrimWhitespace`","2021-10","2021-10","2021-10",True,"2021-10"
"Merge `joao/web` to `release/1.61`","2021-10","2021-10","2021-10",True,"2021-10"
"Fixes #135302 for 1.61","2021-10","2021-10","2021-10",True,"2021-10"
"Update commands.json","2021-10","2021-10","2021-10",True,"2021-10"
"Jackson/demo-readonly-fix2","2021-10","2021-10","2021-10",False,"null"
"Word-wrap text in buttons","2021-10","2022-1","2021-10",False,"null"
"Use node ipc for communication with TS Server","2021-10","2022-1","2021-10",True,"2022-1"
"Remove python need for path lookup","2021-10","2021-10","2021-10",False,"null"
"Properly fix #134053","2021-10","2021-10","2021-10",True,"2021-10"
"cli :lipstick:","2021-10","2021-10","2021-10",False,"null"
"SCM: bring back focus restore","2021-10","2021-10","2021-10",True,"2021-10"
"Allow multiple languages in settings key","2021-10","2021-11","2021-10",False,"null"
"Improve keybindings","2021-10","2021-10","2021-10",True,"2021-10"
"Fix appHost being improperly defined","2021-10","2021-10","2021-10",True,"2021-10"
"Check webview is focued when setting active webview","2021-10","2021-10","2021-10",False,"null"
"Updating the TerminalInstance to only register link providers once.","2021-10","2021-10","2021-10",True,"2021-10"
"intercept and improve terminal launch error message ","2021-10","2021-10","2021-10",True,"2021-10"
"enable terminal actions for web and when a terminal has been created","2021-10","2021-10","2021-10",True,"2021-10"
"Enable replacePattern","2021-10","2021-10","2021-10",True,"2021-10"
"Adam the creator patch 1","2021-10","2021-10","2021-10",False,"null"
"show better messages for windows error codes","2021-10","2021-10","2021-10",True,"2021-10"
"Update to latest seti-ui icon theme","2021-10","2021-10","2021-10",True,"2021-10"
"only show wsl not installed log once","2021-10","2021-10","2021-10",True,"2021-10"
"fix no profiles showing up when useWslProfiles is false","2021-10","2021-10","2021-10",True,"2021-10"
"Categorize kernels in the notebook kernel picker","2021-10","2021-10","2021-10",True,"2021-10"
"refactored MainThreadAuth with silent option and tests","2021-10","2021-10","2021-10",True,"2021-10"
"Add -g flag for the open command","2021-10","2021-10","2021-10",True,"2021-10"
"Update blockCommentCommand","2021-10","null","2021-10",False,"null"
"Aledbf/cleanup","2021-10","2021-10","2021-10",False,"null"
"Yarn v3 (Berry) Migration","2021-10","2021-10","2021-10",False,"null"
"Allow semantic tokens to be provided by more than one provider","2021-10","2021-10","2021-10",True,"2021-10"
"Change disassembly to use WorkbenchList","2021-10","2021-11","2021-10",False,"null"
"make checked optional on IAction to differentiate false from never checked","2021-10","2021-10","2021-10",True,"2021-10"
"migrate process properties to use generic onDidChangeProperty ","2021-10","2021-10","2021-10",True,"2021-10"
"Don't sanitize `command` URLs in getting started","2021-10","2021-10","2021-10",False,"null"
"Wait for extension contributions in `welcome.showAllWalkthroughs`","2021-10","2022-3","2021-10",True,"2022-3"
"cli: treat /dev/null as non-existing file","2021-10","2021-10","2021-10",True,"2021-10"
"debt - use product service in more places","2021-10","2021-10","2021-10",True,"2021-10"
"Make sure terminals profiles are loaded before initializing terminals","2021-10","2021-10","2021-10",False,"null"
"fix extension pty terminal test failures","2021-10","2021-10","2021-10",True,"2021-10"
"Revert ""fix extension pty terminal test failures""","2021-10","2021-10","2021-10",True,"2021-10"
"Add comments to switch statements","2021-10","2021-10","2021-10",False,"null"
"Handle apostrophes in TitleCaseAction","2021-10","2021-10","2021-10",True,"2021-10"
"Remove duplicated code","2021-10","2022-2","2021-10",False,"null"
"Fix font of code sections for Markdown Notebook","2021-10","2021-11","2021-10",False,"null"
"Fix description for EventEmitter.fire(data: T)","2021-10","2021-10","2021-10",False,"null"
"Fixed typos.","2021-10","2021-11","2021-10",True,"2021-11"
"add options for jumping to next/previous problem","2021-10","2021-11","2021-10",True,"2021-11"
"Increase the number of recently opened files and folders","2021-10","2021-11","2021-10",True,"2021-11"
"adopt onDidChangeProperty ","2021-10","2021-10","2021-10",False,"null"
"Modernize workspace tags","2021-10","2021-10","2021-10",True,"2021-10"
"Create extension host processes from a node worker in the main process","2021-10","2021-11","2021-10",True,"2021-11"
"adopt onDidChangeProperty","2021-10","2021-10","2021-10",True,"2021-10"
"enable opt-out of contributed profiles","2021-10","2021-10","2021-10",True,"2021-10"
"Fixes #26393 by changing the default behavior of InsertCursorAbove/Below","2021-10","2021-10","2021-10",True,"2021-10"
"Add support for eventing","2021-10","2021-10","2021-10",True,"2021-10"
"Add changesLoop option to stop loop at last change","2021-10","2022-4","2021-10",False,"null"
"Allows to theme the background of ghost text.","2021-10","2021-11","2021-10",True,"2021-11"
"Standardize capitilization of ""Go to""","2021-10","2021-10","2021-10",True,"2021-10"
"Make sure terminal profiles are initialized","2021-10","2021-10","2021-10",False,"null"
"Fix placeholder for extension recommendation treatment","2021-10","2021-10","2021-10",True,"2021-10"
"Make 'expandLineSelection' a proper action.","2021-10","2021-11","2021-10",True,"2021-11"
"Ceate prebuild dev job","2021-10","2021-10","2021-10",True,"2021-10"
"Don't count upper case bonus if the letters are consecutive","2021-10","2021-10","2021-10",True,"2021-10"
"Tunnels in shared process should be per remote","2021-10","2021-10","2021-10",True,"2021-10"
"watcher - consistent restart behaviour on errors","2021-10","2021-10","2021-10",True,"2021-10"
"Migrate docker workspace tags to configfiles","2021-10","2021-10","2021-10",True,"2021-10"
"Add option to select match when clicking search editor results","2021-10","2022-3","2021-10",False,"null"
"Do not auto-close after string expression","2021-10","2021-11","2021-10",False,"null"
"Moves bracket logic from text model into BracketPairsImpl (IBracketPairs)","2021-10","2021-11","2021-10",True,"2021-11"
"remove typescript tokenization","2021-10","2021-11","2021-10",True,"2021-11"
"Some Simple Refactorings","2021-10","2021-11","2021-10",True,"2021-11"
"Display selected kernel in kernel picker","2021-10","2021-10","2021-10",True,"2021-10"
