"['title']","['createdAt']","['closedAt']","['publishedAt']","['merged']","['mergedAt']"
"Create HTML with dom.ts#$ function calls instead of string concatenation","2020-8","2020-8","2020-8",True,"2020-8"
"Set HTMLElement's content by providing it as a child, not by .innerHTML","2020-8","2020-8","2020-8",True,"2020-8"
"Create HTML with dom.ts#$ function calls instead of string concatenation","2020-8","2020-8","2020-8",True,"2020-8"
"Welcome support in terminal","2020-8","2020-8","2020-8",True,"2020-8"
"Use the new lastCommittedOrigin for remote port forwarding in webviews","2020-8","2020-8","2020-8",True,"2020-8"
"Add a propopsed `isReadonly` field to `TextDocument`","2020-8","2020-9","2020-8",False,"null"
"Run codeql job every Tuesday","2020-8","2020-8","2020-8",True,"2020-8"
"Use extensionUri and joinPath instead of asAbsolutePath","2020-8","2020-8","2020-8",True,"2020-8"
"SCM: Clear list of created resource groups once they are added","2020-8","2020-8","2020-8",True,"2020-8"
"Make renderCodicons function return HTMLElement instead of string","2020-8","2020-9","2020-8",True,"2020-9"
"use import-type for modules we load async","2020-8","2020-8","2020-8",True,"2020-8"
"Use md table for raw perf marks","2020-8","2020-8","2020-8",False,"null"
"Git status is not displayed in explorer sidebar with soft link","2020-8","null","2020-8",False,"null"
"Adds move views command","2020-8","2020-8","2020-8",True,"2020-8"
"Fixes TypeScript select version inserts full path to tsserver.js","2020-8","2020-8","2020-8",True,"2020-8"
"Adds titleDescription to TreeView","2020-8","2020-9","2020-8",True,"2020-9"
"Add numeric values support for editor.fontWeight","2020-8","2020-8","2020-8",True,"2020-8"
"themes - ColorScheme support (#105715)","2020-8","2020-9","2020-8",True,"2020-9"
"Preserve all new lines in MarkdownString appendText","2020-8","2020-9","2020-8",True,"2020-9"
":up: playwright@1.3.0","2020-8","2020-9","2020-8",True,"2020-9"
"Add script for running tsec","2020-8","2020-9","2020-8",True,"2020-9"
"Added usage for workspace.openTunnel()","2020-8","null","2020-8",False,"null"
"add compliance pipeline","2020-8","2022-2","2020-8",False,"null"
"Tweak Welcome page's Start section","2020-9","2020-11","2020-9",False,"null"
"Use appendText for hovers that are strings","2020-9","2020-9","2020-9",True,"2020-9"
"Replace 'master' with branch head when publishing to github","2020-9","2020-9","2020-9",True,"2020-9"
"Address feedback in #101467","2020-9","2020-9","2020-9",True,"2020-9"
"Add dirSep variable for launch.json","2020-9","2020-11","2020-9",True,"2020-11"
"Swap order of commit and save","2020-9","2020-9","2020-9",False,"null"
"Pass credentials through args","2020-9","2020-9","2020-9",True,"2020-9"
"Add a confirmBeforeQuit setting","2020-9","2020-10","2020-9",False,"null"
"Add .nf extension to Groovy file extensions","2020-9","2020-9","2020-9",False,"null"
"Settings - Add string validator for color-hex format","2020-9","2020-9","2020-9",True,"2020-9"
"[json-language-features] Fix json/schemaAssociations parameters documentation","2020-9","2020-9","2020-9",True,"2020-9"
"Bump bl from 4.0.2 to 4.0.3","2020-9","2020-9","2020-9",False,"null"
"Remove redundant line","2020-9","2020-9","2020-9",True,"2020-9"
"Add numeric values support for terminal.integrated.fontWeight","2020-9","2020-9","2020-9",True,"2020-9"
"Smart-commit staging bug","2020-9","2020-11","2020-9",False,"null"
"Adds resourcePath & resourceFolder context keys","2020-9","2020-9","2020-9",True,"2020-9"
"Test","2020-9","2020-9","2020-9",False,"null"
"web: missing settings change events from FileUserDataProvider","2020-9","2020-9","2020-9",True,"2020-9"
"Use intersection observer to hide hovers","2020-9","2020-9","2020-9",True,"2020-9"
"Ensure terminal links get disposed with new xterm.js api","2020-9","2020-9","2020-9",True,"2020-9"
"Add editor setting to prevent auto closing of specified pairs","2020-9","null","2020-9",False,"null"
"Add padding to space the x button of ""suggest"" tooltip","2020-9","2020-9","2020-9",True,"2020-9"
"Hot swap support and force redraw on resume with webgl renderer","2020-9","2020-9","2020-9",True,"2020-9"
"debt - unset DYLD_LIBRARY_PATH before forking","2020-9","2020-9","2020-9",True,"2020-9"
":up: chokidar@3.4.2","2020-9","2020-9","2020-9",True,"2020-9"
"Environment service cleanup for sandbox","2020-9","2020-9","2020-9",True,"2020-9"
"Fix #106213","2020-9","2020-9","2020-9",True,"2020-9"
"Custom hover keeps lingering around","2020-9","2020-9","2020-9",True,"2020-9"
"MessageChannel-api to communicate with worker ext host","2020-9","2020-9","2020-9",True,"2020-9"
"Update gitignore decorations when .git/info/exclude file is edited","2020-9","2020-9","2020-9",True,"2020-9"
"add HostColorService & unify ColorSchema","2020-9","2020-9","2020-9",True,"2020-9"
"Add .nf to Groovy file extensions","2020-9","2020-9","2020-9",True,"2020-9"
"Produce official ARM and ARM64 builds","2020-9","2020-9","2020-9",True,"2020-9"
"Proper fix for #105202","2020-9","2020-9","2020-9",True,"2020-9"
"Revert more specific class names for editor tokens","2020-9","2020-9","2020-9",True,"2020-9"
"notebook text model debt","2020-9","2020-9","2020-9",True,"2020-9"
"Add Read Only mode","2020-9","2020-10","2020-9",False,"null"
"Adds commands for --no-verify commit variants","2020-9","2020-9","2020-9",True,"2020-9"
"Use `@example` jsdoc tags in vscode.d.ts documentation","2020-9","2020-9","2020-9",True,"2020-9"
"Provide option to default to github provider for git.api.getRemoteSources","2020-9","2020-11","2020-9",True,"2020-11"
"Bump yargs-parser from 13.1.1 to 13.1.2 in /extensions/markdown-language-features","2020-9","2020-9","2020-9",True,"2020-9"
"Bump yargs-parser from 13.1.1 to 13.1.2 in /extensions/css-language-features/server","2020-9","2020-9","2020-9",True,"2020-9"
"Add isWritableFileSystem api","2020-9","2020-9","2020-9",True,"2020-9"
"Pinned Tabs Enhancements","2020-9","2020-9","2020-9",True,"2020-9"
":up: vscode-sqlite3@5.x","2020-9","2021-9","2020-9",False,"null"
"Add defaultUriScheme to path service","2020-9","2020-9","2020-9",True,"2020-9"
"Use the git submodule's name in source control view","2020-9","2021-11","2020-9",False,"null"
"Updated index.html","2020-9","2020-9","2020-9",False,"null"
"Adjust active terminal tab when active tab moves","2020-9","2020-9","2020-9",True,"2020-9"
"Implemented fix for first parameter being a substring of the second p…","2020-9","2020-9","2020-9",True,"2020-9"
"Allow tabs to wrap to multi-line","2020-9","2021-1","2020-9",True,"2021-1"
"Web - try to detect native fullscreen","2020-9","2020-9","2020-9",True,"2020-9"
"proxy authentication does not work on 1.49 (#106434)","2020-9","2020-9","2020-9",True,"2020-9"
"Add color to ThemeIcon","2020-9","2020-9","2020-9",True,"2020-9"
"remove only disabled breakpoints","2020-9","2020-11","2020-9",False,"null"
"Add preferred_username to the list of msft token claims","2020-9","2020-9","2020-9",True,"2020-9"
"debug: update js-debug","2020-9","2020-9","2020-9",True,"2020-9"
"debug: use only js-debug auto attach, collapse settings","2020-9","2020-9","2020-9",True,"2020-9"
"Add action to move sidebar to right from activity bar #101578","2020-9","2020-9","2020-9",True,"2020-9"
"Wrongly decodes 2%F when in path","2020-9","2020-9","2020-9",False,"null"
"Enable authentication in web playground","2020-9","2020-9","2020-9",True,"2020-9"
"added libgbm1 for resolving missing dep in dev-container","2020-9","2020-9","2020-9",True,"2020-9"
"Use debian stretch images for Linux ARM","2020-9","2020-9","2020-9",True,"2020-9"
"Closes #106683 - adds view title tooltips","2020-9","2020-9","2020-9",True,"2020-9"
"Add getPassword, setPassword, and deletePassword APIs","2020-9","2020-10","2020-9",True,"2020-10"
"revert the EOL setting of the build folder","2020-9","2020-9","2020-9",False,"null"
"Fix user data init freeze","2020-9","2020-9","2020-9",True,"2020-9"
"fix logic for NPS/Language survey prompt","2020-9","null","2020-9",False,"null"
"[Git] Allow empty tag message","2020-9","2020-9","2020-9",True,"2020-9"
"handle errors in backup tracker while writing backup","2020-9","2020-9","2020-9",True,"2020-9"
"When completions show, trigger completions when entering a new word b…","2020-9","2020-9","2020-9",True,"2020-9"
"Don't update title area for filterview","2020-9","2020-9","2020-9",True,"2020-9"
"debug: update js-debug","2020-9","2020-9","2020-9",True,"2020-9"
"Attempting to patch VS Code to support live reload","2020-9","2020-9","2020-9",False,"null"
"Fix capitalization of GitHub org","2020-9","2020-9","2020-9",False,"null"
"Detect Jenkinsfile as groovy","2020-9","2020-9","2020-9",True,"2020-9"
"normalize EOL setting for build folder","2020-9","2020-9","2020-9",True,"2020-9"
